skt	tib
 madyādibhirnivṛte puṇyamayaiścājīvaiḥ suprasannaḥ syāḥ || sl_5 ||	ཆང་རྣམས་ལས་ལྡོག་དེ་བཞིན་དགེ་བ་ཡི་༎ འཚོ་བ་ལ་ཡང་མངོན་པར་དགྱེས་པར་མཛོད་༎ ལོངས་སྤྱོད་ག-ཡོ་བ་སྙིང་པོ་མེད་མཁྱེན་ནས་།
 jñātvā calāmasārāṃ sampattiṃ dvijabhikṣudīnamitrebhyaḥ |	དགེ་སློང་གྲམ་ཟེ་བཀྲེན་དང་བཤེས་རྣམས་ལ་༎ སྦྱིན་པ་ཚུལ་བཞིན་སྩལ་བགྱི་ཕ་རོལ་དུ་༎
 dānaṃ deyaṃ vidhinā janmāntareṣu na dānāt paraṃ mitram || sl_6 ||	སྦྱིན་ལས་གཞན་པའི་གཉེན་མཆོག་མ་མཆིས་སོ་༎
 śīlaṃ sevyamamiśraṃ tvayānupahatālaṃghitānupaliptaṃ ca |	ཁྱོད་ཀྱི་ཚུལ་ཁྲིམས་མ་ཉམས་མོད་མི་དམའ་༎ མ་འདྲེས་མ་སྦགས་པ་དག་བསྟེན་པར་མཛོད་༎
 carācarapratiṣṭhaṃ tu guṇāśrayaṃ bhūvacca rājate śīlam || sl_7 ||	ཁྲིམས་ནི་རྒྱུ་དང་མི་རྒྱུའི་ས་བཞིན་དུ་༎ ཡོན་ཏན་ཀུན་གྱི་གཞི་རྟེན་ལགས་པར་གསུངས་༎
 ṣaḍimā dānaṃ śīlaṃ kṣāntivīryadhyānaprajñāḥ pāramitāḥ |	སྦྱིན་དང་ཚུལ་ཁྲིམས་བཟོད་བརྩོན་བསམ་གཏན་དང་༎ དེ་བཞིན་ཤེས་རབ་གཞལ་མེད་ཕ་རོལ་ཕྱིན་༎ འདི་དག་རྒྱས་མཛོད་སྲིད་པའི་རྒྱ་མཚོ་ཡི་༎
 aprameyāḥ saṃvardhya bhavecca bhavasāgarapārago jinendraḥ || sl_8 ||	ཕ་རོལ་ཕྱིན་པ་རྒྱལ་བའི་དབང་པོ་མཛོད་༎
 yatra pūjā pitṝṇāṃ kulaṃ tadācāryabrahmabhiḥ samṛddham |	གང་ལ་ཕ་དང་མ་དག་མཆོད་བྱེད་པའི་༎ རིགས་དེ་ཚངས་བཅས་སློབ་དཔོན་བཅས་པའང་ལགས་༎
 tatpūjayā ca kīrtistadanantaraṃ cādhigamyate 'bhyudayo 'pi || sl_9 ||	དེ་དག་ལ་མཆོད་གྲགས་པར་འགྱུར་བ་དང་༎ སླད་མ་ལ་ཡང་མཐོ་རིས་འགྱུར་བ་ལགས་༎
 hiṃsācaurye madirā kāmāticāramṛṣoktinṛtyagītāni |	འཚེ་དང་ཆོམ་རྐུན་འཁྲིག་པ་བརྫུན་དང་ནི་༎
 tyājyānyakālabhaktaṃ mālāgandhādiviśeṣoccaśayanāni || sl_10 ||	ཆང་དང་དུས་མིན་ཟས་ལ་ཆགས་པ་དང་༎ མལ་སྟན་མཐོ་ལ་དགའ་དང་གླུ་དག་དང་༎ གར་དང་ཕྲེང་བའི་ཁྱད་པར་རྣམས་སྤོང་ཞིང་༎
 anukṛtyārhacchīlaṃ kuryādupoṣadhamaṣṭābhiraṅgaiścet |	དགྲ་བཅོམ་ཚུལ་ཁྲིམས་རྗེས་སུ་བྱེད་པ་ཡི་༎ ཡན་ལག་བརྒྱད་པོ་འདི་དག་དང་ལྡན་ན་༎
 labhate hi pumān strī vā suramyakāmāvacarādidevakāyam || sl_11 ||	གསོ་སྦྱོང་འདོད་སྤྱོད་ལྷ་ལུས་ཡིད་འོང་བ་༎ སྐྱེས་པ་བུད་མེད་དག་ལ་སྩོལ་བར་བགྱིད་༎
 mātsaryaśāṭhyamāyābhimānāsaktikausīdyarāgadveṣān | kularūpayauvanaśrutabalādijaṃ madaṃ ripumiva paripaśyecca || sl_12 ||	སེར་སྣ་ག-ཡོ་སྒྱུ་ཆགས་དང་སྙོམ་ལས་དང་༎ མངོན་པའི་ང་རྒྱལ་འདོད་ཆགས་ཞེ་སྡང་དང་༎ རིགས་དང་གཟུགས་དང་ཐོས་པ་ལང་ཚོ་དང་༎ དབང་ཐད་ཆེ་བས་རྒྱགས་པ་དགྲ་བཞིན་གཟིགས་༎
 apramādo 'mṛtapadaṃ pramādo mṛtyupadamiti muninādiṣṭam |	བག་ཡོད་བདུད་རྩིའི་གནས་ཏེ་བག་མེད་པ་༎ འཆི་བའི་གནས་སུ་ཐུབ་པས་བཀའ་སྩལ་ཏོ་༎
 kuśaladharmasya vṛddhaye sadāpramādo 'bhyasanīyastvayā caiva || sl_13 ||	དེ་བས་ཁྱོད་ཀྱི་དགེ་ཆོས་སྤེལ་སླད་དུ་༎ གུས་པས་རྟག་ཏུ་བག་དང་བཅས་པར་མཛོ་༎ གང་ཞིག་སྔོན་ཆད་བག་མེད་གྱུར་པ་ལ་༎
 pūrvapramattaḥ ko 'pi meghānnirgatenduriva tato 'pramādī |	ཕྱི་ནས་བག་དང་ལྡན་པར་གྱུར་ཏེ་ཡང་༎
 sa hi nandāṅgulimālodayanājātaśatrusadṛśaḥ suśobheta || sl_14 ||	ཟླ་བ་སྤྲིན་བྲལ་ལྟ་བུར་རྣམ་མཛེས་ཏེ་༎ དགའ་བོ་སོར་ཕྲེང་མཐོང་ལྡན་བདེ་བྱེད་བཞིན་༎
 kṣāntisamaṃ naiva tapastatastvayā na krodhāvasaro deyaḥ |	༄༤༡བ་འདི་ལྟར་བཟོད་མཚུངས་དཀའ་ཐུབ་མ་མཆིས་པས་༎ ཁྱོད་ཀྱིས་ཁྲོ་བའི་གོ་སྐབས་དབྱེ་མི་བགྱི་༎ ཁྲོ་བ་སྤངས་པས་ཕྱིར་མི་ལྡོག་པ་ཉིད་༎
 buddhenānumataṃ vai padamavaivartikaṃ krodhaprahāṇena || sl_15 || akrośīdavadhīnmāmajaiṣīnmāmahārṣīd vai vittaṃ me | vairairebhiḥ kalahastyajati ya etad vairaṃ sa sukhaṃ śete || sl_16 ||	འཐོབ་པར་འགྱུར་བར་སངས་རྒྱས་ཞལ་གྱིས་བཞེས་༎ བདག་ནི་འདིས་སྤྱོས་འདིས་གཏག་ཕམ་པར་བྱས་༎ འདི་ཡིས་བདག་གི་ནོར་ཕྲོགས་གྱུར་ཏེ་ཞེས་། ཁོན་དུ་འཛིན་པས་འཁྲུག་ལོང་རྣམ་བསྐྱེད་དེ་༎ ཁོན་འཛིན་རྣམ་སྤངས་བདེ་བར་གཉིད་ཀྱིས་ལོག་། 
 jale 'vanau pāṣāṇe citramiva cittaṃ tridhā khalu sattvānām |	སེམས་ཅན་ཆུ་དང་ས་དང་རྡོ་བ་ལ་༎ རི་མོ་བྲིས་པ་དེ་འདྲར་རིག་པར་བགྱི་༎ དེའི་ནང་ཉོན་མོངས་ཅན་ལ་དང་པོ་ནི་༎
 kleśavatāṃ hi prathamo dharmābhilāṣiṇāmantimo jyāyān || sl_17 ||	མཆོག་སྟེ་ཆོས་འདོད་རྣམས་ལ་ཐ་མ་ལ་གས་༎
 vācastridhā janebhyaḥ proktā jinena madhurasatyamithyākhyā |	རྒྱལ་བས་སྙིང་ལ་འབབ་དང་བདེན་པ་དང་༎ ལོག་པར་སྨྲ་ལྡན་སྐྱེས་བུ་རྣམས་ཀྱི་ནི་༎
 kramaśo madhuḥ puṣpāśucitulyāścaramā ca pariharttavyaitāsu || sl_18 ||	།
 caturvidhā vai puruṣāḥ prakāśātprakāśe tamasastamasi punaḥ |	སྣང་ནས་སྣང་བའི་མཐར་ཐུག་མུན་པ་ནས་༎ མུན་པའི་མཐར་ཐུག་སྣང་ནས་མུན་མཐར་ཐུག་། 
 tamaḥ prakāśād gacchati tamasastejasi pudgalo varaḥ prathamaḥ || sl_19 ||	མུན་ནས་སྣང་བའི་མཐར་ཐུག་གང་ཟག་ནི་༏་། གཞི་སྟེ་དེ་དག་རྣམས་ཀྱི་ངང་པོར་མཛོད་༎
 janānāṃ tvāmraphalamiva pakvamapakve pakve 'pakvatulyaṃ ca |	མི་ནི་ཨཨ་མྲའི་འབྲས་བཞིན་མ་སྨིན་ལ་༎ སྨིན་པ་དང་འདྲ་སྨིན་ལ་མ་སྨིན་འདྲ་༎
 apakve 'pakvaṃ tathā pakve pakvamiva bhāti cāturvidhyam || sl_20 || paradārānna tu paśyed dṛṣṭe ca jñeyā avasthānurūpyeṇa |	མ་སྨིན་མ་སྨིན་པར་སྣང་སྨིན་ལ་ནི་༎ སྨིན་པར་སྣང་ཞེས་བགྱི་བ་འདྲར་རྟོགས་མཛོད་༎
 kanyāmbābhaginīvad āsaktāvapyaśucimeva cintayecca || sl_21 ||	གཞན་གྱི་ཆུང་མ་མི་ལྟ་མཐོང་ན་ཡང་༎ ན་ཚོད་མཐུན་པར་མ་དང་བུ་མོ་དང་༏་། སྲིད་མོའི་འདུ་ཤེས་བསྐྱེད་བགྱི་ཆགས་གྱུར་ན་༎ མི་གཙང་ཉིད་དུ་ཡང་དག་བསམ་པར་བགྱི་༎
 rakṣeccañcalacittaṃ śrutiputranidhiprāṇasadṛśaṃ ca nitarām |	ག-ཡོ་བའི་སེམས་ནི་ཐོས་མཚུངས་བུ་ལྟ་བུར་༎ གཏེར་བཞིན་སྲོག་དང་འདྲ་བར་བསྲུང་བགྱི་སྟེ་༎
 cittaṃ pariharttavyaṃ śatrusarpaviṣāyudhāgnisamāt kāmāt || sl_22 ||	གདུག་པ་དུག་དང་མཚོན་དང་དགྲ་བོ་དང་༎ མེ་བཞིན་འདོད་བའི་བདེ་ལ་ཡིད་འབྱུང་མཛོད་༏་།འདོད་པ་རྣམས་ནི་ཕུང་ཁྲོལ་བསྐྱེད་པ་སྟེ་༎
 kāmastvanarthajanakaḥ proktaḥ kimpākaphalasamo jinendreṇa |	རྒྱལ་བའི་དབང་པོས་ཀིམཔའི་འབྲས་འདྲར་གསུངས་༎ དེ་དག་སྤང་བགྱི་དེ་ཡི་ལྕགས་སྒྲོག་གིས་༎
 pāśaistasya hi baddho bhavacārake lokaḥ sa prahātavyaḥ || sl_23 || calādhruvāṇi ṣaḍakṣāṇi jayanti samare vā śatrūnapi caike |	འཁོར་བའི་བརྩོན་རར་འཇིག་རྟེན་འདི་དག་བཅིངས་༎
 tayośca sudhiyaḥ prathamaṃ varamindriyavijetāraṃ ca manyante || sl_24 ||	གང་དག་དབང་པོ་དྲུག་ཡུལ་རྣམས་ལ་ནི་༎ རྟག་ཏུ་མི་བརྟེན་ག-ཡོ་དང་གང་དག་ཅིག་། ག-ཡུལ་ངོར་དགྲ་ཚོགས་ལ་ས་རྒྱལ་དེ་དག་ལས་༎ མཁས་རྣམས་དང་པོ་དཔའ་རབ་ལགས་པར་འཚལ་༎ བུད་མེད་གཞོན་ནུའི་ལུས་ནི་ལོགས་ཤིག་ཏུ་༎
 yuvatiśarīraṃ hi pūti yannavāśucidvāramaśucibhāṇḍasamam | carmāvṛtaduṣpūraṃ bhūṣitamapi bhūṣaṇaiḥ pṛthag draṣṭavyam || sl_25 ||	དྲི་ང་བ་དང་སྒོ་དགུ་དོད་པ་དང་༎ མི་གཙང་ཀུན་སྣོད་འདྲ་བ་དགང་དཀའ་དང་༎ པགས་པས་ག-ཡོགས་དང་རྒྱན་ཡང་༄༤༢ཨ་༌་༎ ལོགས་ཤིག་གཟིགས་༎
 kṛmipīḍito hi kuṣṭhī sukhalipsayā ca yathā vahnimāśrayate |	ཇི་ལྟར་མཛེ་ཅན་སྲིན་བུས་ཉེན་པ་ནི་༎ བདེ་བའི་དོན་དུ་མེ་ལ་ཀུན་བསྟན་ཀྱང་༎
 pīḍā na yāti śāntiṃ tathaiva hi kāmāsaktirapi boddhavyā || sl_26 ||	ཞི་བར་མི་འགྱུར་དེ་དང་འདྲ་བར་ནི་༎ འདོད་པ་རྣམས་ལ་ཆགས་པའང་མཁྱེན་བར་མཛོད་༎
 paramārthaṃ prativettuṃ sarvabhāveṣu savidhi manasi nidhāyaiva |	དོན་དམ་གཟིགས་པར་བགྱི་སླད་དངོས་རྣམས་ལ་༎ ཚུལ་བཞིན་ཡིད་ལ་བགྱིད་པ་དེ་གོམས་མཛོད་༎
 sa ca khalu bhāvayitavyo na hi tattulyo 'paro guṇayuto dharmaḥ || sl_27 ||	དེ་དང་འདྲ་བར་ཡོན་ཏན་ལྡན་པ་ཡི་༎ ཆོས་གཞན་འགའ་ཡང་མཆིས་པ་མ་ལགས་སོ་༎ སྐྱེས་བུ་རིགས་གཟུགས་ཐོས་དང་ལྡན་རྣམས་ཀྱང་༎
 sukulīno 'pi na pūjyo jñānaśīlavimukho śrutirūpavān pumān |	ཤས་རབ་ཚུལ་ཁྲིམས་བྲལ་བ་བཀུར་མ་ལགས་༎
 guṇadvayaitadyuktaḥ pūjyate so 'nyaguṇairhīno 'pi satatam || sl_28 || aṣṭasu lokadharmeṣu lokavit samatayā pravartayeccittam |	དེ་ལྟས་གང་ལ་ཡོན་ཏན་འདི་གཉིས་ལྡན་༏་། དེ་ནི་ཡོན་ཏན་གཞན་དང་བྲལ་ཡང་མཆོད་༎
 hānilābhayaśo 'yaśo 'nuśaṃsānindāsukhaduḥkheṣvaśocyeṣu || sl_29 ||	འཇིག་རྟེན་མཁྱེན་པ་རྙེད་དང་མ་རྙེད་དང་༎ བདེ་དང་མི་བདེ་སྙན་དང་མི་སྙན་དན་༎ བསྟོད་སྨད་ཅེས་བགྱི་འཇིག་རྟེན་ཆོས་བརྒྱད་པོ་༎ བདག་གི་ཡིད་ཡུལ་མིན་པར་མགོ་སྙོམས་མཛོད་༎
 bhavadbhirbrāhmaṇabhikṣudevātithimātāpitṛkulamahiṣībhyaḥ |	ཁྱོད་ཀྱིས་བྲམ་ཟེ་དགེ་སློང་ལྷ་དང་ནི་༎ མགྲོན་དང་ཡབ་ཡུམ་དག་ངང་བཙུན་མོ་དང་༎ འཁོར་གྱི་སླད་དུའང་སྡིག་པ་མི་བགྱི་སྟེ་༎
 pāpaṃ nācaraṇiyaṃ yataḥ katamo 'pi na narakaphalasya bhāgī || sl_30 ||	དམྱལ་བའི་རྣམ་སྨིན་སྐལ་ནོད་འགའ་མ་མཆིས་༎
 na ca kṛntati pāpakarma tatkṣaṇamastrapātavat kamapi pāpinam |	སྡིག་པའི་ལས་རྣམས་སྤྱད་པ་འགའ་ཡང་ནི་༎ དེ་ཡི་མོད་ལ་མཚོན་བཞིན་མི་གཅོད་ཀྱང་༎ འཆི་བའི་དུས་ལ་བབ་ན་སྡིག་པ་ཡི་༎
 mṛtyorhi samaye kintu tatkarmaṇaḥ phalamabhimukhībhavatyeva || sl_31 ||	ལས་ཀྱི་འབྲས་བུ་གང་ལགས་མངོན་པར་འགྱུར་༎
 saptadhanānyuktāni śraddhāśīlatyāgāmalaśrutadhiyaḥ |	དད་དང་ཚུལ་ཁྲིམས་ཐོས་དང་གཏོང་བ་དང་༎ དྲི་མེད་ངོ་ཚ་ཤེས་དང་ཁྲེལ་ཡོད་དང་༎ ཤེས་རབ་ནོར་བདུན་ལགས་པར་ཐུབ་པས་གསུངས་༎
 apatrapā hrī muninā mudhaivāparadhanāni hi sādhāraṇāni || sl_32 ||	ནོར་གཞན་ཕལ་པ་དོན་མ་མཆིས་རྟོགས་མཛོད་༎
 dyūtakrīḍā kautukadarśanālasyakumitrasaṅgamadirāśca |	རྒྱན་པོ་འགྱེད་དང་འདུས་ལ་ལྟ་བ་དང་༎ ལེ་ལོ་སྡིག་པའི་གྲོགས་ལ་བརྟེན་པ་དང་༎ ཆང་དང་མཚན་མོ་རྒྱུ་བ་ངན་སོང་བ་༎
 niśāviharaṇaṃ ṣaḍime tyājyā durgatidā yaśovināśakāśca || sl_33 ||	གྲགས་པ་ཉམས་བར་འགྱུར་བ་དེ་དྲུག་སྤང་༎ ནོར་རྣམས་ཀུན་གྱི་ནང་ན་ཆོག་ཤེས་པ་༎
 sanarāmaraśāsakena santoṣaḥ sarvadhanapradhānamuktam |	རབ་མཆོག་ལགས་པར་ལྷ་མིའི་སྟོན་པས་གསུངས་༎ ཀུན་དུ་ཆོག་ཤེས་མཛོད་ཅིག་ཆོག་མཁྱེན་ན་༎
 santoṣo 'nuṣṭheyaḥ dhanaṃ vinaiva sa dhanikaḥ sati santoṣe || sl_34 ||	ནོར་མི་བདོག་ཀྱང་ཡང་དག་འབྱོར་པ་ལགས་༎ དེས་པ་བདོག་མང་ཇི་ལྟར་སྡུག་བསྔལ་བ་༎
 yathā samṛddhāḥ puruṣā duḥkhino bhavanti naiva tathālpecchukāḥ |	འདོད་པ་ཆུང་རྣམས་དེ་ལྟ་མ་ལགས་ཏེ་༎ ཀླུ་མཆོག་རྣམས་ལ་མགོ་བོ་ཇི་སྙེད་པ་༎
 yāvatyaḥ santi phaṇā ārya, duḥkhakarāḥ, nāgasya tāvatyaḥ || sl_35 || patnī tyājyā trividhā prakṛtyā ripusambaddhā svaghātikeva |	དེ་ལས་བྱུང་བའི་སྡུག་བསྔལ་དེ་སྙེད་དོ་༎
 patyurapamānakartrī svairā laghuvastucauryaratā steyīva || sl_36 ||	རང་བཞིན་དགྲར་འབྲེལ་གཤེད་མ་ལྟ་བུ་དང་། ཁྱིམ་ཐབ་བརྙས་༄༤༢བ་བགྱིད་རྗེ་མོ་ལྟ་བུ་དང་༎ ཆུང་ངུའང་རྐུ་བ་ཆོམ་རྐུན་ལྟ་བུ་ཡི་༎ ཆུང་མ་གསུམ་པོ་དེ་དག་རྣམ་པར་སྤང་༎
 bhaginīsamānukūlā mitravad hṛdayaṅgamā ca sevanīyā | mātevopakāriṇī pūjyā sevikevājñākṛd devīva || sl_37 || vihāya rāgadveṣau bhojanamauṣadhivadavagatya seveta |	སྲིད་མོ་ལྟ་བུར་རྗེས་མཐུན་གང་ཡིན་དང་༎ མཛའ་མོ་བཞིན་དུ་སྙིང་ལ་འབབ་པ་དང་༎ མ་བཞིན་ཕན་པར་འདོད་དང་བྲན་མོ་བཞིན་༎ དབང་གྱུར་གང་ཡིན་རིགས་ཀྱི་ལྷ་བཞིན་བཀུར་༏་། ཁ་ཟས་སྨན་དང་འདྲ་བར་རིགས་པ་ཡིས་༎ འདོད་ཆགས་ཞེ་སྡད་མེད་པར་བསྟེན་བགྱི་སྟེ་༎
 kāyasthityai nitarāṃ na ca saundaryagarvamānārthaṃ sevyam || sl_38 ||	རྒྱགས་ཕྱིར་མ་ལགས་བསྙེམས་པའི་ཕྱིར་མ་ལགས་༎ འཚག་ཕྱི་མ་ལགས་ལུས་གནས་འབའ་ཞིག་ཕྱིར་༎
 dinamakhilaṃ śubhakārye yāpayed rātrerādyantau yāmau ca |	རིག་པའི་བདག་ཉིད་ཉིན་པར་མཐའ་དག་དང་༎ མཚན་མོ་ཐུན་གྱི་སྟོད་སྨད་བཟླས་ནས་ནི་༎
 dhīman, madhye yāme śayīta yato hi na bhaved viphalā nidrā || sl_39 ||	མནལ་ཚེའང་འབྲས་བུ་མེད་པར་མི་འགྱུར་བར་༎ དྲན་དང་ལྡན་བར་དེ་དག་བར་དུ་མནོལ་༎
 maitrīkaruṇopekṣāmuditāśca sadā samyag bhāvayitavyāḥ |	བྱམས་དང་སྙིང་རྗེ་དག་དང་དགའ་བ་དང་༎ བཏང་སྙོམས་རྟག་ཏུ་ཡང་དག་བསྒོམ་མཛོད་ཅིག་། གོང་མ་བརྙེས་པར་མ་གྱུར་དེ་ལྟ་ནའང་།
 alabdhe 'nuttarapade dhruvameva brahmaloke sukhāvāptiḥ || sl_40 ||	ཚངས་པའི་འཇིག་རྟེན་བདེ་བ་ཐོབ་པར་འགྱུར་༎
 kāmān prītivicārau sukhañca duḥkhañca vihāya caturbhireva |	།
 dhyānairbrahmābhāsvaraśubhakṛtsnabṛhatphalabhāginaśca bhavanti || sl_41 ||	ཚངས་དང་འོད་གསལ་དག་དང་དགེ་རྒྱས་དང་༎ འབྲས་བུ་ཆེ་ལྷ་རྣམས་དང་སྐལ་མཉམ་ཐོབ་༎
 kuśalākuśalaṃ ca karma sadābhiniveśāpratipakṣavastuguṇaiḥ | pañcabhiścotpadyate tasmād yatanīyaṃ kuśalacaryāyām || sl_42 ||	རྟག་དང་མངོན་པར་ཞེན་དང་གཉེན་པོ་མེད་༎ ཡོན་ཏན་གཙོ་ལྡན་བཞི་ལས་བྱུང་བའི་ལས་༎ དགེ་དང་མི་དགེ་རྣམ་ལྦ་ཆེན་པོ་སྟེ་༎ དེ་བས་དགེ་བ་སྤྱོད་ལ་བ་རྩོན་པར་བགྱི་༎
 yathālpakṣāranīraṃ parivartayatyalpajalarasaṃ na gāṅgam |	།
 pāpaṃ tathaiva cālpaṃ nāśayatyalpakuśalaṃ na pūrṇakuśalam || sl_43 ||	དེ་བཞིན་སྡིག་པའི་ལས་ནི་ཆུང་དུ་ཡང་༎
 auddhatyaṃ kaukṛtyaṃ vyāpādaḥ styānamiddhe ca kāmecchā | vicikitseti pañcaiva kuśaladhanahārakāṇīmāni jñeyāni || sl_44 ||	དགེ་བའི་རྩ་བ་ཡང་ལ་མཁྱེན་པར་བགྱི་༎ རྒོད་དང་འགྱོད་དང་གནོད་སེམས་རྨུགས་པ་དང་༎ གཉིད་དང་འདོད་ལ་འདུན་དང་ཐེ་ཚོམ་སྟེ་༎ སྒྲིབ་པ་ལྔ་པོ་འདི་དག་དགེ་བའི་ནོར་༎ འཕྲོག་པའི་ཆོམ་རྐུན་ལགས་པར་མཁྱེན་པར་མཛོད་༎
 uttamāḥ pañcadharmāḥ śraddhāvīrye smṛtisamādhiprajñāśca |	དད་དང་བརྩོན་འགྲུས་དག་དང་དྲན་པ་དང་༎ ཏིང་འཛིན་ཤེས་རབ་ཆོས་མཆོག་ལྔ་ཉིད་དེ་༎ འདི་ལ་མངོན་བརྩོན་མཛོད་ཅིག་འདི་དག་ནི་༎
 balendriyāṇi cāgryāṇi kathyante yatanīyameteṣu tasmād || sl_45 ||	སྟོབས་དབང་ཞེས་བགྱི་རྩེ་མོར་གྱུར་པའང་ལགས་༎
 vyādhijarāmaraṇapriyaviyogavacca karmaparāyaṇāḥ sarve |	ན་རྒ་འཆི་སྡུག་བྲལ་དང་དེ་བཞིན་དུ་༎ ལས་ནི་བདག་གིར་བྱས་ལས་མ་འདས་ཞེས་༎
 punaḥ punastu cintayā pratipakṣeṇaivaṃ prahīyate mānaḥ || sl_46 ||	དེ་ལྟར་ཡང་དང་ཡང་དུ་སེམས་པ་ནི་༎ དེ་ཡི་གཉེན་པོའི་སྒོ་ནས་རྒྱགས་མི་འགྱུར་༎
 svargaṃ mokṣaṃ cecchet samyagdṛṣṭistāvad bhāvanīyaiva |	༄༤༣ཨ་༌་༎ གལ་ཏེ་མཐོ་རིས་ཐར་པ་མངོན་བཞེད་ན་༎ ཡང་དག་ལྟ་ལ་གོམས་པ་ཉིད་དུ་མཛོད་༎
 kṛtāni mithyādṛṣṭyā puruṣaiḥ sucaritānyapi viṣamavipākāni || sl_47 ||	གང་ཟག་ལོག་པར་ལྟ་བས་ལེགས་སྤྱད་ཀྱང་༎ ཐམས་ཅད་རྣམ་པར་སྨིན་པ་མི་བཟད་ལྡན་༎ མི་ནི་ཡང་དག་ཉིད་དུ་མི་བདེ་ཞིང་༎
 anātmāśucirduḥkhī pudgalo 'nityaśca samyagvijñeyaḥ |	མི་རྟག་བདག་མེད་མི་གཙང་རིག་པར་བགྱི་༎
 smṛtyupasthānarahitā vinaśyante ca viparyāsaiścaturbhiḥ || sl_48 ||	དྲན་པ་ཉེ་བར་མ་བཞག་རྣམས་ཀྱིས་ནི་༎ ཕྱིན་ཅི་ལོག་བཞིར་ལྟ་བ་ཕུང་ཁྲོལ་བ་༎
 uktaṃ rūpaṃ nātmā rūpavāṃśca nātmā rūpe naivātmā |	གཟུགས་ནི་བདག་མ་ཡིན་ཞེས་གསུངས་ཏེ་བདག་། གཟུགས་དང་མི་ལྡན་གཟུགས་ལ་བདག་ནས་མིན་༎ བདག་ལ་གཟུགས་མི་གནས་ཏེ་དེ་བཞིན་དུ་༎ ཕུང་བོ་ལྷག་མ་བཞི་ཡང་སྟོང་རྟོགས་བགྱི་༎ ཕུང་བོ་འདོད་རྒྱལ་ལས་མིན་དུས་ལས་མིན་༎
 na cātmanyasti rūpaṃ śūnyamevaṃ skandhacatuṣkamapi jñeyam || sl_49 ||	རང་བཞིན་ལས་མིན་ངོ་བོ་ཉིད་ལས་མིན་༎
 skandhā na hi jāyante yadṛcchayā na prakṛtīśvarakālebhyaḥ |	དབང་ཕྱུག་ལས་མིན་རྒྱུ་མེད་ཅན་མིན་ཏེ་༎
