skt	tib
 tathoktamāryaṃ duṣṭatvāt yaḥ paśyati sa paśyati || 10 ||	དེ་སྐད་ཅེས་བྱ་འཕགས་མཐོང་བས་༎ གང་གིས་མཐོང་བ་དེས་མཐོང་ངོ་༎ གང་ཞིག་སྲོག་ལ་སོགས་བྲལ་བ་༎
 prāṇādirahitād yaśca vyupaśāntyantasaṃyutam |	ཉེར་ཞི་ལ་ཐུག་བཅས་པར་ནི་༎
 pratītyaṃ dharmabuddhau ca śuddhabuddhayā vi paśyati || 11 ||	རྟེན་འབྲེལ་ཆོས་དང་སངས་རྒྱས་དག་། དྲི་མེད་པ་ཡི་བློས་མཐོང་བ་༎ རྟེན་འབྲེལ་ཞེས་པའི་མཚན་ཉིད་ནི་༎
 pratītyalakṣaṇaṃ tāvat sahetvādipadānvitam |	རྒྱུ་བཅས་ལ་སོགས་ཚིག་དང་ལྡན་༎
 buddhotpādo bhavenno vā sthiteyaṃ dharmatā yataḥ || 12 ||	སངས་རྒྱས་བྱུང་རུང་མ་བྱུང་རུང་༎ ཆོས་ཉིད་འདི་ནི་གནས་པ་ཡིན་༎
 bāhya ādhyātmikaścāpi dvividho hetupratyayaḥ |	ཕྱི་དང་དེ་བཞིན་ནང་གི་ནི་༎ རྒྱུ་དང་རྐྱེན་ནི་རྣམ་གཉིས་ཏེ་༎
 bāhyo hetustu bījādiḥ pratyayaḥ ṣaḍvidho mataḥ || 13 ||	ཕྱི་རོལ་རྒྱུ་ནི་ས་བོན་སོགས་༎ རྐྱེན་ནི་རྣམ་པ་དྲུག་ཏུ་བསྟན་༎
 bījāṅkuraprakāṇḍādiḥ phale yadvat pravartate |	ས་བོན་མྱུ་གུ་སྡོང་བུ་སོགས་༎ ཇི་ལྟར་འབྲས་བུ་འཇུག་པ་བརྗོད་༎
 pratyayastu pṛthivyādikālānto hi yathākramam || 14 ||	རྐྱེན་ནི་ས་ལ་སོགས་པ་སྟེ་༎ དུས་ལ་ཐུག་པ་གོ་རིམས་བཞིན་༎
 dhāraṇaṃ snehanaṃ pāko dhānyavṛddhiranāvṛtiḥ |	རྟེན་དང་རླན་དང་སྨིན་པ་དང་༎ འབྲུ་འཕེལ་དང་ནི་གོ་འབྱེད་དང་༎ འགྱུར་བ་དག་ནི་དེ་རྣམས་ཀྱི་༎
 pariṇāmastathā teṣāṃ kāryaṃ tadvat pravartate || 15 ||	བྱ་བ་ཇི་བཞིན་འཇུག་པའོ་༎
 no cet pratyayasāmagrī bīje bhūte 'pi nāṅkuraḥ |	རྐྱེན་རྣམས་ཚོགས་པ་མེད་ན་ནི་༎ ས་བོན་ཡོད་ཀྱང་མྱུག་སོགས་མེད་༎
 bījābhāve tu satyeva pratyayabhāvo 'pi tādṛśaḥ || 16 ||	ས་བོན་མེད་པ་ཉིད་ཡིན་ན་༎ རྐྱེན་རྣམས་ཡོད་ཀྱང་དེ་དང་འདྲ་༎
 hetavaḥ pratyayāstadvad ātmagrāhādivarjitā |	རྒྱུ་དང་དེ་བཞིན་རྐྱེན་རྣམས་ནི་༎ ངར་འཛིན་ལ་སོགས་བྲལ་བ་སྟེ་༎
 hetupratyayasamagryā na naśyet karmaṇaḥ phalam || 17 ||	རྒྱུ་དང་རྐྱེན་ནི་ཚོགས་པ་ལས་༎ ལས་ཀྱི་འབྲས་བུ་ཆུད་ཟ་མེད་༎
 na svato parato nāpi na dvayoḥ kartṛkālataḥ |	བདག་ལས་མ་ཡིན་གཞན་ལས་མིན་༎ གཉིས་དང་བྱེད་པོ་དུས་ལས་མིན་༎
 īśvarādikṛtaṃ naivaṃ svabhāvānnāpyahetutaḥ || 18 ||	དེ་བཞིན་དབང་ཕྱུག་སོགས་བྱས་མིན་༎ རང་བཞིན་ལས་མིན་རྒྱུ་མེད་མིན་༎
 hetupratyayayorvṛttirbhāsate 'nādikālataḥ ||	རྒྱུ་དང་རྐྱེན་གྱིས་འཇུག་པ་ཡང་༎ ཐོག་མ་མེད་པའི་དུས་ཅན་སྣང་༎
 pañcabhirhetubhirbāhyaḥ pratītyotpāda iṣyate || 19 ||	རྒྱུ་ལྔ་དག་གིས་ཕྱི་རོལ་གྱི་༎ རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བར་བཞེད་༎
 śāśvatato na coccedān na saṃkranteḥ parīttataḥ |	རྟག་པར་མ་ཡིན་ཆད་པར་མིན་༎ འཕོ་བར་མ་ཡིན་རྒྱུ་ཆུང་ལས་༎
 hertormahāphalāvāptiḥ sadṛśānuprabodhataḥ || 20 ||	འབྲས་བུ་ཆེན་པོ་འགྲུབ་པ་དང་༎ འདྲ་བར་རྗེས་སུ་འགྲོ་ཕྱིར་ཡང་༎
 aṅkuro bījavaneṣṭo nirheturno 'ṅkurodbhavaḥ |	མྱུ་གུ་ས་བོན་ལྟར་མི་འདོད་༎ རྒྱུ་མེད་མྱུ་གུ་སྐྱེ་བའང་མེད་༎
 samo nirodha utpādastulonnāmāvanāmavat || 21 ||	འགག་དང་སྐྱེ་བ་མགོ་མཉམ་སྟེ་༎ སྲང་མདའི་མགོ་མཇུག་མཐོ་དམན་བཞིན་༎
 tathaivādhyātmikasyāpi hetuśca pratyayo dvidhā |	དེ་བཞིན་ནང་གི་རྒྱུ་དང་ནི་༎ རྐྱེན་གྱིས་རྣམ་པ་གཉིས་སུ་བཞེད་༎
 ādiheturavidyāsya mṛtyurantyo yathākramam || 22 ||	འདིའི་རྒྱུ་དང་པོ་མ་རིག་པ་༎ ཐ་མ་འཆི་ཡིན་གོ་རིམས་བཞིན་༎
 samajanmakleśakarmātmā dvādaśāṅkastrikāṇḍakaḥ |	ཡན་ལག་བཅུ་གཉིས་ཉོན་མོངས་། ༄༡༩ཨ་༌་༎ ལས་༏་། སྐྱེ་བཅས་བདག་ཉིད་ཆ་གསུམ་ནི་༎
 hetupratyayasambhūtaḥ kartetyādivivarjitaḥ || 23 ||	རྒྱུ་དང་རྐྱེན་ལས་བྱུང་བ་སྟེ་༎ བྱེད་པ་ལ་སོགས་རྣམ་པར་སྤངས་༎
 avidyā yadi nādau syādante mṛtyurna saṃbhaved |	གལ་ཏེ་དང་པོ་མ་རིག་མེད་༎ ཐ་མ་འཆི་བ་འབྱུང་མི་འགྱུར་༎
 tebhyo bhinno na kutrāpi hyātmātmīyaśca vidyate || 24 ||	དེ་དག་ལས་གཞན་བདག་དང་ནི་༎ བདག་གིས་ཞེས་པ་གང་ནའང་མེད་༎
 avidyāsaṃbhavādādāvante mṛtyuśca bhāsate |	དང་པོ་མ་རིག་བྱུང་ན་ནི་༎ ཐ་མ་འཆི་བའང་སྣང་བར་འགྱུར་༎
 hetorādhyātmikasyaivaṃ pratyayāḥ ṣaḍprakārakaḥ || 25 ||	དེ་ལྟར་འདི་ནི་ནང་གི་རྒྱུ་༎ འདི་ཡི་རྐྱེན་ནི་རྣམ་པ་དྲུག་། ཐ་མ་རྣམ་ཤེས་ཐོག་མ་ས་༎
 pratyayo 'dhyātmikastvante vijñānaṃ cādike dharā |	ནང་གི་རྐྱེན་དུ་འདོད་པ་ཡིན་༎
 kāṭhinyaṃ saṃgrahaḥ pākaḥ śvāsavṛddhiranāvṛtiḥ || 26 ||	སྲ་དང་རྗེས་སུ་སྡུད་པ་དང་༎ སྨིན་དང་དབུགས་འཕེལ་གོ་འབྱེད་ཉིད་༎
 jñānarūpānuvṛttiśca pañcavijñānasaṃyutam | tasmāt kliṣṭaṃ manaścāpi hīme 'dhyātmikapratyayāḥ || 27 ||	ཤེས་དང་གཟུགས་ཀྱི་རྗེས་འཇུག་པ་༏་། རྣམ་ཤེས་ལྔ་དང་ལྡན་པ་དང་༎ དེ་ན་ཉོན་མོངས་ཅན་ཡིད་ཀྱང་༎ འདི་རྣམས་ནང་གི་རྐྱེན་ཡིན་ནོ་༎
 dhātūnāṃ sannipātādvai śarīrotpāda iṣyate |	ཁམས་རྣམས་འདུས་པར་གྱུར་པ་ལས་༎ ལུས་ནི་སྐྱེ་བར་འདོད་པ་ཡིན་༎
 ātmātmīyavikalpānāmutpādastairna manyate || 28 ||	དེ་དག་བདག་དང་བདག་གི་ཞེས་༎ རྣམ་རྟོག་སྐྱེ་བ་མེད་པར་འདོད་༎
 teṣu satsu samutpādasteṣvasatsu na saṃbhavaḥ |	དེ་དག་ཡོད་ན་སྐྱེ་འགྱུར་ཏེ་༎ དེ་དག་མེད་ན་འབྱུང་བ་མེད་༎
 naivātmādimayāste hi nāpyanyaccāpi kiñcana || 29 ||	དེ་རྣམས་བདག་སོགས་མི་ལྡན་ལ་༎ གཞན་ཡང་སུའི་ཡང་མ་ཡིན་ནོ་༎
 yaikapiṇḍādisaṃjñā sāvidyātribhavachādikā |	གང་གཅིག་རིལ་སོགས་འདུ་ཤེས་པ་༎ དེ་ནི་མ་རིག་སྲིད་གསུམ་སྒྲིབ་༎
 rāgo dveṣaśca mohādiḥ pravṛttāḥ santyavidyayā || 30 ||	མི་ཤེས་པས་ནི་འདོད་ཆགས་དང་༎ ཞེ་སྡང་གཏི་མུག་མངོན་དུ་བྱེད་༎ དེ་ལས་འདུ་བྱེད་དངོས་པོ་ནི་༎
 tataḥ saṃskṛtabhāvānāṃ jñaptirvijñānasaṃbhavā |	རྣམ་པར་རིག་པའི་རྣམ་ཤེས་འབྱུང་༎
 vijñānena sahodbhūtāścatuskandhā arūpiṇaḥ || 31 ||	རྣམ་ཤེས་ལྷན་ཅིག་འབྱུང་བ་ནི་༎ གཟུགས་ཅན་མ་ཡིན་ཕུང་པོ་བཞི་༎
 nāmarūpamupādāya cendriyāyatanodbhavaḥ |	མིང་དང་གཟུགས་ལ་བརྟེན་ནས་ནི་༎ དབང་པོ་སྐྱེ་མཆེད་འབྱུང་བར་འགྱུར་༎
 viṣayenriyavijñānasaṃghātāt sparśasambhavaḥ || 32 ||	ཡུལ་དང་དབང་པོ་རྣམ་པར་ཤེས་༎ འདུས་པ་ལས་ནི་རེག་པ་འབྱུང་༎
 vedanā sparśajā jñeyā tṛṣṇā ca vedanodgatā |	རེག་བྱུང་ཚོར་བར་ཤེས་བྱ་སྟེ་༎ དེ་བཞིན་ཚོར་བྱུང་སྲིད་པའོ་༎
 tṛṣṇāvṛddhirupādānam upādānodgato bhavaḥ || 33 ||	སྲེད་འཕེལ་ཉེ་བར་ལེན་པ་སྟེ་༎ ལེན་པ་ལས་ནི་སྲིད་པ་འབྱུང་༎
 skandhotpādo bhavājjātirjāterevaṃ jarāpi ca |	སྲིད་ལས་ཕུང་འབྱུང་སྐྱེ་བ་སྟེ་༎ དེ་བཞིན་སྐྱེ་ལས་རྒས་པའོ་༎
 skandhābhāvo jarāyā yaḥ sa mṛtyuścetyudīryate || 34 ||	དེ་བཞིན་རྒས་པའི་ཕུང་མེད་པ་༎ དེ་ནི་འཆི་བ་ཞེས་བརྗོད་དོ་༎
 mūḍhe tu maraṇācchokaḥ satṛṣṇe dāha āntaraḥ |	རྨོངས་པ་འཆི་ལས་མྱ་ངན་ཏེ་༏་། སྲིད་དང་བཅས་པའི་གདུང་བ་ཉིད་༎
 śokataścāpalāpo yo daurmanasyaṃ sa ucyate || 35 ||	མྱ་ངན་ལས་ནི་བརྗོད་པ་གང་༎ དེ་ནི་སྨྲེ་སྔགས་འདོན་ཞེས་བྱ་༎
 daurmanasyasamudbhūtaṃ pañcavijñānakāyikam |	སྨྲེ་སྔགས་འདོན་པ་ལས་བྱུང་བ་༎ རྣམ་པར་ཤེས་པ་ཚོགས་ལྔ་ཡི་༎
 āsātaduḥkhamityuktaṃ kāyasaukhyavighātakam || 36 ||	སིམ་པ་མ་ཡིན་སྡུག་བསྔལ་བརྗོད་༎ ལུས་ཀྱི་བདེ་བའི་གེགས་བྱེད་པའོ་༎
 duḥkhaṃ manasikārākhyaṃ manasastūpadhātakam |	ཡིད་ལ་བྱེད་པའི་༄༡༩བ་སྡུག་བསྔལ་ནི་༎ ཡིད་ལ་ཉེ་བར་གནོད་བྱེད་པ་༎
 daurmanasyaṃ ca tajjñeyamanyopakleśahetukram || 37 ||	དེ་ཡིད་མི་བདེར་ཤེས་བྱ་སྟེ་༎ གང་གཞན་ཉེ་བའི་ཉོན་མོངས་རྒྱུ་༎
 tamo 'bhijñānāmarūpāyatasparśavittarṣataḥ |	མུན་མངོན་ཤེས་དང་མིང་གཟུགས་ནི་༎ སྐྱེ་མཆེད་རེག་མྱོང་སྐོམ་པའི་ཕྱིར་༎
 tṛṣṇādānabhavotpāda pākanāśaviśokataḥ || 38 ||	སྲེད་ལས་ལེན་དང་སྲིད་སྐྱེ་དང་༎ སྨིན་དང་འཇིག་དང་མྱ་ངན་ཕྱིར་༎
 vacanādikāyasaṃpīḍācittadurmānasāstathā |	ཚིག་སོགས་ལུས་ལ་གནོད་པ་དང་༎ སེམས་ཡིད་མི་བདེའི་ཕྱིར་དང་ནི་༎ ཉོན་མོངས་ཕྱིར་ནི་མིང་དོན་མཐུན་༎
 kleśādanvarthakaṃ nāma yathākramamudīritam || 39 ||	གོ་རིམས་བཞིན་དུ་བསྟན་པ་ཡིན་༎
 punastattvaparijñānādavidyādeśca yathākramam |	ཡང་དེ་ཁོ་ན་ཡོངས་མ་ཤེས་༎ མ་རིག་ལ་སོགས་གོ་རིམས་བཞིན་༎
 pūrvapūrvebhya utpādo 'pyākhyātaścottarottaraḥ || 40 ||	སྔ་མ་སྔ་མ་ལས་ཕྱི་མ་༎ སྐྱེ་བ་དག་ཏུ་ཡང་བརྗོད་དོ་༎
 dvādaśāṅgautripravṛttī nityocchedau hyanādijau |	ཡན་ལག་བཅུ་གཉིས་གསུམ་འཇུག་པ་༎ འདི་ནི་རྟག་ཆད་ཐོག་མེད་སྐྱེད་༎
 pravṛtterjaladhārāvad vartate 'nādikālataḥ || 41 ||	ཆུ་བོའི་རྒྱུན་བཞིན་འཇུག་པ་ཡིས་༎
 tathāpyete tu catvāraḥ saṃghātakarahetavaḥ |	ཐོག་མ་མེད་པའི་དུས་ཅན་འཇུག་།འོན་ཀྱང་བཞི་པོ་འདི་དག་ནི་༎ རྒྱུ་ནི་སྡུད་པར་བྱེད་པ་སྟེ་༎
 avidyā ca tṛṣā karma vijñānaṃ kramaśo matāḥ || 42 ||	མ་རིག་སྲེད་ལས་རྣམ་པར་ཤེས་༎ དེ་དག་གོ་རིམས་བཞིན་དུ་བཤད་༎
 hetorvijñānabījaṃ hi karmakṣetramudīritam |	རྒྱུ་ལས་རྣམ་ཤེས་ས་བོན་ཏེ་༎ ལས་ནི་ཞིང་དུ་གསུངས་པ་ཡིན་༎
 prathamaḥ ca tṛṣā prokte hetuḥ kleśasvabhāvataḥ || 43 ||	དང་པོ་སྲེད་པ་ཉོན་མོངས་པའི་༎ དངོས་པོ་རྒྱུར་ནི་ཡང་དག་བཤད་༎
 karmakleśāstuvijñānabījatvena vyavasthitāḥ |	ལས་དང་ཉོན་མོངས་རྣམ་པར་ཤེས་༎ ས་བོན་ཉིད་དུ་རྣམ་པར་གནས་༎
 karma vijñānabījasya kṣetrakāryaṃ karoti ca || 44 ||	ལས་ནི་ས་བོན་རྣམ་ཤེས་ཀྱི་༎ ཞིང་གི་བྱ་བ་ཡང་བྱེད་དོ་༎
 vijñānanāmakaṃ bījaṃ tṛṣṇayā snihyate param |	སྲེད་པས་རྣམ་ཤེས་ཞེས་བྱ་ཡི་༎ ས་བོན་དེ་མ་ཐག་རླན་བྱེད་༎
 vijñānabījaṃ cāvidyā kirati snehanena vai || 45 ||	མ་རིག་ས་བོན་རྣམ་པར་ཤེས་༎ བརླན་པས་བསྟེན་པ་འདེབས་པར་བྱེད་༎
 karma tṛṣṇā tathāvidyā kṣetraṃsneho 'vakīrṇanam |	ལས་དང་སྲེད་པ་མ་རིག་པ་༎ ཞིང་དང་བརླན་དང་འདབས་བྱེད་རྣམས་༎
 vijñāne na karomīdaṃ na vijñānamito matam || 46 ||	རྣམ་པར་ཤེས་པ་འདི་བྱ་དང་༎ རྣམ་ཤེས་བདག་འདིས་སྙམ་པ་མེད་༎
 tathāpi bījavijñāneṃ karmakleśapratiṣṭhite |	འོན་ཀྱང་ས་བོན་རྣམ་པར་ཤེས་༎ ལས་དང་ཉོན་མོངས་གནས་པ་ནི་༎
 vijñānaṃ bījamityuktaṃ kīrṇe 'vidyāsvavaskare || 47 ||	ས་བོན་རྣམ་པར་ཤེས་ཞེས་བརྗོད་༎ མ་རིག་ལུད་ཀྱིས་བྲན་པ་དང་༎ སྲེད་པའི་ཆུ་ཡིས་བསྟེན་ན་ནི་༎
 tṛṣṇājalena saṃsikte hetuto nāmarūpayoḥ |	རྒྱུ་ལས་མིང་དང་གཟུགས་ཀྱི་ནི་༎ མྱུ་གུ་སྐྱེ་བའང་སྣང་བར་འགྱུར་༎
 aṅkurotpādabhāso hi na svaparobhayāditaḥ || 48 ||	རང་བཞིན་གཉིས་ཀ་ལ་སོགས་པས་༎ མིང་གཟུགས་འདི་དག་འབྱུང་ཡིན་གྱི་༎
 nāmarūpamidaṃjātaṃ piturmātuḥsamāgamāt |	ཕ་དང་མ་ནི་ཕྲད་པ་དང་༎ དུས་རྣམས་མི་འགལ་ཉིད་ལས་སོ་༎
 avirodhādṛtoścāpi kiñcidāsvādavedhitam || 49 ||	མྱོང་བ་ཅུང་ཟད་འབྲེལ་པ་ནི་༎
 bījavijñānamityuktaṃ mātṛgarbhe kramāccayaḥ |	ས་བོན་རྣམ་པར་ཤེས་པར་བརྗོད་༎ མ་ཡི་མངལ་དུ་རིམ་བཞིན་འཕེལ་༎
 nāmarūpāṅkurotpādastvavaikalyācca pratyayaiḥ || 50 ||	མིང་གཟུགས་མྱུ་གུ་སྐྱེད་པར་བྱེད་༎ རྐྱེན་རྣམས་མ་ཚངས་མེད་པ་དང་༎ རྒྱུན་རྣམས་༄༢༠ཨ་༌་༎
 avirodhatvāccahetūnāṃ māyānairātmyanigrahe |	འགལ་བ་མ་ཡིན་ལས་༎ སྒྱུ་མ་བདག་མེད་འཛིན་མེད་པར་༎
 utpādo 'pi na saṃbhāvyaḥ cakṣurvijñānamapyataḥ || 51 ||	སྐྱེ་བ་ཡང་ནི་ཡོད་མ་ཡིན་༎ མིག་གི་རྣམ་པར་ཤེས་པ་ཡང་༎
 pañcabhirhetubhirjātaṃ cakṣūrūpāvabhāsanaiḥ | nabhastajjamanaskāraiḥ pañcavaikalyatastathā || 52 ||	རྒྱུ་ལྔ་པོ་ཡིས་འབྱུང་བ་སྟེ་༎ མིག་དང་གཟུགས་དང་དེ་བཞི་སྣང་༎ ནམ་མཁའ་དེ་སྐྱེད་ཡིད་ལ་བྱེད་༎ ལྔ་པོ་མ་ཚང་མེད་པ་ལས་།
 cakṣurvijñānamudbhūtaṃ mayā te janitā iti |	མིག་གི་རྣམ་པར་ཤེས་པ་འབྱུང་༎ དེ་དག་བདག་གིས་དེ་བསྐྱེད་ཅིང་། རྣམ་རྟོག་སྐྱེ་མེད་ཇི་ལྟར་སྣང་༎
 vikalpo na yathodeti śrotrajñānādikākhilam || 53 ||	རྣ་བའི་རྣམ་ཤེས་ལ་སོགས་ཀུན་།
 utpādasya kramaścaivaṃ hetupratyayasaṅgrahāt |	སྐྱེ་བའི་རིམ་པ་འདི་ཉིད་ཡིན་༎ རྒྱུ་དང་རྐྱེན་གྱི་ཚོགས་པ་ལས་།
 kartrādīnāṃ ca vaikalyād ahaṅkāraviyogataḥ || 54 ||	བྱེད་པོ་ལ་སོགས་བྲལ་བ་དང་༎ ངར་འཛིན་པ་དང་བྲལ་བ་ལས་༎
 utpādo 'pi yathāpūrva tatha cāpi pratītyajam |	སྐྱེ་བ་ཡང་ནི་སྔ་མ་བཞིན་༎ དེ་ལྟར་རྟེན་ཅིང་འབྲེལ་འབྱུང་བའི་༎ རྒྱུ་ཅན་ཀུན་ཏུ་ཤེས་པར་བྱ་༎
 hetumatsaṃvijānīyād asmāllokāt paraṃ nahi || 55 ||	འཇིག་རྟེན་འདས་ནས་ཕ་རོལ་དུ་།
 kaściddhamaḥ kvacid gantā hetupratyayatastathā |	གྲོ་བའི་ཆོས་འགའ་གང་ནའང་མེད་༎ འོན་ཀྱང་རྒྱུ་དང་རྐྱེན་དག་ལས་༎
 karmaṇaḥ phalamabhyeti,	ལས་ཀྱིས་འབྲས་བུ་མངོན་པ་ཡིན་༎
 yathā darśe viśodhite || 56 ||	ཇི་ལྟར་མེ་ལོང་རབ་ཕྱིས་ལ་༎
 dṛśyante mukhabimbāni darpaṇe 'pi ca bimbakam |	བཞིན་གྱི་གཟུགས་བརྙན་དམིགས་པ་བཞིན་༎ མེ་ལོང་ནང་དུ་གཟུགས་བརྙན་ཡང་༎
 saṃkrāmitaṃ bhavetraiva tadanyonyāvikalpanam || 57 ||	འཕོས་པ་ཡོད་པ་མ་ཡིན་ཉིད་༎ དེ་དག་ཕན་ཚུན་རྟོག་མེད་ཅིང་༎ བྱེད་པ་པོ་དག་ལས་རྣམས་སྤངས་༎
 kartṛkriyāvihīnaṃ tat tathotpādāvabhāsanam |	དེ་བཞིན་སྐྱེ་བར་སྣང་བ་ནི་༎
 pūrvavṛddhikramācca syād dūrasthaścandramā yathā || 58 ||	སྔོན་འཕེལ་བྱ་བའི་རིམ་ལས་སོ་༎ ཇི་ལྟར་ཟླ་བ་རིང་གནས་པ་། ཆུ་སྣོད་ཆུང་དུའི་ནང་དུ་ནི་༎
 parīttodakapātrānte dṛśyate na ca krāmati |	སྣང་སྟེ་འཕོས་པ་མ་ཡིན་ལ་༎
 asti kriyā ca karmāpi tathā cāsmāccyutirna hi || 59 ||	བྱ་བ་དང་ནི་ལས་ཀྱང་ཡོད་༎ དེ་བཞིན་འདི་ནས་འཆི་འཕོ་བ་༎ འགའ་མེད་འགྲོ་བར་སྐྱེ་བའང་སྣང་༎
 janmābhāso 'pyasaṃlloke nopādānaṃ vinānalaḥ |	རྒྱུ་རྐྱེན་མ་ཚང་མེ་མི་འབར་༎
 jvalet sakala ujjvālo hīnopādānahānitaḥ || 60 ||	རྒྱུ་རྐྱེན་ཚང་ན་མེ་འབར་བཞིན་༎ རྒྱུ་རྐྱེན་མ་ཚང་མེད་པ་ལས་༎
 skandhatvapratisandhiḥsyāt,	ཕུང་པོ་ཉིད་མཚམས་སྦྱོར་བ་ཡོད་༏་། ཕྱི་ཡིས་ལས་དང་བྱན་བ་རྒྱུ་༎
 santi te kalpanātmakāḥ |	དེ་ནི་བརྟགས་པའི་བདག་ཉིད་དོ་༎
 bāhyaṃ karma kriyā heturadhyātmaparatantrataḥ || 61 ||	དེ་བཞིན་གཞན་དབང་ནང་གི་སྟེ་༎
 pañcavijñānasaṃbhavāḥparamārtho 'vicāryataḥ |	རྣམ་ཤེས་ལྔ་པོ་འབྱུང་བའོ་༎ བརྟག་བྱ་མིན་ཕྱིར་དོན་དམ་ནི་།
