skt	tib
 ubhābhyāṃ śūnyatā gamyetyarvāgdṛṅmohabhāṣitam || sda_10 ||	གཉིས་པོས་སྟོང་ཉིད་རྟོགས་སོ་ཞེས་༎ ཚུ་རོལ་མཐོང་བའི་རྨོངས་པ་སྨྲ་༎
 prasajyeddharmatājñānaṃ tīrthike śrāvake 'pi ca |	མུ་སྟེགས་ཉན་ཐོས་རྣམས་ཀྱིས་ཀྱང་༎ ཆོས་ཉིད་རྟོགས་པར་ཐལ་བར་འགྱུར་༎ རྣམ་རིག་པས་ལྟ་སྨོས་ཅི་དགོས་༎
 vijñānināñca kiṃ vācyaṃ mādhyamike 'viruddhatā || sda_11 ||	དབུ་མ་པ་ལ་མི་མཐུན་མེད་༎
 tarhi sarve 'pi siddhāntā mānameyatayā samāḥ |	དེས་ན་གྲུབ་མཐའ་ཐམས་ཅད་ཀྱང་༎ ཚད་མས་འཇལ་ཕྱིར་མཐུན་པར་འགྱུར་༎
 sarvatarkaviruddhatvān mānameyāpi dharmatā || sda_12 ||	རྟོག་གེ་ཐམས་ཅད་མི་མཐུན་པས་༎ ཚད་མས་འཇལ་བའི་ཆོས་ཉིད་ཀྱང་༎ མང་པོ་ཉིད་དུ་མི་འགྱུར་རམ་༎
 bāhulyena kathaṃ na syāt pratyakṣaṃ cānumā vṛthā |	མངོན་སུམ་རྗེས་དཔག་དགོས་པ་མེད་༎
 tīrthyavādanivṛtyarthaṃ vidvadbhiḥ kṛtayaḥ kṛtāḥ || sda_13 ||	མུ་སྟེགས་རྒོལ་བ་བཟློག་པའི་ཕྱིར་༎ མཁས་པ་རྣམས་ཀྱིས་བྱས་པ་ཡིན་༎ ལུང་ལས་ཀྱང་ནི་གསལ་པོ་རུ་༎
 savikalpāvikalpābhyāṃ jñānābhyāṃ nāvagamyate |	རྟོག་བཅས་རྟོག་པ་མེད་པ་ཡིས་༎ ཤེས་པ་གཉིས་ཀྱིས་མི་རྟོགས་ཤེས་༎
 āgame 'pi sphuṭaṃ vidvānācāryo bhavya āha ca || sda_14 ||	སློབ་དཔོན་མཁས་པ་བྷ་བྱ་གསུང་༎
 śūnyatāvagatā kena vyākṛtā yā tathāgataiḥ |	སྟོང་ཉིད་གང་གིས་རྟོགས་ཤེ་ན་༎ དེ་བཞིན་གཤེགས་པས་ལུང་བསྟན་ཞིང་༎
 nāgāntevāsicandro hi dharmatāsatyadarśakaḥ || sda_15 ||	ཆོས་ཉིད་བདེན་པ་གཟིགས་པ་ཡི་༎ ཀླུ་སྒྲུབ་སློབ་མ་ཟླ་གྲགས་ཡིན་༎
 tataḥ paramparāmnāyairdharmatāsatyagamyatā |	དེ་ལས་བརྒྱུད་པའི་མན་ངག་གིས་༎ ཆོས་ཉིད་བདེན་པ་རྟོགས་པར་འགྱུར་༎
 dharmaskandhasahasrāṇi catvāryuktānyaśīti ca || sda_16 ||	ཆོས་ཀྱི་ཕུང་པོ་བརྒྱད་ཁྲི་དང་༎ བཞི་སྟོང་གསུངས་པ་ཐམས་ཅད་ནི་༎ ཆོས་ཉིད་འདི་ལ་གཞོལ་ཞིང་འབབ་༎
 dharmatāntargataṃ sarvam muktistu śūnyatābodhes	སྟོང་ཉིད་རྟོགས་པས་གྲོལ་འགྱུར་གྱི་༏་། སྒོམ་པ་ལྷག་མ་དེ་དོན་ཡིན་༎
 tadarthā śeṣabhāvanā tathyasaṃvṛtimādhūya || sda_17 ||	ཡང་དག་ཀུན་རྫོབ་ཁྱད་བསད་ནས་༎
 śūnyatābhyasane sati saṃvṛtihetoḥpuṇyādeḥ |	སྟོང་པ་ཉིད་ལ་གོམས་བྱེད་ན་༎ ཀུན་རྫོབ་རྒྱུ་འབྲས་དགེ་སྡིག་སོགས་༎
 paralokācca vañcyate viviktārthamajānānaḥ || sda_18 ||	འཇིག་རྟེན་ཕ་རོལ་བསླུས་པར་འགྱུར་༎ ཅུང་ཟད་ཐོས་པ་ལ་བརྟེན་ཏེ་༎ རྣམ་པར་བདེན་དོན་མི་ཤེས་ཤིང་༎
 svalpaśrutisamāśritaḥ yo naraḥ puṇyakṛnnāsti |	མི་གང་བསོད་ནམས་མི་བྱེད་པ་༎
 naṣṭaḥ kāpuruṣastu saḥ vināśayati durdṛṣṭā || sda_19 ||	སྐྱེས་བུ་ཐ་ཤལ་དེ་དག་བརླག་། སྟོང་པ་ཉིད་ལ་བལྟ་ཉེས་ན་༎ ཤེས་རབ་ཆུང་རྣམས་ཕུང་བར་འགྱུར་༎
 śūnyatā mandamedhasam candrācārya uvācaivam |	སློབ་དཔོན་ཟླ་གྲགས་འདི་སྐད་དུ་༎
 upāyabhūtaṃ vyavahārasatyamupeyabhūtaṃ paramārthasatyam || sda_20 ||	ཐབས་སུ་གྱུར་པ་ཀུན་རྫོབ་བདེན་པ་དང་༎ ཐབས་ལས་བྱུང་བ་དོན་དམ་བདེན་༄༧༣ཨ་༌་༎ པ་དག་། 
 dvayorvibhedaṃ na hi veda yo sa vrajedapāyaṃ viparītabodhāt |	གཉིས་པོའི་དབྱེ་བ་གང་ཡིན་མི་ཤེས་པ་༎ དེ་དག་ལོག་པར་རྟོགས་པས་ངན་འགྲོར་འགྲོ་༎
 vyavahāramanāgamya paramārtho na deśyate || sda_21 ||	ཐ་སྙད་ལ་ནི་མ་བརྟེན་པར་༎ དམ་པའི་དོན་ནི་རྟོགས་མི་འགྱུར་༎
 tathyasaṃvṛtisopānamantareṇa vipaścitaḥ |	ཡང་དག་ཀུན་རྫོབ་རྣམས་ཀྱི་སྐས་༎ མེད་པར་ཡང་དག་ཁང་ཆེན་གྱི་༎ སྟེང་དུ་འགྲོ་བར་བྱེད་པ་ནི་༎
 tattvaprāsādaśikharārohaṇaṃ na hi yujyate || sda_22 ||	མཁས་ལ་རུང་བ་མ་ཡིན་ནོ་༎
 yathāyaṃ saṃvṛterbhāso yuktyā kiñcinna labhyate |	ཀུན་རྫོབ་ཇི་ལྟར་སྣང་བ་འདི་༎ རིགས་པས་བརྟགས་ན་འགའ་མི་རྙེད་༎
 paramārthastvalabdhatvam ādisaṃsthitadharmatā || sda_23 ||	མ་རྙེད་པ་ཉིད་དོན་དམ་ཡིན་༎ ཡེ་ནས་གནས་པའི་ཆོས་ཉིད་དོ་༎
 hetupratyayajanyatvāt saṃvṛtirbhāsavanmatā |	རྒྱུ་རྐྱེན་དག་གིས་བསྐྱེད་པས་ན་༎ ཀུན་རྫོབ་ཇི་ལྟར་སྣང་བ་གྲུབ་༎ གལ་ཏེ་གྲུབ་པར་མི་རུང་ན་༎
 ayuktaṃ śodhitum cet kairjalacandrādivinirmitam || sda_24 ||	ཆུ་ཟླ་ལ་སོགས་སུ་ཡིས་བསྐྱེད་༎
 nānāpratyayajanyatvāt siddho bhāso 'khilastataḥ |	དེས་ན་རྒྱུ་རྐྱེན་སྣ་ཚོགས་ཀྱིས་༎ བསྐྱེད་པས་སྣང་བ་ཐམས་ཅད་གྲུབ་༎
 pratyayānāṃ tu vicchedātsaṃvṛttyāpi na sambhavaḥ || sda_25 ||	རྐྱེན་རྣམས་རྒྱུན་ནི་ཆད་གྱུར་ན་༎ ཀུན་རྫོབ་ཏུ་ཡང་མི་འབྱུང་ངོ་༎
 evaṃ dṛṣṭerasaṃmohāj jāte caryāviśodhane |	དེ་ལྟར་ལྟ་བས་མ་རྨོངས་ཤིང་༎ སྤྱོད་པ་ཤིན་ཏུ་དག་གྱུར་ན་༎ གོལ་བའི་ལམ་དུ་མི་འགྲོ་ཞིང་༎
 unmārge 'gamanaṃ kṛtvākaniṣṭhaṃ sthānamāpnuyāt || sda_26 ||	འོག་མིན་གནས་སུ་འགྲོ་བར་འགྱུར་༎
 āyuṣyamalpaṃ bāhulāśca vidyā āyuḥpramāṇaṃ ca kiyanna vidmaḥ |	ཚེ་ནི་ཡུན་ཐུང་ཤེས་བྱའི་རྣམ་པ་མང་༎ ཚེ་ཡི་ཚད་ཀྱང་ཇི་ཙམ་མི་ཤེས་པས་༎
 svābhīṣṭameva pratilambhanīyaṃ haṃsairyathā kṣīramivāmbumadhyāt || sda_27 ||	ངང་པ་ཆུ་ལ་འོ་མ་ལེན་པ་ལྟར་༎ རང་གི་འདོད་པ་དང་ལ་བླང་བར་གྱིས་༎ ཚུ་རོལ་མཐོང་བའི་རྨོངས་པ་བདག་གིས་ནི་༎
 arvāgdṛśā mohavaśena cāpi kṣamo na satyadvayanirṇaye 'pi |	བདེན་གཉིས་གཏན་ལ་དབབ་པར་མི་ནུས་ཀྱང་༎
 uktīrgurūṇāmiha sampratītya nyastaṃ dvayaṃ nāgamataṃ hi satyam || sda_28 ||	བླ་མ་རྣམས་ཀྱི་གསུང་ལ་བརྟེན་ནས་ནི་༎ ཀླུ་སྒྲུབ་ལུགས་ཀྱི་བདེན་གཉིས་བཀོད་པ་འདི་༎ གསེར་གླིང་རྒྱལ་པོའི་ངོར་བྱས་འདི་ལ་ནི་༎
 rājño 'nurodhena suvarṇadvīpe kṛte 'tra śrāddho yadi vā jano 'dya |	གལ་ཏེ་དིང་སང་སྐྱེ་བོ་དད་གྱུར་ཀྱང་༎ ལེགས་པར་བརྟགས་ལ་བླང་བར་བྱ་བ་ཡི་༎
 gṛhṇātu samyak suparīkṣaṇena na śraddhayā naiva ca gauraveṇa || sda_29 ||	དད་པ་ཙམ་དང་གུས་པ་ཙམ་གྱིས་མིན་༎
 sauvarṇarājena guroḥphalena saṃpreṣito devamatirhi bhikṣuḥ |	གསེར་གླིང་རྒྱལ་པོ་གུ་རུ་ཕ་ལ་ཡིས་༎ དགེ་སློང་དེ་བ་མ་ཏི་བཏང་གྱུར་ནས་༎
 tasyāgrahāt satyadvayāvatāro yuktyā sudhībhistviha vīkṣaṇīyaḥ || sda_30 ||	དེ་ཡི་ངོར་བྱས་བདེན་གཉིས་ལ་འཇུག་འདི་༎ དིང་སང་མཁས་པ་རྣམས་ཀྱིས་བརྟག་པར་རིགས་༎
 ācāryadīpaṅkaraśrījñānaviracitaḥ satyadvayāvatāraḥ samāptaḥ |	བདེན་པ་གཉིས་ལ་འཇུག་པ་སློབ་དཔོན་མཁས་པ་ཆེན་པོ་དཔལ་མར་མེ་མཛད་ཡེ་ཤེས་ཀྱིས་མཛད་པ་རྫོགས་སོ་། 
