skt	tib
 bhāvāḥ svabhāvataḥ siddhā no 'pratītya pratītya sat |	རང་བཞིན་གྲུབ་ན་རྟེན་འབྱུང་གི་། ༄༢༥ཨ་༌་༎ དངོས་པོ་མེད་འགྱུར་མ་བརྟེན་ན་༎
 niḥsvabhāvāḥ kuto bhāvāḥ svabhāvo 'pi nasthāpyate || 16 ||	རང་བཞིན་མེད་པར་ག་ལ་གྱུར་༎ དངོས་པོ་ཡོད་དང་དངོས་མེད་ཀྱང་༎
 svabhāvaparabhāvau vā bhaṅgo 'bhāve 'pi vā kutaḥ |	མེད་ལ་རང་དངོས་གཞན་དངོས་སམ་༎ དངོས་མེད་འགྱུར་བ་ག་ལ་ཞིག་། 
 svabhāvaparabhāvau cābhāvaste 'to viparyayāḥ || 17 ||	དེ་ན་རང་དངོས་གཞན་དངོས་དང་༎ དངོས་མེད་ཕྱིན་ཅི་ལོག་པ་ཡིན་༎
 śūnyatve sati notpādo nirodho 'pi na vidyate |	གལ་ཏེ་དངོས་པོ་སྟོང་ཡིན་ན་༎ འགག་པ་མེད་ཅིང་སྐྱེ་མི་འགྱུར་༎ ངོ་བོ་ཉིད་ཀྱིས་སྟོང་པ་ལ་༎
 svabhāvaśūnyatāyāṃ hi kutaḥ syādudayavyayau || 18 ||	གང་ལ་འགག་ཅིང་གང་ལ་སྐྱེ་༎
 abhāve 'sati bhāvo na bhāvābhāvau na caikadā |	དངོས་དང་དངོས་མེད་ཅིག་ཅར་མེད་༎ དངོས་མེད་མེད་ན་དངོས་པོ་མེད་༎
 ṛte bhāvaṃ na cābhāvo bhāvo 'bhāvaḥ sadā bhavet || 19 ||	རྟག་ཏུ་དངོས་པོའང་དངོས་མེད་འགྱུར་༎ དངོས་མེད་མེད་པར་དངོས་མི་སྲིད་༎
 na svato nāpi parato 'bhāvo bhāvaṃ vinā na hi |	དངོས་པོ་མེད་པར་དངོས་མེད་མིན་༎ རང་ལས་མིན་ཞིང་གཞན་ལས་མིན་༎
 ata eva na bhāvo 'styabhāvo na tadabhāvataḥ || 20 ||	དེ་ལྟ་བས་ན་དེ་མེད་ན་༎ དངོས་པོ་མེད་ཅིང་དངོས་མེད་ན་༎
 sati bhāve śāśvatatvaṃ vyucchedastadabhāvataḥ |	ཡོད་པ་ཉིད་ན་རྟག་ཉིད་དང་༎ མེད་ན་ངེས་པར་ཆད་ཉིད་ཡིན་༎ དངོས་པོ་ཡོད་ན་དེ་གཉིས་འགྱུར་༎
 ubhayaṃ hi sato bhāvād bhāvo 'to nābhyupeyate || 21 ||	དེ་ཕྱིར་དངོས་པོ་ཁས་བླངས་མིན་༎
 santānāttanna santānaṃ bhāvo nirvartya naśyati |	རྒྱུན་གྱིས་ཕྱིར་ན་འདི་མེད་དེ་༎ རྒྱུ་བྱིན་ནས་ནི་དངོས་པོ་འགག་། 
 sidhyatīdaṃ na santānocchedadoṣaśca pūrvavat || 22 ||	སྔར་བཞིན་འདི་ཡང་མ་གྲུབ་ཅིང་༎ རྒྱུན་ཆད་པར་ཡང་ཐལ་བར་འགྱུར་༎
 dṛṣṭvā nirvṛttimārgoktiḥ śūnyatvānnodayavyayau |	སྐྱེ་འཇིག་བསྟན་ཕྱིར་སངས་རྒྱས་ཀྱི་༎ ལམ་བསྟན་མ་ཡིན་སྟོང་ཉིད་ཕྱིར་༎
 ado 'nyonyavirodhāddhi viruddhānaṃ ca darśanāt || 23 ||	འདི་དག་ཕན་ཚུན་བཟློག་པ་རུ་༎ མཐོང་བ་ཕྱིན་ཅི་ལོག་ལས་ཡིན་༎
 yadyutpādanirodhau na nirvāṇaṃ kinnirodhataḥ |	གལ་ཉེ་སྐྱེ་འགག་མེད་ཡིན་ན་༎ ཅི་ཞིག་འགགས་པས་མྱ་ངན་འདས་༎ རང་བཞིན་གྱིས་ནི་སྐྱེ་མེད་ཅིང་༎
 na nirvāṇamanutpādānirodhau yau svabhāvataḥ? || 24 ||	འགག་མེད་གང་དེ་ཐར་མིན་ནམ་༎
 nirodho yadi nirvāṇaṃ hyucchedaḥ śāśvato 'nyathā |	གལ་ཏེ་འགག་ལས་མྱ་ངན་ཆད་༎ གལ་ཏེ་ཅིག་ཤོས་ལྟར་ན་རྟག་། 
 tasmād bhāvo na cābhāvo 'pyanutpādānirodhatā || 25 ||	དེ་ཕྱིར་དངོས་དང་དངོས་མེད་དག་། 
 kācitsthitirhi nirvāṇamabhāvo 'pi ca tad bhavet |	མྱ་ངན་འདས་པར་རུང་མ་ཡིན་༎ གལ་ཏེ་འགོག་པར་འགའ་གནས་ན་༎ དངོས་པོ་ལས་གཞན་དེ་ཡོད་འགྱུར་༎
 abhāve 'pi hi tannaivābhāvābhāve 'pi tacca na || 26 ||	དངོས་པོ་མེད་ཕྱིར་འདི་མེད་ལ་༎ དངོས་པོ་མེད་ཕྱིར་དེ་ལས་མེད་༎
 na svato lakṣaṇaṃ lakṣyāllakṣyaṃ sidhyati lakṣaṇāt |	མཚན་གཞི་ལས་གཞན་མཚན་ཉིད་ལས་༎ མཚན་གཞི་གྲུབ་པར་རང་མ་གྲུབ་༎
 nāpyanyonyamasiddhasyāsiddho naiva hi sādhakaḥ || 27 ||	ཕན་ཚུན་ལས་ཀྱང་མ་གྲུབ་སྟེ་༎ མ་གྲུབ་མ་གྲུབ་སྒྲུབ་བྱེད་མིན་༎
 etena kāraṇaṃ kāryaṃ vedanāvedakādayaḥ |	འདིས་ནི་རྒྱུ་དང་འབྲས་བུ་དང་༎ ཚོར་དང་ཚོར་བ་པོ་སྩོགས་དང་༎ ལྟ་པོ་བལྟ་བུ་སོགས་ཅིའང་རུང་༎
 dṛśyadraṣṭrādikāḥ sarve ke 'pi coktā aśeṣataḥ || 28 ||	དེ་ཀུན་མ་ལུས་བཤད་པ་ཡིན་༎
 asthiteśca mithaḥ siddheḥ svato 'siddheśca samplavāt |	གནས་མེད་ཕན་ཚུན་ལས་གྲུབ་དང་༎ འཆོལ་ཕྱིར་རང་ཉིད་མ་གྲུབ་ཕྱིར་༎
 bhāvābhāvācca traikālyamasanmātraṃ vikalpanā || 29 ||	དངོས་པོ་མེད་ཕྱིར་དུས་གསུམ་ནི་༎ ཡོད་པ་མ་ཡིན་རྟོག་པ་ཙམ་༎
 utpādasthitibhaṅgā na trayaṃ saṃskṛtalakṣaṇam |	གང་༄༢༥བ་ཕྱིར་སྐྱེ་དང་གནས་དང་འཇིག་།འདུས་བྱས་མཚན་ཉིད་འདི་གསུམ་མེད་༎
 tasmānna vidyate kiñcitsaṃskṛtaṃ nāpyasaṃskṛtam || 30 ||	དེ་ཕྱིར་འདུས་བྱས་ཉིད་མ་ཡིན་༎ འདུས་མ་བྱས་ལའང་ཅུང་ཟད་མེད་༎
 bhagno na bhajyate 'bhagno 'pyasthitasya na ca sthitiḥ |	མ་ཞིག་མི་འཇིག་ཞིག་པའང་མིན་༎
 sthitasyāpi sthitirnāsan saṃścāpyutpadyate na hi || 31 ||	གནས་པ་གནས་པ་མ་ཡིན་ཏེ་༎ མི་གནས་པ་ཡང་གནས་མ་ཡིན་༎ སྐྱེས་པ་མི་སྐྱེ་མ་སྐྱེས་མིན་༎ འདུས་བྱས་དང་ནི་འདུས་མ་བྱས་༎
 na sannāsanna sadasannaiko nāneka ityapi | saṃskṛto 'saṃskṛtaḥ sarve koṭiṣvāsveva te gatāḥ || 32 ||	དུ་མ་མ་ཡིན་གཅིག་མ་ཡིན་༎ ཡོད་མིན་མེད་མིན་ཡོད་མེད་མིན་༎ མཚམས་འདིར་སྣ་ཚོགས་ཐམས་ཅད་འདུས་༎
 asti karmasvakatvaṃ hi karmakarmaphalaṃ tathā |	བཅོམ་ལྡན་བླ་མས་ལས་གནས་དང་༎ ལས་བདག་ལས་ཀྱི་འབྲས་བུ་དང་༎ སེམས་ཅན་རང་གི་ལས་དང་ནི་༎
 karmaṇo 'vipraṇāśaśca dideśa bhagavān guruḥ || 33 ||	ལས་རྣམས་ཆུད་མི་ཟ་བར་གསུངས་༎
 aniruddhamanutpannaṃ karmoktaṃ niḥsvabhāvakam |	ལས་རྣམས་རང་བཞིན་མེད་གསུངས་ཏེ་༎ མ་སྐྱེས་གང་དེ་ཆུད་མི་ཟ་༎
 ātmagrahāddhi tajjātaṃ janako 'pi vikalpataḥ || 34 ||	དེ་ལས་ཀྱང་ནི་བདག་འཛིན་སྐྱེ་༎ དེ་བསྐྱེད་འཛིན་དེའང་རྣམ་རྟོག་ལས་༎
 yadi svabhāvataḥ karma tajjaḥ kāyo 'pi śāśvataḥ |	གལ་ཏེ་ལས་ལ་རང་བཞིན་ཡོད་༎ དེ་སྐྱེས་ལུས་ནི་རྟག་པར་འགྱུར་༎
 vipākaduḥkhavanna syāt,	ལས་ཀྱང་སྡུག་བསྔལ་རྣམ་སྨིན་ཅན་༎ མི་འགྱུར་དེ་ཕྱིར་བདག་ཏུ་འགྱུར་༎
 syādātmaivāpi karma ca || 35 || karma pratyayajaṃ kiñcināstyapratyayajaṃ na ca |	ལས་ནི་རྐྱེན་སྐྱེས་ཡོད་མིན་ཞིང་༎ རྐྱེན་མིན་ལས་སྐྱེས་ཅུང་ཟད་མེད་༎
 māyāvatsarvasaṃskārāḥ gandhabhukpurmarīcivat || 36 ||	འདུ་བྱེད་རྣམས་ནི་སྒྱུ་མ་དང་༎ དྲི་ཟའི་གྲོད་ཁྱེར་སྨིག་རྒྱུ་མཚུངས་༎
 kleśakāraṇakaṃ karma saṃskārāḥ kleśakarmataḥ |	ལས་ནི་ཉོན་མོངས་རྒྱུ་མཚན་ཅན་༎ ཉོན་མོངས་འདུ་བྱེད་ལས་བདག་ཉིད་༎
 karmahetuśca kāyo 'pi trayaṃ śūnyaṃ svabhāvataḥ || 37 ||	ལུས་ནི་ལས་ཀྱི་རྒྱུ་མཚན་ཅན་༎ གསུམ་ཀའང་ངོ་བོ་ཉིད་ཀྱིས་སྟོང་༎
 karmaṇyasati kartā na dvayābhāve na tatphalam |	ལས་མེད་ན་ནི་བྱེད་པོ་མེད་༎ དེ་གཉིས་མེད་པས་འབྲས་བུ་མེད་༎ དེ་མེད་ཉེ་བར་སྤྱོད་པ་མེད་༎
 tadabhāve na bhoktā syādasattvācca viviktatā || 38 ||	དེ་བས་དངོས་པོ་དབེན་པ་ཡིན་༎
 yo 'paśyatkarmaśūnyatvaṃ samyagjñānena kama na |	ལས་ནི་སྟོང་པར་ཡང་དག་པའི་༎ ཤེས་ན་དེ་ཉིད་མཐོང་བའི་ཕྱིར་༎
 karmaṇyasati karmabhyaḥ samutpannā na santi vai || 39 ||	ལས་ནི་འབྱུང་སྟེ་དེ་མེད་ན་༎ ལས་ལས་འབྱུང་གང་མི་འབྱུང་ངོ་༎
 nirmimīte yathā ṛddhyā bhagavāṃśca tathāgataḥ |	ཇི་ལྟར་བཅོམ་ལྡན་དེ་བཞིན་གཤེགས་༎ རྫུ་འཕྲུལ་གྱིས་ནི་སྤྲུལ་པ་སྤྲུལ་༎
 tena nirmitakenāpi hyanyo nirmīyate punaḥ || 40 ||	སྤྲུལ་པ་དེ་ཡིས་སླར་ཡང་ནི་༎ སྤྲུལ་པ་གཞན་ཞིག་སྤྲུལ་གྱུར་པ་༎ དེ་ལ་དེ་བཞིན་གཤེགས་སྤྲུལ་སྟོང་༎
 buddhanirmitakaḥ śūnyaḥ kā tannirmitake kathā |	སྤྲུལ་པས་སྤྲུལ་པ་སྨོས་ཅི་དགོས་༎ གཉིས་པོ་མིང་ཙམ་ཡོད་པ་ཡང་༎
 yatkiñcitkalpanāmātrasattvaṃ taccobhayostathā || 41 ||	གང་ཅིའང་རུང་སྟེ་རྟོག་པ་ཙམ་༎
 kartā nirmitakeneva karma nirmitasadṛśam |	དེ་བཞིན་བྱེད་པོ་སྤྲུལ་དང་མཚུངས་༎ ལས་ནི་སྤྲུལ་པས་སྤྲུལ་དང་མཚུངས་༎
 śūnyaṃ svabhāvato yatsat kalpanāmātrameva tat || 42 ||	རང་བཞིན་གྱིས་སྟོང་གང་ཅུང་ཟད་༎ ཡོད་པ་དེ་དག་རྟོག་པ་ཙམ་༎
 karmakartā na nirvāṇaṃ yadi karma svabhāvataḥ |	གལ་ཏེ་ལས་ཀྱི་རང་བཞིན་ཡོད་༎ མྱང་༄༢༦ཨ་༌་༎ འདས་བྱེད་པོ་ལས་ཀྱང་མེད་༎
 iṣṭāniṣṭaphalaṃ na syāttadbhāvo yadi nāsti vai || 43 ||	གལ་ཏེ་མེད་ན་ལས་བསྐྱེད་པ་༎ འབྲས་བུ་སྡུག་དང་མི་སྡུག་མེད་༎
 saccāpyasti hyasaccāpi sadasaccāpi vidyate |	ཡོད་ཅེས་པ་ཡོད་མེད་ཅེས་ཡོད་༎ ཡོད་དང་མེད་ཅེས་དེ་ཡང་ཡོད་༎ སངས་རྒྱས་རྣམས་ཀྱི་དགོངས་པ་ཡིས་༎
 sugamā na hi buddhānāmābhiprāyikadeśanā || 44 ||	གསུངས་པ་རྟོགས་པར་སླ་མ་ཡིན་༎
 rūpaṃ ced bhūtato jātaṃ tadrūpaṃ syādatattvataḥ |	གལ་ཏེ་གཟུགས་ནི་རང་འབྱུང་བཞིན་༎ གཟུགས་དེ་འབྱུང་ལས་འབྱུང་མ་ཡིན་༎
 svabhāvānna hi tannāpi paratastadabhāvataḥ || 45 ||	རང་ལས་བྱུང་མིན་མ་ཡིན་ནམ་༎ གཞན་ལས་ཀྱང་མིན་དེ་མེད་ཕྱིར་༎
 ekasminna catuḥsattvaṃ sannaikaṃ hi caturṣvapi |	གཅིག་ལ་བཞི་ཉིད་ཡོད་མིན་ཅིང་༎ བཞི་ལའང་གཅིག་ཉིད་ཡོད་མིན་པས་༎
 asaccaturmahābhūtāpekṣaṃ rūpaṃ kva sidhyati || 46 ||	གཟུགས་ནི་འབྱུང་བ་ཆེན་པོ་བཞི་༎ རྒྱུར་བྱས་ནས་གྲུབ་ཇི་ལྟར་ཡོད་༎
 liṅgāditi na talliṅgamatyantāgrahaṇānnanu |	ཤིན་ཏུ་མི་འཛིན་ཕྱིར་དེ་མེད་༎ རྟགས་ལས་ཤེ་ན་རྟགས་དེའང་མེད་༎
 hetupratyayajaṃ sattve na liṅgaṃ neti yujyate || 47 ||	རྒྱུ་དང་རྐྱེན་ལས་སྐྱེས་པའི་ཕྱིར་༎ རྟགས་མེད་པར་ཡང་མི་རིགས་སོ་༎
 rūpasya grahaṇaṃ cet syātsvasvabhāvagraho bhavet |	གལ་ཏེ་བློ་དེས་གཟུགས་འཛིན་ན་༎ རང་གི་རང་བཞིན་ལ་འཛིན་འགྱུར་༎ རྐྱེན་ལས་སྐྱེས་པས་ཡོད་མིན་པས་༎
 asannimittayā buddhyā hyasadrūpagrahaḥ katham || 48 ||	ཡང་དག་གཟུགས་མེད་ཇི་ལྟར་འཛིན་༎ ཇི་སྐད་བཤད་གཟུགས་སྐྱེས་པའི་བློའི་༎
 buddhyā kṣaṇikayā rūpaṃ nāpyate kṣaṇikaṃ yadā |	སྐད་ཅིག་སྐད་ཅིག་གིས་མི་འཛིན་༎
 tadānāgatarūpaṃ cātītaṃ kimiva gṛhyate || 49 ||	འདས་དང་མ་འོངས་གཟུགས་ཀྱི་ནི་༎ དེ་ཡིས་ཇི་ལྟར་རྟོགས་པར་འགྱུར་༎
 kadāpi varṇasaṃsthāne yadā naiva pṛthak pṛthak |	གང་ཚེ་ནམ་ཡང་ཁ་དོག་དང་༎ དབྱིབས་དག་ཐ་དད་ཉིད་མེད་པས་༎
 naikagraho hi bhinnānāṃ hyubhe rūpaṃ prasidhyataḥ || 50 ||	དེ་དག་ཐ་དད་འཛིན་ཡོད་མིན་༎ གཟུགས་དེ་གཅིག་ཏུའང་གྲགས་པ་མིན་༎
 na rūpe nāpi madhye hi cakṣurbuddhirna cakṣuṣoḥ |	མིག་བློ་མིག་ལ་ཡོད་མིན་ཏེ་༎ གཟུགས་ལ་ཡོད་མིན་པར་ན་མེད་༎
 cakṣuḥ pratītya rūpaṃ ca viparyāso vikalpanā || 51 ||	གཟུགས་དང་མིག་ལ་བརྟེན་ནས་དེ་༎ ཡོངས་སུ་རྟོག་པ་ལོག་པ་ཡིན་༎
 cakṣuḥ paśyati nātmānaṃ rūpaṃ paśyennu tatkatham |	གལ་ཏེ་མིག་བདག་མིག་མཐོང་ན་༎ དེ་གཟུགས་མཐོང་བར་ཇི་ལྟར་འགྱུར་༎
 cakṣurnirātmakaṃ rūpaṃ śeṣāṇyāyatanānyapi || 52 ||	དེ་ཕྱིར་མིག་དང་གཟུགས་བདག་མེད་༎ སྐྱེ་མཆེད་ལྷག་མའང་དེ་བཞིན་ནོ་༎
 cakṣuḥ svabhāvataḥ śūnyaṃ śūnyañca parabhāvataḥ |	མིག་ནི་རང་བདག་ཉིད་ཀྱིས་སྟོང་༎ དེ་ནི་གཞན་བདག་གིས་ཀྱང་སྟོང་༎
 śūnyaṃ tathaiva rūpañca śeṣāṇyāyatanānyapi || 53 ||	གཟུགས་ཀྱང་དེ་བཞིན་སྟོང་པ་སྟེ་༎ སྐྱེ་མཆེད་ལྷག་མའང་དེ་བཞིན་ནོ་༎
 saṃsparśena sahaikaṃ syāttadānyeṣāṃ hi śūnyatā |	གང་ཚེ་གཅིག་རེག་ལྷན་ཅིག་འགྱུར་༎ དེ་ཚེ་གཞན་རྣམས་སྟོང་པ་ཉིད་༎
 śūnyaṃ nāpekṣate 'śūnyaṃ hyaśūnyaṃ cāpi śūnyatām || 54 ||	སྟོང་པའམ་མི་སྟོང་མི་སྟོན་ལ་༎ མི་སྟོང་པ་ཡང་རྟེན་མི་བརྟེན་༎ ངོ་བོ་མི་གནས་ཡོད་མིན་པས་༎
 nāsti svabhāvasaṃyogaḥ trikamasthitamapyasat |	གསུམ་འདུས་པ་ཡོད་མ་ཡིན་ནོ་༎
 tatsvabhāvātmasaṃsparśo nāstyato vedanāpi sat || 55 ||	དེ་བདག་ཉིད་ཀྱིས་རེག་མེད་པས་༏་། དེ་ཚེ་ཚོར་བ་ཡོད་མ་ཡིན་༎ ནང་དང་ཕྱི་ཡི་སྐྱེ་མཆེད་ལ་༎
 antarāyatanaṃ prāpya vijñānaṃ bāhyameva vā |	བརྟེན་ནས་རྣམ་པར་ཤེས་པ་འབྱུང་༎
 jāyate 'to na vijñānaṃ śūnyaṃ māyāmarīcivat || 56 ||	དེ་ལྟ་བས་ན་རྣམ་ཤེས་ནི་༎ སྨིག་རྒྱུ་སྒྱུ་མ་བཞིན་དུ་སྟོང་༎
 vijñeyāpekṣayotpādādvijñānaṃ nāsti sad dhruvam |	རྣམ་ཤེས་ཤེས་བྱ་ལ་བརྟེན་ནས་༎ འབྱུང་ལ་ཤེས་བྱ་ཡོད་མ་ཡིན་༎
 jñātuścāvidyamānatvamasattvājjñānajñeyayoḥ || 57 ||	ཤེས་བྱ་ཤེས་པ་མེད་པའི་ཕྱིར་༎ དེ་ཕྱིར་ཤེས་པ་པོ་ཉིད་མེད་༎
 kaścinnityo hyanityo vānityaṃ sarvaṃ ca nāsti vā |	ཐམས་ཅད་༄༢༦བ་མི་རྟག་ཡང་ན་ནི་༎ མི་རྟག་པ་ཡང་རྟག་པ་མེད་༎
 bhāve nityaṃ hyanityaṃ vā kathaṅkāraṃ tathā bhavet || 58 ||	དངོས་པོ་རྟག་དང་མི་རྟག་ཉིད་༎ འགྱུར་ན་དེ་ལྟ་ག་ལ་ཡོད་༎
 rāgo dveṣaśca moho hi ceṣṭāniṣṭaviparyayaiḥ |	སྡུག་དང་མི་སྡུག་ཕྱིན་ཅི་ལོག་། 
 pratyayajā hyato rāgo dveṣo mohaśca na svataḥ || 59 ||	རྐྱེན་ལས་ཆགས་སྡང་གཏི་མུག་དངོས་༎ འབྱུང་ཕྱིར་ཆགས་སྡང་གཏི་མུག་དང་༎ རང་བཞིན་གྱིས་ནི་ཡོད་མ་ཡིན་༎
 yasmin rāgo bhavettasmin dveṣamohau yatastataḥ |	གང་ཕྱིར་དེ་ཉིད་ལ་ཆགས་ཤིང་༎ དེ་ལ་ཞེ་སྡང་དེ་ལ་རྨོངས་༎
 vikalpato hi jāyante no vikalpo 'pi tattvataḥ || 60 ||	དེ་ཕྱིར་རྣམ་པར་རྟོག་པས་བསྐྱེད་༎ རྟོག་དེའང་ཡང་དག་ཉིད་དུ་མེད་༎
 ye vikalpyā na te santi kalpyābhāve kva kalpanam |	བརྟག་བྱ་གང་དེ་ཡོད་མ་ཡིན་༎ བརྟག་བྱ་མེད་རྟོག་ག་ལ་ཡོད་༎
