skt	tib
 iha bodhisattvo gotraṃ niśritya pratiṣṭhāpayitavyo bhavati |	འདི་ལ་བྱང་ཆུབ་སེམས་དཔའ་ནི་རིགས་ལ་བརྟེན་ཅིང་གནས་ནས་།
 pratibalo 'nuttarāṃ samyaksaṃbodhimabhisaṃboddhum |	བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་༄༢ཨ་༌་༎ ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བའི་སྐལ་བ་ཅན་དུ་འགྱུར་ཞིང་། མཐུ་ཡོད་པར་འགྱུར་བའི་ཕྱིར་ཏེ་།
 tasmāt sabhāgatayā gotramādhāra ityucyate |	དེ་ལྟ་བས་ན་རིགས་ནི་སྐལ་བ་དང་ལྡན་པའི་གཞི་ཞེས་བྱའོ་༎
 iha bodhisattvaḥ prathamacittotpādaṃ niśritya pratiṣṭhāya dāne 'pi prayujyate śīle kṣāntau vīryeṃ dhyāne prajñāyāmapi prayujyate iti |	དེ་ལ་བྱང་ཆུབ་སེམས་དཔའ་ནི་དང་པོ་སེམས་བསྐྱེད་པ་ལ་བརྟེན་ཅིང་གནས་ནས་། སྦྱིན་པ་ལ་ཡང་སྦྱོར་བར་བྱེད་། ཚུལ་ཁྲིམས་དང་། བཟོད་པ་དང་། བརྩོན་འགྲུས་དང་། བསམ་གཏན་དང་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་ཡང་སྦྱོར་བར་བྱེད་དོ་༎
 yadvā pāramitāsu puṇyasaṃbhāre jñānasaṃbhāre sarveṣu ca bodhipakṣyeṣu dharmeṣu prayujyate |	དེ་ལྟར་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་པོ་བསོད་ནམས་ཀྱི་ཚོགས་དང་། ཡེ་ཤེས་ཀྱི་ཚོགས་དང་། བྱང་ཆུབ་ཀྱི་ཕྱོགས་ཀྱི་ཆོས་ཐམས་ཅད་ལ་སྦྱོར་བར་བྱེད་པའི་ཕྱིར་ཏེ་།
 tasmātprathamacittotpādasya bodhisattvasya caryāprayogasyādhāra ityucyate |	དེ་ལྟ་བས་ན་དང་པོ་སེམས་བསྐྱེད་པ་ནི་བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་སྦྱོར་བ་དེ་ནི་གཞི་ཞེས་བྱའོ་༎
 iha bodhisattvastameva bodhisattvacaryāprayogaṃ niśritya pratiṣṭhāyānuttarāṃ samyaksaṃbodhiṃ paripūrayati |	འདི་ལ་བྱང་ཆུབ་སེམས་དཔའ་ནི་བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་སྦྱོར་བ་དེ་ཉིད་ལ་བརྟེན་ཅིང་གནས་ནས་། བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་ཅིང་གནས་ནས་། བའི་ཕྱིར་ཏེ་། དེ་ལྟ་བས་ན་བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་སྦྱོར་ཅིང་གནས་ནས་། 
 tasmātsa bodhisattvacaryāprayogastasya mahābodhiparipūrerādhāra ityucyate |	བའི་ཕྱིར་ཏེ་། བ་དེ་ནི་། བྱང་ཆུབ་ཆེན་པོ་ཡོངས་སུ་རྫོགས་པ་དེའི་གཞི་ཞེས་བྱའོ་༎
 agotrastha pudgalo gotre 'sati cittotpāde 'pi yatnasamāśraye satyabhavyaścānuttarāyāḥ samyaksaṃbodheḥ paripūraye |	གང་ཟག་རིགས་ལ་གནས་པ་མ་ཡིན་པ་རིགས་མེད་པ་ནི་སེམས་ཀྱང་སྐྱེད་ཅིང་འབད་པ་ལ་ཡང་དག་པར་གནས་པ་ཡོད་དུ་ཟིན་ཀྱང་། བླ་ན་མེད་༄༢བ་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་བའི་སྐལ་བ་མེད་དོ་༎ དེ་ལྟ་བས་ན་རྣམ་གྲངས་འདིས་ནི་བྱང་ཆུབ་སེམས་དཔའ་བྱང་ཆུབ་ཀྱི་སེམས་ཀྱང་མེད་དོ་༎ 
 tadanena paryāyeṇa veditavyamanutpāditacittasyāpi bodhisattvasya akṛte 'pi bodhisattvacaryāprayoge gotramādhāra iti |	མ་བསྐྱེད་ལ་། བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་སྦྱོར་བ་མ་བྱས་ཀྱང་། རིགས་ནི་གཞི་ཡིན་པར་རིག་པར་བྱའོ་༎
 sa cet punargotrasthaścittaṃ notpādayati bodhicaryāsu na prayujyate na kṣipraṃ bodhimārāgayati tāsvapi (dutt 2)	གལ་ཏེ་རིགས་ལ་གནས་ཀྱང་སེམས་སྐྱེད་པར་མི་བྱེད་ལ་། བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་དག་ལ་ཡང་སྦྱོར་བར་མི་བྱེད་ན་ནི་སྐལ་བ་ཡོད་ཀྱང་བྱང་ཆུབ་མྱུར་དུ་འགྲུབ་པར་མི་འགྱུར་རོ་༎
 viparyayāt kṣipramārāgayatīti veditavyam |	དེ་ལས་བཟློག་པ་ནི་མྱུར་དུ་འགྲུབ་པར་རིག་པར་བྱའོ་༎
 tatpunaretadgotramādhāra ityucyate |	རིགས་དེ་ནི་གཞི་ཞེས་ཀྱང་བྱ་།
 upastambho heturniśraya upaniṣatpūrvaṅgamo nilaya ityapyucyate |	རྟོན་པ་དང་༏་རྒྱུ་དང་། རྟེན་པ་དང་། ཉེར་གནས་དང་། སྔོན་དུ་འགྲོ་བ་དང་། གནས་ཞེས་ཀྱང་བྱའོ་༎
 yathāgotramevaṃ prathamaścittotpādaḥ sarvā ca bodhisattvacaryā |	རིགས་ཇི་ལྟ་བ་བཞིན་དུ་དང་པོ་སེམས་བསྐྱེད་པ་དང་། བྱང་ཆུབ་ཀྱི་ཕྱོགས་ཀྱི་ཆོས་ཐམས་ཅད་ཀྱང་དེ་དང་འདྲའོ་༎
 tatra gotraṃ katamat |	དེ་ལ་རིགས་གང་ཞེ་ན་།
 samāsato gotraṃ dvividham |	མདོར་ན་རྣམ་པ་གཉིས་ཏེ་།
 prakṛtisthaṃ samudānītañca |	རང་བཞིན་གྱིས་གནས་པ་དང་༏་ཡང་དག་པར་བསྒྲུབས་པའོ་༎
 tatra prakṛtisthaṃ gotraṃ yadbodhisattvānāṃ ṣaḍāyatanaviśeṣaḥ |	དེ་ལ་རང་བཞིན་གྱིས་གནས་པའི་རིགས་ནི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་སྐྱེ་མཆེད་དྲུག་གི་ཁྱད་པར་གང་ཡིན་པ་སྟེ་།
 sa tādṛśaḥ paraṃparāgato 'nādikāliko dharmatāpratilabdhaḥ |	དེ་ནི་གཅིག་ནས་གཅིག་ཏུ་བརྒྱུད་དེ་འོངས་པ་ཐོག་མ་མེད་པའི་དུས་ཅན་ཆོས་ཉིད་ཀྱིས་ཐོབ་པ་དེ་ལྟ་བུ་ཡིན་ནོ་༎
 tatra samudānītaṃ gotraṃ yatpūrvakuśalamūlābhyāsātpratilabdham |	དེ་ལ་ཡང་དག་པར་བསྒྲུབས་པའི་རིགས་ནི་སྔོན་དགེ་བའི་རྩ་བ་གོམས་པར་བྱས་པ་ལས་ཐོབ་པ་གང་ཡིན་པ་སྟེ་།
 tadasminnarthe dvividhamapyabhipretam |	དོན་གྱི་སྐབས་འདིར་ནི་རྣམ་པ་གཉི་ག་ཡང་འདོད་དོ་༎
 tatpunargotraṃ bījamityapyucyate |	རིགས་དེ་ནི་ས་བོན་ཞེས་ཀྱང་བྱ་།
 dhātuḥ prakṛtirityapi |	ཁམས་དེ་ནི་རང་བཞིན་ཞེས་ཀྱང་བྱའོ་༎
 tatpunarasamudāgataphalaṃ sūkṣmaṃ vinā phalena | samudāgataphalamaudārikaṃ saha phalena |	དེ་ཡང་འབྲས་བུ་ཡང་དག་པར་མ་གྲུབ་པ་ནི་འབྲས་བུ་མེད་པས་ཆ་ཕྲ་བ་ཡིན་ནོ་༎ འབྲས་བུ་ཡང་དག་པར་གྲུབ་པ་ནི་འབྲས་བུ་དང་བཅས་པར་རགས་པ་ཡིན་ནོ་༎
 tena khalu gotreṇa samanvāgatānāṃ bodhisattvānāṃ sarvaśrāvakapratyekabuddhānatikramya prāgevānyān sattvānniruttaro viśeṣo veditavyaḥ |	བྱང་ཆུབ་སེམས་དཔའི་རིགས་དེ་དང་ལྡན་པ་རྣམས་ནི་ཉན་ཐོས་དང་། རང་སངས་རྒྱས་ཐམས་ཅད་ལས་ཀྱང་འདས་པ་ཡིན་ན་། སེམས་ཅན་གཞན་ཐམས་ཅད་ལྟ་ལས་ཅི་སྨོས་ཏེ་། བླ་ན་མེད་པའི་ཁྱད་པར་ཅན་ཡིན་པར་རིག་པར་བྱའོ་༎
 tatkasya hetoḥ |	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
 dve ime samāsato viśuddhī |	མདོར་ན་རྣམ་པར་དག་པ་ནི་འདི་གཉིས་ཏེ་།
 kleśāvaraṇaviśuddhirjñeyāvaraṇaviśuddhiśca |	ཉོན་མོངས་པའི་སྒྲིབ་པ་རྣམ་པར་དག་པ་དང་། ཤེས་བྱའི་སྒྲིབ་པ་རྣམ་པར་དག་པ་ཡིན་ནོ་༎
 tatra sarvaśrāvakapratyekabuddhānāṃ tadgotraṃ kleśāvaraṇaviśuddhyā viśudhyati na tu jñeyāvaraṇaviśuddhyā |	དེ་ལ་ཉན་ཐོས་དང་རང་སངས་རྒྱས་རྣམས་ཀྱི་རིགས་དེ་ནི་ཉོན་མོངས་པའི་སྒྲིབ་པ་རྣམ་༄༣ཨ་༌་༎ པར་དག་པས་རྣམ་པར་དག་པར་འགྱུར་གྱི་། ཤེས་བྱའི་སྒྲིབ་པ་རྣམ་པར་དག་པས་ནི་མ་ཡིན་ནོ་༎
 bodhisattvagotraṃ punarapi kleśāvaraṇaviśuddhyā api jñeyāvaraṇaviśuddhyā viśudhyati |	བྱང་ཆུབ་སེམས་དཔའི་རིགས་ནི་ཉོན་མོངས་པའི་སྒྲིབ་པ་རྣམ་པར་དག་པ་དང་། ཤེས་བྱའི་སྒྲིབ་པ་རྣམ་པར་དག་པས་ཀྱང་། རྣམ་པར་དག་པར་འགྱུར་བའི་ཕྱིར་ཏེ་།
 tasmātsarvaprativiśiṣṭaṃ niruttaramityucyate |	དེ་ལྟ་བས་ན་ཐམས་ཅད་ལས་ཁྱད་པར་དུ་འཕགས་པ་བླ་ན་མེད་པ་ཞེས་བྱའོ་༎
 api ca caturbhirākārairbodhisattvasya śrāvakapratyekabuddhebhyo viśeṣo veditavyaḥ |	གཞན་ཡང་བྱང་ཆུབ་སེམས་དཔའ་ནི་རྣམ་པ་བཞིས་ན་ཉན་ཐོས་དང་རང་སངས་རྒྱས་རྣམས་ལས་ཁྱད་པར་དུ་འཕགས་པར་རིག་པར་བྱ་སྟེ་།
 katamaiścaturbhiḥ |	བཞི་གང་ཞེ་ན་།
 indriyakṛtaḥ pratipattikṛtaḥ kauśalyakṛtaḥ phalakṛtaśca |	དབང་པོ་ལས་གྱུར་པ་དང་། སྒྲུབ་པ་ལས་གྱུར་པ་དང་། མཁས་པ་ལས་གྱུར་པ་དང་། འབྲས་བུ་ལས་གྱུར་པའོ་༎
 tatrāyamindriyakṛto viśeṣaḥ |	དེ་ལ་དབང་པོ་ལས་གྱུར་པའི་ཁྱད་པར་ནི་འདི་ཡིན་ཏེ་།
 prakṛtyaiva bodhisattvastīkṣṇendriyo bhavati |	བྱང་ཆུབ་སེམས་དཔའ་ནི་རང་བཞིན་གྱིས་དབང་པོ་རྣོ་བ་ཡིན་ལ་།
 pratyekabuddho madhyendriyaḥ śrāvako mṛdvindriyaḥ |	རང་སངས་རྒྱས་ནི་དབང་པོ་འབྲིང་ཡིན་། ཉན་ཐོས་ནི་དབང་པོ་རྟུལ་བ་ཡིན་ནོ་༎
 tatrāyaṃ pratipattikṛto viśeṣaḥ |	དེ་ལ་སྒྲུབ་པ་ལས་གྱུར་པའི་ཁྱད་པར་ནི་འདི་ཡིན་ཏེ་།
 śrāvakapratyekabuddhaścātmahitāya pratipanno bhavati |	ཉན་ཐོས་དང་རང་སངས་རྒྱས་ནི་བདག་ལ་ཕན་པའི་ཕྱིར་ཞུགས་པ་ཡིན་ལ་།
 bodhisattvaḥ apyātma hitāya api parahitāya bahujanahitāya bahujanasukhāya lokānukampāyai arthāya hitāya sukhāya devamanuṣyāṇām |	བྱང་ཆུབ་སེམས་དཔའ་ནི་བདག་ལ་ཡང་ཕན་པ་དང་། གཞན་ལ་ཡང་ཕན་པ་དང་། སྐྱེ་བོ་མང་པོ་ལ་ཕན་པ་དང་། སྐྱེ་བོ་མང་པོ་ལ་བདེ་བ་དང་། འཇིག་རྟེན་ལ་སྙིང་བརྩེ་བ་དང་། ལྷ་དང་མི་རྣམས་ཀྱི་སྐྱེ་བོ་ཕལ་པོ་ཆེའི་དོན་དང་། ཕན་པ་དང་བདེ་བའི་ཕྱིར་ཞུགས་པ་ཡིན་ནོ་༎
 tatrāyaṃ kauśalyakṛto viśeṣaḥ |	དེ་ལ་མཁས་པ་ལས་གྱུར་པའི་ཁྱད་པར་ནི་འདི་ཡིན་ཏེ་།
 śrāvakaḥ pratyekabuddhaśca skandhadhātvāyatanapratītyasamutpāda-sthānāsthānasatyakauśalyaṃ karoti bodhisattvastatra cānyeṣu ca sarvavidyāsthāneṣu	ཉན་ཐོས་དང་རང་སངས་རྒྱས་ནི་ཕུང་པོ་དང་། ཁམས་དང་། སྐྱེ་མཆེད་དང་། རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་དང་། གནས་དང་གནས་མ་ཡིན་པ་དང་། བདེན་པ་ལ་མཁས་པར་བྱེད་ཅིང་བྱང་ཆུབ་སེམས་དཔའ་ནི་དེ་དག་དང་། རིག་པའི་གནས་གཞན་ཐམས་ཅད་ལ་ཡང་མཁས་པར་བྱེད་དོ་༎
 tatrāyaṃ phalakṛto viśeṣaḥ |	དེ་ལ་འབྲས་བུ་ལས་གྱུར་པའི་ཁྱད་པར་ནི་འདི་ཡིན་ཏེ་།
 śrāvakaḥ śrāvakabodhiphalamadhigacchati |	ཉན་ཐོས་ནི་ཉན་ཐོས་ཀྱི་བྱང་ཆུབ་ཀྱི་འབྲས་བུ་ཐོབ་པར་བྱེད་དོ་།
 pratyekabuddhaḥ pratyekabodhimadhigacchati |	རང་སངས་རྒྱས་ནི་རང་བྱང་ཆུབ་ཀྱི་འབྲས་བུ་ཐོབ་པར་བྱེད་དོ་༎
 bodhisattvo 'nuttaraṃ samyaksaṃbodhiphalamadhigacchati |	བྱང་ཆུབ་སེམས་དཔའ་ནི་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཀྱི་འབྲས་བུ་ཐོབ་པར་བྱེད་དོ་༎ 
 (dutt 3) ṣaḍimāni bodhisattvasya pāramitānāṃ gotraliṅgāni saṃpadyante | yairevaṃ pare saṃjānate bodhisattvo 'yamiti |	གང་དག་གིས་ན་འདི་ནི་བྱང་ཆུབ་སེམས་དཔའ་ཡིན་ནོ་ཞེས་གཞན་དག་གིས་དེ་ལྟར་ཤེས་པར་འགྱུར་བ་བྱང་ཆུབ་སེམས་དཔའི་ཕ་རོལ་ཏུ་༄༣བ་ཕྱིན་པ་རྣམས་ཀྱི་རིགས་ཀྱི་རྟགས་ཡོད་པ་ནི་དྲུག་པོ་འདི་དག་ཡིན་ཏེ་པར་བྱེད་དོ་༎ 
 dānapāramitāyā gotraliṅgaṃ śīlakṣāntivīryadhyānaprajñāpāramitāyā gotraliṅgam |	། སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་རིགས་ཀྱི་རྟགས་དང་། ཚུལ་ཁྲིམས་དང་། བཟོད་པ་དང་། བརྩོན་འགྲུས་དང་། བསམ་གཏན་དང་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་རིགས་ཀྱི་རྟགས་སོ་༎
 tatredaṃ bodhisattvasya dānapāramitāyā gotraliṅgam | iha bodhisattvaḥ prakṛtyaiva dānarucirbhavati |	དེ་ལ་བྱང་ཆུབ་སེམས་དཔའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་རིགས་ཀྱི་རྟགས་ནི་འདི་ཡིན་ཏེ་། འདི་ལ་བྱང་ཆུབ་སེམས་དཔའ་ནི་རང་བཞིན་གྱིས་སྦྱིན་པ་ལ་དགའ་བ་ཡིན་ཏེ་།
 satsu ca saṃvidyamāneṣu deyadharmeṣu satatasamitaṃ pareṣāṃ saṃvibhāgaśīlo bhavati pramuditacittaśca dadāti na vimanaskaḥ |	སྦྱིན་པར་བྱ་བའི་ཆོས་རྣམས་ཡོད་དེ་བདོག་ན་རྟག་ཏུ་རྒྱུན་མི་འཆད་པར་གཞན་དག་ལ་བགོ་བཤའ་བྱེད་པའི་ངང་ཚུལ་ཅན་ཡིན་ཏེ་། རབ་ཏུ་དགའ་བའི་སེམས་ཀྱིས་སྦྱིན་པར་བྱེད་ཀྱི་། ཡིད་མི་དགའ་བས་ནི་མ་ཡིན་ནོ་༎
 alpādapi ca saṃvibhāgasya karttā bhavati |	ཉུང་དུ་ལས་ཀྱང་བགོ་བཤའ་བྱེད་པ་ཡིན་ཏེ་།
 viśadañca dānamanuprayacchati |	བཟང་པོ་སྦྱིན་པར་བྱེད་ཀྱི་།
 na hīnam |	ངན་པ་ནི་མ་ཡིན་ནོ་༎
 adānena ca jihreti |	སྦྱིན་པ་མི་བྱེད་མ་བྱིན་པར་ལེན་པ་ལ་ཡང་འཛེམ་པར་བྱེད་དོ་ཟེར་རོ་༎
 pareṣāñca dānasya varṇaṃ bhāṣate |	གཞན་དག་ལ་ཡང་སྦྱིན་པའི་བསྔགས་པ་རྗོད་པར་བྱེད་དོ་༎
 dāne cainānupacchandayati |	དེ་དག་ཀྱང་སྦྱིན་པ་ལ་འདུན་པ་སྐྱེད་དུ་འཇུག་པར་བྱེད་དོ་།
 dātārañca dṛṣṭvā āttamanā bhavati sumanaskaḥ |	སྦྱིན་ཕོད་པ་མཐོང་ན་ཡང་ཡི་རངས་པ་དང་། ཡིད་བདེ་པར་འགྱུར་རོ་༎
 gurubhyo vṛddhatarakebhyo dakṣiṇīyebhyaḥ satkārārhebhya utthāyāsanamanuprayacchati |	བླ་མ་རྣམས་དང་། རྒན་རབས་རྣམས་དང་། ཡོན་གནས་རྣམས་དང་། བཀུར་སྟི་བྱ་བར་འོས་པ་རྣམས་ལ་ཡང་ལངས་ནས་སྟན་སྟོབས་པར་བྱེད་དོ་༎
 pṛṣṭo 'pṛṣṭo vā teṣu teṣu sattvakṛtyeṣvanapāyamihaloke paraloke nyāyopadeśamanuprayacchati |	སེམས་ཅན་གྱི་བྱ་བ་དག་ལ་དྲིས་ཀྱང་རུང་། མ་དྲིས་ཀྱང་རུང་སྟེ་། དེ་དང་དེ་དག་ལ་འཇིག་རྟེན་འདི་དང་འཇིག་རྟེན་ཕ་རོལ་ཏུ་བདེ་བར་འགྱུར་བའི་རིགས་པའི་མན་ངག་སྦྱིན་པར་བྱེད་དོ་༎
 rājacaurāmitrāṇyudakādibhayabhītānāñca sattvānāmabhayamanuprayacchati |	རྒྱལ་པོ་དང་། དགྲ་དང་། ཆོམ་རྐུན་དང་། མེ་དང་། ཆུ་ལ་སོགས་པས་འཇིགས་སྐྲག་པའི་སེམས་ཅན་རྣམས་ལ་མི་འཇིགས་པ་སྦྱིན་པར་བྱེད་ཅིང་།
 yathāśaktyā cainān paritrāyate tasmādvicitrāt pratatādugrādbhayāt |	དེ་དག་ལ་འཇིགས་པ་སྣ་ཚོགས་མང་པོ་དྲག་པོ་དེ་ལས་ཀྱང་ཅི་ནུས་ཀྱིས་ཡོངས་སུ་སྐྱོབ་པར་བྱེད་དོ་༎ 
 nikṣiptañcāsya haste paradhanaṃ nābhidruhyati |	དེའི་ལག་ཏུ་གཞན་གྱི་ནོར་གཏམས་ན་ཡང་དོར་མི་བྱེད་དོ་༎
 ṛṇaṃ gṛhītvā parebhyo na visaṃvādayati nābhidruhyati |	གཞན་གྱི་བུ་ལོན་ཆགས་ན་ཡང་སླུ་བར་མི་བྱེད་ཅིང་དོར་མི་བྱེད་དོ་༎
 svadāyādaṃ na vañcayate na vipralambhayati |	རང་གི་རིགས་བརྒྱུད་ལ་ཡང་ག-ཡོ་མི་བྱེད་ཅིང་།
 maṇimuktāvaidūryaśaṃkhaśilāpravālajātarūparajatāśmagarbhamusāragalvalohitikādakṣiṇāvartaprabhṛtiṣūpakaraṇajāteṣu mūḍhaṃ viparyasyacittaṃ samyaksaṃbodhayati	ཀླན་ཀ་མི་ཚོལ་ལོ་༎ ནོར་བུ་དང་། མུ་ཏིག་དང་། བེཨེ་དའུ་རྱ་དང་། དུང་དང་། མན་ཤེལ་དང་། བྱི་རུ་དང་། གསེར་དང་། དངུལ་དང་། རྡོའི་སྙིང་པོ་དང་། སྤུག་དང་། རིན་པོ་ཆེ་དམར་པོ་དང་། ག-ཡས་སུ་འཁྱིལ་པ་ལ་སོགས་པ་ཡོ་བྱད་ཀྱི་རྣམ་པ་དག་ལ་རྨོངས་ཤིང་སེམས་༄༤ཨ་༌་༎ ཕྱིན་ཅི་ལོག་ཏུ་གྱུར་པ་ལ་ཡང་།
 yathāsyānyato 'pi na vipralambhaḥ syāt | kutaḥ punaḥ svayamenaṃ vipralambhayiṣyati |	དེ་ཅི་ནས་གཞན་གྱིས་ཀྱང་སླུ་བར་མི་འགྱུར་བར་ཡང་དག་པར་ཁོང་དུ་ཆུད་པར་བྱེད་ན་། དེ་ལ་བདག་ཉིད་ཀྱིས་སླུ་བར་ལྟ་ག་ལ་བྱེད་།
 prakṛtyā codārabhogādhimukto bhavati |	རང་བཞིན་གྱིས་ལོངས་སྤྱོད་རྒྱ་ཆེན་པོ་ལ་མོས་པ་ཡིན་ལ་།
 udāreṣvasya sarvabhogaparibhogeṣu cittaṃ krāmati |	དེ་ལ་ལོངས་སྤྱོད་དང་ཡོངས་སུ་སྤྱོད་པ་རྒྱ་ཆེན་པོ་ཐམས་ཅད་ལ་ཡང་སེམས་འཇུག་པར་བྱེད་དོ་༎ 
 udāreṣu ca karmānteṣvadhimukto bhavati na parīttāyadvāreṣu |	ལས་ཀྱི་མཐའ་རྒྱ་ཆེན་པོ་དག་ལ་མོས་པ་ཡིན་གྱི་འདུ་བའི་སྒོ་ཆུང་དུ་དག་ལ་མ་ཡིན་ནོ་༎
 santi cemāni loke vyasanāni |	འཇིག་རྟེན་ན་ཞུགས་པ་ནི་འདི་དག་ཡིན་ཏེ་།
 tadyathā strīvyasanam | madyavyasanam | dyūtavyasanam |	འདི་ལྟ་སྟེ་།
 naṭa-nartaka-hāsaka-lāsakādisaṃdarśanavyasanamityevaṃrūpebhyovyasanebhyo laghu ladhveva vairāgyaṃ pratilabhate |	བུད་མེད་ལ་ཞུགས་པ་དང་། ཆང་ལ་ཞུགས་པ་དང་། རྒྱན་པོ་ལ་ཞུགས་པ་དང་། ཟློས་གར་མཁན་དང་། བྲོ་གར་མཁན་དང་། བཞད་གད་བྱེད་པ་དང་། འཇོ་སྒེག་བྱེད་པ་ལ་སོགས་པ་ལ་ལྟ་བ་ལ་ཞུགས་པ་དང་། དེ་ལྟ་བུ་དག་ལ་ཞུགས་པ་ལས་མྱུར་བ་མྱུར་བར་འདོད་ཆགས་དང་བྲལ་བ་ཐོབ་པར་འགྱུར་ཏེ་། 
 hrīvyapatrāpyaṃ prāviṣkaroti vipule 'pi ca bhogapratilambhe nādhimātralolupo bhavati prāgevālpe |	ངོ་ཚ་ཤེས་པ་དང་། ཁྲེལ་ཡོད་པ་སྟོན་ཏོ་༎ ལོངས་སྤྱོད་རྒྱ་ཆེན་པོ་དག་རྙེད་ན་ཡང་ཤས་ཆེར་བརྐམ་པར་མི་འགྱུར་ན་།
 itimānyevaṃ bhāgīyāni bodhisattvasya dānapāramitāyā gotraliṅgāni veditavyāni |	ཆུང་ངུ་ལ་ལྟ་ཅི་སྨོས་ཏེ་། དེ་ལྟར་འདི་ལྟ་བུ་དག་དང་མཐུན་པ་འདི་དག་ནི་། བྱང་ཆུབ་སེམས་དཔའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་རིགས་ཀྱི་རྟགས་ཡིན་པར་རིག་པར་བྱའོ་༎
 (dutt 4) tatremāni bodhisattvasya śīlapāramitāyā gotraliṅgāni |	དེ་ལ་བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་རིགས་ཀྱི་རྟགས་ནི་འདི་དག་ཡིན་ཏེ་། 
