skt	tib
 yato hyayaṃ viṣayaḥ pramāṇadvayaviṣayātīto mataḥ |	འདི་ལྟར་འདིའི་ཡུལ་ནི་ཚད་མ་གཉིས་ཀྱི་ཡུལ་ལས་འདས་པ་ཡིན་པར་འདོད་དོ་༎
 tathā sati, āgamādapi prāṇyantaraṃ pratipattuṃ na śakyata iti cet?	དེ་ལྟ་བས་ན་ལུང་གི་སྒོ་ནས་ཀྱང་སྲོག་ཆགས་གཞན་ལ་རྟོགས་པར་ནུས་པ་མ་ཡིན་ནོ་ཞེ་ན་། ཕྱིའི་དོན་དུ་སྨྲ་བ་དེ་ལྟར་ལོགས་པར་རྟོགས་པ་ལ་འདི་སྐད་ཅེས་བརྗོད་པར་ཞེ་ན་། བྱའོ་༎ 
 tathā vipratipannā bāhyārthāvādina evaṃ vaktavyāḥ | vayamapi pratyakṣataḥ prāṇyantaraṃ naiva pratipadyāmahe |	ཁོ་བོ་ཅག་ཀྱང་མངོན་སུམ་གྱིས་སྲོག་ཆགས་གཞན་རྟོགས་པར་མི་འདོད་པ་ཞེ་ན་། བྱའོ་༎ ཁོ་ན་སྟེ་། 
 na hi pratyakṣādarvāgdarśinaḥ prāṇyantaramavagacchanti |	ཚུ་རོལ་མཐོང་བ་རྣམས་ཀྱིས་ནི་མངོན་སུམ་གྱི་སྲོག་ཆགས་གཞན་ཤེས་པར་མི་འགྱུར་རོ་༎
 nāpyāgamo vyañjanasvabhāvaḥ |	ལུང་ཡང་ཡིག་འབྲུའི་ངོ་བོ་ཉིད་མ་ཡིན་ནོ་༎
 kintu praṇetṛvaśād yo vākyapadavyañjanaviśeṣapratibhāsijñānotpādaḥ saḥ |	འོན་ཀྱང་སྟོན་པ་པོའི་དབང་གིས་ངག་དང་ཚིག་དང་ཡི་གེ་ཁྱད་པར་ཅན་དུ་སྣང་བའི་ཤེས་པ་སྐྱེ་བ་གང་ཡིན་པ་ཡིན་ནོ་༎
 sa tu pratipattṛsantāne sannapyupacāratastathāgatasya vā kapilasya vā kaṇādasya vā karturvacanamiti vyapadiśyate |	དེ་ནི་རྟོགས་པར་བྱེད་པའི་རྒྱུད་ལ་ཡོད་པ་ཡིན་ཡང་ཉེ་བར་གདགས་པའི་སྒོ་ནས་དེ་བཞིན་གཤེགས་པའི་འམ་སེར་སྐྱའི་འམ་། གཟེགས་ཟན་པའི་ཚིག་ཅེས་བྱེད་པ་པོའི་ཡིན་པ་ཐ་སྙད་འདོགས་སོ་༎
 evaṃ sarve 'pi bauddhā vācakaṃ śabdasāmānyākāraṃ jñānaṃ manyante; na cāsti śabdaviśeṣaḥ,	འདི་ལྟར་སངས་རྒྱས་པ་ཐམས་ཅད་ནི་རྗོད་པར་བྱེད་པའི་སྒྲའི་སྤྱིའི་རྣམ་པ་ཅན་གྱི་ཤེས་པ་ཡིན་པར་འདོད་ཀྱི་སྒྲའི་ཁྱད་པར་ནི་ཡོད་ཀྱང་མ་ཡིན་ཏེ་། 
 'tasya pūrvamadṛṣṭatvād' ityādihetubhiḥ viśeṣākārasya vācakatvabhāvapratiṣedhāt |	དེ་ནི་སྔོན་མ་མཐོང་བའི་ཕྱིར་ཞེས་བྱ་བ་ལ་སོགས་པའི་གཏན་ཚིགས་ཀྱི་ཁྱད་པར་རྣམ་པར་རྗོད་པར་བྱེད་པ་ཉིད་ཡིན་པ་བགག་པའི་ཕྱིར་རོ་༎
 vayamapi nāgamataḥ prāṇyantarapratipattimabhyupagacchāmaḥ, api tvanumānāt |	ཁོ་བོ་ཅག་ཀྱང་ལུང་གི་སྲོག་ཆགས་གཞན་རྟོགས་པར་ནི་ཁས་མི་ལེན་གྱི་འོན་ཀྱང་རྗེས་སུ་དཔག་པས་ཡིན་ནོ་༎
 taccānumānaṃ kāyavākkarmaṇorabhāve 'pi yathā pravartate yaddarśayitumāha - buddhipūrvāmityādi |	རྗེས་སུ་དཔག་པ་དེ་ཡང་ཇི་ལྟར་ལུས་དང་ངག་གི་ལས་མེད་ཀྱང་འཇུག་པ་དེ་བསྟན་པའི་ཕྱིར་རང་ལུས་བློ་སྔོན་འགྲོ་བའི་ཞེས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ་།
 eṣa tāvat samudāyārthaḥ |	འདི་ནི་རེ་ཞིག་བསྡུས་པའི་དོན་ཡིན་ནོ་༎
 avayavārthastūcyate |	ཡན་ལག་༄༣༦ཨ་༌་༎ གི་དོན་ནི་བརྗོད་པར་བྱ་སྟེ་།
 buddhiḥ jñānam |	བློ་ཞེས་བྱ་བ་ནི་ཤེས་པའོ་༎
 sā cātra gamanāgamanasaṃlāpecchārūpā parigṛhyate,	དེ་ཡང་འདིར་འགྲོ་བ་དང་འོང་བ་དང་ཀུན་དུ་སྨྲ་བར་འདོད་པའི་ངོ་བོ་ཡིན་པར་ཡོངས་སུ་གཟུང་སྟེ་། 
 kriyāhetutvāt tasyāḥ |	དེ་ནི་བྱ་བའི་རྒྱུ་ཡིན་པའི་ཕྱིར་རོ་༎
 sāsti pūrvaṃ yasyāḥ kriyāyāḥ sā buddhipūrvā | pūrveti śabdenātra kāraṇasya nirdeśaḥ,	བྱ་བ་གང་ལ་དེ་སྔོན་དུ་འགྲོ་བ་ཡོད་པ་དེ་ནི་བློ་སྔོན་དུ་འགྲོ་བ་ཡིན་ནོ་༎ སྔོན་ཞེས་བྱ་བའི་སྒྲ་ནི་འདིར་རྒྱུ་ཡིན་པར་སྟོན་ཏེ་།
 kāraṇasya pūrvavartitvāt |	རྒྱུ་ནི་སྔ་ན་ཡོད་པ་ཡིན་པའི་ཕྱིར་རོ་༎
 yadi nāma bāhyārthavādibhiḥ svasantāne tāṃ buddhipūrvāṃ kriyāṃ pratyakṣānumānābhyāmupalabhya paścātparasantāne grahād vivakṣitarūpā dhīḥ vijñānaṃ	གལ་ཏེ་ཕྱི་རོལ་གྱི་དོན་དུ་སྨྲ་བ་རང་གི་རྒྱུད་ལ་བློ་སྔོན་དུ་འགྲོ་བའི་བྱ་བ་དེ་དག་མངོན་སུམ་དང་རྗེས་སུ་དཔག་པ་དག་གིས་དམིགས་ནས་ཕྱིས་གཞན་གྱི་རྒྱུད་ལ་འཛིན་པའི་ཕྱིར་བརྗོད་པར་འདོད་པའི་ངོ་བོའི་རྣམ་པར་ཤེས་པའི་བློ་ཤེས་པར་འགྱུར་རོ་ཞེ་ན་།
 tadā cittamātre 'pyeṣa nayaḥ samaḥ |	དེའི་ཚེ་ཚུལ་འདི་ནི་སེམས་ཙམ་ལ་ཡང་མཚུངས་སོ་༎
 atra kriyetyupalakṣaṇam |	བྱ་བ་ཞེས་བྱ་བ་ནི་འདིར་ཉེ་བར་མཚོན་པ་ཙམ་དུ་ཟད་དོ་༎
 mukhakāntiraktimādīnāmapi cittāntarasya gamakatvāt |	ཁ་གདངས་པ་དང་། ཁྲག་ལ་སོགས་པ་ཡང་སེམས་གཞན་རྟོགས་པར་བྱེད་པ་ཡིན་པའི་ཕྱིར་རོ་༎
 yadīti vacanena vakṣyamāṇabidhinā parapakṣe 'numānābhāvaṃ darśayati || 1 ||	གལ་ཏེ་ཞེས་བྱ་བ་སྨོས་པས་ནི་འཆད་པར་འགྱུར་བའི་ཚུལ་གྱིས་ནི་ཕ་རོལ་པོ་ཕྱོགས་ལ་རྗེས་སུ་དཔག་པ་མེད་པར་སྟོན་ཏོ་༎
 anumānamabhyupagamya tulyatāṃ khyāpayannāha - ātmani cittaspandanapūrvau kriyābhilāpau dṛṣṭvānyatra tayordarśanād yadi spandanamanumīyeta, cittamātre 'pyeṣa nayaḥ samaḥ | ataścittamātratāvādī api paracittamanumātuṃ śaknoti |	རྗེས་སུ་དཔག་པ་ཁས་བླངས་ནས་མཚུངས་པར་འགྱུར་བ་བསྟན་པའི་ཕྱིར་༎
 ātmanītyādi |	གལ་ཏེ་བདག་ཉིད་ལ་ཞེས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ་།
 cittasya spandanaṃ cittaspandanam |	སེམས་ཀྱི་ག-ཡོ་བ་ནི་སེམས་ཀྱི་ག-ཡོ་བའོ་༎
 atra spandaneti śabdaścikīrṣāyāṃ vartate |	འདིར་ག-ཡོ་བ་ཞེས་བྱ་བའི་སྒྲ་ནི་བྱེད་པ་ལ་བྱའོ་༎
 kriyābhilāpau tu kāyavāgvijñaptyoḥ |	བྱ་བ་དང་བརྗོད་པ་ཞེས་བྱ་བའི་སྒྲ་དག་ནི་ལུས་དང་ངག་གི་རྣམ་པར་རིག་བྱེད་ལ་བྱའོ་༎ 
 tenāyamartho bhavati - ātmani jigamiṣāvivakṣāpūrvayoḥ kriyābhilāpayordarśanāt parasantāne 'pi tau kriyābhilāpau copalabhya cittaspandanamanumīyata iti cet?	དེས་ན་དོན་ནི་འདི་ཡིན་པར་འགྱུར་ཏེ་། གལ་ཏེ་བདག་ཉིད་ལ་བྱ་བ་དང་བརྗོད་པ་འགྲོ་བར་འདོད་པ་དང་སྨྲ་བར་འདོད་པ་སྔོན་དུ་འགྲོ་བ་ཅན་དག་མཐོང་བའི་ཕྱིར་གཞན་གྱི་རྒྱུད་ལ་ཡང་བྱ་བ་དང་བརྗོད་པ་དེ་དག་དམིགས་ནས་སེམས་ཀྱི་ག-ཡོ་བ་རྗེས་སུ་དཔོག་པར་བྱེད་ན་། 
 cittamātratāvāde 'pyeṣa nayaḥ samaḥ |	ཚུལ་དེ་ནི་སེམས་ཙམ་དུ་སྨྲ་བ་ལ་ཡང་འདྲ་སྟེ་།
 tathā sati, so 'pi paracittamanumīyāt |	དེ་བས་ན་དེ་ཡང་གཞན་གྱི་སེམས་རྗེས་སུ་དཔོག་པར་བྱེད་པར་འགྱུར་རོ་༎
 atra spandanetyaviśeṣeṇoktam, tathāpi pūrvaṃ cittaspandanamiti prakṛtenābhisambandhanīyam |	འདིར་ག-ཡོ་བ་ཞེས་བྱ་བ་ཁྱད་པར་མེད་པར་བཤད་མོད་ཀྱི་འོན་ཀྱང་གང་དུ་སེམས་ག-ཡོ་བ་ཞེས་བྱ་བའི་སྐབས་དང་སྦྱར་བ་ཡིན་ཏེ་།
 tasmāt sāmānyaśabdā api prakaraṇasāmarthyād viśeṣeṣvavatiṣṭhante || 2 ||	དེའི་ཕྱིར་སྐབས་ཀྱི་དབང་གིས་སྤྱིའི་སྒྲ་ཡང་ཁྱད་པར་ལ་འཇུག་པར་འགྱུར་རོ་༎
 nanu bāhyārthavāde tu paracittanimittake kāyavākkarmaṇī liṅgatvena svīkriyete,	དེ་ལ་འདི་སྙམ་དུ་ཕྱིའི་དོན་དུ་སྨྲ་བ་ནི་གཞན་གྱི་སེམས་ཀྱི་མཚན་མར་བྱ་བ་ལ་ལུས་དང་ངག་གི་ལས་དག་རྟགས་ཉིད་ཡིན་པར་ཁས་ལེན་པར་བྱེད་ཀྱི་།
 antarjñeyavāde tayorabhāvāt kathaṃ sāmyamiti cet? evamāha - tacca kāyavāgvijñaptipratibhāsi jñānaṃ jñānāntaraspandanaviśeṣeṇa vinā bhavatītyevaṃ na matam |	ཤེས་བྱ་ནང་གི་ཡིན་པར་སྨྲ་བ་ལ་ནི་དེ་དག་མེད་༄༣༦བ་ན་ཇི་ལྟར་མཚུངས་སྙམ་དུ་སེམས་ན་། 
 taccetyādi |	དེའི་ཕྱིར་།
 antarjñeyavādināpi kāyavāgvijñāptipratibhāsi kāyavāgvijñaptakārakaṃ jñānaṃ paracittasya spandanaviśeṣeṇa vinā bhavatīti na manyate |	དེ་ཡང་ཤེས་པ་གཞན་གྱི་ཞས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ་། ཤེས་བྱ་ནང་གི་ཡིན་པར་སྨྲ་བ་ཡང་། གཞན་གྱི་སེམས་ཀྱི་ག-ཡོ་བའི་ཁྱད་པར་མེད་པར་ལུས་དང་ངག་གི་རྣམ་པར་རིག་བྱེད་ཀྱི་རྣམ་པ་ཅན་གྱིས་ཤེས་པ་ལུས་དང་ངག་གི་རྣམ་པར་རིག་བྱེད་དུ་སྣང་བ་དག་ཡོད་པར་ནི་མི་འདོད་དོ་༎ 
 svajñānādanyad yajjñānaṃ tat jñānāntaram |	བདག་གི་ཤེས་པ་ལས་གཞན་པའི་ཤེས་པ་གང་ཡིན་པ་དེ་ནི་ཤེས་པ་མི་འདོད་དོ་༎ གཞན་ཡིན་ནོ་༎ 
 tatsamprayuktaṃ spandanaṃ jñānāntaraspandanam, tasya viśeṣastena |	དེ་དང་མཚུངས་པ་དང་ལྡན་པའི་ག-ཡོ་བ་ནི་ཤེས་པ་གཞན་གྱིས་ག-ཡོ་བ་སྟེ་དེའི་ཁྱད་པར་ལ་དེ་མི་འདོད་དོ་༎ གཞན་ཡིན་ནོ་༎ 
 viśeṣeti vacanena cikīrṣā,	སྐད་ཅེས་བྱའོ་༎ ཁྱད་པར་ཞེས་སྨོས་པས་ནི་བྱེད་པར་འདོད་པ་དང་སྨྲ་བར་འདོད་པ་ཡོངས་སུ་བསྡུའོ་མི་འདོད་དོ་༎ 
 vivakṣā ca parigṛhyete || 3 ||	གཞན་ཡིན་ནོ་༎ 
 bāhyārthavādimatamāśaṅkyate - atha parajñānasya kriyāyā anupalambhāt paradhīranumātuṃ na yujyata iti cet? na; tulyatvāt |	སྐད་ཅེས་བྱའོ་༎ ༎ ཕྱི་རོལ་གྱི་དོན་དུ་སྨྲ་བའི་གཞུང་ལུགས་ཀྱི་དོགས་པ་བསུ་བའི་ཕྱིར་།
 atha parajñānasya kriyāyetyādi |	གལ་ཏེ་གཞན་གྱི་ཤེས་པའི་བྱེད་པ་ཞེས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ་།
 na bhavatā kadāpi parajñānapūrvake kriyāvāgākārake jñāne upalabhyete |	ཁྱེད་ཀྱིས་ནམ་ཡང་བྱ་བ་དང་ཚིག་གི་རྣམ་པ་ཅན་གྱི་ཤེས་པ་གཞན་གྱི་ཤེས་པ་སྔོན་དུ་འགྲོ་བ་ཅན་དག་མི་དམིགས་སོ་༎
 bhavatā tatkathamanumīyeta iti pūrvapākṣāśaṅkā |	དེའི་ཕྱིར་ཁྱེད་ཇི་ལྟར་རྗེས་སུ་དཔོག་པར་བྱེད་ཅེས་བྱ་བ་ནི་ཕྱོགས་སྔ་མའི་དོགས་པ་ཡིན་ནོ་༎ 
 antarjñeyavādyāha - na; tulyatvāditi | naiṣa doṣaḥ |	ཤེས་བྱ་ནང་གི་ཡིན་པར་སྨྲ་བས་འདྲ་བའི་ཕྱིར་མ་ཡིན་ནོ་ཞེས་བྱ་བ་སྨོས་ཏེ་འདི་ནི་ཉེས་པ་མེད་དེ་།
 yato hi, eṣa upālambho bhavatāmapi tulyaḥ || 4 ||	འདི་ལྟར་ཀླན་ཀ་འདི་ནི་ཁྱེད་ལ་ཡང་མཚུངས་སོ་༎
 tattulyatvaṃ darśayati - paro 'pi parajñānapūrvau tau kadāpi na paśyati |	མཚུངས་པ་དེ་ཉིད་བསྟན་པའི་ཕྱིར་།
 ataḥ tenāpi tanna jñāyate | paro 'pītyādi |	ཕ་རོལ་པོས་ཀྱང་ཞེས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ་།
 bāhyārthavādyapi paracittaspandanapūrvakau tau kriyābhilāpau na kadāpi paśyati | tasmāt tenāpi paracittaṃ na pratipadyate |	ཕྱིའི་དོན་དུ་སྨྲ་བས་ཀྱང་གཞན་གྱི་སེམས་ཀྱི་ག-ཡོ་བ་སྔོན་དུ་འགྲོ་བ་ཅན་གྱི་བྱ་བ་དང་བརྗོད་པ་དེ་དག་ནམ་ཡང་མ་མཐོང་ངོ་༎ དེའི་ཕྱིར་དེས་ཀྱང་གཞན་གྱི་སེམས་རྟོགས་པར་མི་འགྱུར་རོ་༎
 atyantāsambaddho hyeṣa upālambhaḥ |	གླན་ཀ་འདི་ནི་ཤིན་ཏུ་རྣར་མི་འོང་པ་ཡིན་ཏེ་།
 na hi samarthanāya prasiddhasambandho 'nvekṣaṇīyaḥ,	བསྒྲུབ་པར་བྱ་བ་ལ་ནི་འབྲེལ་བ་གྲགས་པ་བཙལ་པར་བྱ་བ་མ་ཡིན་མོད་ཀྱི་།
 api tu doṣasāmyādeva paro nigṛhītaḥ | tasmānna doṣāntaramucyate || 5 ||	འོན་ཀྱང་ཉེས་པ་མཚུངས་པ་ཁོ་ནས་ཕ་རོལ་པོ་ཚོམས་པར་འགྱུར་བས་ཉེས་པ་གཞན་མི་བརྗོད་དོ་༎ 
 atrāsti paracittānumānopāya iti bāhyārthavādimatamāśaṅkayāha - ātmanaścittasya paravartinornimittatvānupapatteḥ paracittaṃ jñāyata it cet? kiṃ na yujyate? ātmanaścittasya paravartinorityādi |	འདིར་ཕྱིའི་དོན་དུ་སྨྲ་བ་གཞན་གྱི་སེམས་རྗེས་སུ་དཔོག་པའི་ཐབས་ཡོད་དོ་སྙམ་དུ་སེམས་པའི་དོགས་པ་བསུ་བར་གལ་ཏེ་བདག་ཉིད་ཀྱི་སེམས་གཞན་ལ་ཡོད་པ་དག་གི་ཞེས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ་།
 yasmādātmanaścittaṃ santānāntaravartinoḥ kriyābhilāpayoḥ kāraṇatvena na yujyate, tasmātparacittamanumīyata iti pūrvapakṣāśaṅkā |	གང་གི་ཕྱིར་བདག་ཉིད་ཀྱི་སེམས་རྒྱུད་གཞན་པ་ཡོད་པའི་བྱ་བ་དང་བརྗོད་པ་དག་ག་རྒྱུ་ཉིད་ཡིན་པར་མི་རུང་བ་དེའི་ཕྱིར་གཞན་གྱི་སེམས་རྗེས་སུ་དཔག་པར་བྱེད་དོ་ཞེས་བྱ་བའི་ཕྱོགས་སྔ་མའི་དོགས་པ་ཡིན་ནོ་༎
 siddhantabādyāha - kiṃ na yujyata it |	གྲུབ་པའི་མཐའ་སྨྲ་བས་ཇི་ལྟར་མི་རུང་ཞེས་བྱ་༄༣༧ཨ་༌་༎ བ་ལ་སོགས་པ་སྨོས་ཏེ་།
 kathamātmanaścittaṃ paravartinornimittitvena nopapadyate? ucyatām || 6 ||	ཅི་སྟེ་བདག་ཉིད་ཀྱི་སེམས་གཞན་ལ་ཡོད་པ་བདག་གི་རྒྱུ་མཚན་ཉིད་དུ་མི་རུང་བ་བརྗོད་པར་བྱ་དགོས་སོ་༎
 paro 'yuktatvaṃ darśayitumāha - svasamutthāpakacittasya pratisaṃvedanābhāvāt | svasamutthāpakacittasya pratisaṃvedanābhāvāditi |	ཕ་རོལ་པོས་མི་རུང་བར་བསྟན་པའི་ཕྱིར་རང་གི་ཀུན་ནས་སློང་བར་བྱེད་པའི་སེམས་སོ་སོར་ཡང་དག་པར་མྱོང་བ་མེད་པའི་ཕྱིར་ཞེས་བྱ་བ་སྨོས་ཏེ་། གཞན་གྱི་རྒྱུད་ལ་ཡོད་པ་བྱ་བ་དང་བརྗོད་པ་དག་ལ་བརྟག་པ་གཉིས་བ་སྨོས་ཏེ་། བྱ་སྟེ་། 
 parasantānabartinau kriyābhilāpau ātmacittanimittakau vā syātām,	བདག་ཉིད་ཀྱི་སེམས་ཀྱི་རྒྱུ་མཚན་ཅན་དག་གཅིག་པའམ་།
 paracittanimittakau veti dvidhā parīkṣā |	གཞན་གྱི་སེམས་ཀྱི་རྒྱུ་མཚན་ཅན་དག་གཅིག་ཡིན་པར་འགྱུར་གྲང་ན་།
 na tāvadātmacittaminittakau,	རེ་ཞིག་བདག་ཉིད་ཀྱི་སེམས་ཀྱི་རྒྱུ་མཚན་ཅན་དག་ནི་མ་ཡིན་ཏེ་།
 yasmānna svasantāne tayorsamutthāpakacoittasya saṃvedanaṃ bhavati || 7 || hetupasaṃharannāha - ātmacittaśrayiṇoścātmani darśanāt |	འདི་ལྟར་དེ་དག་ཀུན་ནས་སློང་བར་བྱེད་པའི་སེམས་རང་གི་རྒྱུད་ལ་ཡང་དག་པར་མྱོང་བ་མེད་དོ་༎ 
 ātmacittaśrayiṇoścetyādi | ahaṃ gacchāmi,	གཏན་ཚིགས་བསྡུ་བ་བདག་ཉིད་ཀྱི་སེམས་ཀྱི་རྟེན་ཅན་ཡང་ཞེས་བྱ་བ་ལ་སོགས་མེད་དོ་༎ པ་སྨོས་ཏེ་། 
 ahaṃ vadāmīti ye svacittanimittake kāravākkarmaṇī te svasantāne upalabhyete |	ང་འགྲོའོ་བ་སྨྲོའོ་ཞེས་བྱ་བ་ལུས་དང་ངག་གི་ལས་བདག་ཉིད་ཀྱི་སེམས་ཀྱི་རྒྱུ་མཚན་ཅན་གང་དག་ཡིན་པ་དེ་དག་ནི་རང་གི་རྒྱུད་ལ་དམིགས་སོ་མེད་དོ་༎ པ་སྨོས་ཏེ་། 
 ātmanaścittamāśrayata iti vigrahaḥ |	༎ འདི་ལ་བརྟེན་པ་བདག་ཉིད་ཀྱི་སེམས་ཡོད་པས་ན་ཞེས་བྱ་བར་ཚིག་རྣམ་པར་སྦྱར་ཏེ་།
 atra āśrayīti śabdo nimittake || 8 ||	རྟེན་ཅན་ཞེས་བྱ་བའི་སྒྲ་ནི་འདིར་རྒྱུ་མཚན་ལ་བྱའོ་༎
 bhavatvātmacittanimittakayoḥ svasantāne darśanam | tena kim? tasmādāha - tāvapi yadi yathā syātāṃ tādṛśāvupalabhyeyātām | tāvapītyādi |	བདག་ཉིད་ཀྱི་སེམས་ཀྱི་རྒྱུ་མཚན་ཅན་རང་གི་རྒྱུད་ལ་མཐོང་ཡང་དེས་ན་ཅིར་འགྱུར་ཞེ་ན་། དེའི་ཕྱིར་དེ་དག་ཀྱང་ཞེས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ་།
