skt	tib
 ahamevaṃnāmā etatkālaprabhṛti yāvadbodhimaṇḍaṃ dharmāṇāmuttamaṃ śāntavirāgaṃ dharma śaraṇaṃ gacchāmi | samanvāhara ācārya |	༄༢༤༥བ་བདག་མིང་འདི་ཞེས་བགྱི་བ་དུས་འདི་ནས་བཟུང་ནས་། ཇི་སྲིད་བྱང་ཆུབ་སྙིང་པོ་ལ་མཆིས་ཀྱི་བར་དུ་ཆོས་རྣམས་ཀྱི་མཆོག་ཞི་བ་འདོད་ཆགས་དང་བྲལ་བའི་ཆོག་རྣམས་ལ་སྐྱབས་སུ་མཆིའོ་༎ སློབ་དཔོན་དགོངས་སུ་གསོལ་༎
 ahamevaṃnāmā etatkālaprabhṛti yāvadbodhimaṇḍaṃ gaṇānāmuttamaṃ āryabodhisattvāvaivartikabodhisattvasaṃghaṃ śaraṇaṃ gacchāmi iti triḥ vadet |	བདག་མིང་འདི་ཞེས་བགྱི་བ་དུས་འདི་ནས་བཟུང་ནས་། ཇི་སྲིད་བྱང་ཆུབ་སྙིང་པོ་ལ་མཆིས་ཀྱི་བར་དུ་ཚོགས་རྣམས་ཀྱི་མཆོག་འཕགས་པ་བྱང་ཆུབ་སེམས་དཔའ་ཕྱིར་མི་ལྡོག་པའི་བྱང་ཆུབ་སེམས་དཔའི་དགེ་འདུན་རྣམས་ལ་སྐྱབས་སུ་མཆིའོ་ཞེས་ལན་གསུམ་དུ་བརྗོད་དོ་༎ 
 evaṃ viśiṣṭaṃ śaraṇagamanaṃ kṛttvā bhagavantaṃ śākyamuniṃ,	དེ་ལྟར་སྐྱབས་སུ་འགྲོ་བ་ཁྱད་པར་ཅན་བྱས་ནས་།
 daśadiśāṃ sarvabuddhān bodhisattvāṃśca manasā ālambya praṇamanaṃ yathālabdhaṃ pūjādikaṃ ca kuryāt |	བཅོམ་ལྡན་འདས་ཤའཀྱ་ཐུབ་པ་དང་ཕྱོགས་བཅུའི་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཡིད་ཀྱིས་དམིགས་ཏེ་། ཕྱག་བཙལ་བ་དང་། ཅི་འབྱོར་བའི་མཆོད་པ་ལ་སོགས་པ་བྱས་ལ་།
 ācāryam sammukhaṃ kṛtvā dakṣiṇaṃ jānumaṇḍalaṃ pṛthivyāṃ pratiṣṭhāpya utkuṭukāsano 'pi vā kṛtāñjaliḥ cittam utpādayet |	སློབ་དཔོན་མདུན་དུ་བྱས་ཏེ་པུས་མོ་ག-ཡས་པའི་ལྷ་ང་ས་ལ་བཙུགས་པའམ་ཙོག་པུར་ཡང་རུང་བས་འདུག་སྟེ་། ཐལ་མོ་སྦྱར་བས་སེམས་བསྐྱེད་པར་བྱ་སྟེ་།
 daśadigavasthitāḥ sarve buddhabodhisattvāḥ| mām samanvāharata | ācārya| samanvāhara |	ཕྱོགས་བཅུ་རྣམས་ན་བཞུགས་པའི་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་བདག་ལ་དགོངས་སུ་གསོལ་༎ སློབ་དཔོན་དགོངས་སུ་གསོལ་།
 ahamevaṃnāmā- asyāṃ jātāvanyāsu vā jātiṣvanavarāgre vā dāna-śīla-bhāvanāyaṃ kuśalamūlaṃ	བདག་མིང་འདི་ཞེས་བགྱི་བས་སྐྱེ་བ་འདི་དང་སྐྱེ་བ་གཞན་དང་གཞན་དག་ཏུ་སྦྱིན་པའི་རང་བཞིན་དང་། 
 mayā kṛtaṃ syāt kāritaṃ kriyamāṇaṃ vā anumoditaṃ bhavet taiḥ kuśalamūlaiḥ yathā pūrvakaiḥ	ཚུལ་ཁྲིམས་ཀྱི་རང་བཞིན་དང་། བསྒོམ་པའི་རང་བཞིན་གྱི་དགེ་བའི་རྩ་བ་བདག་གིས་བགྱིས་པ་དང་། བགྱིད་དུ་སྩལ་བ་དང་། བགྱིད་པ་ལ་རྗེས་སུ་ཡི་རང་བའི་དགེ་བའི་རྩ་བ་དེས་།
 tathāgatārhatsamyaksambuddhaiḥ mahābhūmipraviṣṭaiḥ mahābodhisattvaiśca anuttarasaṃyaksambodhau	ཇི་ལྟར་སྔོན་གྱི་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་རྣམས་དང་། ས་ཆེན་པོ་ལ་རབ་ཏུ་བཞུགས་པའི་བྱང་ཆུབ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱིས་།
 cittamutpāditaṃ tathā evaṃnāmā ahamapi etatkālaprabhṛti yāvadbodhimaṇḍaṃ anuttarasamyakmahāsambodhau cittam utpādayeyam |	བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཐུགས་བསྐྱེད་པར་མཛད་པ་དེ་བཞིན་དུ་། བདག་མིང་འདི་ཞེས་བགྱི་བས་ཀྱང་དུས་འདི་ནས་བཟུང་ནས་ཇི་སྲིད་བྱང་ཆུབ་སྙིང་པོ་ལ་མཆིས་ཀྱི་བར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཆེན་པོ་ལ་སེམས་བསྐྱེད་། པར་བྱའོ་༎ 
 atīrṇān sattvān tārayeyam |	སེམས་ཅན་མ་བརྒལ་བ་རྣམས་བསྒྲལ་བར་བགྱིའོ་༎
 amuktasattvān mocayeyam |	མ་གྲོལ་བ་རྣམས་དགྲོལ་བར་བགྱིའོ་༎
 anāśvastān āśvāsayeyam |	དབུགས་མ་ཕྱིན་པ་རྣམས་དབུགས་དབྱུང་བར་བགྱིའོ་༎
 aparinirvṛtān parinirvāpayeyam |	ཡོངས་སུ་མྱ་ངན་ལས་མ་འདས་པ་རྣམས་ཡོངས་༄༢༤༦ཨ་༌་༎
 evaṃ triḥ vadet |	སུ་མྱ་ངན་ལས་བཟླ་བར་བགྱིའོ་ཞེས་ལན་གསུམ་དུ་བརྗོད་པར་བྱའོ་༎ དེ་ལྟར་སློབ་དཔོན་མེད་ཀྱང་བདག་ཉིད་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོག་ནི་།
 tathaiva ācāryābhāve 'pi svayaṃ bodhicittotpādavidhiḥ- tathāgataśākyamuniṃ daśadiksarvatathāgatāṃśca manasā vicintya vandanā-pūjādividhiṃ ca kṛtvā adhyeṣaṇāsahitamācāryapadavirahitaśaraṇagamanādikramaṃ pūrvavad niṣpādayet |	དེ་བཞིན་གཤེགས་པ་ཤའཀྱ་ཐུབ་པ་དང་ཕྱོགས་བཅུའི་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཡིད་ལ་བསམས་ཏེ་། ཕྱག་འཚལ་བ་དང་། མཆོད་པའི་ཆོ་ག་ལ་སོགས་པ་བྱས་ནས་། གསོལ་བ་གདབ་པ་དང་སློབ་དཔོན་ཞེས་པའི་ཚིག་སྤངས་པའི་སྐྱབས་སུ་འགྲོ་བ་ལ་སོགས་པའི་གོ་རིམས་གོང་མ་བཞིན་དུ་བྱའོ་༎
 evaṃ utpannacittaḥ pudgalaḥ bodhicittavṛddhyartha antaśo divā trivāraṃ rātrau ca trivāraṃ-	དེ་ལྟར་སེམས་བསྐྱེད་པའི་གང་ཟག་གིས་བྱང་ཆུབ་ཀྱི་སེམས་སྤེལ་བར་བྱ་བའི་ཕྱིར་ཐ་ན་ཉིན་ལན་གསུམ་མཚན་ལན་གསུམ་དུ་།
 buddhaṃ ca dharmañca gaṇottamaṃ ca yāvaddhi bodhiṃ śaraṇaṃ gato 'smi |	སངས་རྒྱས་ཆོས་དང་ཚོགས་ཀྱི་མཆོག་རྣམས་ལ་༎ བྱང་ཆུབ་བར་དུ་བདག་ནི་སྐྱབས་སུ་མཆི་༎
 dānādikṛtyaiśca kṛtairmayaibhiḥ buddho bhaveyaṃ jagato hitāya || 3 ||	བདག་གིས་སྦྱིན་སོགས་བགྱིས་པ་འདི་དག་གིས་༎ འགྲོ་ལ་ཕན་ཕྱིར་སངས་རྒྱས་འགྲུབ་པར་ཤོག་། 
 iti bodhicittamutpādayet |	ཅེས་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པར་བྱའོ་༎
 bodhicittavyāghātakebhyaścaturbhyo rdharmebhyo vyāvṛtto bhavet |	བྱང་ཆུབ་ཀྱི་སེམས་ཉམས་པར་བྱེད་པའི་ཆོས་བཞི་ལས་ལྡོག་པར་བྱ་སྟེ་།
 katame catvāraḥ?	བཞི་གང་ཞེ་ན་།
 gurudakṣiṇīyavisaṃvādanam, pareṣu akaukṛtyasthānīyeṣu kaukṛtyopādanam, utpannacittebhyo bodhisattvebhyo dveṣeṇa avarṇabhāṣaṇam,	བླ་མ་དང་མཆོད་པར་འོས་པ་སླུ་བ་དང་། གཞན་འགྱོད་པའི་གནས་མ་ཡིན་པ་ལ་འགྱོད་པ་བསྐྱེད་པ་དང་། སེམས་བསྐྱེད་པའི་བྱང་ཆུབ་སེམས་དཔའ་ལ་ཞེ་སྡང་གིས་ཚིགས་སུ་བཅད་པ་མ་ཡིན་པ་བརྗོད་པ་དང་། 
 sarvasattveṣu māyāśāṭhyācaraṇañca |	སེམས་ཅན་ཐམས་ཅད་ལ་ག-ཡོ་དང་སྒྱུས་སྤྱོད་པའོ་༎
 bodhicittāvyāghātakān caturdharmān śikṣeta |	བྱང་ཆུབ་ཀྱི་སེམས་མི་ཉམས་པར་བྱེད་པའི་ཆོས་བཞི་ལ་བསླབ་པར་བྱ་སྟེ་།
 katamāṃścaturaḥ?	བཞི་གང་ཞེ་ན་།
 jīvitasyāpi hetoḥ prajānan amṛṣāvādam, sarvasattveṣu adhyāśayaviśuddhyā sthitiḥ na māyāśāṭhyena,	སྲོག་གི་ཕྱིར་ཡང་བསམས་བཞིན་དུ་བརྫུན་མི་སྨྲ་བ་དང་། སེམས་ཅན་ཐམས་ཅད་ལྷག་པའི་བསམ་པ་རྣམ་པར་དག་པས་གནས་པར་བྱའི་ག-ཡོ་དང་སྒྱུས་མ་ཡིན་པ་དང་། 
 utpannacitteṣu bodhisattveṣu śāstṛsaṃjñāmutpādya daśasu dikṣu samyagguṇākhyānam, ye sattvāḥ kuśale sthāpitāḥ teṣām anuttarasamyaksambodhau sthāpanaṃ na tu śrāvakapratyekabuddhatveṣviti |	སེམས་བསྐྱེད་པའི་བྱང་ཆུབ་སེམས་དཔའ་ལ་སྟོན་པའི་འདུ་ཤེས་བསྐྱེད་ཅིང་ཕྱོགས་བཅུར་ཡང་དག་པའི་ཡོན་ཏན་བརྗོད་པར་བྱ་བ་དང་། སེམས་ཅན་འགའ་ཞིག་དགེ་བ་ལ་འགོད་པ་དེ་དག་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ལ་འགོད་ཀྱི་ཉན་ཐོས་དང་རང་སངས་རྒྱས་ལ་ནི་མ་ཡིན་ནོ་༎
 viśeṣeṇābhijñāṃ śīghraṃ labdhukāmo bodhisattvaḥ ārya-avalokiteśvara-paripṛcchā-saptadharmaka-nāma-mahāyānasūtraṃ śikṣeta |	ཁྱད་པར་དུ་མངོན་པར་ཤེས་པ་མྱུར་དུ་ཐོབ་པར་འདོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་གིས་ཞུས་པའི་ཆོས་བདུན་པ་ཞེས་བྱ་བའི་ཐེག་པ་ཆེན་པོའི་མདོ་ལ་བསླབ་༄༢༤༦བ་པར་བྱའོ་༎ 
 bodhicittotpādānuśaṃsā tu “gaṇḍavyūhasūtrā“-dibhyo jñātavyā |	བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཕན་ཡོན་ནི་། སྡོང་པོ་བཀོད་པའི་མདོ་ལ་སོགས་པ་ལས་ཤེས་པར་བྱའོ་༎
 tatra prathamaṃ vidhivad utpannabodhicittasya bodhisattvasya sarvabodhisattvaśīlaśikṣāṃ suśikṣitukāmanayā bodhisattvaṃ bodhisattvasaṃvarasthitaṃ,	དེ་ལ་དང་པོར་ཆོ་ག་བཞིན་དུ་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་བྱང་ཆུབ་སེམས་དཔས་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་ཚུལ་ཁྲིམས་ཀྱི་བསླབ་པ་ལ་ལེགས་པར་སློབ་པར་འདོད་པས་།
 bodhisattvasaṃvaravidhijñaṃ bodhisattvasaṃvarapradānena śiṣyānugrahasamartha kalyāṇamitraṃ namaskṛtya taccaraṇe nipatya adhyeṣaṇā- “ācārya|	བྱང་ཆུབ་སེམས་དཔའ་བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པ་ལ་གནས་པ་དང་། བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པའི་ཆོ་ག་ཤེས་པ་དང་། བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པ་འབོགས་པའི་སྒོ་ནས་སློབ་མ་རྗེས་སུ་གཟུང་བར་ནུས་པའི་དགེ་བའི་བཤེས་གཉེན་ལ་ཕྱག་བྱས་ཏེ་། དེའི་རྐང་པ་ལ་གཏུགས་ནས་གསོལ་བ་གདབ་པ་ནི་།
 tavāhaṃ bodhisattvaśīlasaṃvarasamādānamākāṃkṣāmyādātuṃ tadarhasyanuparodhena muhūrtamasmākamanukampayā dātuṃ śrotuñca“, “ityevaṃ trivāraṃ adhyeṣitavyam |	སློབ་དཔོན་ཁྱོད་ལས་བདག་བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་སྡོམ་པ་ཡང་དག་པར་བླང་བ་དེ་ལན་བར་འཚལ་གྱིས་། དེ་ལ་གནོད་པ་མ་མཆིས་ན་བདག་ལ་ཐུགས་བརྩེ་བའི་སླད་དུ་ཅུང་ཟད་ཅིག་གསན་ཅིང་སྩལ་བའི་རིགས་སོ་ཞེས་དེ་ལྟར་ལན་གསུམ་གྱི་བར་དུ་གསོལ་བ་གདབ་པར་བྱའོ་༎
 “kulaputra| tvaṃ śrṛṇu | tvam evaṃ sattvān anuttīrṇān uttārya, amuktān mocayitvā, anāśvatān āśvāsya, aparinirvṛttān parinirvāpya, buddhavaṃśānucchedam icchasi?	རིགས་ཀྱི་བུ་ཁྱོད་ཉོན་ཅིག་། ཁྱོད་འདི་ལྟར་སེམས་ཅན་མ་བརྒལ་བ་རྣམས་བསྒྲལ་བ་དང་། མ་གྲོལ་བ་རྣམས་དགྲོལ་བ་དང་། དབུགས་མ་ཕྱུང་བ་རྣམས་དབུགས་དབྱུང་བ་དང་། ཡོངས་སུ་མྱ་ངན་ལས་མ་འདས་པ་རྣམས་ཡོངས་སུ་མྱ་ངན་ལས་བཟླ་བ་དང་། སངས་རྒྱས་ཀྱི་གདུང་རྒྱུན་མི་འཆད་པར་འདོད་དམ་།
 tatastvaṃ cittotpādadārḍhya samādānadārḍhyañca kuru | “na tvanyaiḥ saha pratispardhāhetave |	དེ་ལས་ཁྱོད་ཀྱིས་སེམས་བསྐྱེད་པ་བརྟན་པ་དང་ཡི་དམ་བརྟན་པར་བྱའོ་༎
 nānyairbalād grāhito 'si?	གཞན་དང་འགྲན་པའི་ཆེད་དུ་མ་ཡིན་ནམ་།
 evaṃ pṛcchet |	གཞན་གྱི་ནན་གྱིས་ལན་དུ་བཅུག་པ་མ་ཡིན་ནམ་ཞེས་འདྲིའོ་༎
 tatpaścāt tathāgataśākyamuneḥ niṣiktāṃ pratimāṃ paṭacitram vā purato 'vasthāpya tathāgataśākyamunyādīn daśadiksarvalokadhātvavasthitān sarvabuddhabodhisattvān purato bhāvayet |	དེའི་འོག་ཏུ་དེ་བཞིན་གཤེགས་པ་ཤའཀྱ་ཐུབ་པའི་ལུགས་སྐུའམ་རས་རིས་ལ་སོགས་པ་མདུན་དུ་བཞུགས་པ་དང་། དེ་བཞིན་གཤེགས་པ་ཤའཀྱ་ཐུབ་པ་ལ་སོགས་པ་ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ཐམས་ཅད་ན་བཞུགས་པའི་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་མདུན་དུ་བསམ་ལ་།
 yathāśakti bāhyapañcapūjayā pūjāṃ vandanaṃ ca kuryāt |	ཅི་ནུས་པའི་ཕྱིའི་མཆོད་པ་ལྔས་མཆོད་པ་དང་ཕྱག་བྱས་ལ་།
 tadanantaraṃ kalyāṇamitram uccāsanasthitaṃ śāstṛsaṃjñayā namaskṛtya dakṣiṇaṃ jānumaṇḍalaṃ	དེ་མ་ཐག་ཏུ་དགེ་བའི་བཤེས་གཉེན་སྟན་མཐོན་པོ་ལ་འདུག་པ་ལ་སྟོན་པའི་འདུ་ཤེས་ཀྱིས་ཕྱག་བྱས་ཏེ་། 
 pṛthivyāṃ pratiṣṭhāpya utkuṭukāsanena vāpi kṛtāñjaliḥ kalyāṇamitraṃ bodhisattvasaṃvaragrahaṇāya evam adhyeṣayet-	པུས་མོ་ག-ཡས་པའི་ལྷ་ང་ས་ལ་བཙུགས་པའམ་ཙོག་ཙོག་པོར་འདུག་སྟེ་ཐལ་མོ་སྦྱར་ནས་དགེ་བའི་༄༢༤༧ཨ་༌་༎ བཤེས་གཉེན་ལ་བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པ་ནོད་པས་འདི་ལྟར་བསྐུལ་བར་བྱ་སྟེ་།
 “ācāryo bodhisattvaśīlasaṃvarasamādānaṃ me śīghraṃ dadātu” ityevaṃ trivāraṃ kalyāṇamitram adhyeṣeta |	སློབ་དཔོན་གྱིས་བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་སྡོམ་པ་ཡང་དག་པར་བླངས་པ་བདག་ལ་མྱུར་དུ་སྩལ་དུ་གསོལ་ཞེས་དེ་ལྟར་ལན་གསུམ་དུ་དགེ་བའི་བཤེས་གཉེན་ལ་བསྐུལ་ནས་།
 tataḥ kalyāṇamitra upaviṣṭa utthito vāpi saḥ bodhisattvasaṃvaragrāhakaṃ taṃ evaṃ paripṛcchet- “evaṃnāmā tvaṃ bodhisattvo 'si bodhau ca kṛtapraṇidhānaḥ	དེ་ནས་དགེ་བའི་བཤེས་གཉེན་འདུག་པའམ་ལངས་པ་ཡང་རུང་སྟེ་། དེས་བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པ་ནོད་པ་དེ་དག་ལ་འདི་སྐད་ཅེས་དྲི་བ་བྱ་སྟེ་། མིང་འདི་ཞེས་བྱ་བ་ཁྱོད་བྱང་ཆུབ་སེམས་དཔའ་ཡིན་ནམ་། བྱང་ཆུབ་ཏུ་སྨོན་ལམ་བཏབ་བམ་ཞེས་དྲིས་པ་ན་།
 evaṃ pṛṣṭe sati tena grāhakabodhisattvenāpi āmeti pratijñātavyam” |	ལེན་པའི་བྱང་ཆུབ་སེམས་དཔའ་དེས་ཀྱང་བཏབ་ལགས་སོ་ཞེས་ཁས་བླང་བར་བྱའོ་༎
 tataḥ 'akṣayāprameyānuttarapuṇyamahānidhibhūtaḥ sarvabuddhaguṇaratnākaro bodhisattvasaṃvaro 'cireṇa adhigamyata' iti cintayan cittaprasādāt saharṣa tūṣṇībhūya kṛtāñjalistiṣṭhet |	དེ་ནས་མི་ཟད་པ་དཔག་ཏུ་མེད་པ་བླ་ན་མེད་པའི་བསོད་ནམས་ཀྱི་གཏེར་ཆེན་པོར་གྱུར་པ་སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ཡོན་ཏན་རིན་པོ་ཆེའི་འབྱུང་གནས་བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པ་རིང་པོར་མི་ཐོགས་པར་ཐོབ་པར་འགྱུར་རོ་ཞེས་སྙམ་དུ་བསམ་ཞིང་སེམས་རབ་ཏུ་དང་བར་གྱུར་པས་དགའ་བ་དང་བཅས་པས་ཅང་མི་སྨྲ་བར་ཐལ་མོ་སྦྱར་ཏེ་འདུག་པར་བྱའོ་༎
 atha sa kalyāṇamitraḥ trikālasarvabodhisattvasarvaśikṣāpadāni sarvañca śīlaṃsaṃvaraśīlaṃ , kuśaladharmasaṅgrāhakaśīlaṃ,	དེ་ནས་དགེ་བའི་བཤེས་གཉེན་དེས་དུས་གསུམ་གྱི་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་བསླབ་པའི་གཞི་ཐམས་ཅད་དང་ཚུལ་ཁྲིམས་ཐམས་ཅད་དེ་། སྡོམ་པའི་ཚུལ་ཁྲིམས་དང་། དགེ་བ་ཆོས་སྡུད་པའི་ཚུལ་ཁྲིམས་དང་། སེམས་ཅན་གྱི་དོན་བྱེད་པའི་ཚུལ་ཁྲིམས་མདོར་བསྡུས་པ་སློབ་མ་ལ་གོ་བར་བྱས་ཏེ་།
 sattvārthakriyāśīlañca samāsataḥ śiṣyam ababodhya- “sarvabodhisattvaśikṣāpadāni tāni ca sarvabodhisattvaśīlāni kiṃ mattaḥ gṛhītukāmo 'si” evaṃ śiṣyaṃ pṛcchet |	བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་སློབ་པའི་གཞི་རྣམས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་ཚུལ་ཁྲིམས་དེ་དག་ཅི་བདག་ལས་ལེན་པར་འདོད་དམ་ཞེས་སློབ་མ་ལ་འདྲི་བར་བྱའོ་༎
 tasmin tathā “gṛhītukāmo 'smi” iti pratijñāte sati bodhisattvasaṃvaro dātavyaḥ |	དེས་དེ་ལྟར་ལེན་པར་འཚལ་ལོ་ཞེས་ཁས་ལེན་པར་གྱུར་ན་། བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པ་སྦྱིན་པར་བྱ་སྟེ་། བཙུན་པའམ་།
