skt	tib
 astitvaṃ sarvabhāvānāṃ yathā bālairvikalpyate |	དངོས་པོ་ཐམས་ཅད་ཡོད་བསམ་པ་༎ དེ་ལྟར་བྱིས་པས་བརྟགས་པ་བཞིན་༎ གལ་ཏེ་དེ་ལྟར་མཐོང་གྱུར་ན་༎
 yadi te bhavedyathādṛṣṭāḥ sarvesyustattvadarśinaḥ ||	ཐམས་ཅད་དེ་ཉིད་མཁྱེན་པར་འགྱུར་༎
 anyatra uktam |	གཞན་སྟོན་པ་ནི་།
 na cakṣuḥ prekṣate rūpaṃ lokastu parimohataḥ |	མིག་གིས་གཟུགས་མི་མཐོང་བ་བཞིན་༎ འཇིག་རྟེན་པས་ནི་གཏི་མུག་གིས་༎
 pravartate hyakṣamārge svabhāvastasya tādṛśaḥ ||	དབང་པོའི་ལམ་ལས་བྱུང་གྱུར་པ་༎ དེ་ཡི་དཔེ་ནི་འདི་ལྟར་ཡིན་༎
 yathā māyāmarīcisvapnapratiśrutkendradhanurudakacandrabimbanirmitamāyānagaravikalpaḥ |	སྒྱུ་མ་ལྟར་། སྨིག་རྒྱུ་། རྨི་ལམ་། བྲག་ཅ་། འཇའ་ཚོན་། ཆུ་ཟླའི་གཟུགས་པའི་སྒྱུ་མའི་གྲོང་ཁྱེར་རྣམ་རྟོག་བཞིན་ནོ་༎
 śūrapādairapyuktam |	དཔའ་བོའི་ཞབས་ཀྱིས་ཀྱང་གསུངས་སོ་༎ ཡོད་དང་མེད་པ་སྐྱེ་དང་འཆི་༎
 sadasacca mṛtaṃ jātaṃ tannirūddha yadasti na |	དེ་ནི་འགག་པ་གང་མེད་པ་༎
 bhāvotpādakameveti lakṣaṇaṃ bhāvadarśinām ||	དངོས་པོ་སྟོང་པ་ཉིད་ཡིན་ནོ་༎ མཚན་མ་དངོས་པོ་མཐོང་བ་རྣམས་༎
 bhāvadṛṣṭyā khalu bhrāntaṃ yathā khapuṣpacintanam |	དངོས་པོ་མཐོང་བས་འཁྲུལ་པ་ཡིན་༎ ཇི་ལྟར་། ནམ་མཁའི་མེ་ཏོག་བསམ་པ་འདྲ་༎
 dharmatā hi nabhastulyā | iti |	མཁའ་དང་མཉམ་པའི་ཆོས་ཉིད་ལ་༎
 ākāśasamabhāvasya śūnyatvena utpattibhaṅgadoṣamalālepāt dharmatāmātraṃ rūpavedanādayaḥ | te gaganasamāḥ |	ཞེས་པ་ནི་ནམ་༄༡༥༢བ་མཁའ་དང་མཉམ་པ་དངོས་པོ་སྟོང་ཉིད་ཡིན་པས་ན་། སྐྱེ་བ་དང་འཇིག་པའི་སྐྱོན་གྱི་དྲི་མ་སམ་གོས་པས་ན་། ཆོས་ཉིད་ཙམ་ལ་གཟུགས་དང་ཚོར་བ་ལ་སོགས་པ་དེ་རྣམས་ནམ་མཁའ་དང་མཉམ་པའོ་༎
 jananāntare pratītyasamāgamenotpadyante |	གཞན་སྐྱེ་བ་ན་རྟེན་འབྲེལ་འཛོམ་པས་སྐྱེའོ་༎
 tacca sāṃvṛt loke |	དེ་ཡང་ཀུན་རྫོབ་འཇིག་རྟེན་པ་ལ་ཡིན་།
 paramārthasya na virodhi |	དོན་དམ་པ་ལ་མི་མཐུན་མེད་༎
 acintyā māyādharmalakṣaṇatā |	བསམ་གྱིས་མི་ཁྱབ་སྒྱུ་མ་ཆོས་ཀྱི་མཚན་ཉིད་ཡིན་།
 śālistambasūtre |	སའ་ལུ་ལྗང་པའི་མདོ་ལས་།
 [bāhyaḥ] pratītyasamutpādaḥ katamaiḥ pañcabhiḥ kāraṇairdraṣṭavyaḥ | [na] svayaṃ śāśvatato nocchedato na saṃkrāntito na svayaṃbhūhetutaḥ na phalavipākābhinirvṛttitastadvisadṛśānuprabandhata [śceti] |	རྟེན་འབྲེལ་གྱིས་ནི་སྐྱེས་པ་གང་༎ རྒྱུ་ལྔ་རྣམས་ཀྱིས་མཐོང་གྱུར་པ་༎ ཁོ་རང་ངེས་པ་མ་ཡིན་། ཆད་པ་པོ་ཡང་མ་ཡིན་།
 kathaṃ [na] svayaṃ śāśvatataḥ |	འཕོ་བ་པོ་ཡང་མ་ཡིན་། རྒྱུ་རང་འབྱུང་བ་ཡང་མ་ཡིན་། འབྲས་བུ་སྨིན་ནས་བྱུང་བ་ཡང་མ་ཡིན་། དེ་རྣམས་ནི་མཐུན་པར་མི་འབྲེལ་། ཁོ་རང་ངེས་པས་ཡིན་པ་གང་ཞེ་ན་།
 yasmādvījāṅkurau visadṛśau |	ཇི་ལྟར་ས་བོན་དང་མྱུ་གུ་མི་མཐུན་པ་བཞིན་ནོ་༎
 na caivaṃ yadvījaṃ sa evāṅkura [iti] |	མ་ཡིན་ཏེ་དེ་ལྟར་ཡིན་ན་ས་བོན་གང་ཡིན་པ་དེ་ཉིད་མྱུ་གུ་།
 evaṃ hi bījaṃ niruddhyate |	དེ་ལྟར་ཡིན་ན་ས་བོན་འགག་། 
 aṅkura utpadyate |	མྱུ་གུ་སྐྱེས་པ་ན་།
 kathaṃ nocchedataḥ |	ཚད་པ་ཡང་མ་ཡིན་པ་གང་ཞེ་ན་།
 na pūrvaniruddhāddhījādaṅkuro niṣpadyate |	སྔ་མ་ས་བོན་བཀག་པས་མྱུ་གུ་སྐྱེ་བ་མ་ཡིན་།
 niruddhamatrādvījāttu tatsamaye aṅkura utpadyate |	ས་བོན་བཀག་པ་ཙམ་ལས་དེའི་དུས་སུ་མྱུ་གུ་སྐྱེ་བས་ན་།
 tulādaṇḍanāmonnāmavat |	སྲང་ལ་འཇལ་བའི་མཐོ་དམན་བཞིན་ནོ་༎
 kathaṃ na saṅkrāntitaḥ |	འཕོ་བ་པོ་མ་ཡིན་པ་གང་ཞེ་ན་།
 bījavisadṛśo hyaṅkuraḥ |	ས་བོན་ལྟར་མ་ཡིན་མྱུ་གུའོ་༎
 kathaṃ na svayaṃbhūhetutaḥ |	རྒྱུ་རང་བྱུང་བ་མ་ཡིན་པ་གང་ཞེ་ན་།
 ādyaphalasyāsvayaṃbhāvāt |	དང་པོ་འབྲས་བུ་རང་མ་བྱུང་བས་སོ་༎
 kathaṃ na phalavipākābhinirvṛttitaḥ |	འབྲས་བུ་སྨིན་ནས་བྱུང་བ་མ་ཡིན་པ་གང་ཡིན་ན་།
 phalasvarūpaṃ siddhyati |	འབྲས་བུའི་ངོ་བོར་གྲུབ་པ་སྟེ་།
 na hi phalena phalotpattirasti |	འབྲས་བུས་འབྲས་བུ་བསྐྱེད་པ་ནི་མ་ཡིན་ནོ་༎
 kathaṃ visadṛśānuprabandhataḥ |	མི་མཐུན་པར་འབྲེལ་པ་གང་ཞེ་ན་།
 evaṃ pratītya samutpannaistairutpāditaṃ phalam ||	དེ་ལྟར་དུ་རྟེན་འབྲེལ་གྱིས་འབྱུང་བ་སྟེ་དེ་རྣམས་ཀྱིས་བསྐྱེད་པའི་འབྲས་བུའོ་༎
 skandhotpādarītirapiu |	ཕུང་པོ་བསྐྱེད་ལུགས་ཀྱང་།
 avidyayā saṃskāro vijñānaṃ nāmarūpaṃ ṣaḍāyatanaṃ pañcaskandhāśca siddhyanti |	མ་རིག་པས་འདུ་བྱེད་༎ རྣམ་པར་ཤེས་པས་མིང་དང་གཟུགས་༎ སྐྱེ་མཆེད་དྲུག་དང་ལྔ་ཡིས་ཕུང་པོ་གྲུབ་པོ་༎
 śūnyaireva yotpattistadrūpāṇāṃ svarūpakam |	སྟོང་ཉིད་རྣམས་ཀྱི་བྱུང་བ་གང་༎ དེ་གཟུགས་རྣམས་ཀྱི་ངོ་བོ་ནི་༎
 pratītyapratyayotpannamevaṃ siddhyā prasiddhyati ||	རྟེན་འབྲེལ་རྐྱེན་གྱིས་བྱུང་བ་ཡིན་༎ དེ་ལྟར་གྲུབ་པས་རབ་ཏུ་གྲགས་༎
 evaṃ sā śūnyatā svayaṃbhūtvā rūpaṃ samīkṣyate |	དེ་ལྟར་སྟོང་ཉིད་དེ་རང་ནི་༎ སྐྱེས་ནས་གཟུགས་ནི་མཐོང་འགྱུར་བ་༎
 sarvabhāvaḥ śūnyatā hi śūnyataivaṃ pravartate ||	དངོས་པོ་ཐམས་ཅད་སྟོང་ཉིད་ཡིན་༎ དེ་ལྟར་སྟོང་ཉིད་རབ་ཏུ་སྐྱེས་༎
 evaṃ bāhya ādhyātmikaḥ sarvo dharmaḥ śūnyaḥ |	དེ་ལྟར་དུ་ཕྱི་ནང་གི་ཆོས་༄༡༥༣ཨ་༌་༎ ཐམས་ཅད་སྟོང་པའོ་༎
 svabhāvato bhāvo yena hetusaṃbhūtaḥ ataḥ sarvadharma ākāśasamaḥ |	རང་བཞིན་དངོས་པོ་ནི་གང་གི་རྒྱུས་བྱུང་བས་། ཆོས་ཐམས་ཅད་ནམ་མཁའ་དང་མཉམ་།
 evaṃ bhāvo 'bhāvaḥ saṃbhavati ||	དེ་ལྟར་དངོས་པོ་མེད་པ་སྲིད་པ་ཡིན་ནོ་༎ རྒྱུ་མེད་འབྲས་བུ་མེད་པ་དང་༎ ཞེས་པ་ནས་།
 na kāraṇaṃ nāpi kāryam ityādinā eṣa lokaḥ paro 'pi ca iti paryantam |	འཇིག་རྟེན་འདི་དང་ཕ་རོལ་དང་༎ ཞེས་པའི་བར་ལ་།
 kāraṇena īśvareṇa kṛta iṣyate | karmasaṃbhūtaḥ cittamātraṃ vā iṣyate |	རྒྱུ་དབང་ཕྱུག་གིས་བྱས་པར་འདོད་པ་དང་། ལས་ཀྱི་འབྱུང་བ་སེམས་ཙམ་པ་འདོད་པའམ་།
 evaṃ neṣyate cet kaḥ śubhāśubhaṃ vahati |	དེ་ལྟར་མི་འདོད་ན་དགེ་སྡིག་སུས་ཁུར་།
 tīrthikocchedaprasaṅgaḥ |	མུ་སྟེགས་ཆད་པ་པོ་རུ་ཐལ་༎
 tasyottara [mucyate] |	དེའི་ལན་ནི་།
 vastutaḥ satyaṃ na bhavati [lokaḥ] |	དངོས་པོ་ལ་ནི་བདེན་པ་མེད་༎
 karmasaṃbhūto 'pi svapnasadṛśaḥ |	ལས་ཀྱིས་འབྱུང་ཡང་རྨི་ལམ་བཞིན་༎
 bhāva evamabhāvatvādajo 'san tasya vai ciram |	དངོས་པོ་འདི་ལྟར་མེད་པས་ན་༎ མ་སྐྱེས་མེད་པ་དེ་ལ་ནི་༎ ཡུན་རིང་རྟེན་འབྲེལ་འདོད་ཙམ་ན་༎
 pratītyodgamakāle tu karmaṇaḥ phalavedanā ||	དེ་དུས་ལས་ཀྱི་འབྲས་བུ་མྱོང་༎
 āryasamādhirājasūtre |	འཕགས་པ་ཏིང་ངེ་འཛིན་གྱི་རྒྱལ་པོའི་མདོ་ལས་།
 na ca asmi loki mṛti kaści [naro] paraloka saṃkramati gacchati vā | na ca karma naśyati kadāci kṛtaṃ phalu deti [kṛṣṇaśubha] saṃsarato ||	འཇིག་རྟེན་འདི་ལ་འཆི་བ་གང་ཡང་མེད་༎ འཇིག་རྟེན་ཕ་རོལ་དུ་འགྲོ་བ་གང་ཡང་མེད་། ལས་ཀྱིས་མེད་པ་མི་སྲིད་དོ་༎ བྱས་པའི་འབྲས་བུ་སྟེར་བར་བྱེད་༎ ཐོག་མ་མེད་པ་འཁོར་བ་ལ་༎
 laṅkāvatārasūtre |	ལང་ཀར་གཤེགས་པའི་མདོ་ལས་།
 deśemi śūnyatāṃ nityaṃ śāśvatocchedavarjitām |	གང་གིས་རྟག་ཏུ་སྟོང་ཉིད་བཤད་༎ ཡོད་དང་ཆད་པ་སྤངས་པ་ཉིད་༎
 saṃsāraṃ svapnamāyākhyaṃ na ca karma vinaśyati ||	འཁོར་བའི་རྨི་ལམ་སྒྱུ་མ་མིང་༎ ལས་མེད་པར་ནི་མི་འགྲོའོ་༎
 āryākāśasamatāsamādhisūtre |	འཕགས་པ་ནམ་མཁའ་དང་མཉམ་པ་ཏིང་ངེ་འཛིན་གྱི་མདོ་ལས་།
 pūrvaṃ kṛtaṃ tanna kṛtaṃ na kṛtaṃ tacchubhāśubham |	སྔར་བྱས་དེ་ནི་མི་འཛད་དོ་༎ མི་འཛད་པ་དེ་དགེ་མི་དགེ་། བདེ་བར་གཤེགས་ཀྱིས་སྔར་བགྱིས་པ་༎
 sugatasya pūrvākaraṇāt kṛtaṃ tadapi no bhavet ||	དེ་ཡང་འཛད་པར་མི་འགྱུར་རོ་༎
 bodhisattvabodhicittaṃ kṛtaṃ tadapi no bhavet |	བྱང་ཆུབ་སེམས་དཔའི་བྱང་ཆུབ་སེམས་༎ དེ་ཡང་འཛད་པར་མི་འགྱུར་རོ་༎ བརྟན་པ་ཐོབ་པར་བྱས་པ་ཡང་༎
 kṛto nirūḍhilābho 'pi kṛtaḥ so 'pi ca no bhavet ||	དེ་ཡང་འཛད་པར་མི་འགྱུར་རོ་༎
 karmāṇi na praṇaśyanti kalpakoṭyantato 'pi ca |	ལས་ཀྱང་མེད་པར་མི་འགྱུར་རོ་༎ བསྐལ་པ་བྱེ་བའི་བར་དུ་ཡང་༎ རྟེན་འབྲེལ་འཛོམ་པའི་དུས་ལས་ནི་༎
 pratītyāgamakāle tu dehināṃ phalavedanā ||	ལུས་ཅན་རྣམས་ཀྱིས་འབྲས་བུ་མྱོང་༎
 anutpannarūpameva | iti |	སྐྱེ་བ་མེད་པའི་ངོ་བོ་ཉིད་༏་། ཅེས་པ་ལ་།
 yadīśvareṇa kathamapi na nirmitam |	དབང་ཕྱུག་གིས་ཇི་ལྟར་གལ་ཏེ་མ་སྤྲུལ་ན་།
 kathaṃ hi loka utpannaḥ |	འཇིག་རྟེན་པ་ཇི་ལྟར་བྱུང་།
 vandhyāstrītanayasyāpi kastatra janma janayati |	མོ་གཤམ་མོ་ཡི་བུ་ལ་ཡང་༎ དེ་ལ་བུ་སྐྱེས་སྐྱེ་བར་མཛད་༎ འཇིག་རྟེན་པ་འདི་སྔར་མ་སྐྱེས་༎
 lokaḥ prathamato 'jātaḥ ityādi | ādau svayamanutpannaḥ pratītyasamutpanno bhāvaḥ |	ཤེས་པ་ལ་སོགས་པ་ལ་དང་པོར་རང་མ་སྐྱེས་པ་རྟེན་འབྲེལ་ལས་འབྱུང་༄༡༥༣བ་བའི་དངོས་པོ་ཡིན་། 
 tasya ca janma īśvarādinā kenāpi nāvatāritam |	དེ་ལ་དབང་ཕྱུག་ལ་སོགས་པ་སུས་ཀྱང་སྐྱེར་འཇུག་པ་མེད་།
 cetanasyādāvajātatvena īśvaraḥ svayamasiddhaḥ |	སེམས་ཅན་པ་དང་པོ་རང་སྐྱེས་པ་མེད་པས་། དབང་ཕྱུག་ཁོ་རང་མ་གྲུབ་པ་ལ་།
 pratītyasamutpannasya ca janma neśvareṇāvatāritam |	རྟེན་འབྲེལ་ལས་འབྱུང་བའི་དབང་ཕྱུག་གིས་སྐྱེ་རུ་བཅུག་པ་མེད་།
 laṅkāvatārasūtre |	ལང་ཀར་གཤེགས་པའི་མདོ་ལས་༏་སྐྱེ་དང་འཆི་བ་དེ་གཉིས་ནི་༎
 saṃbhavaṃ vibhavañcaiva mohātpaśyanti bāliśāḥ | na saṃbhavaṃ na vibhavaṃ prajñāyukto vipaśyati ||	བྱིས་པ་རྨོངས་པ་མཐོང་བ་ཡིས་༎ སྐྱེ་མེད་འཆི་མེད་དེ་གཉིས་ནི་༎ ཤེས་རབ་ཅན་གྱིས་དེ་ལྟར་མཐོང་༎
 āryasamādhirājasūtre |	འཕགས་པ་ཏིང་ངེ་འཛིན་གྱི་རྒྱལ་པོའི་མདོ་ལས་། ཡོད་པ་མེད་པ་དེ་ལ་ནི་༎ གཉིས་ཀ་མཐའ་ནི་མེད་པ་ཡིན་༎ དག་དང་མ་དག་དེ་ལ་ནི་༎
 astīti nāstīti ubhe 'pi antā śuddhī aśuddhīti ime 'pi antā |	དེ་གཉིས་ལ་ཡང་མཐའ་མེད་དོ་༎
 tasmādubhe anta vivarjayitvā madhye 'pi sthānaṃ na karoti paṇḍitaḥ ||	དེ་གཉིས་སྤངས་པ་དེ་ལ་ནི་༎ དབུས་སུ་གནས་པ་གང་ཡང་མེད་༎ དེ་ལྟར་མཁས་པས་རྟོགས་པར་བྱ་༎
 madhyānte [?]	དབུ་མ་དར་བ་ནས་།
 yena tarkaḥ kalpamātraṃ talliṅgaṃ niṣphalaṃ sthitam |	རྟོག་པ་གང་གིས་རྟོག་ཙམ་ན་༎ དེ་རྟོག་འབྲས་བུ་མེད་པར་འདུག་།
 evaṃ tu viduṣā proktaṃ vikalpādvadhyate 'dhamaḥ ||	དེ་ལྟར་ན་ནི་མཁྱེན་པས་གསུངས་༎ རྣམ་རྟོག་གིས་ནི་ཐ་མལ་བཅིངས་༎ བརྟགས་པ་བྱས་ནས་གྲོལ་བར་བྱེད་༎
 parikṣamaṇo mucyeta jagattatkaraṇena ca |	དེ་བྱེད་པས་ནི་གྲོལ་བ་ཡིན་༎
 yogī saṃprekṣate śūnyaṃ yathā tamisradarśanaḥ ||	རྣལ་འབྱོར་བས་ནི་སྟོང་པར་མཐོང་༎ ཇི་ལྟར་རབ་རིབ་མཐོང་གྱུར་པ་༎ སྨན་གྱི་སྦྱོར་བས་མཐོང་བ་ལྟར་༎
 bhaiṣajyayogādīkṣeta vyutsṛjettimiraṃ ca tat |	རབ་རིབ་དེ་ཡང་གསལ་བར་འགྱུར་༎
 avidyātimirākrāntanetrāḥ saṃbhavaṃ vibhavaṃ dṛḍham ||	མ་རིག་པ་ཡི་རབ་རིབ་ཀྱིས་༎ བསྒྲིབས་པའི་མིག་གིས་སྐྱེ་བ་དང་༎ འཆི་བ་བསྟན་པར་གཟུང་ནས་ཏེ་༎
 gṛhṇanto vāsanāvaśāt muktyanarhāḥ samīritāḥ ||	བག་ཆགས་དབང་གིས་གྲོལ་མ་ནུས་པ་རྣམས་ལ་གསུངས་།
 anarthabhrāntaloko hi ityādyuktam |	དོན་མེད་འཁྱམས་པ་འཇིག་རྟེན་པ་ལ་སོགས་པའི་གསུངས་སོ་༎
 kārakavedayitrādi na kiñcidasti |	བྱེད་པ་པོ་དང་། ཚོར་བ་པོ་ལ་སོགས་པ་གང་ཡང་མེད་པ་ལ་།
 mokṣārthākārake paramārthabhrāntaḥ |	གྲོལ་བའི་དོན་མི་བྱེད་པར་དོན་དམ་པར་འཁྱམས་པའོ་༎
 athavā anarthaṃ bhraman bhavasindhurmāyānagarasadṛśaḥ |	ཡང་ན་དོན་མེད་དུ་འཁྱམས་པ་སྲིད་པའི་རྒྱ་མཚོ་ལས་སྒྱུ་མའི་གྲོང་ཁྱེར་ལྟར་།
 uktamāryadevapādaiḥ |	འཕགས་པ་ལྷའི་ཞབས་ཀྱིས་གསུངས་པ་ནི་༎
 bhāvo 'bhāvo na dvitayaṃ sadasanmiśrito na saḥ |	ཡོད་དམ་མེད་པ་གཉི་ག་མེད་། ཡོད་མེད་གཉིས་བསྲེ་ས་དེ་ཡང་མེད་༎
 nāpi tattadabhāvādi vicāre 'pi ciraṃ kṛte |	དེ་མིན་ལོགས་ན་དེ་ཡང་མེད་༎ བརྟག་པ་ཡུན་རིང་བྱས་ཀྱང་ནི་༎
 tatpadamatidurbhāṣam |	དེ་ལྟ་ཚིག་བརྗོད་ཤིན་ཏུ་དཀའ་༎
 sadasadutpannavinaṣṭayat kiñcidbhāvavarjanadharmanairātmyadeśanā parivartaḥ prathamaḥ ||	དངོས་པོ་ཡོད་པ་དང་། མེད་པ་དང་། སྐྱེ་བ་དང་། འཆི་བ་གང་ཡང་སྤངས་པའི་ཆོས་བདག་མེད་པར་བསྟན་པའི་༄༡༥༤ཨ་༌་༎ ལེའུ་སྟེ་དང་པོའོ་།
 adhunā skandhanairātmyaṃ pratipādayan saṃvṛtisatyamāśrityāha lokotpattirītim |	༎ ། ད་ནི་ཕུང་པོ་བདག་མེད་དུ་སྟོན་པ་ནི་ཀུན་རྫོབ་ལ་བརྟེན་ནས་གསུངས་ཏེ་། འཇིག་རྟེན་པ་ཡི་སྐྱེ་ལུགས་ནི་༎
 vikalpāllokasaṃbhavaḥ iti |	རྣམ་རྟོག་ལས་ནི་འཇིག་རྟེན་འབྱུང་༎ ཞེས་པ་ནི་།
 śubhāśubhakalpanā vikalpaḥ |	རྣམ་རྟོག་ནི་དགེ་བ་དང་མི་དགེ་བའི་རྟོག་པའོ་༎
 tatpratītyasamutpanno lokaḥ |	དེ་ལ་རྟེན་འབྲེལ་གྱིས་བྱུང་བ་འཇིག་རྟེན་པའོ་༎
 śubhāśubhābhyāṃ ṣaṭsu jagadgatiṣu skandhanupādāya loko nāma, vikalpena janitaḥ |	དགེ་བ་དང་མི་དགེ་བས་འགྲོ་བ་རིགས་དྲུག་ཏུ་ཕུང་པོ་བླངས་ཏེ་འཇིག་རྟེན་པའི་མིང་ངོ་༎ རྣམ་རྟོག་གིས་བསྐྱེད་པའོ་༎
 salilaphalādivikalpaśca pratītya gṛhyate |	ཆུ་འམ་འབྲས་བུ་ལ་སོགས་པ་རྣམ་རྟོག་དང་རྟེན་འབྲེལ་གྱིས་བླངས་པ་ཡིན་།
 janmopādānena cittaṃ pravartane |	སྐྱེ་བ་བླངས་པས་སེམས་བྱུང་།
 citte ātmagrahaḥ pravartate |	སེམས་ལས་བདག་འཛིན་བྱུང་།
 tato 'nyadapi pravartate |	དེ་ལས་གཞན་ཡང་འབྱུང་ངོ་༎
 tacca ratnāvalyāmuktam	དེ་ཡང་རིན་པོ་ཆེ་ཕྲེང་བ་ནས་གསུངས་པ་།
 skandhagrāho yāvadasti tāvadevāhamityapi |	ཕུང་པོ་འཇིག་པའི་བར་དུ་ནི་༎ དེ་ལ་བདག་འཛིན་འབྱུང་བར་འགྱུར་༎ བདག་འཛིན་བྱས་པའི་དུས་སུ་ཡང་༎
 ahaṅkāre sati punaḥ karma janma tataḥ punaḥ ||	དེ་ལ་ལས་བྱས་སྐྱེ་བ་ལེན་༎
 trivartmaitadanādyantamadhyaṃ saṃsāramaṇḍalam |	དུས་གསུམ་དུ་ནི་མཐའ་མེད་པར་༎ དབུས་སུ་འཁོར་བའི་འཁོར་ལོ་ནི་༎
 alātamaṇḍalaprakhyaṃ bhramatyanyonyahetukam ||	མགལ་མེའི་འཁོར་ལོ་ལྟར་དུ་འཁོར་༎ རྟེན་འབྲེལ་འཛོམ་པས་འཁོར་བའོ་༎
 cittātkāyo 'pi jāyate | iti |	སེམས་ལས་ལུས་ཀྱང་བྱུང་བ་ལ་༎ ཞེས་པ་ནི་། བདག་ཡོད་པ་ནི་གཞན་འབྱུང་ངོ་༎
 ātmani sati parasaṃjñā svaparavibhāgātparigrahadveṣau |	རང་གཞན་ཆ་ཡིས་ཞེ་སྡང་འབྱུང་༎
 anayoḥ saṃpratibaddhāḥ sarve doṣāḥ prajāyante |	དེ་གཉིས་ཀྱིས་ནི་རབ་བཅིངས་པ་༎ སྐྱོན་རྣམས་ཐམས་ཅད་རབ་ཏུ་སྐྱེས་༎ ལུས་ལ་བརྟག་པར་བགྱིས་ཙམ་ན་༎
 kāye kṛtaparīkṣamātre cittamātramataṃ parīkṣitapūrvavat vidyat |	སེམས་ཙམ་པ་ཡི་འདོད་ལུགས་ལ་༎ སྔར་བརྟགས་པ་བྱས་པ་བཞིན་ཤེས་པར་བྱའོ༎
