skt	tib
 kāmamithyācārastu caturvidhaḥ |	འདོད་པས་ལོག་པར་ག-ཡེམ་པ་ནི་རྣམ་པ་བཞི་སྟེ་།
 asthānam, akālaḥ,	ཡུལ་མ་ཡིན་པ་དང་། དུས་མ་ཡིན་པ་དང་། ཡན་ལག་མ་ཡིན་པ་དང་། འགྲོ་བར་བྱ་བ་མ་ཡིན་པའོ་༎
 adeśaḥ, agamyaśceti | tatra asthānaṃ tu saddharma-pratimādi-bodhisattvasthānācāryopādhyāyadakṣiṇīya- mātā-pitṛ-gurvādisaṃnidhiḥ |	དེ་ལ་ཡུལ་མ་ཡིན་པ་ཞེས་བྱ་བ་ནི་དམ་པའི་ཆོས་དང་། སྐུ་གཟུགས་ལ་སོགས་པ་དང་བྱང་ཆུབ་སེམས་དཔའི་གནས་དང་། སློབ་དཔོན་དང་། མཁན་པོ་དང་། སྦྱིན་གནས་དང་། ཕ་མ་ལ་སོགས་པ་དང་། བླ་མ་དང་ཉེ་བར་གྱུར་པའོ་༎
 akāla iti divase ṛtumatī-garbhiṇī-śiśupoṣiṇībhiḥ anicchāduḥkhadaurmanasyapīḍitābhiḥ, aṣṭāṅgoposathāvasthitau ca | adeśa iti mukhavarcomārgatvaṃ,	དུས་མ་ཡིན་པ་ཞེས་བྱ་བ་ནི་ཉིན་པར་དང་། ཟླ་མཚན་དང་ལྡན་པ་དང་། སྦྲུམ་མ་དང་། བུ་ཆུང་འཚོ་བ་དང་། མི་འདོད་པ་དང་། སྡུག་བསྔལ་བ་དང་། ཡིད་མི་བདེ་བས་ཉེ་བར་གདུངས་པ་དང་། བསྙེན་གནས་ཡན་ལག་བརྒྱད་ལ་གནས་པའོ་༎
 kumārakanyayoḥ puraḥpṛṣṭharandhratvaṃ svagastatvaṃ ca | agamyāstu sarvāḥ parastriyaḥ dharma-dhvaja-kula-rakṣitāḥ, rājarakṣitāḥ, paraparigṛhītā veśyāḥ, sambandhinyaḥ, tiraścyaśca |	ཡན་ལག་མ་ཡིན་པ་ཞེས་བྱ་བ་ནི་ཁ་དང་བཤད་པའི་ལམ་དང་། ཁྱེའུ་དང་བུ་མོའི་མདུན་དང་རྒྱབ་ཀྱི་བུག་པ་དང་རང་གི་ལག་པའོ་༎ འགྲོ་བར་བྱ་བ་མ་ཡིན་པ་ནི་། གཞན་གྱི་བུད་མེད་ཐམས་ཅད་དང་། ཆོས་དང་། རྒྱལ་མཚན་དང་། རིགས་ཀྱིས་བསྲུངས་པ་དང་། རྒྱལ་པོས་བསྲུངས་པ་དང་། གཞན་གྱིས་བླངས་པའི་སྨད་འཚོང་མ་དང་། གཉེན་འབྲེལ་ཅན་དང་། བྱོལ་སོང་ངོ་༎
 evaṃ svabhāryāsevane 'pi bhavati kāmamithyācāraḥ | tatra mṛṣāvādastu avāstavikatvam, vastusthiticyutiḥ, mithyāsaṃjñābhāvaḥ, mithyopāyopasthitiśca,	དེ་ལྟར་རང་༄༣༠༧བ་གི་ཆུང་མ་ལ་བརྟེན་ནས་འདོད་པས་ལོག་པར་ག-ཡེམ་པར་འགྱུར་རོ་༎
 tadupāyakaraṇanceti mithyāvacanoktiśca ityetat pañcāṅgasaṃyoge mṛṣāvādaḥ |	དེ་ལ་བརྫུན་དུ་སྨྲ་བ་ཞེས་བྱ་བ་ནི་དངོས་པོར་ཡང་མ་གྱུར་པ་དང་། དངོས་པོའི་གནས་སྐབས་ལས་ཉམས་པར་གྱུར་པ་དང་། ལོག་པར་འདུ་ཤེས་པར་གྱུར་པ་དང་། ལོག་པའི་ཐབས་ཀྱང་ཉེ་བར་གནས་པར་གྱུར་པ་དང་༏་དེའི་ཐབས་ཀྱང་བྱེད་པ་དང་། བརྫུན་གྱི་ཚིག་ཀྱང་སྨྲས་པ་སྟེ་། ཡན་ལག་ལྔ་པོ་འདི་དག་དང་ལྡན་ན་བརྫུན་དུ་སྨྲ་བར་འགྱུར་རོ་༎
 paiśunyaṃ tu kliṣṭacittena parabhedakathanam |	ཕྲ་མ་ཞེས་བྱ་བ་ནི་ཉོན་མོངས་པའི་སེམས་ཀྱིས་གཞན་འབྱེད་པའི་ཚིག་གོ་༎
 pāruṣyamiti paramarmavedhi dveṣavacanam |	ཚིག་རྩུབ་པོ་ཞེས་བྱ་བ་ནི་ཕ་རོལ་གྱི་གནད་ལ་ཕོག་པའི་སྡང་ཚིག་གོ་༎
 sambhinnapralāpa iti-rāgopayuktatvād āsaktiyogād vā avācyavacanam |	ཚིག་འཁྱལ་པ་ཞེས་བྱ་བ་ནི་འདོད་པ་དང་ཉེ་བར་ལྡན་པས་སམ་། ཆགས་པ་དང་ཉེ་བར་ལྡན་པས་སྨྲ་བར་བྱ་བ་མ་ཡིན་པ་སྨྲ་བའོ་༎
 abhidhyeti paradhana-dravyaiśvaryeṣu tīvrāsaktacittatā |	བརྣབ་སེམས་ཞེས་བྱ་བ་ནི་ཕ་རོལ་གྱི་རྫས་དང་། དབང་ཕྱུག་དང་ལོངས་སྤྱོད་རྣམས་ལ་ཆགས་པའི་སེམས་མི་བཟད་པའོ་༎
 vyāpādastu sattveṣu vidveṣabhāvaḥ, etān sattvān haniṣyāmi rotsyāmi,	གནོད་སེམས་ཞེས་བྱ་བ་ནི་སེམས་ཅན་ལ་རྣམ་པར་སྡང་བ་དང་། སེམས་ཅན་འདི་དག་གསད་དོ་༎ བཅིང་ངོ་༎
 tāḍayiṣyāmi,	བརྡེག་གོ་༎
 bandhayiṣyāmi iti cintanam |	བཏག་གོ་ཞེས་སེམས་པའོ་༎
 mithyādṛṣṭiriti nāsti dānam,	ལོག་པར་ལྟ་བ་ཞེས་བྱ་བ་ནི་སྦྱིན་པ་མེད་།
 na yajñaṃ,	སྦྱིན་སྲེག་མེད་།
 nehalokaḥ,	འཇིག་རྟེན་འདི་མེད་།
 na paralokaḥ,	འཇིག་རྟེན་ཕ་རོལ་མེད་།
 na śramaṇaḥ,	དགེ་སྦྱོང་མེད་།
 na brāhmaṇaḥ,	བྲམ་ཟེ་མེད་།
 na devaḥ,	ལྷ་མེད་།
 na buddho bhagavān,	སངས་རྒྱས་བཅོམ་ལྡན་འདས་མེད་།
 na arhan,	དགྲ་བཅོམ་པ་མེད་།
 na pratyekabuddhaḥ,	རང་སངས་རྒྱས་མེད་།
 na sucaritam na ca duścaritam,	ལེགས་པར་སྤྱད་པ་མེད་། ཉེས་པར་སྤྱད་པ་མེད་།
 na sukṛta-duṣkṛta-karmāṇāṃ phalavipākaśceti |	ལེགས་པར་བྱས་པ་དང་ཉེས་པར་བྱས་པའི་ལས་རྣམས་ཀྱི་འབྲས་བུ་རྣམ་པར་སྨིན་པ་མེད་ཅེས་པའོ་༎ བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
 bhagavatā ukte 'āryasaddharmasmṛtyupasthāne' mahāyānasūtre ca nirdiṣṭo daśākuśalakarmapatho 'yaṃ tu mahānarakahetuḥ |	འཕགས་པ་དམ་པའི་ཆོས་དྲན་པ་ཉེ་བར་གཞག་པ་ཞེས་བྱ་བ་དང་། ཐེག་པ་ཆེན་པོའི་མདོ་ལས་འབྱུང་བ་། མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་འདི་ནི་དམྱལ་བ་ཆེན་པོའི་རྒྱུ་ཡིན་ཏེ་།
 daśākuśalakarmapathasevanena patanti sattvā narakeṣu |	མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟེན་པས་སེམས་ཅན་དམྱལ་བར་ལྟུང་བར་འགྱུར་རོ་༎
 mahācāryadīpaṅkaraśrījñānapādena praṇītā daśākuśalakarmapathadeśanā samāptā |	མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ་།
