skt	tib
 dharmastathāyamabudhaṃ viparyayātteṣayati tadvat || msa_1|6 ||	དེ་བཞིན་མི་མཁས་ཆོས་འདི་ལ་༎ བཟློག་ན་དེ་བཞིན་མགུ་བར་འགྱུར་༎ ཐེག་པ་ཆེན་པོ་མདོ་སྡེའི་རྒྱན་ལས་ལེའུ་དང་པོའོ་།
 ādāvavyākaraṇātsamapravṛtteragocarātsiddheḥ |	༎ ། སྔར་ལུང་མ་བསྟན་ལྷན་ཅིག་བྱུང་༎
 bhāvābhāve 'bhāvātpratipakṣatvādrutānyatvāt || msa_1|7 ||	སྤྱོད་ཡུལ་མ་ཡིན་གྲུབ་པ་དང་༎ ཡོད་དང་མེད་ན་ཡོད་མེད་དང་༎ གཉེན་པོ་དང་ནི་སྒྲ་གཞན་ཕྱིར་༎
 pratyakṣacakṣuṣo buddhāḥ śāsanasya ca rakṣakāḥ |	སངས་རྒྱས་རྣམས་ནི་མངོན་སུམ་སྤྱན་༎ བསྟན་པ་དག་ཀྱང་སྲུང་བར་མཛད་༎ དུས་ལའང་ཡེ་ཤེས་མ་བསྒྲིབས་པས་༎
 adhmamanyanāvṛtajñānā upekṣāto na yujyate || msa_1|8 ||	དེ་ཕྱིར་བཏང་སྙོམས་མི་རུང་ངོ་༎
 vaikalyato virodhādanupāyatvāttthāpyanupadeśāt |	མ་ཚང་བ་དང་འགལ་བ་དང་༎ ཐབས་མིན་དེ་ལྟར་མ་བསྟན་ཕྱིར༎
 na śrāvakayānamidaṃ bhavati mahāyānadharmākhyam || msa_1|9 ||	༄༢བ་ཉན་ཐོས་ཀྱི་ནི་ཐེག་པ་འདི་༎ ཐེག་ཆེན་ཆོས་ཤེས་བྱ་བ་མིན་༎
 āśayasyopadeśasya prayogasya virodhataḥ |	བསམ་པ་དང་ནི་བསྟན་པ་དང་༎ སྦྱོར་བ་དང་ནི་རྟོན་པ་དང་༎ དུས་འགལ་ཕྱིར་ན་དམན་པ་གང་༎
 upastambhasya kālasya yat hīnaṃ hīnameva tat || msa_1|10 ||	དེ་ནི་དམན་པ་ཁོ་ན་ཡིན་༎
 svake 'vatārātsvasyaiva vinaye darśanādapi |	རང་གི་ཉིད་ལ་འཇུག་པ་དང་༎ རང་གི་འདུལ་ལའང་སྣང་ཕྱིར་དང༎
 audāryādapi gāmbhīryādaviruddhaiva dharmatā || msa_1|11 ||	ཟབ་པའི་ཕྱིར་དང་རྒྱ་ཆེའི་ཕྱིར་༎ ཆོས་ཉིད་དང་ནི་འགལ་བ་མེད་༎
 niśrito 'niyato 'vyāpī sāṃvṛtaḥ khedavānapi |	རྟོག་གེ་རྟེན་ཅིང་མ་ངེས་ལ་༎ མ་ཁྱབ་ཀུན་རྫོབ་སྐྱོ་བ་ཅན་༎
 bālāśrayo matastarkastasyāto viṣayo na tat || msa_1|12 ||	བྱིས་པ་ལ་ནི་རྟེན་པར་འདོད་༎ དེ་ཕྱིར་དེ་ནི་དེ་ཡུལ་མིན་༎
 audāryādapi gāmbhīryātparipāko 'vikalpanā |	རྒྱ་ཆེའི་ཕྱིར་དང་ཟབ་པའི་ཕྱིར་༎ ཡོངས་སུ་སྨིན་དང་རྣམ་མི་རྟོག་། དེ་ཕྱིར་འདི་ལས་གཉིས་བསྟན་ཏེ་༎
 deśanā'to dvayasyāsmin sa copāyo niruttare || msa_1|13 ||	དེ་ནི་བླ་ན་མེད་པའི་ཐབས་༎
 tadasthānatrāso bhavati jagatāṃ dāhakaraṇo mahā'puṇyaskandhaprasavakaraṇāddīrdhasamayam |	འགྲོ་བ་དེའི་གནས་མིན་ལ་སྐྲག་པ་གདུང་བྱེད་འགྱུར་༎ བསོད་ནམས་མ་ཡིན་ཕུང་ཆེན་བསགས་བྱས་ཡུན་རིང་དུ་༎
 agotro 'sanmitro 'kṛtamatirapūrvā'citaśubhasrasatyasmin dharme patati mahato 'rthādgata iha || msa_1|14 ||	རིགས་མེད་གྲོགས་ངན་སྔོན་དགེ་མ་བསགས་བློ་མ་སྦྱངས་༎ ཆོས་འདིས་སྐྲག་འགྱུར་འདི་ན་དོན་ཆེན་འདི་ལས་ལྟུང་༎
 tadanyānyā[nyasyā? ]bhāvātparamagahanatvādanugamāt vicitrasyākhyānād dhruvakathanayogādbahumukhāt |	དེ་ལས་གཞན་དང་གཞན་མེད་ཤིན་ཏུ་ཟབ་ཅིང་རྗེས་སོང་ཕྱིར་༎ སྣ་ཚོགས་སྟོན་ཅིང་མང་པོའི་སྒོ་ནས་རྟག་ཏུ་སྟོན་དང་ལྡན་༎ ཇི་སྐད་བཤད་བཞིན་དོན་མིན་བཅོམ་ལྡན་དགོངས་པ་ཤིན་ཏུ་ཟབ་༎
 yathākhyānaṃ nārthādbhagavati ca bhāvātigahanāt na dharme 'smiṃsrāso bhavati viduṣāṃ yonivicayāt || msa_1|15 ||	མཁས་པ་རྣམས་ཀྱིས་ཚུལ་བཞིན་བརྟགས་ན་ཆོས་འདིས་སྐྲག་མི་འགྱུར་༎
 śrutaṃ niśrityādau prabhavati manaskāra iha yo	འདི་ན་དང་པོར་ཐོས་ལ་བརྟན་ནས་ཡིད་ལ་བྱེད་པ་འབྱུང་༎
 manaskārājñānaṃ prabhavati ca tatvārthaviṣayam |	ཚུལ་བཞིན་ཡིད་ལ་བྱེད་ལས་ཡང་དག་དོན་ཡུལ་ཡེ་ཤེས་འབྱུང་༎
 tato dharmaprāptiḥ prabhavati ca tasminmatirato	དེ་ལས་ཆོས་ཐོབ་དེ་ཡོད་དེ་ལས་བློ་གྲོས་རབ་ཏུ་སྐྱེ་༎
 yadā pratyātmaṃ sā kathamasati tasminvyavasitiḥ || msa_1|16 ||	གང་ཚེ་དེ་ནི་སོ་སོ་རང་རིག་མེད་ན་ཇི་ལྟར་ངེས་༎
 ahaṃ na boddhā na gabhīraboddhā buddhau gabhīraṃ kimatarkagamyam |	བདག་གིས་མི་ཤེས་སངས་རྒྱས་ཟབ་མོ་མཁྱེན་མ་ཡིན་༎ ཟབ་མོ་ཅི་ཡི་ཕྱིར་ན་རྟོག་གེའི་ཡུལ་མ་ཡིན་༎
 kasmād gabhīrārthavidāṃ na mokṣa ityetaduttrāsapadaṃ na yuktam || msa_1|17 ||	ཅི་ཕྱིར་ཟབ་མོའི་དོན་རིག་པ་དག་ཐར་འགྱུར་ཞེས་༎ བྱ་བ་དེ་ནི་སྐྲག་པའི་གནས་སུ་རིགས་མ་ཡིན་༎
 hīnādhimuktaḥ sunihīnadhātor hī naiḥ sahāyaiḥ parivāritasya |	དམན་པར་མོས་ཤིང་ཁམས་ཀྱང་ཤིན་ཏུ་དམན་༎ གྲོགས་པོ་དམན་པ་དག་གིས་ཡོངས་བསྐོར་བ་༎
 audāryagāmbhīryasudeśite 'smin dharme 'dhimuktiryadi nāsti siddham || msa_1|18 ||	ཟབ་ཅིང་རྒྱ་ཆེ་ལེགས་པར་བཤད་པའི་ཆོས་༎ འདི་ལ་གལ་ཏེ་མོས་མེད་གྲུབ་པ་ཡིན་༎
 śrutānusāreṇa hi buddhimattaṃ labdhvā'śrute yaḥ prakarotyavajñām |	ཐོས་རྗེས་འབྲངས་ཏེ་བློ་ལྡན་ཐོབ་ནས་ནི་༎ ༄༣ཨ་༌་༎ གང་ཞིག་ཐོས་ལ་རབ་ཏུ་གནས་བྱེད་པ་༎ རྣམ་པ་སྣ་ཚོགས་དཔག་ཏུ་མེད་ལུས་ལ་༎
 śrute vicitre sati cāprameye śiṣṭe kuto niścayameti mūḍhaḥ || msa_1|19 ||	རྨོངས་པ་གང་གི་ཕྱིར་ན་ངེས་པར་བྱེད་༎
 yathārute 'rthe parikalpyamāne svapratyayo hānimupaiti buddheḥ |	དོན་སྒྲ་ཇི་བཞིན་ཡོངས་རྟོག་ན་༎ བདག་ཉིད་སྙེམས་ཤིང་བློ་ཉམས་འགྱུར་༎ ལེགས་པར་གསུངས་པའང་སྤངས་པས་ན་༎
 svākhyātatāṃ ca kṣipati kṣatiṃ ca prāpnoti dharme pratighāvatīva[pratighātameva] || msa_1|20 ||	བརླག་འགྱུར་ཆོས་ལ་ཁོང་ཁྲོ་སྒྲིབ་༎
 manaḥ pradoṣaḥ prakṛtipraduṣṭo ['yathārute cāpi] hyayuktarūpaḥ |	ཡིད་ཀྱི་ཉེས་པ་རང་བཞིན་གདུག་པ་སྟེ་༎ མི་རིགས་པ་ཡི་གཟུགས་ལའང་མི་རིགས་ན་༎ ཐེ་ཚོམ་ཟ་བའི་ཆོས་ལ་སྨོས་ཅི་དགོས་༎
 prāgeva saṃdehagatasya dharme tasmādupekṣaiva varaṃ hyadoṣā || msa_1|21 ||	དེ་ཕྱིར་བཏང་སྙོམས་གཞག་ལེགས་ཉེས་པ་མེད་༎
 mahāyānasūtrālaṃkāre mahāyānasiddhyadhikāraḥ prathamaḥ dvitīyo 'dhikāraḥ śaraṇagamanaviśeṣasaṃgrahaślokaḥ |	ཐེག་པ་ཆེན་པོ་མདོ་སྡེའི་རྒྱན་ལས་ཐེག་པ་ཆེན་པོ་སྒྲུབ་པའི་སྐབས་ཀྱི་ལེའུ་སྟེ་གཉིས་པའོ་། ༎ ། ཀུན་དུ་འགྲོ་དང་ཁས་ལེན་རྟོགས་དང་ཟིལ་གནོན་པར་༎ དབྱེ་བའི་རང་བཞིན་དོན་རྣམ་བཞི་ཡི་ཁྱད་པར་གྱིས་༎
 ratnāni yo hi śaraṇapragato 'tra yāne jñeyaḥ sa eva paramaḥ śaraṇa[ṇaṃ] gatānām | sarvatragābhyupagamādhigamābhibhūtibhedaiścaturvidhamayārthaviśeṣaṇena || msa_2|1 ||	ཐེག་པ་མཆོག་ཕྱིར་དཀོན་མཆོག་སྐྱབས་རབ་སོང་བ་གང་༎ དེ་ནི་སྐྱབས་སུ་སོང་བ་རྣམས་ཀྱི་མཆོག་ཅེས་བྱ་༎
 yasmādādau duṣkara eṣa vyavasāyo duḥsādho 'sau naikasahasrairapi kalpaiḥ |	གང་ཕྱིར་དང་པོར་ངེས་པར་བྱ་བ་འདི་དཀའ་སྟེ་༎ དེ་ནི་བསྐལ་པ་སྟོང་ཕྲག་དུ་མར་བསྒྲུབ་པར་དཀའ་༎
 siddho yasmātsattvahitādhānamahārthas tasmādagre yāna ihāgraśaraṇārthaḥ || msa_2|2 ||	གང་ཕྱིར་གྲུབ་ན་སེམས་ཅན་ཕན་བྱེད་དོན་ཆེ་སྟེ་༎ དེ་ཕྱིར་ཐེག་ཆེན་འདི་ལ་སྐྱབས་དོན་མཆོག་ཡིན་ནོ་༎
 sarvān sattvāṃstārayituṃ yaḥ pratipanno yano jñāne sarvagate kauśalyayuktaḥ |	གང་ཞིག་སེམས་ཅན་ཐམས་ཅད་བསྒྲལ་བར་ཞུགས་པ་དང་༎ ཐེག་པ་ཡེ་ཤེས་ཀུན་ཏུ་འགྲོ་ལ་མཁས་པར་ལྡན་༎
 yo nirvāṇe saṃsaraṇe 'pyekaraso 'sau [saṃsṛtiśāntyekaraso 'sau] jñeyo dhīmāneṣa hi sarvatraga evam || msa_2|3 ||	གང་ཞིག་མྱ་ངན་འདས་ལ་འཁོར་ཞི་རོ་གཅིག་པ་༎ དེ་འདྲའི་བློ་ལྡན་དེ་འདིར་ཀུན་འགྲོར་ཤེས་པར་བྱ་༎ གང་ཞིག་དགའ་བ་མང་པོས་བྱང་ཆུབ་མཆོག་དོན་གཉེར་༎ གང་ཞིག་སྐྱོ་བ་མེད་པར་དཀའ་བ་ཡང་དག་སྤྱོད་༎ གང་ཞིག་རྣམ་སངས་རྒྱས་ནས་སངས་རྒྱས་ཀུན་མཉམ་འགྱུར་༎ བློ་ལྡན་དེ་ནི་ཁས་ལེན་མཆོག་ཏུ་ཤེས་པར་བྱ་༎ སངས་རྒྱས་སྲས་ཀྱི་མཆོག་ཏུ་ལེགས་པར་གང་སྐྱེས་པ་༎ སེམས་དང་ཤེས་རབ་དང་ནི་ཚོགས་ལྡན་སྙིང་རྗེ་ནི་༎ ས་བོན་མ་དང་མངལ་གནས་མ་མ་མཚུངས་པ་མེད་༎ བློ་ལྡན་དེ་ནི་ཁས་ལེན་མཆོག་ཏུ་ཤེས་པར་བྱ་༎ སྣ་ཚོགས་མཚན་རྣམས་ཀུན་གྱིས་དེའི་ལུས་བརྒྱན་༎ སེམས་ཅན་ཐམས་༄༣བ་ཅད་སྨིན་པར་བྱེད་སྟོབས་ཐོབ་༎ སངས་རྒྱས་བདེ་ཆེན་མཐའ་ཡས་ཞི་བ་རྙེད་༎ སེམས་ཅན་ཀུན་སྐྱབས་ཐབས་ཆེན་བཤམ་པ་ཤེས་༎ སངས་རྒྱས་ཀུན་གྱིས་འོད་ཟེར་ཆེན་པོས་དབང་བསྐུར་བྱིན་༎ དེ་ནི་ཆོས་ལ་དབང་བ་ཀུན་དང་ཡང་དག་ལྡན་༎ སངས་རྒྱས་འཁོར་གྱི་དཀྱིལ་འཁོར་སྟོན་པའི་རྣམ་པ་ཤེས་༎ བསླབ་པ་བཅའ་པས་ཚར་གཅོད་ཕན་འདོགས་བྱེད་ལ་བརྩོན་༎ བློན་པོ་ཆེན་པོ་ལྟ་བུར་ཕ་རོལ་ཕྱིན་ལ་འཇུག་པའི་ཕྱིར་༎ བྱང་ཆུབ་ཆེན་པོའི་ཕྱོགས་མཐུན་བདལ་ལ་རྟག་ཏུ་སྤྱན་བྱེད་ཕྱིར་༎ གསང་བའི་གནས་ནི་རྣམ་གསུམ་རྟག་ཏུ་ཡང་དག་འཛིན་པའི་ཕྱིར་༎ སེམས་ཅན་མང་དོན་རྟག་ཏུ་རྒྱུན་མི་འཆད་པར་རབ་བྱེད་ཕྱིར་༎ བསོད་ནམས་ཕུང་ཆེན་སྲིད་གསུམ་བླ་མ་སྲིད་པའི་བདེ་བ་དང་༎ སྡུག་བསྔལ་ཕུང་པོ་ཆེན་པོ་རབ་ཞི་བློ་མཆོག་བདེ་བ་དང་༎ ཆོས་མང་ཕུང་པོ་མཆོག་རབ་རྟག་པའི་སྐུ་སྟེ་དགེ་བའི་ཚོགས་༎ བག་ཆགས་བཟློག་ཅིང་སྲིད་དང་ཞི་ལས་རྣམ་པར་གྲོལ་བར་འཐོབ་༎ བློ་ལྡན་ཉན་ཐོས་ཚོགས་བཅས་དགེ་བ་རྒྱ་ཆེན་དོན་ཆེན་དང་༎ མཐའ་ཡས་རྟག་རྒྱུན་མི་འཆད་ཟད་མི་ཤེས་པས་ཟིལ་གྱིས་གནོན་༎ དགེ་བ་དེ་ཡང་འཇིག་རྟེན་འཇིག་རྟེན་མ་ཡིན་ཡོངས་སྨིན་བྱེད་༎ དབང་འབྱོར་རྙེད་པ་དེ་ནི་ཕུང་པོ་ཞི་བས་ཟད་མི་ཤེས་༎ འདི་ནི་དེ་དངོས་འདོད་པས་ཁས་ལེན་དེ་ཡང་སྙིང་བརྩེ་ལས་རིག་བྱ་༎ དེ་ལས་རྣམ་པ་ཀུན་མཁྱེན་ཕན་དང་བདེ་བྱེད་དཀའ་ལ་སྐྱོ་བ་མེད་༎ ངེས་པར་འབྱུང་ལ་ཐེག་པ་ཀུན་གྱིས་རྟོན་པའི་ཡོན་ཏན་རྟག་ཏུ་ལྡན་༎ བརྡ་དང་ཆོས་ཉིད་ཐོབ་པ་བློ་ལྡན་རྣམས་ཀྱི་སྐྱབས་འགྲོ་འདི་མཆོག་ཡིན་༎ སྐྱབས་སུ་འགྲོ་བ་འདིར་སོང་དོན་ཆེན་ཏེ་༎
 śaraṇagatimimāṃ gato mahārthāṃ guṇagaṇavṛddhimupaiti so 'prameyām |	དེ་ནི་དཔག་མེད་ཡོན་ཏན་ཚོགས་འཕེལ་འགྱུར་༎
 sphurati jagadidaṃ kṛpāśayena prathayati cāpratimaṃ mahā[rdhaṃ]dharmam || msa_2|4 ||	འགྲོ་བ་འདི་ལ་སྙིང་རྗེའི་བསམ་པས་ཁྱབ་༎ མཚུངས་མེད་འཕགས་ཆེན་ཆོས་ཀྱང་རྒྱས་པར་བྱེད་༎
 mahāyānasūtrālaṃkāre śaraṇagamanādhikāro dvitīyaḥ tṛtīyo 'dhikāraḥ gotraprabhedasaṃgrahaślokaḥ	ཐེག་པ་ཆེན་པོ་མདོ་སྡེའི་རྒྱན་ལས་སྐྱབས་སུ་འགྲོ་བའི་ལེའུ་སྟེ་གསུམ་པའོ་།
 sattvāgratvaṃ svabhāvaśca liṅgaṃ gotraprabhedatā |	༎ ། ཡོད་དང་མཆོག་དང་མཚན་ཉིད་དང་༎ རྟགས་དང་རིགས་རབ་དབྱེ་བ་༄༤ཨ་༌་༎
 ādīnavo 'nuśaṃsaśca dvidhaupamyaṃ caturvidhā || msa_3|1 ||	དང་༎ ཉེས་དམིགས་དང་ནི་ཕན་ཡོན་དང་༎ དཔེ་རྣམས་གཉིས་ཏེ་རྣམ་པ་བཞི་༎
 dhātūnāmadhimukteśca pratipatteśca bhedataḥ |	ཁམས་རྣམས་དང་ནི་མོས་པ་དང་༎ སྒྲུབ་པ་ཐ་དད་དབྱེ་བ་དང་༎ འབྲས་བུ་ཐ་དད་དམིགས་པའི་ཕྱིར་༎
 phalabhedopalabdheśca gotrāstitvaṃ nirūpyate || msa_3|2 ||	རིགས་ཡོད་ཉིད་དུ་ངེས་པར་བརྗོད་༎
 udagratve 'tha sarvatve mahārthatve 'kṣayāya ca |	དེ་དགེ་ཁྱད་པར་འཕགས་པ་དང་༎ ཐམས་ཅད་དང་ནི་དོན་ཆེན་དང་༎ མི་ཟད་པ་ཡི་རྒྱུ་མཚན་ཕྱིར་༎
 śubhasya tatrimittatvāt gotrāgratvaṃ vidhīyate || msa_3|3 ||	རིགས་མཆོག་ཉིད་ཅེས་བརྗོད་པ་ཡིན་༎
 prakṛtyā paripuṣṭaṃ ca āśrayaścāśritaṃ ca tat |	རང་བཞིན་དང་ནི་རྒྱས་པ་དང་༎ དེ་ནི་རྟེན་དང་བརྟེན་པ་དང་༎ ཡོད་མེད་ཉིད་དང་ཡོན་ཏན་ནི་༎
 sadasaccaiva vijñeyaṃ guṇottāraṇatārthataḥ || msa_3|4 ||	སྒྲོལ་བའི་དོན་དུ་ཤེས་པར་བྱ་༎
 kāruṇyamadhimuktiśca kṣāntiścādiprayogataḥ |	སྦྱོར་བའི་སྔོན་དུ་སྙིང་རྗེ་དང་༎ མོས་པ་དང་ནི་བཟོད་པ་དང་༎ དགེ་བ་ཡང་དག་སྤྱོད་པ་ནི་༎
 samācāraḥ subhasyāpi gotreliṅgaṃ nirupyate || msa_3|5 ||	རིགས་ཀྱི་རྟགས་སུ་ངེས་པར་བཤད་༎
 niyatāniyataṃ gotramahāryaṃ hāryameva ca |	རིགས་ནི་ངེས་དང་མ་ངེས་དང་༎ རྐྱེན་རྣམས་ཀྱིས་ནི་མི་འཕྲོགས་དང་༎ འཕྲོགས་པ་ཉིད་དེ་མདོར་ན་རིགས༎
 pratyairgotrabhedo 'yaṃ samāsena caturvidhaḥ || msa_3|6 ||	དབྱེ་བ་འདི་ནི་རྣམ་པ་བཞི་༎
 kleśābhyāsaḥ kumitratvaṃ vidhātaḥ paratantratā |	ཉོན་མོངས་གོམས་དང་གྲོགས་ངན་དང་༎ འཕོངས་དང་གཞན་གྱི་དབང་ཉིད་དང་༎ མདོར་ན་རིགས་ཀྱི་ཉེས་དམིགས་ནི་༎
 gotrasyādīnavo jñeyaḥ samāsena caturvidhaḥ || msa_3|7 ||	རྣམ་པ་བཞི་རུ་ཤེས་པར་བྱ་༎
 cirādapāyagamanamāśumokṣaśca tatra ca |	རིང་མོ་ཞིག་ན་ངན་སོང་དུ་༎ འགྲོ་ཞིང་མྱུར་དུ་ཐར་པ་དང་༎ དེ་ནའང་སྡུག་བསྔལ་ཆུང་དུ་མྱོང་༎
 tanuduḥkhopasaṃvittiḥ sodvegā sattvapācanā || msa_3|8 ||	སྐྱོ་བཅས་སེམས་ཅན་སྨིན་པར་བྱེད་༎
 suvarṇagotravat jñeyamameyaśubhatāśrayaḥ |	གསེར་གྱི་རིགས་བཞིན་ཤེས་པར་བྱ་༎ དགེ་བ་དཔག་ཏུ་མེད་པའི་གནས་༎
 jñānanirmalatāyogaprabhāvāṇāṃ ca niśrayaḥ || msa_3|9 ||	ཡེ་ཤེས་དང་ནི་དྲི་མེད་ལྡན་༎ མཐུ་རྣམས་ཀྱི་ཡང་གནས་ཡིན་ནོ་༎
 suratnagotravatjñeyaṃ mahābodhinimittataḥ |	རིན་ཆེན་མཆོག་རིགས་བཞིན་ཤེས་བྱ་༎ བྱང་ཆུབ་ཆེན་པོའི་རྒྱུ་མཚན་ཕྱིར་༎
 mahājñānasamādhyāryamahāsattvārthaniśrayāt || msa_3|10 ||	ཡེ་ཤེས་ཆེ་དང་ཏིང་འཛིན་འཕགས་༎ སེམས་ཅན་མང་པོའི་དོན་གནས་ཕྱིར་༎
 aikāntiko duścarite 'sti kaścit kaścit samudghātitaśukladharmā |	ལ་ལ་གཅིག་ཏུ་ཉེས་པར་སྤྱོད་ངེས་ཡོད་༎ ལ་ལ་དཀར་པོའི་ཆོས་རྣམས་ཀུན་དུ་བཅོམ་༎
 amokṣabhāgīyaśubho 'sti kaścin nihīnaśuklo 'styapi hetuhīnaḥ || msa_3|11 ||	ལ་ལ་ཐར་པའི་ཆ་མཐུན་དགེ་བ་མེད་༎ དཀར་པོ་དམན་པ་ཡོད་པ་རྒྱུ་དང་བྲལ་༎
 gāmbhīryaudāryavāde parahitakaraṇāyodite dīrghadharme ajñātvaivādhimuktirbhavati suvipulā saṃprapattikṣamā ca |	ཟབ་ཅིང་རྒྱ་ཆེ་བཤད་པ་གཞན་ལ་ཕན་ཕྱིར་བསྟན་པའི་ཆོས་ཆེན་ལ་༎ མི་ཤེས་བཞིན་དུ་མོས་པ་ཤིན་ཏུ་རྒྱ་ཆེན་འབྱུང་ཞིང་སྒྲུབ་ལ་བཟོད་༎ དེ་དག་ཐ་མར་རྣམ་པ་གཉིས་མཆོག་ཕུན་སུམ་ཚོགས་འགྱུར་གང་ཡིན་དེ་༎
 saṃpattiścāvasāne dvayagataparamā yadbhavatyeva teṣāṃ tajjñeyaṃ bodhisattvaprakṛtiguṇavatastatprapuṣṭācca gotrāt || msa_3|12 ||	བྱང་ཆུབ་༄༤བ་སེམས་དཔའ་རང་བཞིན་ཡོན་ཏན་ལྡན་དེ་རྒྱས་པའི་རིགས་ལས་ཤེས་༎
 suvipulaguṇabodhivṛkṣavṛddhyai dhanasukhaduḥkhaśamopalabdhaye ca |	ཡོན་ཏན་ཤིན་ཏུ་རྒྱ་ཆེ་བྱང་ཆུབ་ཤིང་སྐྱེད་ཕྱིར་༎ བདེ་དང་སྡུག་བསྔལ་ཆེན་པོ་ཞི་བ་ཐོབ་བྱའི་ཕྱིར་༎
 svaparahitasukhakriyā phalatvād bhavati samudagra[samūlamudagra]gotrametat || msa_3|13 ||	བདག་དང་གཞན་ལ་ཕན་བདེ་བྱེད་པ་འབྲས་བུའི་ཕྱིར་༎ རིགས་མཆོག་དེ་ནི་རྩ་བ་བཟང་པོ་ལྟ་བུ་ཡིན་༎
