skt	tib
 dvayāvaraṇamākhyātaṃ navadhā kleśalakṣaṇam || mvk_2|1 ||	གཉིས་ཀྱི་སྒྲིབ་པར་བསྟན་པ་ཡིན་༎ ཉོན་མོངས་མཚན་ཉིད་རྣམ་དགུའོ་༎ ཀུན་ཏུ་སྦྱོར་རྣམས་སྒྲིབ་པ་ཡིན་༎
 saṃyojanānyāvaraṇamudvegasamupekṣayoḥ | tattvadṛṣṭeśca satkāyadṛṣṭestadvastuno 'pi ca || mvk_2|2 || nirodhamārgaratneṣu lābhasatkāra eva ca |	སྐྱོ་བ་དང་ནི་བཏང་སྙོམས་དང་༎ དེ་ཁོ་ན་ནི་མཐོང་བ་དང་༎ འཇིག་༄༤༡བ་ཆོགས་ལྟ་དང་དེའི་གཞི་དང་༎ འགོག་དང་ལམ་དང་དཀོན་མཆོག་དང་༎ རྙེད་པ་དང་ནི་བཀུར་སྟི་དང་༎ ཡོ་བྱད་བསྙུངས་པ་ཡོངས་ཤེས་ལ་༎
 saṅkleśasya parijñāne śubhādau daśadhāparam || mvk_2|3 ||	དགེ་ལ་སོགས་པ་བཅུ་ལ་གཞན་༎
 aprayogo 'nāyatane 'yogavihitaśca yaḥ |	སྦྱོར་བ་མེད་དང་སྐྱེ་མཆེད་མིན་༎ རྣལ་འབྱོར་མིན་པས་གང་བསྐྱེད་དང་༎ སྐྱེ་བ་མེད་དང་ཡིད་མི་བྱེད་༎
 notpattiramanaskāraḥ sambhārasyāprapūrṇatā || mvk_2|4 || gotramitrasya vaidhuryaṃ cittasya parikheditā | pratipatteśca vaidhuryaṃ kuduṣṭajanavāsatā || mvk_2|5 ||	ཚོགས་ནི་རབ་ཏུ་མ་རྫོགས་དང་༎ རིགས་དང་བཤེས་གཉེན་མི་ལྡན་དང་༎ སེམས་ནི་ཡོངས་སུ་སྐྱོ་བ་དང་༎ སྒྲུབ་པ་དང་ཡང་མི་ལྡན་དང་༎ སྐྱེ་བོ་ངན་སྡང་འགྲོགས་པ་དང་༎ རང་གི་གནས་ངན་ལེན་གསུམ་ལས་༎
 dauṣṭhulyamavaśiṣṭatvaṃ trayāt prajñāvipakvatā |	ལྷག་མ་ཤེས་རབ་མ་སྨིན་དང་༎ རང་བཞིན་གྱིས་ནི་གནས་ངན་ལེན་༎
 prakṛtyā caiva dauṣṭhulyaṃ kausīdyaṃ ca pramāditā || mvk_2|6 || saktirbhave ca bhoge ca līnacittatvameva ca | aśraddhānadhimuktiśca yathārutavicāraṇā || mvk_2|7 || saddharme 'gauravaṃ lābhe gurutākṛpatā tathā |	ལེ་ལོ་དང་ཡང་བག་མེད་དང་༎ སྲིད་དང་ལོངས་སྤྱོད་ཆགས་པ་དང་༎ སེམས་ནི་ཞུམ་པར་གྱུར་པ་དང་༎ མ་དད་པ་དང་མ་མོས་དང་༎ སྒྲ་བཞིན་དུ་ནི་སྤྱོད་པ་དང་༎ དམ་ཆོས་ཆེད་ཆེར་མི་འཛིན་དང་༎ རྙེད་ལ་གདུ་དང་སྙིང་རྗེ་མེད་༎
 śrutavyasanamalpatvaṃ samādhyaparikarmitā || mvk_2|8 ||	ཐོས་པས་ཕོངས་དང་ཉུང་བ་དང་༎ ཏིང་འཛིན་སྦྱངས་པ་མ་བྱས་པའོ་༎
 śubhaṃ bodhiḥ samādānaṃ dhīmattvābhrāntyanāvṛtī |	དགེ་དང་བྱང་ཆུབ་ཡང་དག་འཛིན་༎ བློ་ལྡན་འཁྲུལ་མེད་སྒྲིབ་པ་མེད་༎
 nṛtyatrāso 'matsaritvaṃ vaśitvañca śubhādayaḥ || mvk_2|9 ||	བསྔོ་དང་མི་སྐྲག་སེར་སྣ་མེད་༎ དབང་ནི་དགེ་ལ་སོགས་པའོ་༎
 trīṇi trīṇi ca eteṣāṃ jñeyānyāvaraṇāni hi |	དེ་དག་གི་ནི་སྒྲིབ་པ་རྣམས་༎ གསུམ་གསུམ་དག་ཏུ་ཤེས་པར་བྱ་༎ བྱེད་རྒྱུ་བཅུ་ནི་སྐྱེ་བ་དང་༎ གནས་པ་རྟེན་དང་བསྟན་བྱ་དང་༎ འགྱུར་དང་འབྲལ་དང་གཞན་དུ་དང་༎ ཡིད་ཆེས་གོ་འབྱེད་འཐོབ་རྣམས་ལ་༎ མིག་དང་ཟས་ས་མར་མེ་དང་༎ མེ་ལ་སོགས་པ་དེ་ཡི་དཔེ་༎ ཟོར་བ་བཟོ་ཤེས་དུ་བ་དང་༎ རྒྱུ་དང་ལམ་ལ་སོགས་པ་གཞན་༎
 pakṣyapāramitābhūmiṣvanyadāvaraṇaṃ punaḥ || mvk_2|10 ||	ཕྱོགས་དང་ཕ་རོལ་ཕྱིན་ས་ལ་༎ སྒྲིབ་པ་དག་ནི་གཞན་ཡིན་ནོ་༎
 vastvakauśalakausīdyaṃ samādherdvayahīnatā | aropaṇātha daurbalyaṃ dṛṣṭidauṣṭhulyaduṣṭatā || mvk_2|11 ||	གཞི་ལ་མི་མཁས་ལེ་ལོ་དང་༎ གཉིས་ཀྱིས་ཏིང་འཛིན་ཉམས་པ་དང་༎ མི་སྐྱེད་པ་དང་ཉམ་ཆུང་དང་༎ ལྟ་དང་གནས་ངན་ལེན་སྐྱོན་ཆགས་༎
 aiśvaryasyātha sugateḥ sattvātyāgasya cāvṛtiḥ | hānivṛddhyośca doṣāṇāṃ guṇānāmavatāraṇe || mvk_2|12 ||	ཕྱུག་པོ་དང་ནི་བདེ་འགྲོ་དང་༎ སེམས་ཅན་མི་གཏོང་སྒྲིབ་པ་དང་༎ ཉེས་པ་དག་དང་ཡོན་ཏན་རྣམས་༎
 vimocane 'kṣayatve ca nairantarye śubhasya ca |	འབྲི་དང་འཕེལ་དང་འཛུད་པ་དང་༎ གྲོལ་བར་བྱེད་དང་མི་ཟད་དང་༎ དགེ་བ་རྒྱུན་མི་འཆད་པ་དང་༎ ངེས་པར་བྱེད་དང་ཆོས་རྣམས་ལ་༎
 niyatīkaraṇe dharmasambhogaparipācane || mvk_2|13 ||	ལོངས་པར་སྤྱོད་དང་ཡོངས་སྨིན་༄༤༢ཨ་༌་༎
 sarvatragārthe agrārthe niṣyandāgrārtha eva ca |	བྱེད་༏་། ཀུན་དུ་འགྲོ་དོན་མཆོག་གི་དོན་༎
 niṣparigrahatārtha ca santānābheda eva ca || mvk_2|14 || nissaṅkleśaviśuddhyarthe 'nānātvārtha eva ca | ahīnānadhikārthe ca caturdhāvaśitāśraye || mvk_2|15 ||	རྒྱུ་མཐུན་དོན་གྱི་མཆོག་ཉིད་དང་༎ ཡོངས་སུ་འཛིན་པ་མེད་དོན་དང་༎ རྒྱུད་རྣམས་ཐ་དད་མེད་དོན་དང་༎ ཉོན་མོངས་རྣམ་དག་མིན་དོན་དང་༎ ཐ་དད་མེད་པའི་དོན་ཉིད་དང་༎ བྲི་མེད་འཕེལ་བ་མེད་དོན་དང་༎ དབང་ནི་རྣམ་པ་བཞི་ཡི་གནས་༎
 dharmadhātāvavidyeyamakliṣṭā daśadhāvṛtiḥ |	ཆོས་ཀྱི་དབྱིངས་ལ་མ་རིག་པ་༎ ཉོན་མོངས་ཅན་མིན་སྒྲིབ་པ་བཅུ་༎
 daśabhūmivipakṣeṇa pratipakṣāstu bhūmayaḥ || mvk_2|16 ||	ས་བཅུའི་མི་མཐུན་ཕྱོགས་རྣམས་ཀྱི་༎ གཉེན་པོ་དག་ནི་ས་ཡིན་ནོ་༎
 kleśāvaraṇamākhyātaṃ jñeyāvaraṇameva ca |	ཉོན་མོངས་པ་ཡི་སྒྲིབ་པ་དང་༎ ཤེས་བྱའི་སྒྲིབ་པ་ཉིད་དུ་བསྟན་༎ དེར་ནི་སྒྲིབ་པ་ཐམས་ཅད་དེ་༎
 sarvāṇyāvaraṇānīha yatkṣayānmuktiriṣyate || mvk_2|17 ||	དེ་ཟད་ནས་ནི་གྲོལ་བར་འདོད་༎ བསྟན་བཅོས་དབུས་དང་མཐའ་རྣམ་པར་འབྱེད་པ་ལས་།
 || ityāvaraṇaparicchedo dvitīyaḥ || tattvaparicchedastṛtīyaḥ	སྒྲིབ་པའི་ལེའུར་བཅད་པ་ཞེས་བྱ་བ་སྟེ་གཉིས་པའོ་།
 mūlalakṣaṇatattvamaviparyāsalakṣaṇam |	༎ ། རྩ་བ་མཚན་ཉིད་དེ་ཁོ་ན་༎ ཕྱིན་ཅི་མ་ལོག་མཚན་ཉིད་དང་༎ འབྲས་བུ་རྒྱུ་ཡི་དེ་ཁོ་ན་༎
 phalahetumayaṃ tattvaṃ sūkṣmaudārikameva ca || mvk_3|1 || prasiddhaṃ śuddhiviṣayaṃ saṅgrāhyaṃ bhedalakṣaṇam |	རགས་པ་དང་ནི་ཕྲ་བ་དང་༎ གྲགས་དང་རྣམ་པར་དག་ཡུལ་དང་༎ བསྡུ་དང་དབྱེ་བའི་མཚན་ཉིད་དང་༎ མཁས་དེ་ཁོ་ན་རྣམ་བཅུ་ནི་༎
 kauśalyatattvaṃ daśadhā ātmadṛṣṭivipakṣataḥ || mvk_3|2 ||	བདག་ཏུ་ལྟ་བའི་གཉེན་པོའོ་༎
 svabhāvastrividho 'sacca nityaṃ saccāpyatattvataḥ |	ངོ་བོ་ཉིད་གསུམ་རྟག་མེད་དང་༎ ཡོད་ཀྱང་ཁོ་ན་མ་ཡིན་དང་༎ ཡོད་དང་མེད་དེ་ཁོ་ན་སྟེ་༎ ངོ་བོ་ཉིད་ནི་གསུམ་དུ་འདོད་༎
 sadasattattvataśceti svabhāvatrayamiṣyate || mvk_3|3 || samāropāpavādasya dharmapudgalayoriha | grāhyagrāhakayoścāpi bhāvābhāve ca darśanam || mvk_3|4 ||	འདི་ལ་ཆོས་དང་གང་ཟག་དང་༎ གཟུང་བ་དག་དང་འཛིན་པ་དང་༎ ཡོད་དང་མེད་པར་སྒྲོ་འདོགས་དང་༎ སྐུར་པ་འདེབས་པར་ལྟ་བ་དག་། 
 yajjñānānna pravarteta taddhi tattvasya lakṣaṇam |	གང་ཤེས་ནས་ནི་མི་འབྱུང་བ་༎ དེ་དེ་ཁོ་ནའི་མཚན་ཉིད་དོ་༎
 asadartho hyanityārtha utpādadavyayalakṣaṇaḥ || mvk_3|5 ||	མི་རྟག་དོན་ནི་མེད་དོན་དང་༎ སྐྱེ་ཞིང་འཇིག་པའི་མཚན་ཉིད་དང་༎ དྲི་བཅས་དྲི་མ་མེད་དོན་ཏེ་༎
 samalāmalabhāvena mūlatattve yathākramam |	རྩ་བའི་ཁོ་ནར་གོ་རིམས་བཞིན་༎
 duḥkhamādānalakṣmākhyaṃ sambandhenāparaṃ matam || mvk_3|6 ||	སྡུག་བསྔལ་ལེན་དང་མཚན་ཉིད་དང་༎ འབྲེལ་པ་གཞན་དུ་འདོད་པ་ཡིན་༎
 abhāvaścāpyatadbhāvaḥ prakṛtiḥ śūnyatā matā |	དངོས་མེད་དེ་དངོས་མ་ཡིན་དང་༎ རང་བཞིན་གྱིས་ནི་སྟོང་པར་འདོད་༎
 alakṣaṇañca nairātmyaṃ tadvilakṣaṇameva ca || mvk_3|7 ||	མཚན་ཉིད་མེད་པས་བདག་མེད་དང་༎ དེ་དང་མི་མཐུན་མཚན་ཉིད་དང་༎ རང་གི་མཚན་ཉིད་བསྟན་པ་ཡིན་༎
 svalakṣaṇañca nirdiṣṭaṃ duḥkhasatyamato matam |	དེ་ཕྱིར་སྡུག་བསྔལ་བདེན་པར་འདོད་༎
 vāsanātha samutthānamavisaṃyoga eva ca || mvk_3|8 ||	བག་ཆགས་དང་ནི་ཀུན་ནས་འབྱུང་༎ མ་བྲལ་པ་ཡང་དེ་བཞིན་ནོ་༎ ངོ་བོ་ཉིད་དང་གཉིས་མི་སྐྱེ་༎
 svabhāvadvayanotpattirmalaśāntidvayaṃ matam |	དྲི་༄༤༢བ་མ་ཞི་བ་གཉིས་སུ་འདོད་༎
 parijñāyāṃ prahāṇe ca prāptisākṣātkṛtāvayam || mvk_3|9 ||	ཡོངས་སུ་ཤེས་དང་སྤང་བ་དང་༎ ཐོབ་པར་མངོན་སུམ་བྱ་བས་ནི་༎
 mārgasatyaṃ samākhyātaṃ prajñaptipratipattitaḥ | tathodbhāvanayaudāraṃ paramārthantu ekataḥ || mvk_3|10 ||	ལམ་གྱི་བདེན་པ་ཡང་དག་བཤད་༎ བཏགས་པ་དང་ནི་ཤེས་པ་དང་༎ དེ་བཞིན་བརྗོད་པ་རགས་པ་ཡིན་༎
 arthaprāptiprapattyā hi paramārthastridhā mataḥ |	དམ་པའི་དོན་ནི་གཅིག་པུའོ་༎ དོན་དང་ཐོབ་དང་སྒྲུབ་པ་ནི་༏་། དོན་དམ་རྣམ་པ་གསུམ་དུ་འདོད་༎
 nirvikārāviparyāsapariniṣpattito dvayam || mvk_3|11 ||	འགྱུར་མེད་ཕྱིན་ཅི་མ་ལོག་པ་༎ ཡོངས་སུ་གྲུབ་པ་རྣམ་པ་གཉིས་༎
 lokaprasiddhamekasmāt trayād yuktiprasiddhakam |	གཅིག་གིས་འཇིག་རྟེན་གྲགས་པ་སྟེ་༎ གསུམ་གྱིས་རིགས་པའི་གྲགས་པའོ་༎
 viśuddhagocaraṃ dvedhā ekasmādeva kīrtitam || mvk_3|12 ||	རྣམ་དག་སྤྱོད་ཡུལ་རྣམ་གཉིས་ཏེ་༎
 nimittasya vikalpasya nāmnaśca dvayasaṅgrahaḥ |	གཅིག་པུ་ཁོ་ནར་བརྗོད་པ་ཡིན་༏་། རྒྱུ་དང་རྣམ་པར་རྟོག་པ་དང་༎ མིང་ནི་རྣམ་པ་གཉིས་སུ་བསྡུ་༎
 samyagjñānasatattvasya ekenaiva ca saṅgrahaḥ || mvk_3|13 ||	ཡང་དག་ཡེ་ཤེས་རབ་ཁོ་ན་༎ གཅིག་པུ་ཁོ་ནས་བསྡུས་པ་ཡིན་༎
 pravṛttitattvaṃ dvividhaṃ sanniveśakupannatā |	འཇུག་དེ་ཁོ་ན་རྣམ་པ་གཉིས་༎ གནས་པ་དང་ནི་ངན་པར་ཞུགས་༎
 ekaṃ lakṣaṇavijñaptiśuddhisamyakprapannatā || mvk_3|14 || ekahetutvabhoktṛtvakartṛtvavaśavartane |	།
 ādhipatyārthanityatve kleśaśuddhyāśraye 'pi ca || mvk_3|15 ||	གཅིག་དང་རྒྱུ་དང་ཟ་བ་དང་༎ བྱེད་པ་དང་ནི་དབང་བསྒྱུར་དང་༎ བདག་པོའི་དོན་དང་རྟག་པ་དང་༎ ཉོན་མོངས་པ་དང་དག་པའི་གནས་༎ རྣལ་འབྱོར་ཅན་དང་མ་གྲོལ་གྲོལ་༎
 yogitvāmuktamuktatve ātmadarśanameṣu hi |	འདི་དག་ལ་ནི་བདག་ཏུ་ལྟ་༎
 parikalpavikalpārthadharmatārthena teṣu te || mvk_3|16 ||	ཀུན་ཏུ་རྟོག་དང་རྣམ་རྟོག་དོན་༎ ཆོས་ཉིད་དོན་གྱིས་དེ་དག་དེར་༎ ཐོག་མ་དུ་མ་ཉིད་དང་ནི་༎
 anekatvābhisaṅkṣepaparicchedārtha āditaḥ |	བསྡུས་དང་ཡོངས་སུ་ཕྱེ་བའི་དོན་༎
 grāhakagrāhyatadgrāhabījārthaścāparo mataḥ || mvk_3|17 ||	འཛིན་དང་གཟུང་དང་དེ་འཛིན་པ་༎ ས་བོན་དོན་ཏེ་གཞན་དུ་འདོ་༎
 veditārthaparicchedabhogāyadvārato 'param |	ཚོར་དང་དོན་རྣམས་ཡོངས་གཅོད་ཀྱི་༎ ཉེར་སྤྱོད་འབྱུང་སྒོ་གཞན་ཡིན་ནོ་༎
 punarhetuphalāyāsānāropānapavādataḥ || mvk_3|18 ||	རྒྱུ་དང་འབྲས་བུ་རྩོལ་བ་ལ་༎ སྒྲོ་འདོགས་མེད་ཅིང་བསྐུར་འདེབས་མེད་༎
 aniṣṭeṣṭaviśuddhīnāṃ samotpattyādhipatyayoḥ |	མི་འདོད་འདོད་དང་རྣམ་དག་དང་༎ མཉམ་དུ་འབྱུང་དང་དབང་བྱེད་དང་༎ འཐོབ་དང་ཀུན་ཏུ་སྤྱོད་པ་དག་། 
 samprāptisamudācārapāratantryārthato 'param || mvk_3|19 ||	གཞན་དབང་ཉིད་ཀྱི་དོན་ཏེ་གཞན་༎
