skt	tib
 tatra sūtraṃ katamat?	དེ་ལ་མདོའི་སྡེ་གང་ཞེ་ན་།
 yatra gambhīrapadairarthasūcanam |	གང་ཚིག་རྐྱང་པས་ཟབ་པའི་དོན་སྟོན་པའོ་༎
 geyaṃ katamat?	དབྱངས་ཀྱིས་བསྙད་པ་གང་ཞེ་ན་།
 sūtrameva [yadgīyate] |	མདོ་སྡེ་གང་ཡིན་པ་དེ་ལ་བར་དང་ཐ་མར་ཚིགས་སུ་བཅད་པ་བརྗོད་པའོ་༎
 yacca neyārthaṃ sūtraṃ tadapi geyaṃ gamyatvāt |	གང་ཡང་དྲང་བའི་དོན་གྱི་མདོ་སྡེ་དེ་ཡང་དབྱངས་ཀྱིས་བསྙད་པ་ཡིན་ཏེ་། རྟོགས་པར་བྱ་བ་ཡིན་པའི་ཕྱིར་རོ་༎
 vyākaraṇaṃ [katamat?	ལུང་བསྟན་པ་གང་ཞེ་ན་།
 yatra] śrāvako 'bhyatītaḥ kālagata upapattau vyākriyate |	གང་དུ་ཉན་ཐོས་འདས་ཤིང་དུས་བྱེད་པར་འགྱུར་བ་སྐྱེ་བའི་ལུང་བསྟན་པའོ་༎
 yacca nītārthaṃ sūtraṃ tena hi [sphuṭābhiprāyeṇa] vyākhyānāt |	གང་ཡང་ངེས་པའི་དོན་གྱི་མདོ་སྡེ་གསལ་བར་དགོངས་པས་བསྟན་པ་ཡང་ཡིན་ནོ་༎
 gāthā katamā?	ཚིགས་སུ་བཅད་པ་གང་ཞེ་ན་། ཚིགས་སུ་བཅད་པ་བཤད་པ་གང་ཡིན་པ་སྟེ་།
 yatra [dvipadā tripadā catuṣpadā pañcapadā] ṣaṭpadā ca |	ཚིག་རྐང་གཉིས་༄༢བ་དང་༏་ཚིག་རྐང་གསུམ་དང་། ཚིག་རྐང་བཞི་དང་། ཚིག་རྐང་ལྔ་དང་། ཚིག་རྐང་དྲུག་གོ་༎
 udānaṃ katamat?	ཆེད་དུ་བརྗོད་པ་གང་ཞེ་ན་༎ གང་ཡི་རང་བ་ནས་བརྗོད་པའོ་༎ གླེང་གཞི་གང་ཞེ་ན་།
 yaduddiśya bhāṣitam |	གང་བསྟན་པ་བརྗོད་པའམ་།
 sotpattiśikṣāprajñaptibhāṣitaṃ vā |	བྱུང་བ་དང་བཅས་པའི་བསྲབ་པ་བཅས་པ་བརྗོད་པའོ་༎
 avadānaṃ katamat?	རྟོག་པ་བརྗོད་པ་གང་ཞེ་ན་།
 sadṛṣṭāntakabhāṣitam |	དཔེ་དང་བཅས་པ་བརྗོད་པའོ་༎
 itivṛttakaṃ katamat?	དེ་ལྟ་བུ་བྱུང་བ་གང་ཞེ་ན་།
 pūrvayogapratisaṃyuktam |	སྔོན་གྱི་སྦྱོར་བ་བདག་དང་ལྡན་པའོ་༎
 [jātakaṃ katamat?	སྐྱེས་པའི་རབས་གང་ཞེ་ན་།
 bodhisattvacaryāpratisaṃyuktam |	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་དང་ལྡན་པའོ་༎
 vaipulyaṃ katamat?	ཤིན་ཏུ་རྒྱས་པ་གང་ཞེ་ན་།
 ] yadbodhisattvapiṭakapratisaṃyuktam |	བྱང་ཆུབ་སེམས་དཔའི་སྡེ་སྣོད་དང་ལྡན་པ་སྟེ་།
 sarvasattvahitasukhādhiṣṭhānatvāt |	སེམས་ཅན་ཐམས་ཅད་ལ་ཕན་པ་དང་། བདེ་བའི་གནས་ཡིན་པའི་ཕྱིར་རོ་༎
 adbhūtā dharmāḥ katame?	རྨད་དུ་བྱུང་བའི་ཆོས་གང་ཞེ་ན་།
 yatra śrāvakabodhisattvabuddhānāmāścaryādbhutā dharmā deśyante |	གང་དུ་ཉན་ཐོས་དང་། བྱང་ཆུབ་སེམས་དཔའ་དང་། སངས་རྒྱས་རྣམས་ཀྱི་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་བསྟན་པའོ་།
 upadeśāḥ katame?	གཏན་ལ་དབབ་པ་གང་ཞེ་ན་།
 yatrāviparītaṃ dharmalakṣaṇamupadiśyate [tatropadeśe 'ntargateyaṃ bhagavatī sūtraratnam |]	གང་དུ་ཕྱིན་ཅི་མ་ལོགས་པའི་ཆོས་ཀྱི་མཚན་ཉིད་བསྟན་པ་སྟེ་། དེ་ལྟར་བསྟན་པ་དེ་དག་གི་ནང་ན་འདི་ནི་བཅོམ་ལྡན་འདས་ཀྱི་མདོ་སྡེ་རིན་པོ་ཆེ་སྟེ་། 
 paramapuruṣārthasādhanasya paramagambhīrasya dharmasya sarvairākāraiḥ sūcanāt | athaiṣā katibhiḥ padārthairabhidheyairdarśitā?	སྐྱེས་བུ་དམ་པའི་དོན་སྒྲུབ་པ་དང་། ཟབ་པ་དམ་པའི་ཆོས་ཐམས་ཅད་ཀྱི་རྣམ་པ་སྟོན་པའི་ཕྱིར་རོ༎ དེ་ནས་ཅི་ཙམ་གྱིས་འདིའི་བརྗོད་པར་བྱ་བའི་དོན་ཏེ་།
 katame vata iti praśne śāstram-	དེ་ཡང་གང་ཡིན་ཞེས་བྱ་བ་ནི་དྲི་བའོ་༎ བསྟན་བཅོས་ལས་།
 [1] prajñāpāramitāṣṭābhiḥ padārthaiḥ samudīritā |	ཤེས་རབ་ཕ་རོལ་ཕྱིན་པ་ནི་༎ དངོས་པོ་བརྒྱད་ཀྱིས་ཡང་དག་བཤད་༎
 sarvākārajñatā mārgajñatā sarvajñatā [tataḥ] || 1-3 ||	རྣམ་ཀུན་མཁྱེན་ཉིད་ལམ་ཤེས་ཉིད་༎ དེ་ནས་ཐམས་ཅད་མཁྱེན་པ་ཉིད་།
 [2] [sarvā]kārābhisambodho mūrddhaprāpto 'nupūrvikaḥ |	རྣམ་ཀུན་མངོན་རྫོགས་རྟོགས་པ་དང་༎ རྩེ་མོར་ཕྱིན་དང་མཐར་གྱིས་པ་༎
 ekakṣaṇābhisambodho dharmakāyaśca te 'ṣṭadhā || 1-4 ||	སྐད་ཅིག་གཅིག་མངོན་རྫོགས་བྱང་ཆུབ་༎ ཆོས་ཀྱི་སྐུ་དང་དེ་རྣམས་བརྒྱད་༎
 iti | svārthe 'dhā' pratyayaḥ |	དེ་རྣམས་ཞེས་བྱ་བ་ནི་རྣམ་པ་རང་གི་དོན་ལ་དྷའའི་རྐྱེན་བྱ་བ་ཡིན་ཏེ་༎
 ime te 'ṣṭāvityarthaḥ |	དེ་དག་ནི་བརྒྱད་པོ་འདི་དག་གོ་ཞེས་བྱ་བའི་དོན་ཏོ་༎
 bodhyabhimukhaḥ samyagbodhi' 'bhisambodhaḥ' | ata evā||||||| |	བྱང་ཆུབ་ལ་མངོན་པར་ཕྱོགས་ཤིང་ཡང་དག་པར་རྟོགས་པ་ནི་མངོན་པར་ཡང་དག་པར་རྟོགས་པའོ་༎ དེས་ན་དེ་ཉིད་ཀྱི་ཕྱིར་མངོན་པར་རྟོགས་པ་སྟེ་། དེ་དག་གིས་ནི་རྟོགས་པའི་དོན་ཉིད་ཀྱི་ཕྱིར་རོ་༎ ཇི་ལྟར་འདི་མངོན་པར་རྟོགས་པ་ཡིན་ཞེ་ན་།
 abhisamīyate saptabhiḥ prāpyate yataḥ |	གང་གི་ཕྱིར་རྣམ་པ་བདུན་གྱིས་ཐ་མི་༄༣ཨ་༌་༎ དད་པར་འགྲོ་ཞིང་ཐོབ་པའི་ཕྱིར་རོ་༎
 mūrdhā prakarṣaḥ |	རྩེ་མོ་ནི་རབ་ཀྱི་མཐའོ་༎
 taṃ prāpto 'mūrdhaprāptaḥ' |	དེ་ཐོབ་པ་ནི་རྩེ་མོར་ཕྱིན་པའོ་༎
 anupūrvamanukramaḥ |	མཐར་གྱིས་པ་ནི་གོ་རིམས་ཏེ་།
 tadyogāt 'anupūrvikaḥ' |	དེ་དང་ལྡན་པ་ནི་མཐར་གྱིས་པའོ་༎
 ubhayatrāpi 'sambodha' iti vartate |	གཉི་གར་ཡང་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ་རྗེས་སུ་འབྲང་ངོ་༎
 punaḥ śāstram-	ཡང་འདིའི་བསྡུས་པའི་དོན་དྲུག་ཡིན་པའི་ཕྱིར་ཡང་བསྟན་བཅོས་ལས་།
 [3] lakṣaṇaṃ [tatprayogastatprakarṣastadanukramaḥ |]	མཚན་ཉིད་དེ་ཡི་སྦྱོར་བ་དང་༎ དེའི་རབ་དེ་ནི་གོ་རིམས་དང་༎ དེའི་མཐའ་དེ་ཡི་རྣམ་སྨིན་ནི་༎
 [tanniṣṭhā tadvipākaścetyanyaḥ ṣoḍhārtha] saṃgrahaḥ || 9-1 || athavā||||||||ṣaḍarthāḥ |	དོན་བསྡུས་གཞན་ཏེ་རྣམ་པ་དྲུག་༎
 yata ādau trividhā sarvajñatā tat 'lakṣaṇaṃ' prajñāpāramitāyāḥ |	གང་གི་ཕྱིར་དང་པོ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་རྣམ་པ་གསུམ་ནི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དེའི་མཚན་ཉིད་དོ་༎
 tataścatvāro 'syāḥ prayogaḥ prayogaprakarṣaḥ prayogānukramaḥ prayoganiṣṭhā ceti | |||||||| |	དེ་ནས་བཞི་ནི་འདིའི་སྦྱོར་བ་དང་། སྦྱོར་བའི་རབ་དང་། སྦྱོར་བའི་གོ་རིམས་དང་། སྦྱོར་བའི་མཐར་ཐུག་པའོ་༎ དེ་ནས་ཆོས་སྐུ་མཛད་པ་དང་བཅས་པ་དེ་ནི་འདིའི་རྣམ་པར་སྨིན་པ་སྟེ་། གཙོ་བོའི་འབྲས་བུ་ཞེས་བྱ་བའི་དོན་ཏོ་༎
 punaḥ śāstram-	ཡང་བསྟན་བཅོས་ལས་།
 [4] viṣayāstritayo hetuḥ prayogaścaturātmakaḥ |	ཡུལ་གྱི་རྒྱུ་ནི་གསུམ་དག་དང་༎ སྦྱོར་བ་བཞི་ཡི་བདག་ཉིད་དང་༎ ཆོས་སྐུ་ཕྲིན་ལས་འབྲས་བུ་ནི་༎
 dharmakāyaḥ phalaṃ karmetyanyastredhārthasaṃgrahaḥ || 9-2 ||	དོན་བསྡུས་གཞན་ཏེ་རྣམ་པ་གསུམ་༎
 athavātisaṃkṣepato 'syāṃ trayo 'rthāḥ |	ཡང་ན་འདིའི་བསྡུས་པའི་དོན་གསུམ་སྟེ་།
 tathā hi trividhaḥ prayogaviṣayaḥ sarvajñatātrayaśca[taddhetuḥ] 'viṣayaḥ' |	འདི་ལྟར་ཐམས་ཅད་མཁྱེན་པ་ཉིད་རྣམ་པ་གསུམ་ནི་སྦྱོར་བའི་ཡུལ་ཏེ་དེའི་རྒྱུའོ༎
 'prayogaścaturātmaka' |	ཡུལ་ཅན་སྦྱོར་བ་བཞིའི་བདག་ཉིད་དེ་།
 sarvākārā hi sambodhādiḥ |	རྣམ་པ་ཀུན་མངོན་པར་རྟོགས་པ་ལ་སོགས་པའོ་༎
 tasya hetoḥ 'phalaṃ dharmakāyaḥ' tat 'karma' ca |	རྒྱུ་དེའི་འབྲས་བུ་ནི་ཆོས་ཀྱི་སྐུ་སྟེ་དེ་ཉིད་ལས་སོ་༎
 tadevamaṣṭau ṣaṭ trayo vāsya sūtrasyārthāḥ sākalyena |	དེ་ཉིད་ལ་བརྒྱད་དམ་། དྲུག་གམ་། གསུམ་ནི་མདོ་འདིའི་དོན་ཏོ་༎
 prādhānyena punareka eva vārthaḥ |	ཁ་ཅིག་ནི་ཐམས་ཅད་ཀྱང་གཙོར་དོན་གཅིག་ཉིད་དོ་༎
 anyathā ekavākyatāpi na syāt |	གཞན་དུན་ངག་གཅིག་ཏུ་ཡང་མི་འགྱུར་ཏེ་།
 daśadāḍimādipasamūhavat |	ལེའུ་བཅུ་ལ་སོགས་པའི་ཚིག་གི་ཚོགས་བཞིན་ནོ་༎
 avayavārthaiḥ parasparo[para]ktasya svārthena (?) ekatvādupasaṃhārāt | tasmāt sambaddhān(nu)guṇopāyāt | samyaksambodhiratra (rst_4) prādhānyenocyata ityeke |	ཕན་ཚུན་ཡན་ལག་གི་དོན་གྱིས་མངོན་པར་རྟོགས་པ་གཅིག་དོན་དུ་ཉེ་བར་སྦྱོར་བའི་ཕྱིར་ཏེ་། དེ་བས་ན་འགྲེལ་པ་དང་ལྡན་པ་དང་། རྗེས་སུ་མཐུན་པའི་ཐབས་དང་ལྡན་པས་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ནི་འདིར་གཙོ་བོ་ཡིན་ནོ་ཞེས་བརྗོད་དོ་༎
 tadasat |	དེ་ནི་བདེན་པ་མ་ཡིན་ཏེ་།
 yataḥ samyaksambodhiḥ śrāvakapiṭake 'pyatipratītatvādajijñāsitā |	གང་གི་ཕྱིར་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ནི་ཉན་ཐོས་ཀྱི་སྡེ་སྣོད་ལས་ཀྱང་རབ་ཏུ་རྟོགས་པ་ཉིད་དེ་། ཤེས་པར་འདོད་པའི་ཕྱིར་རོ་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་མི་རྟོགས་པ་ཉིད་དོ༎
 prajñāpāramitā tu tatrāviditatvājjijñāsiteti |	༄༣བ་ཤེས་པར་འདོད་པ་མེད་པའི་ཕྱིར་རོ་༎
 saiva [śāstre prādhānyena]abhidhīyate |	དེ་བས་ན་དེ་ཉིད་གཙོ་བོར་བརྗོད་པར་བྱ་བ་ཡིན་ན་།
 [duradhimokṣā] gambhīratvāt | bhagavatastu vacanāt [pratilabdhād] adhimucyate|||||||||||||| |	འདི་ནི་མོས་པར་དཀའ་བ་སྟེ་ཐོབ་པ་ཡིན་པའི་ཕྱིར་བཅོམ་ལྡན་འདས་ཀྱི་བཀའ་ལ་ཡང་མོས་པར་བྱེད་པ་ཡིན་ནོ་༎
 tato 'pīyaṃ prādhānyena bhagavatā vaktavyā |	དེའི་ཕྱིར་ཡང་འདི་གཙོར་བཅོམ་ལྡན་འདས་ཀྱིས་གསུངས་པར་བྱ་བ་ཡིན་ཏེ་།
 yathā yathā ceyamadhimacyate tathā tathā bodherāsannībhavati |	ཇི་ལྟ་ཇི་ལྟར་འདི་ལ་མོས་པ་དེ་ལྟ་དེ་ལྟར་བྱང་ཆུབ་ལ་ཉེ་བར་འགྱུར་ཏེ་།
 tato 'pīyaṃ prādhānyena vacanīyā |	དེ་བས་ན་འདི་གཙོར་བརྗོད་པར་བྱ་བ་ཡིན་ནོ་༎
 aṣṭāsu cābhisamayeṣu yathā [sāraṃ tatheyaṃ] vistareṇocyamānā kathaṃ prādhānyena nocyate?	མངོན་པར་རྟོགས་པ་བརྒྱད་པོ་དག་ལ་སྙིང་པོ་ཇི་ལྟ་བ་བཞིན་དུ་འདི་རྒྱ་ཆེར་བརྗོད་ན་ཇི་ལྟར་གཙོ་བོར་བརྗོད་།
 prajñāpāramitaiva mārgaḥ sambodheḥ | śeṣāṇāmapi tathaiva mārgīkaraṇāt |	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཉིད་ནི་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཀྱི་ལམ་སྟེ་། ལྷག་མ་ཡང་དེ་ཉིད་ལམ་དུ་བྱེད་པའི་ཕྱིར་རོ་༎
 ityevamiyamucyamānā sutarāṃ prādhānyenocyata ityalamativistareṇa |	དེ་བས་ན་དེ་ལྟར་འདི་བརྗོད་པས་ནི་ཤིན་ཏུ་ཡང་གཙོ་བོར་བརྗོད་པ་མ་ཡིན་ནོ་༎ དེ་ལྟར་རྒྱ་ཆེར་སྤྲོས་པས་ནི་ཆོག་གོ་༎
 ata eva prādhānyena vyapadeśādetatsūtraṃ prajñāpāramitā |	དེ་ཉིད་ཀྱི་ཕྱིར་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་མདོ་སྡེ་འདིར་གཙོར་བསྟན་པ་ཡིན་ཏེ་། 
 [na samyaksambodhi]riti |	ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ནི་མ་ཡིན་ནོ་༎ དེ་ལྟར་ན་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་ཉིད་ལ་འབྲས་བུ་དང་བཅས་པས་། སྦྱོར་བ་དང་བཅས་པ་གཙོ་བོར་གྱུར་པ་འདི་མདོ་སྡེ་རིན་པོ་ཆེའི་དོན་ཏོ་༎
 tasmātprajñāpāramitaivaḥ||||||| |	འདི་ནི་དེ་ལྟར་ངེས་པར་གནས་པ་ཡིན་ནོ་༎ གང་ཡང་ཚད་མ་རྣམ་འགྲེལ་ལས་ཀྱང་སྐྱེས་བུའི་དོན་ནི་ཐོབ་པར་བྱེད་པ་ཡིན་ཏེ་། དེ་བས་ན་དེར་ཡང་མངོན་པར་ཐོབ་པར་བྱེད་པ་ཞེས་བརྗོད་ཀྱི་གཙོར་རྗོད་པར་བྱེད་པ་ནི་མ་ཡིན་ནོ་ཞེས་སྨོས་སོ་༎
 evaṃ mayetyādi |	འདི་སྐད་བདག་གིས་ཐོས་ཞེས་བྱ་བ་ལ་སོགས་པ་ལ་།
 atha kasyedaṃ vacanam?	ཅི་སྟེ་གང་གི་ཚིག་ཡིན་ཞེ་ན་།
 saṃṅgītikārasya |	སྡུད་པ་པོའི་ཚིག་སྟེ་།
 saṅgītatvena loke saṃpratyayārtham |	སྡུད་པ་པོ་ཉིད་ཀྱིས་འཇིག་རྟེན་པ་ཡང་དག་པར་ཡིད་ཆེས་པར་བྱེད་པའི་དོན་ཏེ་།
 tatkiṃ ||||||||prakṣepaḥ? naivam |	དེ་ཅིའི་ཕྱིར་མ་གསུངས་པ་སྨོས་ཤེ་ན་། མ་ཡིན་ཏེ་།
 bhagavadājñayaivaṃ tena pāṭhāt |	བཅོམ་ལྡན་འདས་ཀྱི་བཀའ་ཉིད་ཀྱིས་དེ་འདོན་པའི་ཕྱིར་ཏེ་། བཅོམ་ལྡན་འདས་ཀྱིས་ཆོས་ཡང་དག་པར་སྡུད་པའི་མདོ་ལས་། དགེ་སློང་དག་འདི་སྐད་བདག་གིས་ཐོས་པ་ཞེས་ཀྱིས་ལ་ངའི་དམ་པའི་ཆོས་བསྡུ་བར་བྱའོ་༎ ཞེས་གསུངས་སོ་༎ ཅིས་ཏེ་འདིར་སྡུད་པ་པོ་གང་ཡིན་ཞེ་ན་། གང་གི་ཕྱིར་དེ་ནི་ལྕང་ལོ་ཅན་ན་གནས་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཕྱག་ན་རྡོ་རྗེ་བསྐལ་པ་བཟང་པོའི་དེ་བཞིན་གཤེགས་པ་རྣམས་ཀྱི་༄༤ཨ་༌་༎ གཟུགས་ཀྱི་སྐུ་དང་། ཆོས་ཀྱི་ཚོགས་བསྲུང་བའི་དབང་དུ་བྱས་པའི་ཕྱིར་གཙོར་རྗེས་སུ་འབྲད་བར་བརྗོད་དེ་། ཕྱག་ན་རྡོ་རྗེ་དབང་བསྐུར་བའི་མདོ་སྡེ་ལས་བསྟན་པ་གཏད་པ་ཡིན་ནོ་༎ ཡང་འཕགས་པ་ཀུན་དགའ་བོ་ལ་གཏད་པ་དེ་ནི་ཉན་ཐོས་ཀྱི་འཇིག་རྟེན་ལ་བཞུགས་པར་བྱ་བའི་ཕྱིར་ཡིན་གྱི་། སྡུད་པའི་དོན་དུ་ནི་མ་ཡིན་ཏེ་། ཇི་ལྟར་ཡང་རྟག་ཏུ་བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་འབྲིང་དུ་གནས་པའི་ཕྱིར་འཕགས་པ་ཀུན་དགའ་བོ་ནི་མ་ལུས་པ་ཐོས་པ་ཐོབ་པས་ཉན་ཐོས་ཀྱི་སྡེ་སྣོད་སྡུད་པ་པོ་ཡིན་ཏེ་༎
