skt	tib
 loko vikalpadutpanno vikalpaścittasaṃbhavaḥ |	འཇིག་རྟེན་རྣམ་པར་རྟོག་ལས་འབྱུང་༎ རྣམ་རྟོག་སེམས་ལས་ཡང་དག་འབྱུང་༏་། སེམས་ནི་ལུས་ལ་བརྟེན་པ་སྟེ་༎
 cittaṃ hi kāyāśrayakaṃ tasmātkāyo vicāryate || 5 ||	དེ་ཕྱིར་ལུས་ནི་རྣམ་དཔྱད་དོ་༎
 rūpaṃ śūnyaṃ vedanā niḥsvabhāvā saṃjñā nāste nāsti saṃskārabhāvaḥ |	གཟུགས་ནི་སྟོང་པ་ཚོར་བ་རང་བཞིན་མེད་༎ འདུ་ཤེས་མེད་དེ་འདུ་བྱེད་ཡོད་མ་ཡིན་༎
 bhūtaṃ hitvā cittacaitte ca nastastasmātkāyaḥ kalpahīnasvabhāvaḥ || 6 ||	འབྱུང་བ་སྤངས་ནས་སེམས་དད་སེམས་བྱུང་མེད་༎ དེ་ཕྱིར་ལུས་ནི་རྟོག་བྲལ་ངོ་བོ་ཡིན་༎
 citta nāsti na dharmāste na kāyo nāpi dhātavaḥ |	སེམས་མེད་ཆོས་རྣམས་དེ་དག་མེད་༏་། ལུས་མེད་ཁམས་རྣམས་ཡོད་མ་ཡིན་༎ གཉིས་སུ་མེད་པའི་ལས་འདི་ནི་༎
 advayīkaraṇaṃ hīdaṃ tattvaṃ vidvadbhirucyate || 7 ||	དེ་ཉིད་རིག་པ་རྣམས་གྱིས་བསྟན་༎
 anālambamidaṃ sarvamanālambaṃ prabhāṣitam |	འདི་དག་ཐམས་ཅད་དམིགས་མེད་པར་༎ གཉིས་སུ་མེད་པར་བསྟན་པ་ཡིན་༎
 kṛtvā matimanālambāmanālambaṃ samuddhitaṃ || 8 ||	བློ་ནི་དམིགས་པ་མེད་བྱས་ནས་༎ དམིགས་པ་མེད་པར་འབྱུང་བར་འགྱུར་༎
 dānaśīlakṣamāvīryadhyānādau suniṣevite |	སྦྱིན་དང་ཚུལ་ཁྲིམས་བཟོད་བརྩོན་འགྲུས་༏་། བསམ་གཏན་ལ་སོགས་བརྟེན་བྱས་ནས་༎
 acireṇaiva kālena paramāṃ bodhimāpsyati || 9 ||	ཡུན་མི་རིང་བའི་དུས་ཀྱིས་ནི་༎ བྱང་ཆུབ་དམ་པ་ཐོབ་པར་འགྱུར་༎
 upāyaprajñayosthitvā sattvāṃśca karuṇāpayet |	ཐབས་དང་ཤེས་རབ་ལ་གནས་ཏེ་༎ སེམས་ཅན་རྣམས་ལ་བརྩེ་པར་བྱ་༎ མྱུར་བ་ཁོ་ནར་ཐམས་ཅད་མཁྱེན་༎
 sarvajñānaṃ śighrameva lapsyate nahi saṃśayaḥ || 10 ||	ཐོབ་པར་འགྱུར་བར་ཐེ་ཚོམ་མེད་༎
 nāmamātramidaṃ sarvaṃ saṃjñāmātre pratiṣṭhitam |	འདི་དག་ཐམས་༄༡༦༨ཨ་༌་༎ ཅད་མིང་ཙམ་སྟེ་༎ འདུ་ཤེས་ཙམ་ལ་རབ་ཏུ་གནས་༎ རྗོད་པར་བྱེད་ལས་ཐ་དད་པའི་༎
 nābhidhānātpṛthagbhūtamabhidheyaṃ na vidyate || 11 ||	བརྗོད་པར་བྱ་བ་ཡོད་མ་ཡིན་༎
 anāmakāḥ sarvadharmā nirātmānaḥ prakīrtitāḥ |	ཆོས་རྣམས་ཐམས་ཅད་མིང་མེད་དེ་༎ བདག་མེད་པར་ཡང་ཡོངས་སུ་གསལ་༎
 ime dharmā abhūtāśca kalpanāyāḥ samuddhitāḥ |	།
 kalpanā sāpi śūnyeyaṃ yayā śūnyeti kalpitāḥ || 12 ||	གང་གིས་སྟོང་པ་ཞེས་བརྟགས་པའི་༎ རྟོག་པ་དེ་ཡང་འདིས་སྟོང་ངོ་༎
 cakṣu paśyati rūpāṇi tattvavaktrā yaducyate |	མིག་གིས་གཟུགས་རྣམས་མཐོང་བར་ནི་༎ དེ་ཉིད་གསུངས་པས་གང་བཤད་པ་༎
 mithyābhimānalokasya sāṃvṛtaṃ satyamīritam || 13 ||	ལོག་པར་ཞེན་པའི་འཇིག་རྟེན་ལ་༎ ཀུན་རྫོབ་བདེན་པར་བརྗོད་པ་ཡིན་༎ གང་དུ་ཚོགས་བར་མཐོང་བ་ནི་༎
 sāmagryā darśanaṃ yatra prakāśayati nāyakaḥ |	འདྲེན་པས་སྟོན་པར་བྱེད་པ་ཡིན་༎
 prāhopacārabhūmiṃ tāṃ paramārthasya buddhimān || 14 ||	བློ་དང་ལྡན་པས་དོན་དམ་གྱི་༎ ཉེ་བར་བརྟགས་པའི་ས་དེ་གསུངས་༎
 na cakṣuḥ prekṣate rūpaṃ mano dharmānnvetti ca |	མིག་གིས་གཟུགས་ནི་མི་མཐོང་སྟེ་༎ ཡིད་ཀྱིས་ཆོས་རྣམས་མི་རིག་གོ་༎
 etattu paraṃ satyaṃ lokasya viṣayo na yat || 15 ||	འཇིག་རྟེན་པ་ཡི་ཡུལ་མིན་གང་༎ འདི་ནི་མཆོག་ཏུ་བདེན་པའོ་༎
 cakṣurnāsti na rūpañca dṛśyaṃ nāsti na manaskriyā |	མིག་མེད་གཟུགས་ཀྱང་ཡོད་མིན་ཞིང་༎ སྣང་བ་ཡིད་ལ་བྱེད་པ་མེད་༎
 cittaṃ svapnasamaṃ bhrāntiḥ sarvaṃ na sadasanna ca || 16 ||	སེམས་ནི་རྨི་ལམ་བཞིན་དུ་འཁྲུལ་༎ ཐམས་ཅད་ཡོད་མིན་མེད་པ་འང་མིན་༎
