skt	tib
 tasmādutpannaṃ tadarthaprāpaṇayogyaṃ jñānaṃ pramāṇam || pramāṇasya kāryam	དེ་ལས་སྐྱེས་པ་དེའི་དོན་ཐོབ་པར་རུང་བའི་ཤེས་པ་ནི་ཚད་མའོ་༎
 nanu jñānaṃ kartṛ puruṣaṃ prayojyamartha karmabhūtaṃ yadi kadācinna prāpayati tatkathamaprāpakatvāt pramāṇaṃ syāt? ucyate |	འོ་ན་གལ་ཏེ་ཤེས་པ་བྱེད་པ་པོ་དང་སྐྱེས་བུ་སྦྱར་བར་བྱ་བ་དང་དོན་ལས་སུ་གྱུར་པ་གང་གི་ཚེ་ཡན་ཐོབ་པར་མི་བྱེད་ན་། དེ་ཐོབ་པར་བྱེད་པ་པོ་མ་ཡི་པ་ཉིད་ཀྱི་ཕྱིར་ཇི་ལྟར་ཚད་མ་ཡིན་ཞེ་ན་། ན་། 
 na hi jñānena puruṣo gale pādukānyāyena balādarthe pravartayitavyaḥ |	བརྗོད་པར་བྱ་སྟེ་ཤེས་པས་སྐྱེས་བུ་མགྲིན་པ་ནས་བཀུག་པའི་ཚུལ་དུ་སྟོབས་ཀྱིས་དོན་ལ་རབ་ཏུ་གཞུག་པར་བྱ་བ་མ་ན་། ན་། ཡིན་གྱི་། 
 api tvevaṃbhūtamidaṃ vatusvarūpaṃ nānyathetyanenākāreṇa niścayo janayitavyaḥ |	འོན་ཀྱང་ཇི་ལྟ་བུར་གྱུར་པ་འདི་དངོས་པོའི་རང་བཞིན་ཏེ་ན་། ན་། ཡིན་གྱི་། ། རྣམ་པ་གཞན་དུ་༄༣༣༧ཨ་༌་༎
 sa cettena kṛtaḥ, etāvataivāsya prāmāṇyamaviruddham | puruṣastu tatra prayojanavaśāt pravartatāmṛte prayojanaṃ na pravartatām,	ནི་མ་ཡིན་ནོ་ཞེས་པའི་རྣམ་པ་འདིས་ངེས་པ་བསྐྱེད་པར་བྱ་བ་མ་ཡིན་ཞིང་དེ་གལ་ཏེ་དེས་བྱས་ན་དེ་ཙམ་ཉིད་དེའི་ཚད་མ་ཡིན་པས་འགལ་བ་མེད་ལ་སྐྱེས་བུ་ནི་དེ་ལ་དགོས་པའི་དབང་ལས་འཇུག་པ་ཉིད་དེ་དགོས་པ་མེད་ན་མི་འཇུག་པ་ཉིད་དོ་༎
 artho vā yogipiśācādibhirapahriyatām |	དོན་ཡང་རྣལ་འབྱོར་པ་དང་ཤ་ཟ་ལ་སོགས་པ་ཉིད་ཀྱིས་བསྒྲིབས་པ་ཉིད་དེ་།
 jñānasya kimāyātam? ||	ཤེས་པ་ལ་ནི་རིང་བ་ཅི་ཞིག་ཡོད་།
 kṣaṇikaṃ sannapi pramāṇasya saṃgatiḥ nanvavisaṃvādakatvena jñānasya prāmāṇyam | avisaṃvādakatvaṃ ca dṛṣṭārthaprāpaṇāt |	འོ་ན་མི་སླུ་བ་ཉིད་ཀྱིས་ཤེས་པ་ཚད་མ་ཡིན་ལ་མི་སླུ་བ་ཉིད་ཀྱང་མཐོང་བའི་དོན་ཐོབ་པར་བྱེད་པ་ལས་ཡིན་ན་།
 na ca yad dṛṣṭaṃ tatprāpyate,	གང་མཐོང་བ་དེ་ཐོབ་པར་བྱེད་པ་ཡང་མ་ཡིན་ཏེ་།
 kṣaṇikatvāt kiṃ ca,	སྐད་ཅིག་མ་ཉིད་ཀྱི་ཕྱིར་རོ་༎
 rūpaṃ dṛṣṭa, prāpyate ca spraṣṭavyam | tato 'nyad dṛṣṭamanyat prāpyata ityapratītaprāpaṇāt kathaṃ prāmāṇyamasya saṃgacchatām |	གང་གཟུགས་མཐོང་ལ་རེག་བྱ་ཐོབ་པར་བྱེད་ན་ནི་དེའི་ཕྱིར་གཞན་མཐོང་ཞིག་གཞན་ཐོབ་པར་བྱེད་པས་རྟོགས་པ་མ་ཡིན་པ་འཐོབ་པར་བྱེད་པའི་ཕྱིར་ཇི་ལྟར་ཚད་མ་ཉིད་དུ་འགྱུར་ཞེ་ན་། མ་ཡིན་ཏེ་།
 na, yadi nāma vastuto 'nyadeva prāpyate tathāpi dṛṣṭameva mayā prāptamityekatvādhyavasāyāt pratītaprāpaṇamabhidhīyate |	དངོས་པོར་ན་གཞན་ཐོབ་ཏུ་ཟིན་མོད་༎ འོན་ཀྱང་མཐོང་བ་ཁོ་ན་བདག་གིས་ཐོབ་པོ་སྙམ་དུ་གཅིག་ཉིད་དུ་ལྷག་པར་ཞེན་པ་ལས་རྟོགས་པ་ཐོབ་པར་བརྗོད་དོ་༎
 yattu marīcikādijalajñānaṃ tadaprāpaṇayogyatvādapramāṇameva ||	གང་སྨིག་རྒྱུ་ལ་སོགས་པ་ལ་ཆུ་ལ་སོགས་པའི་རྣམ་པར་ཤེས་པ་དེ་ནི་དོན་ཐོབ་པར་རུང་བ་མ་ཡིན་པ་ཉིད་ཀྱི་ཕྱིར་། ཚད་མ་མ་ཡིན་པ་ཁོ་ནའོ་༎
 arthakriyāsthitiḥ	འོ་ན་འདི་ནི་ཐོབ་པར་བྱེད་པར་རུང་བའོ་༎
 nanvidaṃ prāpaṇayogyamidaṃ netyarthakriyā prāptimantareṇa niścetumaśakyam | jñānotpattimātreṇa tu na bhrāntābhrāntayorbhedo 'vadhāryate |	འདི་ནི་མ་ཡིན་ནོ་ཞེས་དོན་བྱ་བ་ནི་ཐོབ་པ་མེད་པར་ངེས་པར་ནུས་ལ་ཤེས་པ་སྐྱེ་བ་ཙམ་གྱིས་མ་འཁྲུལ་བ་དང་། མ་འཁྲུལ་བ་དག་གིས་བྱེ་བྲག་མི་རྟོགས་པས་དེའི་ཕྱིར་༎
 tataśca kathaṃ tatsamyagjñānamiti cet?	དེ་ཇི་ལྟར་ཡང་དག་པའི་ཤེས་པ་ཞེས་བྱ་བ་ཞེ་ན་།
 naiṣa doṣaḥ | yaddyapi jñānamātrodayād vaiśiṣṭyamanayoravadhārayituṃ na śakyate,	སྐྱོན་འདི་ནི་མེད་དེ་ཤེས་པ་ཙམ་སྐྱེ་བ་ལས་འདི་དག་གི་ཁྱད་པར་རྟོགས་པར་མི་ནུས་མོད་། 
 tathāpi jñānaviśeṣodayāddyathaikasya vaiśiṣṭayaṃ tathocyate |	འོན་ཀྱང་ཤེས་པའི་ཁྱད་པར་སྐྱེས་པ་ལས་ཏེ་། ཇི་ལྟར་གཅིག་གི་ཁྱད་པར་ཅན་ཡིན་པ་དེ་ལྟར་བརྗོད་དོ་༎
 tathā hi - yadi nāma mandabuddhirutpattivaśādavisaṃvādakatvaṃ jñānasya nāvadhārayituṃ samarthaḥ,	དེ་ལྟར་ཡང་བློ་ཞན་པས་ནི་སྐྱེས་པའི་དབང་ལས་ཤེས་པ་མི་སླུ་བ་ཉིད་དུ་རྟོགས་པར་མི་ནུས་མོད་༎ 
 tathāpi dāhapākāvagāhanasnānapānonmajjanāddyarthakriyāṃ dūrato 'nubhavato narasya darśanenoccalad dhūmādidarśanena cāvadhārayati |	འོན་ཀྱང་སྲེག་པ་དང་འཚེད་པ་དང་། འབོགས་པ་དང་། ཁྲུས་དང་བརྟུན་པ་དང་། བསྐུ་བ་ལ་སོགས་པའི་དོན་བྱེད་པ་རིང་པོ་ནས་ཉམས་སུ་མྱོང་བའི་སྐྱེས་བུ་མཐོང་བས་སམ་། དུ་བ་ཕྱུར་བ་ལ་སོགས་པ་མཐོང་བས་ངེས་པར་འཛིན་པར་བྱེད་དོ་༎
 amandabuddhistu paṭutarapratyakṣeṇaivāvadhārayati,	བློ་མི་ཞན་པས་ནི་ཤིན་ཏུ་གསལ་བའི་མངོན་སུམ་ཁོ་ནས་རྟོགས་པར་བྱེད་དོ་༎
 na tvarthakriyāprāptyā | yadyavisaṃvādalakṣaṇaṃ prāmāṇyaṃ tadā śrotrajñānasyādhigatārthāprāpakatvāt kathaṃ prāmāṇyamini cet? na |	འོན་གལ་ཏེ་དོན་བྱ་བ་ཐོབ་པས་ན་མི་སླུ་བའི་མཚན་ཉིད་ཅན་ཚད་༄༣༣༧བ་མ་ཉིད་ཡིན་པ་དེའི་ཚེ་རྣ་བའི་རྣམ་པར་ཤེས་པ་རྟོགས་པའི་དོན་ཐོབ་པར་བྱེད་པ་མ་ཡིན་པའི་ཕྱིར་ཇི་ལྟར་ཚད་མ་ཉིད་ཡིན་ཞེ་ན་།
 arthasvarūpapratītirhi prāmāṇyam | tacca bāhyārthakriyāprāptimantareṇāpi sambhavati | yaduktam-	མ་ཡིན་ཏེ་དོན་གྱི་རང་གི་ངོ་བོ་རྟོགས་པ་ནི་ཚད་མ་ཉིད་ཡིན་ལ་དེ་ཡང་ཕྱིར་རོལ་གྱི་དོན་གྱི་བྱ་བ་ཐོབ་པ་མེད་པར་ཡང་འགའ་ཞིག་ཏུ་ཡང་སྲིད་པའི་ཕྱིར་རོ་༎ གང་གསུངས་པ་།
 pramāṇamavisaṃvādi jñānamarthakriyāsthitiḥ |	ཚད་མ་སླུ་མེད་ཅན་ཤེས་པ་༎ དོན་གྱི་བྱ་བ་གནས་པ་ནི་༎
 avisaṃvādanam iti |	མི་སླུ་ཞེས་སོ་༎
 śabdasya śrutimātreṇaiva caritārthatvāt śrutireva tatrārthakriyāsthitiḥ |	སྒྲ་ནི་མཉན་པ་ཙམ་ཉིད་ཀྱིས་དོན་དཔྱད་ཟིན་པ་ཉིད་ཀྱི་ཕྱིར་མྱང་པ་ཁོ་ན་དེར་དོན་གྱི་བྱ་བ་གནས་པ་སྟེ་།
 yathā ravicandrāmbudacitrādīnāṃ darśanamevārthakriyāsthitiḥ | taduktam-	དཔེར་ན་ཉི་མ་དང་ཟླ་བ་དང་སྤྲིན་དང་རི་མོ་ལ་སོགས་པ་རྣམས་མཐོང་བ་ཁོ་ན་དོན་གྱི་བྱ་བ་གནས་པ་ཡིན་པ་བཞིན་ནོ་༏་། དེ་གསུངས་པ་།
 jñeyasvarūpasaṃvittiriṣṭā tatra kriyāsthitiḥ iti |	ཤེས་བྱའི་རང་གི་ངོ་བོ་རིག་པ་ཁོ་ན་དེ་ལ་དོན་གྱི་བྱ་བ་གནས་པར་འདོད་དོ་ཞེས་སོ་༎ 
 prathamaṃ tu prekṣāvānarthakriyārthitayā jalānalādāvarthakriyāsandehādeva pravartate |	དང་པོ་ནི་རྟོག་པ་དང་ལྡན་པ་དོན་བྱ་བ་དོན་དུ་གཉེར་བ་ཉིད་ཀྱིས་ཆུ་དང་མེ་ལ་སོགས་པ་ལ་དོན་གྱི་བྱ་བ་ལ་ཐེ་ཚོམ་ཟ་བ་ཁོ་ནས་འཇུག་སྟེ་ཞེས་སོ་༎ 
 yadi nāma tasyaiva nāsti sandeho me vartata iti tathāpi sādhakabādhakapramāṇābhāvādyuktaḥ sandeho bhavan kena vāryate iti | tasmāt	། གལ་ཏེ་དེ་ལ་འདི་ལྟ་བུའི་ཐེ་ཚོམ་མེད་དུ་ཆུག་ཀྱང་། འོན་ཀྱང་སྒྲུབ་པར་བྱེད་པ་དང་གནོད་པར་བྱེད་པའི་ཚད་མ་མེད་པའི་ཕྱིར་རོ་༎ གང་གསུངས་པ་། ཐེ་ཚོམ་འགྱུར་བ་གང་གིས་ཟློག་པར་བྱེད་༎
 sthitametat- āsāditanirantarārthakriyāvyavahārāt paṭutarapratyakṣodayādevārtha pravartate,	ཅེས་སོ་༎ དེའི་ཕྱིར་འདི་ནི་གནས་པ་ཉིད་དེ་། དོན་གྱི་བྱ་བའི་ཐ་སྙད་རྟོགས་པ་བར་ཆད་མེད་པས་ཤིན་ཏུ་གསལ་བའི་མངོན་སུམ་སྐྱེས་པ་ཁོ་ན་ལས་དོན་ལ་རབ་ཏུ་འཇུག་ལ་།
 mandabuddhistu tādrūpyānumānāditi |	བློ་ཞན་པས་ནི་དེ་དང་མཐུན་པའི་རྗེས་སུ་དཔག་པ་ལས་སོ་ཞེས་སོ་༎
 ata eva tu pratyakṣasya svataḥ prāmāṇyam |	དེ་ཉིད་ཀྱི་ཕྱིར་མངོན་སུམ་ནི་རང་ཉིད་ཁོ་ན་ལས་ཚད་མ་ཉིད་དོ་༎
 kasyacittu parataḥ |	ཁ་ཅིག་ནི་གཞན་ལས་སོ་༎
 yogijñānasya svasaṃvedanasya ca svata eva prāmāṇyam |	རྣལ་འབྱོར་པའི་ཤེས་པ་དང་རང་རིག་པའི་ཤེས་པ་ནི་རང་ཉིད་ཁོ་ན་ལས་ཚད་མ་ཉིད་དོ་༎ 
 anumānasya tu niścayātmakatvāt svata eva pramāṇyam |	རྗེས་སུ་དཔག་པ་ནི་ངེས་པའི་བདག་ཉིད་ཅན་ཉིད་ཀྱི་ཕྱིར་རང་ཉིད་ཁོ་ན་ལས་ཚད་མའོ་ཞེས་སློབ་དཔོན་གྱིས་གསུངས་སོ་༎
 apūrvagocaram tenāyamarthaḥ- prathamata eva yadvijñānaṃ viṣaye pravṛttaṃ tadeva pramāṇam, na tu tatraiva paścādbhāvi jñānāntaramapi,	དེས་ན་དོན་ནི་འདི་ཡིན་ཏེ་གང་དང་པོ་ཁོ་ནར་ཡུལ་ལ་འཇུག་པའི་ཤེས་པ་ལ་དེ་ཁོ་ན་ཚད་མ་སྟེ་དེ་ཉིད་ལ་ཕྱིས་སྐྱེས་པའི་ཤེས་པ་གཞན་ནི་མ་ཡིན་ཏེ་།
 gṛhitagrāhitvena tasyāprāmāṇyāt |	བཟུང་ཟིན་པ་འཛིན་པ་ཉིད་ཀྱིས་དེའི་ཚད་མ་ཉིད་མ་ཡིན་པའི་ཕྱིར་རོ་༎
 yathā ghaṭaṃ nirvikalpakena jñānena dṛṣṭvā paścāttasminneva viṣaye ghaṭo 'yamiti savikalpakaṃ jñānaṃ smaraṇarūpam,	དཔེར་ན་རྟོགས་པ་དང་བྲལ་བས་བུམ་པ་མཐོང་ནས་ཕྱིས་ཡུལ་དེ་ཉིད་ལ་འདི་བུམ་པའོ་ཞེས་ལྷག་པར་ཞེན་པ་རྣམ་པ་རྟོག་པ་དང་བཅས་པའི་ཤེས་པ་དྲན་པའི་ངོ་བོའམ་།
 yathā vā parvatādau dhūmaṃ dṛṣṭvā vahniratretyanumānajñānānantaraṃ punarapi tatraiva vahniratretyanumānajñānam |	ཡང་ན་ལ་ལ་སོགས་པ་ལ་དུ་བ་མཐོང་ནས་འདི་ན་༄༣༣༨ཨ་༌་༎ མེ་ཡོད་དོ་ཞེས་པའི་རྗེས་སུ་དཔག་པའི་ཤེས་པའི་དེ་མ་ཐག་ཏུ་སླར་ཡང་དེ་ཁོ་ན་ལ་འདི་ན་མེ་ཡོད་དོ་སྙམ་པའི་རྗེས་སུ་དཔག་པའི་ཤེས་པ་བཞིན་ནོ་༎
 indriyādera apramāṇam samyagjñānaṃ pramāṇamityukte sāmarthyājjaḍasvabhāvasyendriyādeḥ paricchedakatvābhāvāt prāmāṇyaṃ nirastam paricchedakatvaṃ hi boddhṛtvam |	ཡང་དག་པའི་ཤེས་པ་ཚད་མའི་ཞེས་བརྗོད་པས་ན་ཤུགས་ལས་བེམས་པོའི་རང་བཞིན་དབང་པོ་ལ་སོགས་པ་ནི་ཡོངས་སུ་གཅོད་པར་བྱེད་པ་ཉིད་མེད་པའི་ཕྱིར་ཚད་མ་ཉིད་བསལ་ལོ་༎
 tacca jñānasyaiva nijarūpam |	ཡོངས་སུ་གཅོད་པར་བྱེད་པ་ཉིད་ནི་རྟོགས་པར་བྱེད་པ་པོ་ཉིད་ཡིན་ཞིང་དེ་ཡང་ཤེས་པ་ཁོ་ནའི་གཉུག་མའི་ངོ་བོ་ཡིན་ནོ་༎
 tatkathamajñānātmana indriyādeḥ svarūpaṃ bhavitumarhatīti || pramāṇasya dvaividhyam,	དེ་ཤེས་པ་མ་ཡིན་པའི་བདག་ཉིད་དབང་པོ་ལ་སོགས་པའི་ངོ་བོར་འགྱུར་བར་འདི་ལྟར་འོས་ཞེས་པའོ་༎ དེ་རྣམས་གཉིས་ཏེ་།
 pratyakṣaśabdanirvacanaṃ ca tad dvividhaṃ pratyakṣamanumānaṃ ceti | pratigatamakṣaṃ pratyakṣam |	མངོན་སུམ་དང་ནི་རྗེས་སུ་དཔག་། 
 akṣamindriyaṃ cakṣuḥ śrotraghrāṇajihvākāyākhyam |	ཅེས་པའོ་༎ དབང་པོ་སོ་སོ་བར་གྱུར་བ་ནི་མངོན་སུམ་མོ་༎ ཨཨཀཤ་ནི་དབང་པོ་སྟེ་མི་གདང་། རྣ་བ་དང་། སྣ་དང་། ལྕེ་དང་ལུས་ཞེས་པའོ་༎
 tasmādutpannaṃ jñānaṃ pratyakṣamabhidhīyate |	དེ་ལས་སྐྱེས་པའི་ཤེས་པ་མངོན་སུམ་མོ་ཞེས་པའི་དོན་ཏོ་༎
 nanu yadyakṣāśritaṃ jñānaṃ pratyakṣaṃ tadā mānasādi vakṣyamāṇaṃ jñānatrayamindriyādanutpatteḥ pratyakṣaṃ na syāt?	འོ་ན་གལ་ཏེ་དབང་པོ་ལ་བརྟེན་པའི་ཤེས་པ་མངོན་སུམ་མ་ཡིན་ན་དེའི་ཚེ་ཡིད་ལ་སོགས་པར་འཆད་པར་འགྱུར་བའི་ཤེས་པ་གསུམ་པོ་དབང་པོ་ལས་མ་སྐྱེས་པའི་ཕྱིར་མངོན་སུམ་མ་ཡིན་པར་འགྱུར་རོ་ཞེ་ན་། འདི་ལ་བརྗོད་པར་བྱ་བ་སྟེ་།
 atrocyate- pratigatamakṣamiti yaduktaṃ tatpratyakṣaśabdasyāvyutpattimātranimittaṃ pratipāditam |	དབང་པོ་སོ་སོར་གྱུར་པ་ཞེས་གང་བརྗོད་པ་དེ་ནི་མངོན་སུམ་གྱི་སྒྲའི་བཤད་པའི་རྒྱུ་མཚན་དུ་རྟོགས་པར་བྱས་པ་ཡིན་ལ་།
 pravṛttinimittaṃ tu pratyakṣaśabdasāyārthasākṣātkāritvameva ruḍhivaśādavagantavyaṃ paṅkajavat |	མངོན་སུམ་གྱི་སྒྲའི་འཇུག་པའི་རྒྱུ་མཚན་ནི་དོན་མངོན་དུ་བྱེད་པ་ཁོ་ན་ལ་གྲགས་པའི་དབང་ལས་རྟོགས་པར་བྱ་སྟེ་།
 tataḥ svasaṃvedanādikamapi jñānaṃ svasaṃvedanarūpamartha sākṣātkarotīti pratyakṣaśabdavācyaṃ siddhyatīti ||	འདམ་སྐྱེས་བཞིན་ནོ་༎ དེའི་ཕྱིར་རང་རིག་པ་ལ་སོགས་པ་ཡང་ཤེས་པའི་རང་རིག་པའི་ངོ་བོ་དང་དོན་མངོན་སུམ་དུ་བྱེད་པས་ན་མངོན་སུམ་གྱི་སྒྲའི་བརྗོད་པར་བྱ་བ་གྲུབ་བོ་༎
 anumānaśabdanirvacanam mīyate 'rtho 'neneti mānam |	འདིས་དོན་དཔོག་པར་བྱེད་པས་ན་དཔོག་པ་ཡིན་ལ་༎
 anuḥ paścādarthe |	རྗེས་སུ་ནི་ཕྱིས་ནས་ཀྱི་དོན་ལ་སྟེ་།
 paścānmānamanumānam |	ཕྱིས་འཇལ་བ་ནི་རྗེས་སུ་དཔག་པ་སྟེ་།
 liṅgagrahaṇaliṅgaliṅgisambandhasmaraṇayoḥ paścāt yadvijñānaṃ parvatādau dharmiṇi parokṣavastvālambakaṃ tadevānumānaśabdenābhidhīyate | etacca ruḍhivaśādavagantavyam | pramāṇasaṃkhyāvipratipattiḥ	རྟགས་བཟུང་བ་དང་རྟགས་ཅན་གྱི་འབྲེལ་བ་དྲན་པ་དག་གིས་རྗེས་སུ་ཤེས་པ་གང་ལ་ལ་སོགས་པའི་ཆོས་ཅན་ལ་ལྐོག་གྱུར་གྱི་དངོས་པོ་དམིགས་པར་བྱེད་པ་དེ་ཁོ་ན་རྗེས་སུ་དཔག་པའི་སྒྲས་བརྗོད་པར་བྱའོ་ཞེས་པ་གྲགས་པའི་དབང་ལས་རྟོགས་པར་བྱའོ་༎
 dvividhavacanena ekaṃ trīṇi catvāri pañca ṣaḍhiti vipratipattayo nirasyante |	རྣམ་པ་གཉིས་ཞེས་བྱ་བའི་ཚིག་གིས་གཅིག་དང་། གསུམ་དང་། བཞི་དང་། ལྔ་དང་དྲུག་ཅེས་ལོག་པར་རྟོགས་པ་རྣམས་བསལ་ལོ་༎
 tathā hi pratyakṣamevaikaṃ pramāṇamiti cārvākaḥ |	༄༣༣༨བ་དེ་ལྟར་ནི་མངོན་སུམ་གཅིག་པུ་ཁོ་ན་ཚད་མའོ་ཞེས་ཙའ་རབའ་ཀའོ་༎
 pratyakṣamanumānaṃ śābdaṃ ceti sāṃkhyaḥ |	མངོན་སུམ་དང་རྗེས་སུ་དཔག་པ་དང་སྒྲ་ལས་བྱུང་བའོ་༎ ཞེས་གྲངས་ཅན་པའོ་༎
 pratyakṣamanumānamupamānaṃ śābdaṃ ceti naiyāyikaḥ |	མངོན་སུམ་དང་རྗེས་སུ་དཔག་པ་དང་སྒྲས་ལས་བྱུང་བ་དང་ཉེ་བར་འཇལ་ལོ་ཞེས་རིག་པ་ཅན་པའོ་༎ 
 pratyakṣamanumānaṃ śābdamupamānamarthapattiriti prābhākaraḥ |	མངོན་སུམ་དང་རྗེས་སུ་དཔག་པ་དང་སྒྲ་ལས་བྱུང་བ་དང་ཉེ་བར་འཇལ་བ་དང་དོན་གྱིས་གོ་བའོ་ཞེས་འོད་བྱེད་པའོ་༎
 pratyakṣamanumānaṃ śābdamupamānamarthapattirabhāvaśceti mīmāṃsakaḥ |	མངོན་སུམ་དང་རྗེས་སུ་དཔག་པ་དང་སྒྲ་ལས་བྱུང་བ་དང་ཉེ་བར་འཇལ་བ་དང་དོན་གྱིས་གོ་བ་དང་དངོས་པོ་མེད་པའོ་ཞེས་དཔྱོད་པ་པའོ་༎ 
 dvividhavacanena dvitve prāpte pratyakṣamanumānaṃ ceti punaryaduktaṃ tadanyathādvitvanirāsārtham |	རྣམ་པ་གཉིས་ཞེས་པའི་ཚིག་གིས་གཉིས་ཉིད་དུ་ཐོབ་པ་ལ་། མངོན་སུམ་དང་ནི་རྗེས་སུ་དཔག་། ཅེས་སླར་ཡང་བརྗོད་པ་ནི་དེ་ལས་རྣམ་པ་གཞན་དུ་གཉིད་ཉིད་བསལ་བའི་དོན་དུ་སྟེ་།
 tathā hi vaiyāka raṇo brūte pratyakṣaṃ śābdaṃ ceti pramāṇadvayam ||	དེ་ལྟར་ནི་བརྡ་སྤྲོད་པ་ན་རེ་མངོན་སུམ་དང་སྒྲ་ལས་བྱུང་བའི་ཚད་མ་གཉིས་སོ་ཞེས་ཟེར་རོ་༎ 
 cārvākābhimatānumānāpramāṇyanirasanam tatra anumānasya prāmāṇyamavaśyamabhyupagantavyaṃ cārvākeṇeti pratipādyate |	དེ་ལ་ཙའརབའ་ཀས་ཀྱང་རྗེས་སུ་དཔག་པ་ཚད་མ་ཉིད་དུ་གདོན་མི་ཟ་བར་ཁས་བླང་བར་བྱའོ་ཞེས་རྟོགས་པར་བྱ་སྟེ་།
 tathā hi - sa khalu pratyakṣalakṣaṇaṃ parapratipādanāya praṇayati |	དེ་ལྟར་ནི་ངེས་པར་མངོན་སུམ་གྱི་མཚན་ཉིད་གཞན་གྱིས་རྟོགས་པའི་ཆེད་དུ་བྱེད་ལ་།
 parasya ca buddhirna pratyakṣā |	གཞན་གྱི་བློ་ཡང་མངོན་སུམ་མ་ཡིན་གྱི་།
 kiṃ tarhi kāyavāgvyāpārādikāryādanumeyā | tato 'nena kāryaliṅgajamanumānaṃ balādabhyupagataṃ syāt |	འོ་ན་ཅི་ཞེ་ན་ལུས་དང་ངག་གི་བྱ་བའི་འབྲས་བུ་ལས་རྗེས་སུ་དཔག་པར་བྱ་བ་སྟེ་དེའི་ཕྱིར་འདིས་འབྲས་བུའི་རྟགས་ལས་སྐྱེས་པའི་རྗེས་དཔག་ནན་གྱིས་ཁས་བླང་བར་འགྱུར་རོ་༎
 paralokaniṣedhāya cānupalambhākhyaṃ sādhanamācaṣṭe |	འཇིག་རྟེན་ཕ་རོལ་དགག་པའི་ཆེད་དུ་ཡང་མི་དམིགས་པ་ན་ཞེས་བྱ་བ་སྒྲུབ་པར་བྱེད་པར་སྨྲ་སྟེ་། 
