skt	tib
 upādhyāyopamāstu āryakāśyapa-paripṛcchāsūtre bodhicittāvismaraṇāya catvāro dharmāḥ |	མཁན་པོ་ལྟ་བུ་ནི་འཕགས་པ་འོད་སྲུངས་ཀྱིས་ཞུས་པའི་མདོའི་བྱང་ཆུབ་ཀྱི་སེམས་མི་བརྗེད་པར་འགྱུར་བའི་ཆོས་བཞིའོ་༎
 śreṣṭhisamāḥ śikṣāsamuccaye caturdaśāpakārapratipakṣāḥ |	ཚོང་དཔོན་ལྟ་བུ་ནི་བསླབ་པ་ཀུན་ལས་བཏུས་ཀྱི་གནོད་པ་བཅུ་བཞིའི་གཉེན་པོ་རྣམས་སོ་༎
 bhaginīsamāni caturapramāṇāni |	སྲིང་མོ་ལྟ་བུ་ནི་ཚད་མེད་པ་བཞིའོ་༎
 dāsopamāni catuḥsaṃgrahavastūni |	བྲན་ལྟ་བུ་ནི་བསྡུ་བའི་དངོས་པོ་བཞིའོ་༎
 prajopamastu śva-dāsa-cāṇḍālavadahaṅkāra-nāśaḥ |	འབངས་ལྟ་བུ་ནི་ཁྱི་དང་བྲན་དང་གདོལ་པ་ལྟ་བུར་ང་རྒྱལ་བཅག་པའོ་༎
 netropame tu āśayādhyāśayaviśuddhī |	མིག་ལྟ་བུ་ནི་བསམ་པ་དང་། ལྷག་པའི་བསམ་པ་རྣམ་པར་དག་པའོ་༎
 dhātrīsamaṃ kalyāṇamitram |	མ་མ་ལྟ་བུ་ནི་དགེ་བའི་བཤེས་གཉེན་ཡིན་ནོ་༎
 rājopamaṃ triratnam |	རྒྱལ་པོ་ལྟ་བུ་ནི་དཀོན་མཆོག་གསུམ་ཡིན་ནོ་༎
 toyasaṃkāropamā trimaṇḍalapariśuddhiḥ |	ཆུ་ལུད་ལྟ་བུ་ནི་འཁོར་གསུམ་ཡོངས་སུ་དག་༄༣༠༥ཨ་༌་༎ པ་ཡིན་ནོ་༎
 mārgadarśakasamāḥ smṛti-samprajanya-yoniśomanasikārāpramādāḥ, caturviparyāsapratipakṣasevanañca |	ལམ་མཁན་ལྟ་བུ་ནི་དྲན་པ་དང་། ཤེས་བཞིན་དང་། ཚུལ་བཞིན་སེམས་པ་དང་། བག་ཡོད་པ་དང་། ཕྱིན་ཅི་ལོག་བཞིའི་གཉེན་པོ་བསྟེན་པའོ་༎
 carrnavat sattvāparityāgānugrahau |	པགས་པ་ལྟ་བུ་ནི་སེམས་ཅན་མི་གཏོང་ཞིང་རྗེས་སུ་འཛིན་པའོ་༎
 alaṅkāropamāḥ śraddhā, śīlaṃ, tyāgaḥ, śrutaṃ, prajñā ca |	རྒྱན་ལྟ་བུ་ནི་དད་པ་དང་། ཚུལ་ཁྲིམས་དང་། གཏོང་བ་དང་། ཐས་པ་དང་། ཤེས་རབ་པོ་༎
 vyādhipīḍopamaṃ tu ādhyātmikabāhyavastvabhiniviṣṭacittam |	ནད་དང་ཟུག་རྔུ་ལྟ་བུ་ནི་ཕྱི་ནང་གི་དངོས་པོ་ལ་ཞེན་པའི་སེམས་སོ་༎
 hatacittapuruṣavat gṛhastho bodhisattva evaṃ vicārayati- kadāhaṃ brahmacārī bhaveyam |	སྐྱེས་བུ་མནར་སེམས་ཅན་ལྟ་བུ་ནི་ཁྱིམ་པའི་བྱང་ཆུབ་སེམས་དཔའ་འདི་སྙམ་དུ་བདག་ནམ་ཞིག་ན་ཚངས་པར་སྤྱོད་པར་འགྱུར་ཞིག་གུ་ཞེས་པ་དང་། 
 pravrajita evaṃ cintayati- kadāhaṃ jagato duḥkhāni moktuṃ kṣama iti |	རབ་ཏུ་བྱུང་བ་འདི་སྙམ་དུ་ནམ་ཞིག་ན་བདག་གིས་འགྲོ་བ་རྣམས་སྡུག་བསྔལ་ལས་ཐར་བར་ནུས་ཞེས་པའོ་༎
 kusīdopamaṃ gṛhasthena kṣetrādīnām aparityāgaḥ |	ལེ་ལོ་ཅན་ལྟ་བུ་ནི་ཁྱིམ་པས་ཞིང་ལ་སོགས་པ་མ་སྤངས་པའོ་༎
 pravrajitena dauḥśīlyādīnāmaprahāṇam |	རབ་ཏུ་བྱུང་བས་ཚུལ་འཆོས་ལ་སོགས་པ་མ་སྤངས་པའོ་༎
 śīlaskandhasūtre- 'bhikṣavaḥ,	ཚུལ་ཁྲིམས་ཀྱི་ཕུང་པོའི་མདོ་ལས་།
 pravrajitena hastiyuddhadarśanamapi mithyājīva iti uktam |	དགེ་སློང་དག་རབ་ཏུ་བྱུང་བས་གླང་པོ་ཆེ་འཐབ་པ་ལ་བལྟས་ན་ཡང་ལོག་པའི་འཚོ་བ་ཡིན་ནོ་ཞེས་གསུངས་སོ་༎
 susvabhāvopamo yoniśomanasikāravān |	གཤིས་བཟང་པོ་ལྟ་བུ་ནི་ཚུལ་བཞིན་སེམས་པ་དང་ལྡན་པའོ་༎
 mūkopamaḥ paradoṣa-bhrāntyanākhyātā, svaguṇānākhyātā, aparanindakaśca |	དིག་པ་ལྟ་བུ་ནི་གཞན་གྱི་ཉེས་པ་དང་འཁྲུལ་པ་མི་བརྗོད་པ་དང་། རང་གི་ཡོན་ཏན་མི་བརྗོད་པ་དང་། གཞན་ལ་མི་སྨོད་པའོ་༎
 andhopamo 'paradoṣadraṣṭā |	ལོང་བ་ལྟ་བུ་ནི་གཞན་གྱི་འཁྲུལ་པ་ལ་མི་བལྟ་བའོ་༎
 gṛhītacauropamaḥ saddharmavināśe saddharmagrāhakaḥ |	རྐུན་མ་ཟིན་པ་ལྟ་བུ་ནི་དག་པའི་ཆོས་འཇིག་པ་ན་དམ་པའི་ཆོས་འཛིན་པའོ་༎
 bālopamaḥ suvāk, sphūrtimān, sukhadaḥ, sutoṣaḥ, supoṣaḥ, subharaḥ, santuṣṭaśca |	བྱིས་པ་ལྟ་བུ་ནི་བཀའ་བློ་བདེ་བ་དང་། ང་ལོ་ཡང་བ་དང་། འགྲོགས་ན་བདེ་བ་དང་། མགུ་སླ་བ་དང་། གསོ་སླ་བ་དང་༏་དགང་སླ་བ་དང་། ཆོས་ཤེས་པའོ་༎
 dūtopamastu bodhisattvo bahvartho bahukriya udāracittaśca |	ཕོ་ཉ་ལྟ་བུ་ནི་བྱང་ཆུབ་སེམས་དཔའ་དོན་མང་བ་དང་། བྱ་བ་མང་བ་དང་སྙིང་ལས་ཆེ་བའོ་༎
 amātyopamo dṛḍhapratijñaḥ |	བློན་པོ་ལྟ་བུ་ནི་དམ་བཅའ་བརྟེན་པའོ་༎
 paṇḍitopamo 'pratihatasattvaḥ pratyupakārī ca |	མཛངས་པ་ལྟ་བུ་ནི་སེམས་ཅན་དང་ཞེ་འགྲས་པ་མེད་པ་དང་བཅོས་སུ་བཏུབ་པའོ་༎
 śiṣyopamastu trirdivā triśca rātrau guruparyupāsakaḥ, kṛtapuṇyasambhārasañcayaḥ saṃvarapoṣakaśca |	སློབ་མ་ལྟ་བུ་ནི་ཉིན་ལན་གསུམ་མཚན་ལན་གསུམ་དུ་བླ་མ་ལ་བསྙེན་བཀུར་བྱ་བ་དང་། བསོད་ནམས་ཀྱི་ཚོགས་བསག་པ་དང་། སྡོམ་པ་གསོ་བའོ་༎
 pratyutthāpakopamaḥ sarvasattvabuddhatvaprāpaṇapūrvam svabuddhatvakāmaḥ |	བསུ་སྐྱེལ་བ་ལྟ་བུ་ནི་སེམས་ཅན་ཐམས་ཅད་སངས་རྒྱས་པར་བྱས་ནས་གདོད་བདག་ཉིད་འཚང་རྒྱ་བར་འདོད་པའོ་༎ 
 andhanāyakopamaḥ svabuddhabhāvapūrva parārthakriyāḥ |	ལོང་ཁྲིད་ལྟ་བུ་ནི་བདག་༄༣༠༥བ་སངས་རྒྱས་པར་བྱས་ནས་གདོད་གཞན་གྱི་དོན་བར་འདོད་པའོ་༎ བྱེད་པའོ་༎ 
 prathamakalpamanuṣyopama ācaraṇa-śīla-jīvikā-vidhi-dṛṣṭisampannaḥ |	བསྐལ་པ་དང་པོའི་མི་ལྟ་བུ་ནི་སྤྱོད་ལམ་དང་། ཚུལ་ཁྲིམས་དང་། འཚོ་བ་དང་། ཆོ་ག་དང་། ལྟ་བ་ཕུན་སུམ་ཚོགས་པའོ་༎
 sakāmapuruṣopamaḥ samastacaryāpathaparārthapariṇāmanaḥ,	སྐྱེས་བུ་འདོད་པ་ཅན་ལྟ་བུ་ནི་སྤྱོད་ལམ་ཐམས་ཅད་གཞན་ལ་བསྔོ་བ་སྟེ་།
 yathā- 'āryaratnameghasūtroktam' |	འཕགས་པ་དཀོན་མཆོག་སྤྲིན་ལས་འབྱུང་བ་ལྟ་བུའོ་༎
 andhakāropamo mahāmadhyamakārthanityavāsaḥ |	མུན་པ་ལྟ་བུ་ནི་དབུ་མ་ཆེན་པོའི་དོན་ལ་རྟག་ཏུ་གནས་པའོ་༎
 ghātakopamastyaktamithyādṛṣṭyutpādaḥ |	གཤེད་མ་ལྟ་བུ་ནི་ལོག་པར་ལྟ་བ་སྐྱེས་པ་དེ་སྤང་བར་བྱའོ་༎
 cauropamaḥ tyaktapramādānādaraḥ |	ཆོམ་རྐུན་ལྟ་བུ་ནི་བག་མེད་པ་དང་། མ་གུས་པ་སྟེ་སྤང་བར་བྱའོ་༎
 śatrūpamastu ahrīpramādaḥ |	དགྲ་ལྟ་བུ་ནི་ངོ་ཚ་མེད་པ་དང་བག་མེད་པའོ་༎
 mūrkhopamaḥ smṛti-samprajanyavirahitaḥ |	གླེན་པ་ལྟ་བུ་ནི་དྲན་པ་དང་ཤེས་བཞིན་མེད་པའོ་༎
 mattopamaḥ catuḥkṛṣṇaḥ |	ར་རོ་བ་ལྟ་བུ་ནི་ནག་པོར་གྱུར་པ་བཞིའོ་༎
 tiryagupamo 'jñātaśikṣānayaḥ |	བྱོལ་སོང་ལྟ་བུ་ནི་བསླབ་པའི་ཚུལ་རྣམས་མི་ཤེས་པའོ་༎
 vadhikopamo niṣkaruṇācāraḥ |	ཤན་པ་ལྟ་བུ་ནི་སྙིང་རྗེ་དང་བྲལ་བའི་སྤྱོད་ལམ་ཅན་ནོ་༎
 akṛtajñopamastyaktaprātimokṣasaṃvaraḥ |	བྱས་པ་ལ་དྲིན་དུ་མི་གཟོ་བ་ལྟ་བུ་ནི་སོ་སོར་ཐར་པའི་སྡོམ་པ་བཞག་པའོ་༎
 anāthopama upāyakauśalyarahitaḥ |	དབ༹་ཕྲུག་ལྟ་བུ་ནི་ཐབས་མཁས་པ་དང་བྲལ་བའོ་༎
 unmattopamaḥ kāryākāryānabhijñatā |	སྨོན་པ་ལྟ་བུ་ནི་བྱ་བ་དང་བྱ་བ་མ་ཡིན་པ་མི་ཤེས་པའོ་༎
 mārābhibhūtopamaḥ pañca-pañcāśad-dvātriṃśadāntarāyikadharmāmabhijñatā |	བདུད་ཀྱིས་བརླམས་པ་ལྟ་བུ་ནི་བར་དུ་གཅོད་པའི་ཆོས་ལྔ་བཅུ་རྩ་ལྔ་དང་། སུམ་ཅུ་རྩ་གཉིས་མི་ཤེས་པའོ་༎
 ke ca (te) pañcapañcāśad?	ལྔ་བཅུ་རྩ་ལྔ་པོ་ཡང་གང་ཞེ་ན་།
 'āryabodhisattvapiṭake' tadyathā- āntarāyika eko dharmaḥ- pramādaḥ |	འཕགས་པ་བྱང་ཆུབ་སེམས་དཔའི་སྡེ་སྣོད་ལས་བྱུང་བ་ལྟ་བུ་སྟེ་འདི་ལྟར་བར་དུ་གཅོད་པའི་ཆོས་ནི་གཅིག་སྟེ་བག་མེད་པའོ་༎
 āntarāyikau dvau dharmau-ahrīkyam anapatrāpyañca |	བར་དུ་གཅོད་པའི་ཆོས་ནི་གཉིས་ཏེ་། ངོ་ཚ་མེད་པ་དང་། ཁྲེལ་མེད་པའོ་༎
 trayaḥ- rāgo dveṣo mohaśca |	གསུམ་སྟེ་འདོད་ཆགས་དང་། ཞེ་སྡང་དང་། གཏི་མུག་གོ་༎
 catvāraḥ- catasraḥ asadgatayaḥ |	བཞི་སྟེ་། དམ་པ་མ་ཡིན་པའི་འགྲོ་བ་བཞིའོ་༎
 pañcaprāṇātipāto 'dattādānam kāmamithyācāro mṛṣāvādo madyapānaṃ ca |	ལྔ་སྟེ་། སྲོག་གཅོད་པ་དང་། མ་བྱིན་པར་ལེན་པ་དང་། འདོད་པས་ལོག་པ་ག-ཡེམ་པ་དང་། བརྫུན་དུ་སྨྲ་བ་དང་། ཆང་འཐུང་བའོ་༎ དྲུག་སྟེ་།
 ṣaḍ-buddha-dharma-saṃgha-śīla-ācārya-jyeṣṭhānādaraḥ |	སངས་རྒྱས་དང་། ཆོས་དང་། དགེ་འདུན་དང་། ཚུལ་ཁྲིམས་དང་། སློབ་དཔོན་དང་། རྒན་པ་རྣམས་ལ་མ་གུས་པའོ་༎
 sapta- saptavidhā mānāḥ |	བདུན་ཏེ་། ང་རྒྱལ་རྣམ་པ་བདུན་ནོ་༎
 aṣṭau-mithyāṣṭakam |	བརྒྱད་དེ་ལོག་པ་བརྒྱད་དོ་༎
 nava- navadhā cittāghātavastūni |	དགུ་སྟེ་། ཀུན་ནས་མནར་སེམས་ཀྱི་དངོས་པོ་རྣམ་པ་དགུའོ་༎
 daśa- daśākuśalāni iti prāptam |	བཅུ་སྟེ་། མི་དགེ་བ་བཅུའོ་ཞེས་འབྱུང་ངོ་༎
 dvātriṃśad āntarāyikā dharmā api 'āryamahāyānopadeśasūtre' tadyathā- 'putri|	བར་དུ་གཅོད་པའི་ཆོས་སུམ་ཅུ་རྩ་གཉིས་ཀྱང་། འཕགས་པ་ཐེག་པ་ཆེན་པོའི་མན་ངག་གི་མདོ་༄༣༠༦ཨ་༌་༎ ལས་འབྱུང་བ་ལྟ་བུ་སྟེ་། ཇི་སྐད་དུ་།
 mahāyānāntarāyikā dharmāstu dvātriṃśat |	བུ་མོ་ཐེག་པ་ཆེན་པོའི་བར་དུ་གཅོད་པའི་ཆོས་ནི་སུམ་ཅུ་རྩ་གཉིས་ཏེ་།
 tairāntarāyikaiḥ sarvajñatāyāṃ śīghraṃ na niryāṇaṃ bhavati |	བར་དུ་གཅོད་པ་དེ་དག་གིས་ཐམས་ཅད་མཁྱེན་པར་མྱུར་དུ་ངེས་པར་མི་འབྱུང་ངོ་༎
 ke ca dvātriṃśat?	སུམ་ཅུ་རྩ་གཉིས་གང་ཞེ་ན་།
 tadyathā- śrāvakapratyekabuddhayānakāmitā, indrabrahmatvakāmitā, janmasaṃsthabrahmacaryam, kuśalamūlaikarāgaḥ, bhogasampatmātsaryam, sattvaviṣamadānam, śīlaśaithilyam, paracittārakṣaṇam, vyāpāda-pratighānuśayaḥ, taccittalayaḥ, muṣitasmṛtitā, śravaṇānarthikatā, avicāraṇā, anāryacaryā, mānātimānavivṛddhiḥ, kāya-vāk-citta-karmāpariśuddhiḥ, saddharmāparirakṣaṇam, ācāryadharmapraticchādanam, saṃgrahavastūtsargaḥ, sammodanīyadharmatyāgaḥ, pāpamitrasevanam, bodhyapariṇāmaneti triskandhavipakṣatā, alpakuśalamūlamanyanā, anupāyapatitabuddhiḥ, parāṅmukhībhūya triratnāśaṃsanam, bodhisattvavyāpādacintanam | aśrutadharmaprahāṇam, mārakarmānavabodhaḥ, lokāyatamantragrahaṇam, sattvāparipācanam, saṃsārādaparikheda', iti |	འདི་ལྟ་སྟེ་། ཉན་ཐོས་དང་རང་སངས་རྒྱས་ཀྱི་ཐེག་པ་འདོད་པ་དང་། བརྒྱ་བྱིན་དང་ཚངས་པ་འདོད་པ་དང་། སྐྱེ་བ་ལ་གནས་ཏེ་ཚངས་པར་སྤྱོད་པ་དང་། དགེ་བའི་རྩ་བ་གཅིག་ལ་ཆགས་པ་དང་། ལོངས་སྤྱོད་བདོག་པ་རྣམས་ལ་སེར་སྣ་བྱེད་པ་དང་། སེམས་ཅན་རྣམས་ལ་མཉམ་པར་མི་སྦྱིན་པ་དང་། ཚུལ་ཁྲིམས་ལ་ལྷོད་པ་དང་། གཞན་གྱི་སེམས་མི་བསྲུང་བ་དང་། གནོད་སེམས་དང་། ཁོང་ཁྲོ་བའི་བག་ལ་ཉལ་བྱེད་པ་དང་། དེས་སེམས་ཞུམ་པ་དང་། བརྗེད་ངས་པ་དང་། ཐོས་པ་དོན་དུ་མི་གཉེར་བ་དང་། དཔྱོད་པ་མེད་པ་དང་། འཕགས་པ་མ་ཡིན་པའི་སྤྱོད་པ་དང་༏་ང་རྒྱལ་ལས་ཀྱང་ང་རྒྱལ་འཕེལ་བ་དང་། ལུས་དང་ངག་དང་སེམས་ཀྱི་ལས་ཡོངས་སུ་མ་དག་པ་དང་། དམ་པའི་ཆོས་ཡོངས་སུ་མི་བསྲུང་བ་དང་། སློབ་དཔོན་ཆོས་འཆབ་པ་དང་། བསྡུ་བའི་དངོས་པོ་རྣམས་འདོར་བ་དང་། ཡང་དག་པར་དགའ་བར་འགྱུར་བའི་ཆོས་གཏོང་བ་དང་། སྡིག་པའི་གྲོགས་པོ་བསྟེན་པ་དང་། བྱང་ཆུབ་ཏུ་ཡོངས་སུ་མི་བསྔོ་བ་སྟེ་ཕུང་པོ་གསུམ་དང་མི་མཐུན་པ་དང་། དགེ་བའི་རྩ་བ་ཆུང་དུས་རློམ་སེམས་སུ་བྱེད་པ་དང་། ཐབས་མེད་པར་ལྷུང་བའི་བློ་དང་། ཕྱིར་ཞིང་དཀོན་མཆོག་གི་བསྔགས་པ་མི་སྨྲ་བ་དང་༏་བྱང་ཆུབ་སེམས་དཔའ་ལ་གནོད་པར་སེམས་པ་དང་། མ་ཐོས་པའི་ཆོས་སྤོང་བ་དང་། བདུད་ཀྱི་ལས་ཁོང་དུ་མི་ཆུད་པ་དང་། འཇིག་རྟེན་རྒྱང་པན་པའི་གསང་ཚིག་འཛིན་པ་དང་། སེམས་ཅན་ཡོངས་སུ་སྨིན་པར་མི་བྱེད་པ་དང་། འཁོར་བས་ཡོངས་སུ་མི་སྐྱོ་བ་སྟེ་།
 'putri| dvātriṃśad ime mahāyānasya āntarāyikāḥ samyak vyapadiṣṭāḥ |	བུ་མོ་སུམ་ཅུ་རྩ་གཉིས་པོ་འདི་དག་ནི་ཐེག་པ་ཆེན་པོའི་བར་དུ་གཅོད་པའི་ཡང་དག་པའི་ཕུལ་ཡིན་ཏེ་།
 tairantarāyaiḥ sarvajñatā' niḥsaraṇam |	བར་དུ་གཅོད་པ་དེ་དག་གིས་ཐམས་ཅད་མཁྱེན་པར་ངེས་པར་མི་འབྱུང་ངོ་༎
 kiṃ tarhi? tathāpi putri, yāvanto hi mahāyānaguṇā antarāyā api tāvantastāvad ityuktam |	དེ་ལྟ་མོད་ཀྱི་འོན་ཀྱང་བུ་མོ་ཐེག་པ་ཆེན་པོའི་ཡོན་ཏན་ཇི་ཙམ་པ་དེ་ཙམ་དུ་བར་དུ་གཅོད་པ་ཡང་དེ་༄༣༠༦བ་ཙམ་མོ་ཞེས་གསུངས་སོ་༎ 
 api ca, aprameyā antarāyadharmā bahuṣu sūtreṣu dṛśyante,	གཞན་ཡང་བར་དུ་གཅོད་པའི་ཆོས་དཔག་ཏུ་མེད་པ་དག་མདོ་སྡེ་དུ་མར་མཐོང་གསུངས་སོ་༎ མོད་ཀྱི་། 
 kintu atra granthagauravāt na nirupyante |	འདིར་གཞུང་མངས་པར་འགྱུར་བས་མ་བཀོད་དེ་།
 etanmārgasthīkṛtādikarmikabodhisattvaistattatsūtreṣu draṣṭavyam, āsthitaye ca prayatitavyam |'	ལམ་འདི་ལ་ཆེད་ཆེར་བྱེད་པའི་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པས་མདོ་དེ་དང་དེར་བལྟ་བར་བྱ་ཞིང་ཉམས་སུ་བླང་པ་ལ་བརྩོན་པར་བྱའོ་༎ 
 aparāṇyapi sāṃkathyāni bahūni vartante-sughoraparuṣaṃ suduḥsahaṃ dukhaṃ ciraṃ sahyata idamapi mahadāścaryam |	གཏམ་དུ་བྱ་བ་གཞན་ཡང་མང་དུ་ཡོད་དེ་། རྩུབ་ཅིང་དྲག་ལ་ཡུན་རིང་སྡུག་བསྔལ་བཟོད་དཀའ་བཟོད་པར་བྱེད་པ་ངོ་མཚར་ཆེ་༎
 caturoghavikṣiptaṃ paunaḥpunyena kaṅkālayānārohaṇaṃ tadapi mahadāścaryam |	ཆུ་བོ་བཞིས་ག-ཡེངས་ཡང་དང་ཡང་དུ་ཀེང་རུས་བཞོན་པ་ཞོན་པ་དེ་ཡང་ངོ་མཚར་ཆེ་༎
 bhāryā gṛhaṃ ca prahāya suvratādāne 'pi sadā kāyavāṅmanovikṣepa idamapi mahadāścaryam |	ཆུང་མ་ཁྱིམ་སྤངས་བརྟུལ་ཞུགས་བཟང་བླངས་རྟག་ཏུ་ལུས་ངག་ཡིད་ག-ཡེངས་འདི་ཡང་ངོ་མཚར་ཆེ་༎
 svalpamātrasyāpi kuśalamūlasya abhāve 'pi tasyaivārthato buddhajñānagaveṣaṇam idamapi	དགེ་བའི་རྩ་བ་ཆུང་དུ་ཙམ་ཡང་མེད་པར་དེ་ཉིད་དོན་གྱི་སངས་རྒྱས་ཡེ་ཤེས་རྩད་གཅོད་ཚོལ་བ་འདི་ཡང་ངོ་མཚར་ཆེ་༎
 mahadāścaryam pratimokṣaśikṣābhāve 'pi- mahāyānaśreṣṭhabodhidvayagaveṣaṇam idamapi mahadāścaryam | ityādiṣu mahāścaryeṣu bahuṣvapi satsu,	སོ་སོར་ཐར་པའི་བསླབ་པ་མེད་པར་ཐེག་ཆེན་བྱང་ཆུབ་མཆོག་གཉིས་རྩད་གཅོད་ཚོལ་བ་འདི་ཡང་ངོ་མཚར་ཆེ་༎ དེ་ལ་སོགས་པ་ངོ་མཚར་ཆེ་བ་མང་དུ་ཡོད་མོད་ཀྱི་༎
 jambūdvīpapuruṣasya vikalpācārāḥ kathaṃ vaktuṃ śakyante |	འཛམ་གླིང་སྐྱེ་བོའི་རྟོག་དང་སྤྱོད་པ་སྨྲ་བར་ག་ལ་ནུས་༎
 tasmād bhavanto muktikāmā vidvāṃsastairunmattaiḥ saha akṛtasaṃsargā apramattās tiṣṭhantu |	དེ་བས་ཐར་འདོད་མཁས་པ་ཁྱེད་ཅག་སྨྱོན་པ་དེ་དག་དང་༎ ལྷན་ཅིག་འདྲེ་བར་མ་བྱེད་བག་ཡོད་གནས་པར་གྱིས་༎
