skt	tib
 sarvo 'rtho bahvākāraḥ ataḥ tatra kenacidākāreṇa pratyakṣa ipyate |	དོན་ཐམས་ཅད་ནི་རྣམ་པ་དུ་མ་ཅན་ཡིན་པས་དེ་ལ་རྣམ་པ་འགའ་ཞིག་གིས་མངོན་སུམ་ཉིད་དུ་འདོད་དོ་༎
 paramāṇuṣvapyasti sañcitābhajñānotpattikāraṇabhāvaḥ |	རྡུལ་ཕྲ་རབ་རྣམས་ལ་ཡང་འདུས་པར་སྣང་བའི་ཤེས་པ་སྐྱེད་པའི་རྒྱུ་ཡོད་དོ་༎
 aṇvākāro na vijñapterarthaḥ kaṭhinatādivat || āv_3 ||	།
 yathā kaṭhinatādi vidyamānamapi na cākṣuṣabuddhiviṣayaḥ | evamanutvamapi ||	ཇི་ལྟར་སྲ་ཉིད་ལ་སོགས་པ་ནི་ཡོད་བཞིན་དུ་ཡང་མིག་གི་བློའི་ཡུལ་མ་ཡིན་པ་ལྟར་རྡུལ་ཕྲ་མོ་ཉིད་ཀྱང་དེ་དང་འདྲའོ་༎
 bhaveddhaṭaśarāvādestathā sati samā matiḥ |	དེ་དག་ལྟར་ན་བུམ་པ་དང་ཁམ་ཕོར་སོགས་བློ་མཚུངས་པར་འགྱུར་།
 ghaṭaśarāvādiparamāṇuṣu bahuṣvapi na ko 'pi viśeṣo 'sti |	བུམ་པ་དང་ཁམ་ཕོར་ལ་སོགས་པའི་རྡུལ་ཕྲ་མོ་རྣམས་ལ་ནི་མང་དུ་ཟིན་ཀྱང་ཁྱད་པར་འགའ་ཡང་མེད་དོ་༎
 ākārabhedādbhedaśceta	གལ་ཏེ་རྣམ་པའི་དབྱེ་བས་དབྱེ་༎
 yadi manyase grīvādyākāraḥ viśeṣakriyā yena buddherviśeṣaṇamupādhirbhavet | iti | ayamupādhirdhaṭādāvasti |	གལ་ཏེ་འདི་སྙམ་དུ་མགྲིན་པ་ལ་སོགས་པའི་རྣམ་པའི་ཁྱད་པར་ལས་གང་གིས་ནི་བློའི་ཁྱད་པར་དུ་འགྱུར་བའི་ཁྱད་པར་ཡོད་དོ་སྙམ་དུ་སེམས་ན་ཁྱད་པར་འདི་ནི་བུམ་པ་ལ་སོགས་པ་ལ་ཡོད་ཀྱི་།
 nāsti tu dravyasatyaṇau || āv_4 ||	དེ་ནི་རྡུལ་ཕྲན་རྫས་ཡོད་ལ་༎
 pramāṇabhedābhāvāt saḥ	མེད་དེ་ཚད་དབྱེ་མེད་ཕྱིར་རོ་༎
 paramāṇuṣu dravyāntareṣvapi pārimaṇḍalye bhedo nāsti |	རྡུལ་ཕྲ་རབ་རྣམས་ནི་རྫས་གཞན་ཡིན་དུ་ཟིན་ཀྱང་ཟླུམ་པོ་ལ་ནི་དབྱེ་བ་མེད་དོ་༎
 adravye 'sti tataḥ sa hi |	དེ་ཕྱིར་དེ་རྫས་མེད་ལ་ཡོད་༎
 ākārabhedaḥ saṃvṛtisatsvevāsti na tu paramāṇuṣu |	རྣམ་པའི་དབྱེ་བ་ནི་ཀུན་རྫོབ་ཏུ་ཡོད་པ་དག་ཁོ་ན་ལ་ཡོད་ཀྱི་རྡུལ་ཕྲ་མོ་རྣམས་ལ་མ་ཡིན་ནོ་༎
 ghaṭādayaśca saṃvṛtisanta eva ||	བུམ་པ་ལ་སོགས་པ་ནི་ཀུན་རྫོབ་ཏུ་ཡོད་པ་ཉིད་དོ་༎
 aṇunāṃ parihāre hi tadābhajñānaviplavāt || āv_5 ||	རྡུལ་ཕྲན་ཡོངས་སུ་བསལ་ན་ནི་༎ དེར་སྣང་ཤེས་པ་ཉམས་འགྱུར་ཕྱིར་༎ རྫས་སུ་ཡོད་པ་རྣམས་ལ་ནི་འབྲེལ་༄༨༧ཨ་༌་༎
 dravyasatsu apanītasambandhiṣvapi[nīla-] varṇādivat svabuddhirna tyajyate | tathā sati indriyabuddhīnāṃ viṣayo bahirnāstītyupapadyate ||	པ་ཅན་བསལ་དུ་ཟིན་ཀྱང་ཁ་དོག་ལ་སོགས་པ་བཞིན་དུ་རང་གི་བློ་འདོར་བར་བྱེད་དོ་༎ དེ་ལྟ་བས་ན་དབང་པོའི་བློ་རྣམས་ཀྱི་ཡུལ་ནི་ཕྱི་རོལ་ནམ་ཡིན་པར་འཐད་དོ་༎ ནང་གི་ཤེས་བྱའི་ངོ་བོ་ནི་༎
 yadantarheyarūpaṃ tu bahirvadavabhāsate | so 'rthaḥ	ཕྱི་རོལ་ལྟར་སྣང་གང་ཡིན་དེ་༎
 vāhyārthe 'vidyamāne antassadeva vahirvadavabhāsanamālambanapratyayaḥ |	དོན་ཡིན་ཕྱི་རོལ་གྱི་དོན་མེད་བཞིན་དུ་ཕྱི་རོལ་ལྟ་བུར་སྣང་བ་ནང་ན་ཡོད་པ་ཁོ་ན་དམིགས་པའི་རྐྱེན་ཡིན་ནོ་༎
 vijñānarūpatvāttatpratyayatayāpi ca || āv_6 ||	རྣམ་ཤེས་ངོ་བོའི་ཕྱིར་༎ དེ་རྐྱེན་ཉིད་ཀྱང་ཡིན་ཕྱིར་རོ་༎
 antarvijñāna marthatayāvabhāsate tato utpadyate ceti dharmatādvayaviśiṣṭamityataḥ antassadevālambanapratyayaḥ ||	ནང་གི་རྣམ་པར་ཤེས་པ་ནི་དོན་དུ་སྣང་བ་དང་། དེ་ལས་སྐྱེས་པ་ཡིན་པས་། ཆོས་ཉིད་གཉིས་དང་ལྡན་པའི་ཕྱིར་ནང་ན་ཡོད་པ་ཁོ་ན་དམིགས་པའི་རྐྱེན་ཡིན་ནོ་༎
 yadi tāvadevamavabhāsa eva vedyate |	རེ་ཞིག་དེ་ལྟར་སྣང་བ་ཉིད་ཡིན་ལ་ནི་རག་ལ་།
 kathaṃ tadekadeśaḥ sahajātaḥ pratyayaḥ | ekāṃśaḥ pratyayo 'vītāt,	དེའི་ཕྱོགས་གཅིག་པོ་ལྷན་ཅིག་སྐྱེས་པ་གོ་ཇི་ལྟར་རྐྱེན་ཡིན་ཞེ་ན་། གཅིག་ནའང་མི་འཁྲུལ་ཕྱིར་ན་རྐྱེན་༎
 sahabhūto 'pi avyabhicārāt anyajātasya pratyayo bhavatī || naiyāyikāstu evamāhuḥ | krameṇa jāyamānayorhetuhetumatoḥ bhavābhāvatadvattā lakṣaṇa miti || athavā	ལྷན་ཅིག་པར་གྱུར་དུ་ཟིན་ཀྱང་འཁྲུལ་པ་མེད་པའི་ཕྱིར་གཞན་ལས་སྐྱེ་བའི་རྐྱེན་དུ་འགྱུར་ཏེ་། འདི་ལྟར་གཏན་ཚིགས་ཡོད་པ་དང་མེད་པ་དག་ནི་ཡོད་པ་དང་མེད་པ་དག་གི་དེ་དང་ལྡན་པ་ཉིད་ན་རྒྱུ་དང་ལྡན་པ་རིམ་གྱིས་སྐྱེ་བ་དག་གི་ཡང་མཚན་ཉིད་ཡིན་པར་། སྨྲའོ་༎ ཡང་ན་།
 śaktyarpaṇāt krameṇa [vā] |	ནུས་པ་འཇོག་ཕྱིར་རིམ་གྱིས་ཡིན་༎
 krameṇāpi so 'rthāvabhāsaḥ svānurūpakāryotpattaye śaktiṃ vijñānadhārāṃ karotītyavirodhaḥ ||	རིམ་གྱིས་ཀྱང་ཡིན་ཏེ་། དོན་དུ་སྣང་བས་དེ་ནི་རང་སྣང་བ་དང་མཐུན་པའི་འབྲས་བུ་སྐྱེད་པར་བྱེད་པར་ནུས་པ་། རྣམ་པར་ཤེས་པའི་རྟེན་ཅན་བྱེད་པས་མི་འགལ་ལོ་༎
 yadi tarhi svarūpamevālambanapratyayaḥ |	གལ་ཏེ་འོ་ན་ནི་ནང་གི་གཟུགས་ཁོ་ན་དམིགས་པའི་རྐྱེན་ཡིན་ན་།
 kathaṃ tat[rūpaṃ] cakṣuścopādāya cakṣurvijñānamutpadyate || [iti] |	ཇི་ལྟར་དེ་དང་མིག་ལ་བརྟེན་ན་མིག་གི་རྣམ་པར་ཤེས་པ་སྐྱེ་ཞེ་ན་།
 sahakārivaśādyaddhi śaktirūpaṃ [tat] indriyam || āv_7 ||	ལྷན་ཅིག་བྱེད་དབང་ནུས་པ་ཡི་༎ ངོ་བོ་གང་ཡིན་དབང་པོའང་ཡིན་༎
 indriyaṃ svakāryāt śaktirūpamevānumīyate na tu bhautikam |	དབང་པོ་ནི་རང་གི་འབྲས་བུ་ལས་ནུས་པའི་ངོ་བོ་ཉིད་དུ་རྗེས་སུ་དཔག་གི་འབྱུང་བ་ལས་གྱུར་པ་ཉིད་དུ་ནི་མ་ཡིན་ནོ་༎
 sā cāviruddhā vijñapteḥ	དེ་ཡང་རྣམ་རིག་ལ་མི་འགལ་༎
 śaktistu vijñāne vāstu |	ནུས་པའི་རྣམ་པར་ཤེས་པ་ལ་ཡོད་ཀྱང་རུང་།
 anirdeśye svasya rūpe vāstu kāryotpattau na viśeṣaḥ | evaṃ viṣayarūpakam |	བསྟན་དུ་མེད་པའི་རང་གི་ངོ་བོ་ལ་ཡོད་ཀྱང་རུང་སྟེ་། འབྲས་བུ་སྐྱེད་པ་ལ་ཁྱད་པར་མེད་དོ་༎
 pravartete 'nādikālaṃ śaktiścānyonyahetuke || āv_8 ||	དེ་ལྟར་ཡུལ་གྱི་ངོ་བོ་དང་༎ ནུས་པ་ཕན་ཚུན་རྒྱུ་ཅན་དང་༎ ཐོག་མ་མེད་དུ་འཇུག་པ་ཡིན་༎
 cakṣurākhyāṃ śaktimantaḥ rūpañcopādāya vijñānamarthāvabhāsi ālambanādavibhaktamutpadyate | idaṃ dvayamapi anādikālamanyonyahetukam |	མིག་ཅེས་བྱ་བའི་ནུས་པ་དང་། ནང་གི་གཟུགས་ལ་བརྟེན་ནས་རྣམ་པར་ཤེས་པ་དོན་དུ་སྣང་བ་དམིགས་ཀྱིས་མ་བསྟན་པ་སྐྱེའོ་༎ འདི་གཉིས་ཀྱང་ཕན་ཚུན་གྱི་རྒྱུ་ཅན་དང་། ཐོག་མ་མེད་པའི་དུས་ཅན་ཡིན་ཏེ་།
 kadācit vijñānasya śaktiparipākāt viṣayākāratā bhavati | kadācicca tadākāraśaktiḥ |	རེས་འགའ་ན་ནུས་པ་ཡོངས་སུ་༄༨༧བ་སྨིན་པ་ལས་རྣམ་པར་ཤེས་པས་ཡུལ་གྱི་རྣམ་པ་ཉིད་འབྱུང་ལ་རེས་འགའ་ནི་དེའི་རྣམ་པ་ལ་ནུས་པའོ་༎ 
 vijñānaṃ sā ca ubhayamanyatvenānanyatvena ca yatheṣṭamucyatām |	རྣམ་པར་ཤེས་པ་ལས་དེ་གཉིས་གཞན་ཉིད་དང་གཞན་མ་ཡིན་པ་ཉིད་དུ་ཅི་དགར་པའོ་༎ བརྗོད་པར་བྱའོ་༎ 
 evamantarālambanaṃ dharmatādvayaviśiṣṭatvāt viṣayatayā upapadyate ||	དེ་ལྟར་ནང་གི་དམིགས་པ་ནི་ཆོས་ཉིད་གཉིས་དང་ལྡན་པའི་ཕྱིར་ཡུལ་དུ་མཐོང་ངོ་༎
