skt	tib
 sattvena gṛhyate yasmādatyantābhāva eva ca |	གང་ཕྱིར་ཡོད་པར་འཛིན་པ་ལ་༎
 svabhāvaḥ kalpitastena sadasallakṣaṇo mataḥ || tsn_11 ||	དེ་ཡིས་ཀུན་བརྟགས་རང་བཞིན་ནི་༎ ཡོད་དང་མེད་པའི་མཚན་ཉིད་འདོད་༎ འཁྲུལ་པའི་དངོས་པོ་ཡོད་པ་ལ་༎
 vidyate bhrāntibhāvena yathākhyānaṃ na vidyate |	ཇི་བཞིན་སྣང་བ་ཡོད་མ་ཡིན་༎
 paratantro yatastena sadasallakṣaṇo mataḥ || tsn_12 ||	གང་ཕྱིར་གཞན་དབང་དེ་ཡིས་ནི་༎ ཡོད་མེད་མཚན་ཉིད་པར་འདོད་དོ་༎
 advayatvena yaccāsti dvayasyābhāva eva ca |	གང་གིས་གཉིས་མེད་ཉིད་དུ་ཡོད་༎ གཉིས་ཀྱི་དངོས་པོ་མེད་པ་ཉིད་༎
 svabhāvastena niṣpannaḥ sadasallakṣaṇo mataḥ || tsn_13 ||	དེ་ཡིས་ཡོངས་གྲུབ་རང་བཞིན་ནི་༎ ཡོད་མེད་མཚན་ཉིད་འདོད་པ་ཡིན་༎
 dvaividhyāt kalpitārthasya tadasattvaikabhāvataḥ |	བརྟགས་པའི་དོན་ལ་རྣམ་གཉིས་ཕྱིར་༎ དེ་ཡོད་མ་ཡིན་དངོས་གཅིག་ཕྱིར་༎
 svabhāvaḥ kalpito bālairdvayaikatvātmako mataḥ || tsn_14 ||	ཀུན་བརྟགས་རང་བཞིན་བྱིས་པ་རྣམས་༎ གཉིས་སྣང་གཅིག་གིས་བདག་གཉིས་འདོད་༎
 prakhyānād dvayabhāvena bhrāntimātraikabhāvataḥ |	གཉིས་ཀྱི་དངོས་པོ་སྣང་ཕྱིར་དང་༎ འཁྲུལ་པ་ཙམ་གྱིས་དངོས་གཅིག་ཕྱིར་༎
 svabhāvaḥ paratantrākhyo dvayaikatvātmako mataḥ || tsn_15 ||	གཞན་དབང་ཞེས་བྱའི་རང་བཞིན་ནི་༎ གཉིས་དང་གཅིག་གི་བདག་ཉིད་འདོད་༎ གང་གིས་གཉིས་མེད་ཉིད་དུ་ཡོད་༎
 dvayābhāvasvabhāvatvādadvayaikasvabhāvataḥ |	གཉིས་ཀྱི་དངོས་བོས་མེད་པ་ཉིད་༎
 svabhāvaḥ pariniṣpanno dvayaikatvātmako mataḥ || tsn_16 ||	དེ་ཡིས་ཡོངས་གྲུབ་རང་བཞིན་ནི་༎ གཉིས་དང་གཅིག་གིས་བདག་གཉིས་འདོད་༎
 kalpitaḥ paratantraśca jñeyaṃ saṃkleśalakṣaṇam |	ཀུན་བརྟགས་དང་ནི་གཞན་གྱི་དབང་༎ ཉོན་མོངས་མཚན་ཉིད་ཤེས་པར་བྱ་༎
 pariniṣpanna iṣṭastu vyavadānasya lakṣaṇam || tsn_17 ||	རྣམ་པར་བྱང་བའི་མཚན་ཉིད་ནི་༎ ཡོངས་སུ་གྲུབ་པར་འདོད་པ་ཡིན་༎
 asaddvayasvabhāvatvāt tadabhāvasvabhāvataḥ | svabhāvāt kalpitājjñeyo niṣpanno 'bhinnalakṣaṇaḥ || tsn_18 ||	གཉིས་ཀྱི་རང་བཞིན་མེད་ཕྱིར་དང་༎ དེ་མེད་པ་ཡི་རང་བཞིན་ཕྱིར་༎ རང་བཞིན་ཡོངས་གྲུབ་ཀུན་བརྟགས་ལས་༎ དབྱེར་མེད་མཚན་ཉིད་ཤེས་པར་བྱ་༎
 advayatvasvabhāvatvād dvayābhāvasvabhāvataḥ |	གཉིས་མེད་རང་བཞིན་ཉིད་ཕྱིར་དང་༎ གཉིས་ནི་མེད་པའི་རང་བཞིན་ཕྱིར་༎
 niṣpannāt kalpitaścaiva vijñeyo 'bhinnalakṣaṇaḥ || tsn_19 ||	ཡོངས་སུ་གྲུབ་ལས་ཀུན་བརྟགས་ཀྱང་༎ མཚན་ཉིད་ཐ་མི་དད་ཅེས་བྱ་༎
 yathākhyānamasadbhāvāt tathāsattvasvabhāvataḥ |	ཇི་ལྟར་སྣང་བ་མེད་ཕྱིར་དང་༎ དེ་བཞིན་མེད་པའི་རང་བཞིན་ཕྱིར་༎
 svabhāvāt paratantrākhyānniṣpanno 'bhinnalakṣaṇaḥ || tsn_20 ||	ཡོངས་གྲུབ་གཞན་དབང་རང་བཞིན་ལས་༎ ཐ་མི་དད་པའི་མཚན་ཉིན་ཡིན་༎
 asaddvayasvabhāvatvād yathākhyānāsvabhāvataḥ |	གཉིས་མེད་རང་བཞིན་ཉིད་ཕྱིར་དང་༎ ཇི་བཞིན་སྣང་བ་དངོས་མེད་ཕྱིར་༎
 niṣpannāt paratantro 'pi vijñeyo 'bhinnalakṣaṇaḥ || tsn_21 ||	ཡོངས་སུ་གྲུབ་ལས་གཞན་དབང་ཡང་༎ དབྱེར་མེད་མཚན་ཉིད་ཤེས་པར་བྱ་༎ ཐ་༄༢༨༢ཨ་༌་༎ སྙད་གཙོ་བོར་བྱས་ཕྱིར་དང་༎ དེ་འཇུག་གཙོ་བོར་བྱས་པའི་ཕྱིར་༎
 kramabhedaḥ svabhāvānāṃ vyavahārādhikārataḥ |	རིམ་པའི་དབྱེ་བའི་རང་བཞིན་གྱི་༎
 tatpraveśādhikārācca vyutpattyarthaṃ vidhīyate || tsn_22 ||	སློབ་པའི་ཆེད་དུ་བརྗོད་པ་ཡིན་༎
 kalpito vyavahārātmā vyavahartrātmako 'paraḥ |	ཐ་སྙད་བརྡ་ཉིད་ཀུན་བརྟགས་དང་༎ ཐ་སྙད་བྱེད་པའི་བདག་ཉིད་གཞན་༎
 vyavahārasamucchedasvabhāvaścānya iṣyate || tsn_23 ||	ཐ་སྙད་ཀུན་ནས་ཆད་བྱེད་པའི་༎ རང་བཞིན་གཞན་མ་འདོད་མ་ཡིན་༎
 dvayābhāvātmakaḥ pūrvaṃ paratantraḥ praviśyate |	སྔོན་དུ་གཉིས་མེད་བདག་ཉིད་ནི་༎ གཞན་དབང་རབ་ཏུ་འཇུག་པར་འགྱུར་༎
 tataḥ praviśyate tatra kalpamātramasaddvayam || tsn_24 ||	དེ་ནས་དེ་རུ་གཉིས་མེད་ནི་༎ བརྟག་པ་ཙམ་དུ་འཇུག་པ་ཡིན་༎
 tato dvayābhāvabhāvo niṣpanno 'tra praviśyate |	དེ་ནས་གཉིས་མེད་དངོས་པོ་ནི་༎ དེ་རུ་ཡོངས་གྲུབ་འཇུག་པ་སྟེ་༎ དེ་བཞིན་དེ་ཉིད་དེ་བཞིན་དུ་༎
 tathā hyasāveva tadā astināstīti cocyate || tsn_25 ||	མེད་དང་ཡོད་ཅེས་བརྗོད་པ་ཡིན་༎
 trayo 'pyete svabhāvā hi advayālambalakṣaṇāḥ |	རང་བཞིན་གསུམ་ཀ་འདི་རྣམས་ནི་༎ གཉིས་མེད་བརྗོད་མེད་མཚན་ཉིད་ཅན་༎
 abhāvādatathābhāvāt tadabhāvasvabhāvataḥ || tsn_26 ||	མེད་ཕྱིར་དེ་བཞིན་ཡོད་ཕྱིར་དང་༎ དེ་མེད་པ་ཡི་རང་བཞིན་ཕྱིར་༎ རྟོགས་དང་མ་རྟོགས་རྣམ་རྟོག་དང་༎ མངོན་རྟོགས་འཛིན་པའི་དབྱེ་བའི་ཕྱིར་༎ སོ་སོ་རེ་རེ་རང་བཞིན་གསུམ་༎ རྣམ་པ་བཞི་ཡིས་དབྱེ་བར་འདོད་༎ མིང་ནི་གཉིས་ཐོས་འཁྲུལ་པ་དང་༎ དབང་དུ་ཉིད་ཅེས་དབྱེ་བའི་ཕྱིར་༎ མི་བརྗོད་གཉིས་མེད་ཉོན་མི་མོངས་༎ གཅིག་དང་དུ་མའི་དབྱེ་ཕྱིར་རོ་༎
 māyākṛtaṃ mantravaśāt khyāti hastyātmanā yathā |	སྒྱུ་མས་བྱས་པའི་སྔགས་དབང་གིས་༎ གླང་ཆེན་བདག་ཉིད་ཀྱིས་སྣང་བཞིན་༎
 ākāramātraṃ tatrāsti hastī nāsti tu sarvathā || tsn_27 ||	དེ་རུ་རྣམ་པ་ཙམ་ཡོད་དེ་༎ གླང་ཆེན་རྣམ་པ་ཀུན་དུ་མེད་༎
 svabhāvaḥ kalpito hastī paratantrastadākṛtiḥ |	གླང་ཆེན་ཀུན་བརྟགས་པར་བཞིན་ཏེ་༎ དེ་ཡི་རྣམ་པ་གཞན་དབང་ཡིན་༎ དེ་རུ་གླང་ཆེན་མེད་པ་གང་༎
 yastatra hastyabhāvo 'sau pariniṣpanna iṣyate || tsn_28 ||	དེ་ནི་ཡོངས་གྲུབ་འདོད་པ་ཡིན་༎ རྩ་བའི་སེམས་ལས་གང་དག་གིས་༎
 asatkalpastathā khyāti mūlacittād dvayātmanā |	དེ་བཞིན་ཡོད་མིན་ཀུན་བརྟགས་སྣང་༎
 dvayamatyantato nāsti tatrāstyākṛtimātrakam || tsn_29 ||	གཉིས་པོ་ཤིན་ཏུ་མེད་པ་སྟེ་༎ དེ་རུ་རྣམ་པ་ཙམ་ཡོད་དོ་༎
 mantravanmūlavijñānaṃ kāṣṭhavattathatā matā |	རྩ་བའི་རྣམ་ཤེས་སྔགས་བཞིན་དུ་༎ དེ་བཞིན་ཉིད་འདི་ཤིང་བཞིན་འདོད་༎
 hastyākāravadeṣṭavyo vikalpo hastivad dvayam || tsn_30 ||	རྣམ་རྟོག་གླང་ཆེན་རྣམ་པ་བཞིན་༎ འདོད་དེ་གླང་ཆེན་བཞིན་གཉིས་སོ་༎ དེ་གཉིས་རྟོགས་པའི་དུས་སུ་ནི་༎
 arthatattvaprativedhe yugapallakṣaṇatrayam |	མཚན་ཉིད་གསུམ་ལ་དུས་གཅིག་ཏུ་༎
 parijñā ca prahāṇaṃ ca prāptiśceṣṭā yathākramam || tsn_31 ||	ཡོངས་སུ་ཤེས་དང་སྤོང་བ་དང་༎ རིམ་པ་ཇི་བཞིན་ཐོབ་པར་འདོད་༎
 parijñānupalambho 'tra hānirakhyānamiṣyate |	ཡོངས་ཤེས་འདི་རུ་མི་དམིགས་པ་༎ སྤོང་མི་སྣང་བ་འདོད་པ་ཡིན་༎ དམིགས་པ་དག་ནི་མཚན་མ་སྟེ་༎
 upalambhanimittā tu prāptiḥ sākṣātkriyāpi sā || tsn_32 ||	ཐོབ་པར་མངོན་སུམ་བྱ་བའང་དེ་༎
 dvayasyānupalambhena dvayākāro vigacchati |	གཉིས་ཀ་ལ་ནི་མི་དམིགས་པས་༎ གཉིས་ཀྱི་རྣམ་པར་རྟོག་པར་འགྱུར་༎ ཡོངས་གྲུབ་དེ་ཡི་རྣམ་རྟོག་ཕྱིར་༎
 vigamāt tasya niṣpanno dvayābhāvo 'dhigamyate || tsn_33 ||	གཉིས་ནི་མེད་པར་རྟོགས་པར་འགྱུར་༎
 hastino 'nupalambhaśca vigamaśca tadākṛteḥ |	གླང་པོ་ཆེ་ནི་མི་དམིགས་དང་༎ དེ་ཡི་རྣམ་པའི་རྣམ་རྟོག་སྟེ་༎
 upalambhaśca kāṣṭhasya māyāyāṃ yugapad yathā || tsn_34 ||	ཤིང་དག་ལ་ནི་དམིགས་པ་ནི་༎ དུས་གཅིག་སྒྱུ་མ་ལ་བཞིན་དུ་༎
 viruddhadhīvāraṇatvād buddhyā vaiyarthyadarśanāt |	གཉེན་པོ་བློ་ནི་སྒྱུར་ཕྱིར་དང་༎ བློ་ཡིས་བདག་མེད་མཐོང་བའི་༄༢༨༢བ་ཕྱིར་༎
 jñānatrayānuvṛtteśca mokṣāpattirayatnataḥ || tsn_35 ||	ཡེ་ཤེས་གསུམ་ལ་རྗེས་འཇུག་ཕྱིར་༎ འབད་པ་མེད་པར་ཐར་པ་ཐོབ་༎
 cittamātropalambhena jñeyārthānupalambhatā |	སེམས་ཙམ་ལ་ནི་དམིགས་པ་ཡིས་༎ ཤེས་བྱའི་དོན་ནི་མི་དམིགས་ཉིད་༎
 jñeyārthānupalambhena syāccittānupalambhatā || tsn_36 ||	ཤེས་བྱའི་དོན་ལ་དམིགས་མེད་པས་༎ སེམས་ནི་མི་དམིགས་ཉིད་དུ་འགྱུར་༎
 dvayoranupalambhena dharmadhātūpalabhbhatā |	གཉི་ག་ལ་ནི་མི་དམིགས་པས་༎ ཆོས་ཀྱི་དབྱིངས་ལ་དམིགས་པ་ཉིད་༎
 dharmadhātūpalambhena syād vibhutvopalambhatā || tsn_37 ||	ཆོས་ཀྱི་དབྱིངས་ལ་དམིགས་པ་ཡིས་༎ འབྱོར་པ་ཉིད་ལ་དམིགས་པར་འགྱུར་༎ འབྱོར་བ་ཉིད་ནི་ཐོབ་འགྱུར་ན་༎
 upalabdhavibhutvaśca svaparārthaprasiddhitaḥ |	རང་དང་གཞན་གྱི་དོན་འཇུག་ཕྱིར་༎ སྐུ་གསུམ་བདག་ཉིད་བྱང་ཆུབ་ནི་༎
 prāpnotyanuttarāṃ bodhiṃ dhīmān kāyatrayātmikām || tsn_38 ||	བླ་མེད་བློ་དང་ལྡན་པས་ཐོབ་༎ ཅེས་བྱའོ་༎
 iti trisvabhāvanirdeśaḥ samāptaḥ ||	མཚན་ཉིད་གསུམ་ལ་འཇུག་པ་སློབ་དཔོན་ཆེན་པོ་འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་ཞལ་སྔ་ནས་མཛད་པ་རྫོགས་སོ་། 
