skt	tib
 anidarśano hyānanda tathāgataḥ |	ཀུན་དགའ་བོ་དེ་བཞིན་གཤེགས་པ་ནི་བསྟན་དུ་མེད་པ་སྟེ་།
 sa na śakyaścakṣuṣā draṣṭum |	དེ་ནི་མིག་གིས་བལྟ་བར་མི་ནུས་སོ་༎
 anabhilāpyo hyānanda dharmaḥ |	ཀུན་དགའ་བོ་ཆོས་ནི་བརྗོད་དུ་མེད་པ་སྟེ་།
 sa na śakyaḥ karṇena śrotum |	དེ་ནི་རྣམ་བས་མཉན་པར་མི་ནུས་སོ་༎
 asaṃskṛto hyānanda saṃghaḥ |	ཀུན་དགའ་བོ་དགེ་འདུན་ནི་འདུས་མ་བྱས་པ་སྟེ་།
 sa na śakyaḥ kāyena vā cittena vā paryupā situm | itīmāni trīṇi vajrapadāni dṛḍhādhyāśayaparivartānusāreṇānugantavyāni |	དེ་ནི་ལུས་དང་སེམས་ཀྱིས་བསྙེན་བཀུར་བྱ་བར་མི་ནུས་སོ་ཞེས་རྡོ་རྗེའི་གནས་གསུམ་པ་འདི་ནི་ལྷག་པའི་བསམ་པ་བསྟན་པའི་ལེའུའི་རྗེས་སུ་འབྲངས་ཏེ་རིག་པར་བྱའོ་༎
 tathāgataviṣayo hi śāriputrāyamarthastathāgatagocaraḥ |	ཤའ་རིའི་བུ་༄༧༥ཨ་༌་༎ དོན་འདི་ནི་དེ་བཞིན་གཤེགས་པའི་ཡུལ་ཏེ་དེ་བཞིན་གཤེགས་བའི་སྤྱོད་ཡུལ་ལོ་༎
 sarvaśrāvakapratyekabuddhairapi tāvacchāriputrāyamartho na śakyaḥ samyak svaprajñayā xxx draṣṭuṃ vā pratyavekṣituṃ vā |	ཤའ་རིའི་བུ་དོན་འདི་ནི་རེ་ཞིག་ཉན་ཐོས་དང་། རང་སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་ཀྱང་རང་གི་ཤེས་རབ་ཀྱིས་ཡང་དག་པར་ཤེས་པའམ་། ལྟ་བའམ་། བརྟག་པར་མི་ནུས་ན་།
 prāgeva bālapṛthagjanairanyatra tathāgataśraddhāgamanataḥ |	བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་དག་གིས་ལྟ་ཅི་སྨོས་ཏེ་། དེ་དེ་བཞིན་གཤེགས་པ་ལ་དད་པས་རྟོགས་པ་ནི་མ་གཏོགས་སོ་༎
 śraddhāgamanīyo hi śāriputra paramārthaḥ |	ཤའ་རིའི་བུ་དོན་དམ་པར་ནི་དད་པར་རྟོགས་པར་བྱ་བ་ཡིན་ནོ་༎
 paramārtha iti śāriputra sattvadhātoretadadhivacanam |	ཤའ་རིའི་བུ་དོན་དམ་པར་ཞེས་བྱ་བ་འདི་ནི་སེམས་ཅན་གྱིས་ཁམས་ཀྱི་ཚིག་བླ་དགས་སོ་༎ ཤའ་རིའི་བུ་སེམས་ཅན་གྱི་ཁམས་ཞེས་བྱ་བ་འདི་ནི་།
 sattvadhāturiti śāriputra tathāgatagarbhasyaitadadhivacanam |	དེ་བཞིན་གཤེགས་པའི་སྙིང་པའི་ཚིག་བླ་དགས་སོ་༎
 tathāgatagarbha iti śāriputra dharmakāyasyaitadadhivacanam | itīdaṃ caturthaṃ vajrapadamanūnatvāpūrṇatvanirdeśaparivartānusāreṇānugatavyam |	ཤའ་རིའི་བུ་དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཞེས་བྱ་བ་འདི་ནི་ཆོས་ཀྱི་སྐུའི་ཚིག་བླ་དགས་སོ་ཞེས་རྡོ་རྗེའི་གནས་བཞི་པ་འདི་ནི་འགྲིབ་པ་མེད་བ་དང་འཕེལ་བ་མེད་པ་ཉིད་བསྟན་པའི་རྗེས་སུ་འབྲངས་ཏེ་རྟོགས་པར་བྱའོ་༎
 (rgv 3) anuttarā samyaksaṃbodhiriti bhagavan nirvāṇadhātoretadadhivacanam | nirvāṇadhāturiti bhagavan tathāgatadharmakāyasyaitadadhivacanam |	བཅོམ་ལྡན་འདས་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཅེས་བྱ་བ་འདི་ནི་མྱ་ངན་ལས་འདས་པའི་དབྱིངས་ཀྱི་ཚིག་བླ་དགས་སོ་༎ བཅོམ་ལྡན་འདས་མྱ་ངན་ལས་འདས་པའི་དབྱིངས་ཞེས་བགྱི་བ་འདི་ནི་དེ་བཞིན་གཤེགས་པའི་ཆོས་ཀྱི་སྐུའི་ཚིག་བླ་དགས་སོ་ཞེས་རྡོ་རྗེའི་གནས་ལྔ་པ་འདི་ནི་།
 itīdaṃ pañcamaṃ vajrapadamāryaśrīmālāsūtrānusāreṇānugantavyam |	འཕགས་བ་དཔལ་ཕྲེང་གི་མདོའི་རྗེས་སུ་འབྲངས་ཏེ་རྟོགས་པར་བྱའོ་༎
 yo 'yaṃ śāriputra tathāgatanirdiṣṭo dharmakāyaḥ so 'yamavinirbhāgadharmā |	ཤའ་རིའི་བུ་དེ་བཞིན་གཤེགས་ཏེ་པས་བསྟན་པའི་ཆོས་ཀྱི་སྐུ་གང་ཡིན་པ་དེ་ནི་འདི་ལྟ་སྟེ་། 
 avinirmuktajñānaguṇo yaduta gaṅgānadīvālikāvyatikrāntaistathāgatadharmaiḥ | itīdaṃ ṣaṣṭhaṃ vajrapadmanūnatvāpūrṇatvanirdeśānusāreṇānugantavyam |	གང་གའི་ཀླུང་གི་བྱེ་མ་སྙེད་ལས་འདས་པའི་དེ་བཞིན་གཤེགས་པའི་ཆོས་དག་དང་། རྣམ་པར་དབྱེར་མེད་པའི་ཆོས་དང་ལྡན་པ་མ་བྲལ་བའི་ཡེ་ཤེས་ཀྱི་ཡོན་ཏན་ཅན་ཡིན་ནོ་ཞེས་རྡོ་རྗེའི་གནས་དྲུག་པ་འདི་ནི་འགྲིབ་པ་མེད་ཅིང་འཕེལ་བ་མེད་པ་ཉིད་བསྟན་པའི་རྗེས་སུ་འབྲངས་ནས་རྟོགས་པར་བྱའོ་༎
 na mañjuśrīstathāgataḥ kalpayati na vikalpayati |	འཇམ་དཔལ་དེ་བཞིན་གཤེགས་པ་ནི་རྟོག་པར་མི་མཛད་། རྣམས་པར་རྟོག་པར་མི་མཛད་མོད་ཀྱི་།
 athavāsyānābhogenākalpayato 'vikalpayata iyamevaṃrūpā kriyā pravartate |	དེ་ལྟར་ན་ཡང་དེ་འདི་ལྟ་བུའི་རང་བཞིན་གྱི་མཛད་པ་འདི་ནི་མི་རྟོག་རྣམས་པར་མི་རྟོག་བཞིན་དུ་ལྷུན་གྱིས་གྲུབ་པར་འཇུག་གོ་༎
 itīdaṃ saptamaṃ vajrapada tathāgataguṇajñānācintyaviṣayāvatāranirdeśānusāreṇānugantavyam |	ཞེས་རྡོ་རྗེའི་གནས་༄༧༥བ་བདུན་པ་འདི་ནི་དེ་བཞིན་གཤེགས་པའི་ཡོན་ཏན་དང་ཡེ་ཤེས་བསམ་གྱིས་མི་ཁྱབ་པའི་ཡུལ་ལ་འཇུག་པ་བསྟན་པའི་རྗེས་སུ་འབྲངས་ནས་རྟོགས་པར་བྱའོ་༎
 itīmāni samāsataḥ sapta vajrapadāni sakalasyāsya śāstrasyoddeśamukhasaṃgrāhārthena śarīramiti veditavyam |	དེ་ལྟར་མདོར་བསྡུས་ནས་རྡོ་རྗེའི་གནས་བདུན་པོ་འདི་ནི་བསྟན་པའི་སྒོ་བསྡུས་པའི་དོན་གྱིས་ན་། བསྟན་བཅོས་འདི་མཐའ་དག་གི་ལུས་ལ་སུ་རིག་པར་བྱའོ་༎ འདི་དག་རང་མཚན་ཉིད་ཀྱི་རྗེས་འབྲེལ་བ་༎
 svalakṣaṇenānugatāni caiṣāṃ yathākramaṃ dhāraṇirājasūtre |	གོ་རིམས་ཇི་བཞིན་གཟུངས་ཀྱི་རྒྱལ་པོའི་མདོར་༎
 nidānatastrīṇi padāni vidyāccatvāri dhīmajjinadharmabhedāt || 2 ||	གླེང་གཞི་ལས་ནི་གནས་གསུམ་རིག་བྱ་སྟེ་༎
 eṣāṃ ca saptānāṃ vajrapadānāṃ svalakṣaṇanirdeśena yathākramamāryadhāraṇīśvararājasūtranidānaparivartānugatāni trīṇi padāni veditavyāni |	གཞི་ནི་བློ་ལྡན་རྒྱལ་ཆོས་དབྱེ་བ་ལས་༎ རྡོ་རྗེའི་གནས་བདུན་པོ་འདི་དག་ལས་རང་གི་མཚན་ཉིད་བསྟན་པ་དང་། རྗེས་སུ་འབྲེལ་པ་ནི་གོ་རིམས་ཇི་ལྟ་བར་འཕགས་པ་གཟུངས་ཀྱི་དབང་ཕྱུག་རྒྱལ་པོའི་མདོར་གླེང་གཞིའི་ལེའུ་ལས་གནས་གསུམ་རིག་པར་བྱ་ལ་།
 tata ūrdhvamavaśiṣṭāni catvāri bodhisattvatathāgatadharmanirdeśabhedāditi |	དེའི་འོག་ཏུ་ལྷག་མ་བཞི་ནི་བྱང་ཆུབ་སེམས་དཔའ་དང་དེ་བཞིན་གཤེགས་པའི་ཆོས་ཀྱི་དབྱེ་བ་ལས་སོ་༎ 
 tasmādyaduktam |	དེ་ལས་ཇི་སྐད་དུ་།
 bhagavān sarvadharmasamatābhisaṃbuddhaḥ supravartitadharmacakro 'nantaśiṣyagaṇasuvinīta iti |	བཅོམ་ལྡན་འདས་ཆོས་ཐམས་ཅད་མཉམ་པ་ཉིད་དུ་མངོན་པར་རྫོགས་པར་སངས་རྒྱས་པ་། ཆོས་ཀྱི་འཁོར་ལོ་ལེགས་པར་བསྐོར་བ་། སློབ་མའི་ཚོགས་ཤིན་ཏུ་དུལ་བ་མཐའ་ཡས་པ་མངའ་བ་ཞེས་གསུངས་ཏེ་།
 ebhistribhirmūlapadairyathākramaṃ trayāṇāṃ ratnānāmanupūrvasamutpādasamudāgamavyavasthānaṃ veditavyam |	རྩ་བའི་ཚིག་འདི་གསུམ་གྱིས་ནི་གོ་རིམས་ཇི་ལྟ་བ་བཞིན་དུ་དཀོན་མཆོག་གསུམ་རིམ་གྱིས་སྐྱེ་བ་འགྲུབ་པ་རྣམ་པར་གཞག་པར་རིག་པར་བྱ་ལ་༎ 
 avaśiṣṭāni catvāri padāni triratnotpattyanurūpahetusamudāgamanirdeśo veditavyaḥ |	ལྷག་མ་གནས་བཞི་ནི་དཀོན་མཆོག་གསུམ་འབྱུང་བ་དང་རྗེས་སུ་མཐུན་པའི་རྒྱུ་འགྲུབ་པ་བསྟན་པར་རིག་པར་བྱའོ་༎
 tatra yato 'ṣṭamyāṃ bodhisattvabhūmau vartamānaḥ sarvadharmavaśitāprāpto (rgv 4) bhavati tasmāt sa bodhimaṇḍavaragataḥ sarvadharmasamatābhisaṃbuddha ityucyate |	དེ་ལ་གང་གི་ཕྱིར་བྱང་ཆུབ་སེམས་དཔའི་ས་བརྒྱད་པ་ལ་གནས་པ་ན་ཆོས་ཐམས་ཅད་ལ་དབང་ཐོབ་པར་འགྱུར་བ་དེའི་ཕྱིར་བྱང་ཆུབ་ཀྱི་སྙིང་པོ་མཆོག་ཏུ་གཤེགས་པ་དེ་ལ་ཆོས་ཐམས་ཅད་མཉམ་པར་ཉིད་དུ་མངོན་པར་རྫོགས་པར་སངས་རྒྱས་པ་ཞེས་བྱའོ་༎
 yato navamyāṃ bodhisattvabhūmau vartamāno 'nuttaradharmabhāṇakatvasaṃpannaḥ sarvasattvāśayasuvidhijña	གང་གི་ཕྱིར་བྱང་ཆུབ་སེམས་དཔའི་ས་དགུ་པ་གནས་པ་ནི་། བླ་ན་མེད་པའི་ཆོས་སྨྲ་ཉིད་དང་ལྡན་པ་།
 indriyaparamapāramitāprāptaḥ sarvasattvakleśavāsanānusaṃdhisamudghātanakuśalo bhavati	སེམས་ཅན་ཐམས་ཅད་ཀྱི་བསམ་པའི་ཚུལ་ལེགས་པར་ཤེས་པ་དང་། དབང་པོ་མཆོག་གི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་། སེམས་ཅན་ཐམས་ཅད་ཀྱི་ཉོན་མོངས་པའི་བག་ཆགས་ཀྱི་མཚམས་སྦྱོར་བ་འཇོམས་པ་ལ་མཁས་པར་འགྱུར་བ་། 
 tasmāt so 'bhisaṃbuddhabodhiḥ supravartitadharmacakra ityucyate | yato daśamyāṃ bhūmāvanuttaratathāgatadharmayauvarājyābhiṣekaprāptyanantaramanābhogabuddhakāryāpratipraśrabdho	༄༧༦ཨ་༌་༎ དེའི་ཕྱིར་མངོན་བར་རྫོགས་པར་སངས་རྒྱས་པ་དེ་ཆོས་ཀྱི་འཁོར་ལོ་ལེགས་པར་བསྐོར་བ་ཞེས་བྱའོ་༎ གང་གི་ཕྱིར་ས་བཅུ་པ་ལ་ད་བཞིན་གཤེགས་པའི་བླ་ན་མེད་པའི་ཆོས་ཀྱི་རྒྱལ་ཚབ་ཏུ་དབང་བསྐུར་བ་ཐོབ་མ་ཐག་ཏུ་སངས་རྒྱས་ཀྱི་མཛད་པ་ལྷུན་གྱིས་གྲུབ་ཅིང་རྒྱུན་མི་འཆད་པར་འགྱུར་བ་དེའི་ཕྱིར་ཆོས་ཀྱི་འཁོར་ལོ་ལེགས་པར་བསྐོར་བ་དེའི་སློབ་མའི་ཚོགས་ཤིན་ཏུ་དུལ་བ་མཐའ་ཡས་པ་མངའ་བཞེས་བྱའོ་༎
 bhavati tasmāt sa supravartitadharmacakro 'nantaśiṣyagaṇasuvinīta ityucyate |	སློབ་མའི་ཚོགས་ཤིན་ཏུ་དུལ་བ་མཐའ་ཡས་པ་དེ་ཡང་དེ་མ་ཐག་ཏུ་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་ཐབས་ཅིག་སྟེ་ཞེས་བྱ་བ་ནས་། 
 tāṃ punaranantaśiṣyagaṇasuvinītatāṃ tadanantaramanena granthena darśayati | mahatā bhikṣusaṃghena sārdha yāvadaprameyeṇa ca bodhisattvagaṇena sārdhamiti |	བྱང་ཆུབ་སེམས་དཔའི་ཚོགས་གཞལ་དུ་མེད་པ་དང་ཐབས་ཅིག་གོ་ཞེས་བྱ་བའི་བར་གྱི་གཞུང་འདིས་སྟོན་ཏེ་།
 yathākramaṃ śrāvakabodhau buddhabodhau ca suvinītatvādevaṃguṇa samanvāgatairiti |	དེ་ལྟ་བུའི་ཡོན་ཏན་དང་ལྡན་པ་དག་དང་ཞེས་བྱ་བ་ནི་། གོ་རིམས་ཇི་ལྟ་བར་ཉན་ཐོས་ཀྱི་བྱང་ཆུབ་དང་། སངས་རྒྱས་ཀྱི་བྱང་ཆུབ་ལ་ཤིན་ཏུ་དུལ་བའི་ཕྱིར་ན་། དེ་ལྟ་བུའི་ཡོན་ཏན་དང་ལྡན་པ་དག་དང་ངོ་༎
 tataḥ śrāvakabodhisattvaguṇavarṇanirdeśānantaramacintyabuddhasamādhivṛṣabhitāṃ pratītya	དེ་ནས་ཉན་ཐོས་དང་བྱང་ཆུབ་སེམས་དའི་ཡོན་ཏན་བསྔགས་པ་བསྟན་པའི་རྗེས་ཐོགས་ལ་།
 vipularatnavyūhamaṇḍalavyūha nirvṛttitathāgatapariṣatsamāvartanavividhadivyadravyapūjāvidhānastutimeghābhisaṃpravarṣaṇato buddharatnaguṇavibhāgavyavasthānaṃ veditavyam |	བསམ་གྱིས་མི་ཁྱབ་པའི་སངས་རྒྱས་ཀྱི་ཏིང་ངེ་འཛིན་ཁྱུ་མཆོག་ལ་བརྟེན་ནས་རིན་པོ་ཆེ་བཀོད་པའི་འཁོར་གྱི་ཁྱམས་རྒྱ་ཆེན་པོ་གྲུབ་བ་དང་། དེ་བཞིན་གཤེགས་པའི་འཁོར་འདུས་པ་དང་། ལྷ་རྫས་ཀྱི་མཆོད་པ་སྣ་ཚོགས་བསྒྲུབ་པ་དང་། བསྟོད་པའི་སྤྲིན་གྱི་ཆར་བབ་པས་སངས་རྒྱས་དཀོན་མཆོག་གི་ཡོན་ཏན་རྣམ་པར་དབྱེ་བ་རྣམ་པར་གཞག་པར་རིག་པར་བྱའོ་༎
 tadanantaramudāradharmāsanavyūhaprabhādharmaparyāyanāmaguṇaparikīrtanato dharmaratnaguṇavibhāgavyavasthānaṃ veditavyam |	དེའི་རྗེས་ལ་ཆོས་ཀྱི་གདན་གྱི་བཀོད་པ་རྒྱ་ཆེན་པོ་དང་། འོད་དང་། ཆོས་ཀྱི་རྣམ་གྲངས་ཀྱི་མིང་དང་། ཡོན་ཏན་ཡོངས་སུ་བསྒྲགས་པས་ཆོས་དཀོན་མཆོག་གི་ཡིན་ཏན་རྣམ་པར་དབྱེ་བ་རྣམ་པར་གཞག་པར་རིག་པར་བྱའོ་༎ 
 tadanantaramanyonyaṃ bodhisattvasamādhigocaraviṣayaprabhāva saṃdarśanatadvicitraguṇavarṇanirdeśataḥ saṃgharatnaguṇavibhāgavyavasthānaṃ veditavyam tadanantaraṃ (rgv 5)	དེའི་རྗེས་ལ་ཕན་ཚུན་བྱང་ཆུབ་སེམས་དཔའི་ཏིང་ངེ་འཛིན་གྱི་སྤྱོད་ཡུལ་གྱི་མཐུན་བསྟན་པ་དང་། དེའི་ཡོན་ཏན་གྱི་བསྔགས་པ་སྣ་ཚོགས་བསྟན་པས་དགེ་འདུན་དཀོན་མཆོག་གི་ཡོན་ཏན་གྱི་རྣམ་པར་དབྱེ་བ་བསྟན་པར་རིག་པར་བྱའོ་༎
 punarapi buddharaśmyabhiṣekairanuttaradharmarājajyeṣṭhaputraparamavaiśāradyapratibhānopakaraṇatāṃ pratītya tathāgatabhūtaguṇaparamārthastutinirdeśataśca mahāyānaparamadharmakathāvastūpanyasanataśca tatpratipatteḥ paramadharmaiśvaryaphalaprāptisaṃdarśanataśca yathāsaṃkhyameṣāmeva	དེའི་རྗེས་ལ་ཡང་སངས་རྒྱས་ཀྱི་འོད་ཟེར་གྱིས་དབང་བསྐུར་བས་བླ་ན་མེད་པའི་ཆོས་ཀྱི་རྒྱལ་པོའི་སྲས་ཀྱི་ཐུ་བོ་ལ་མི་འཇིགས་པ་དང་། སྤོབས་༄༧༦བ་པ་མཚོག་ཉེ་བར་བསྒྲུབས་པ་ལ་བརྟེན་ནས་དེ་བཞིན་གཤེགས་པའི་ཡང་དག་པའི་ཡོན་ཏན་དོན་དམ་པའི་བསྟོད་པ་བསྟན་པ་དང་། ཐེག་པ་ཆེན་པོའི་ཆོས་མཆོག་གི་གཏམ་གྱི་དངོས་པོ་ཉེ་བར་བཀོད་པ་དང་། དེ་རྟོགས་པར་བྱེད་པའི་འབྲས་བུ་ཆོས་ཀྱི་དབང་ཕྱུག་དམ་པ་ཐོབ་པར་བསྟན་།
 trayāṇāṃ ratnānāmanuttaraguṇavibhāgavyavasthānaṃ nidānaparivartāvasānagatameva draṣṭavyam |	པས་གོ་རིམས་ཇི་ལྟ་བར་དཀོན་མཆོག་གསུམ་པོ་དེ་རྣམས་ཉིད་ཀྱི་བླ་ན་མེད་པའི་ཡོན་ཏན་གྱི་རྣམ་པར་དབྱེ་བ་རྣམ་པར་གཞག་པ་གླེང་གཞིའི་ལེའུའི་མཐའ་ཉིད་དུ་བལྟ་བར་བྱའོ་༎
 tataḥ sūtranidānaparivartānantaraṃ buddhadhātuḥ ṣaṣṭyākāratadviśuddhiguṇaparikarmanirdeśena paridīpitaḥ |	དེ་ནས་མདོའི་གླེང་གཞིའི་ལེའུའི་རྗེས་ཐོགས་སུ་དེ་ཡོངས་སུ་དག་པའི་ཡོན་ཏན་གྱི་ཡོངས་སུ་སྦྱོང་བ་རྣམ་པ་དྲུག་ཅུ་བསྟན་པས་།
 viśodhye 'rthe guṇavati tadviśuddhiparikarmayogāt |	སངས་རྒྱས་ཀྱི་ཁམས་གསལ་བར་མཛད་དེ་ཡོངས་སུ་དག་པར་བྱ་བའི་དོན་ཡོན་ཏན་དང་ལྡན་ན་དེ་ཡོངས་སུ་དག་པའི་ཡོངས་སུ་སྦྱོང་བ་འཐད་པའི་ཕྱིར་རོ་༎ 
 imaṃ cārthavaśamupādāya daśasu bodhisattvabhūmiṣu punarjātarūpaparikarmaviśeṣodāharaṇamudāhṛtam | asminneva ca sūtre tathāgatakarmanirdeśānantaramaviṃśuddhavaiḍūryamaṇidṛṣṭāntaḥ kṛtaḥ |	དོན་གྱི་དབང་འདི་ཉེ་བར་བཟུང་ནས་བྱང་ཆུབ་སེམས་དཔའི་ས་བཅུ་པོ་དག་ལ་ཡང་ས་ལེ་སྦྲམ་གྱི་ཡོངས་སུ་སྦྱོང་བ་དཔེར་བརྗོད་པ་དང་། མདོ་དེ་ཉིད་དུ་དེ་བཞིན་གཤེགས་པའི་ཕྲིན་ལས་བསྟན་པའི་རྗེས་ཐོགས་ཉིད་དུ་མ་དག་པའི་ནོར་བུ་བེཨེ་དའུ་རྱ་དཔེར་མཛད་དེ་།
 tadyathā kulaputra kuśalo maṇikāro maṇiśuddhisuvidhijñaḥ |	རིགས་ཀྱི་བུ་དཔེར་ན་འདི་ལྟ་སྟེ་། ནོར་བུ་མཁན་མཁས་པ་ནོར་བུ་སྦྱོང་བའི་ཚུལ་ལེགས་པར་ཤེས་པ་དེ་ནོར་བུ་རིན་པོ་ཆེའི་རིགས་ནས་ཡོངས་སུ་མ་དག་པའི་ནོར་བུ་རིན་པོ་ཆེ་བླངས་ཏེ་།
 sa maṇigotrādaparyavadāpitāni maṇiratnāni gṛhītvā tīkṣṇena khārodakenotkṣālya kṛṣṇena keśakambalaparyavadāpanena paryavadāpayati |	ལན་ཚབ༹འི་ཆུ་རྣོན་པོས་སྦངས་ནས་སྐྲའི་རེ་བའི་ཡོངས་སུ་སྦྱོང་བས་སྦྱོང་བར་བྱེད་དོ་༎
 na ca tāvanmātreṇa vīrya praśrambhayati |	དེ་ཙམ་གྱིས་བརྩོན་པ་འདོར་བའང་མ་ཡིན་ཏེ་།
 tataḥ paścāt tīkṣṇenāmiṣarasenotkṣālya khaṇḍikāparyavadāpanena paryavadāpayati |	དེའི་འོག་ཏུ་ཟངས་ཀྱི་ཁུ་བ་རྣོན་པོས་སྦངས་ནས་བལ་གྱི་ལ་བའི་ཡོངས་སུ་སྦྱོང་བས་སྦྱོང་བར་བྱེད་དོ་༎ 
 na ca tāvanmātreṇa vīrya praśrambhayati |	དེ་ཙམ་གྱིས་བརྩོན་པ་འདོར་བའང་མ་ཡིན་ཏེ་།
 tataḥ sa paścānmahābhaiṣajyarasenotkṣālya sūkṣmavastraparyavadāpanena paryavadāpayati |	དེའི་འོག་ཏུ་སྨན་ཆེན་པོའི་ཁུ་བས་སྦངས་ནས་རས་སྲབ་མོའི་ཡོངས་སུ་སྦྱོང་བར་བྱེད་དོ་༎
 paryavadāpitaṃ cāpagatakācamabhijātavaiḍūryamityucyate |	ཡོངས་སུ་བྱང་སྟེ་དྲི་མ་དང་བྲལ་བ་ནི་བེཨེ་དའུ་རྱའི་རིགས་ཆེན་པོ་ཞེས་བརྗོད་དོ་༎
