skt	tib
 sanarāmaralokavandanīyo bhavati smodita eva bodhicitte || sbca_1|9 ||	འཇིག་རྟེན་ལྷ་མིར་༄༢བ་བཅས་པས་ཕྱག་བྱར་འགྱུར་༎ གསེར་འགྱུར་རྩི་ཡི་རྣམ་པ་མཆོག་ལྟ་བུ་༎
 aśucipratimāmimāṃ gṛhītvā jinaratnapratimāṃ karotyanarghām |	མི་གཙང་ལུས་འདི་བླངས་ནས་རྒྱལ་བའི་སྐུ་༎ རིན་ཆེན་རིང་ཐང་མེད་པར་བསྒྱུར་བས་ན་༎
 rasajātamatīva vedhanīyaṃ sudṛḍhaṃ gṛhṇata bodhicittasaṃjñam || sbca_1|10 ||	བྱང་ཆུབ་སེམས་ཞེས་བྱ་བ་རབ་བརྟན་ཟུང་༎ འགྲོ་བའི་དེད་དཔོན་གཅིག་པུ་ཚད་མེད་བློས་༎
 suparīkṣitamaprameyadhībhir bahumūlyaṃ jagadekasārthavāhaiḥ |	ལེགས་པར་ཡོངས་སུ་བརྟགས་ན་རིན་ཆེ་བས་༎ འགྲོ་བའི་གནས་དང་བྲལ་བར་འདོད་པ་རྣམས་༎
 gatipattanavipravāsaśīlāḥ sudṛḍhaṃ gṛhṇata bodhicittaratnam || sbca_1|11 ||	རིན་ཆེན་བྱང་ཆུབ་སེམས་ལེགས་བརྟན་པར་ཟུང་༎
 kadalīva phalaṃ vihāya yāti kṣayamanyat kuśalaṃ hi sarvameva |	དགེ་བ་གཞན་ཀུན་ཆུ་ཤིང་བཞིན་དུ་ནི་༎ འབྲས་བུ་བསྐྱེད་ནས་ཟད་པར་འགྱུར་བ་ཉིད་༎
 satataṃ phalati kṣayaṃ na yāti prasavatyeva tu bodhicittavṛkṣaḥ || sbca_1|12 ||	བྱང་ཆུབ་སེམས་ཀྱི་ལྗོན་ཤིང་རྟག་པར་ཡང་༎ འབྲས་བུ་འབྱིན་པས་མི་ཟད་འཕེལ་བར་འགྱུར་༎
 kṛtvāpi pāpāni sudāruṇāni yadāśrayāduttarati kṣaṇena |	སྡིག་པ་ཤིན་ཏུ་མི་བཟད་བྱས་ན་ཡང་༎
 śūrāśrayeṇeva mahābhayāni nāśrīyate tatkathamajñasattvaiḥ || sbca_1|13 ||	དཔའ་ལ་བརྟེན་ནས་འཇིགས་པ་ཆེན་པོ་ལྟར་༎ གང་ལ་བརྟེན་ནས་ཡུད་ཀྱིས་སྒྲོལ་འགྱུར་བ་༏་། དེ་ལ་བག་ཅན་རྣམས་ཀྱིས་ཅིས་མི་བརྟེན་༎
 yugāntakālānalavanmahānti pāpāni yannirdahati kṣaṇena |	དེས་ནི་དུས་མཐའི་མེ་བཞིན་སྡིག་ཆེན་རྣམས་༎ སྐད་ཅིག་གཅིག་གིས་ངེས་པར་སྲེག་པར་བྱེད་༎ དེ་ཡི་ཕན་ཡོན་དཔག་ཏུ་མེད་པ་དག་༎
 yasyānuśaṃsānamitānuvāca maitreyanāthaḥ sudhanāya dhīmān || sbca_1|14 ||	བྱམས་མགོན་བློ་དང་ལྡན་པས་ནོར་བཟངས་བཤད་༎
 tadbodhicittaṃ dvividhaṃ vijñātavyaṃ samāsataḥ |	བྱང་ཆུབ་སེམས་དེ་མདོར་བསྡུས་ན་༎ རྣམ་པ་གཉིས་སུ་ཤེས་བྱ་སྟེ་༎
 bodhipraṇidhicittaṃ ca bodhiprasthānameva ca || sbca_1|15 ||	བྱང་ཆུབ་སྨོན་པའི་སེམས་དང་ནི་༎ བྱང་ཆུབ་འཇུག་པ་ཉིད་ཡིན་ནོ་༎
 gantukāmasya gantuśca yathā bhedaḥ pratīyate |	འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི་༎ བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར་༎ དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི་༎
 tathā bhedo 'nayorjñeyo yāthāsaṃkhyena paṇḍitaiḥ || sbca_1|16 ||	བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ་༎
 bodhipraṇidhicittasya saṃsāre 'pi phalaṃ mahat |	བྱང་ཆུབ་སྨོན་པའི་སེམས་ལས་ནི་༎ འཁོར་ཚོ་འབྲས་བུ་ཆེ་འབྱུང་ཡང་༎
 na tvavicchinnapuṇyatvaṃ yathā prasthānacetasaḥ || sbca_1|17 ||	ཇི་ལྟར་འཇུག་པའི་སེམས་བཞིན་དུ་༎ བསོད་ནམས་རྒྱུན་ཆགས་འབྱུང་བ་མིན་༎ གང་ནས་བཟུང་སྟེ་སེམས་ཅན་ཁམས་༎
 yataḥ prabhṛtyaparyantasattvadhātupramokṣaṇe |	མཐའ་ཡས་རབ་ཏུ་དགྲོལ་བའི་ཕྱིར་༎
 samādadāti taccittamanivartyena cetasā || sbca_1|18 ||	མི་ལྡོག་པ་ཡི་སེམས་ཀྱིས་སུ་༎ སེམས་དེ་ཡང་དག་བླངས་གྱུར་པ་༎ དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ་༎
 tataḥprabhṛti suptasya pramattasyāpyanekaśaḥ |	བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས་༎ རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག་། 
 avicchinnāḥ puṇyadhārāḥ pravartante nabhaḥsamāḥ || sbca_1|19 ||	ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་༎
 idaṃ subāhupṛcchāyāṃ sopapattikamuktavān |	འདི་ནི་འཐད་པ་དང་བཅས་༄༣ཨ་༌་༎ པར་༏་། ལག་བཟང་གིས་ནི་ཞུས་པ་ལས་༎
 hīnādhimuktisattvārthaṃ svayameva tathāgataḥ || sbca_1|20 ||	དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར་༎ དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས་༎ སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ་༎
 śiraḥśūlāni sattvānāṃ nāśayāmīti cintayan |	བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་༎
 aprameyeṇa puṇyena gṛhyate sma hitāśayaḥ || sbca_1|21 || kimutāpratimaṃ śūlamekaikasya jihīrṣataḥ |	ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ་༎ བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན་༎ སེམས་ཅན་རེ་རེའི་མི་བདེ་བ་༎
 aprameyaguṇaṃ sattvamekaikaṃ ca cikīrṣataḥ || sbca_1|22 ||	དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་༎ རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ་༎ བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས་༎
 kasya mātuḥ piturvāpi hitāśaṃseyamīdṛśī |	ཕའམ་ཡང་ན་མ་ཡང་རུང་༎ སུ་ལ་འདི་འདྲའི་ཕན་སེམས་ཡོད་༏་། ལྷ་དང་དྲང་སྲོང་རྣམས་ཀྱང་རུང་༎
 devatānāmṛṣīṇāṃ vā brahmaṇāṃ vā bhaviṣyati || sbca_1|23 ||	ཚངས་པ་ལ་ཡང་འདི་ཡོད་དམ་༎
 teṣāmeva ca sattvānāṃ svārthe 'pyeṣa manorathaḥ |	སེམས་ཅན་དེ་དག་ཉིད་ལ་སྔོན་༎ རང་གི་དོན་དུ་འདི་འདྲའི་སེམས་༎
 notpannapūrvaḥ svapne 'pi parārthe saṃbhavaḥ kutaḥ || sbca_1|24 || sattvaratnaviśeṣo 'yamapūrvo jāyate katham |	རྨི་ལམ་དུ་ཡང་མ་རྨིས་ན་༎ གཞན་གྱི་དོན་དུ་ག་ལ་སྐྱེ་༎
 yatparārthāśayo 'nyeṣāṃ na svārthe 'pyupajāyate || sbca_1|25 ||	གཞན་དག་རང་གི་དོན་དུ་ཡང་༎ མི་འབྱུང་སེམས་ཅན་དོན་སེམས་གང་༎ སེམས་ཀྱི་རིན་ཆེན་ཁྱད་པར་འདི་༎ སྔ་ན་མེད་པའི་རྨད་ཅིག་འཁྲུངས་༎ འགྲོ་བ་ཀུན་གྱི་དགའ་བའི་རྒྱུ་༎
 jagadānandabījasya jagadduḥkhauṣadhasya ca |	སེམས་ཅན་སྡུག་བསྔལ་རྩིར་གྱུར་པ་༎
 cittaratnasya yatpuṇyaṃ tatkathaṃ hi pramīyatām || sbca_1|26 ||	རིན་ཆེན་སེམས་ཀྱི་བསོད་ནམས་གང་༎ དེ་ལ་ཇི་ལྟར་གཞལ་གྱིས་ལང་༎
 hitāśaṃsanamātreṇa buddhapūjā viśiṣyate |	ཕན་པར་བསམས་པ་ཙམ་གྱིས་ཀྱང་༎ སངས་རྒྱས་མཆོད་ལས་ཁྱད་འཕགས་ན་༎
 kiṃ punaḥ sarvasattvānāṃ sarvasaukhyārthamudyamāt || sbca_1|27 ||	སེམས་ཅན་མ་ལུས་ཐམས་ཅད་ཀྱི་༎ བདེ་དོན་བཙོན་པ་སྨོས་ཅི་དགོས་༎ སྡུག་བསྔལ་འདོར་འདོད་སེམས་ཡོད་ཀྱང་༎
 duḥkhamevābhidhāvanti duḥkhaniḥsaraṇāśayā |	སྡུག་བསྔལ་ཉིད་ལ་མངོན་པར་རྒྱུག་། 
 sukhecchayaiva saṃmohāt svasukhaṃ ghnanti śatruvat || sbca_1|28 ||	བདེ་བ་འདོད་ཀྱང་གཏི་མུག་པས་༎ རང་གི་བདེ་བ་དགྲ་ལྟར་འཇོམས་༎
 yasteṣāṃ sukharaṅkāṇāṃ pīḍitānāmanekaśaḥ |	གང་ཞིག་བདེ་བས་ཕོངས་པ་དང་༎ སྡུག་བསྔལ་མང་ལྡན་དེ་དག་ལ་༎
 tṛptiṃ sarvasukhaiḥ kuryātsarvāḥ pīḍāśchinatti ca || sbca_1|29 ||	བདེ་བ་ཀུན་གྱིས་ཚིམ་པ་དང་༎ སྡུག་བསྔལ་ཐམས་ཅད་གཅོད་བྱེད་ཅིང་༎
 nāśayatyapi saṃmohaṃ sādhustena samaḥ kutaḥ |	གཏི་མུག་ཀྱང་ནི་སེལ་བྱེད་པ་༎ དེ་དང་དགེ་མཚུངས་ག་ལ་ཡོད་༎ དེ་འདྲའི་བཤེས་ཀྱང་ག་ལ་ཡོད་༎
 kuto vā tādṛśaṃ mitraṃ puṇyaṃ vā tādṛśaṃ kutaḥ || sbca_1|30 ||	བསོད་ནམས་དེ་འདྲའང་ག་ལ་ཡོད་༎ ཕན་བཏགས་ལན་ལོན་གང་ཡིན་པ་༎
 kṛte yaḥ pratikurvīta so 'pi tāvatpraśasyate |	དེ་ཡང་རེ་ཞིག་བསྔགས་འོས་ན་༎ མ་བཅོལ་ལེགས་པར་བྱེད་པ་ཡི་༎
 avyāpāritasādhustu bodhisattvaḥ kimucyatām || sbca_1|31 ||	བྱང་ཆུབ་སེམས་དཔའ་སྨོས་ཅི་དགོས་༎
 katipayajanasattradāyakaḥ kuśalakṛdityabhipūjyate janaiḥ |	འགྲོ་བ་ཉུང་ཟད་ནར་༄༣བ་མའི་ཟས་སྦྱོར་བ་༎
 kṣaṇamaśanakamātradānataḥ saparibhavaṃ divasārdhayāpanāt || sbca_1|32 || kimu niravadhisattvasaṃkhyayā niravadhikālamanuprayacchataḥ |	སྐད་ཅིག་ཟས་ཙམ་སྦྱིན་པར་བྱེད་པ་དང་༎ བརྙས་བཅས་ཉིན་ཕྱེད་འདྲངས་*drangs?་པར་བྱེད་པ་ཡང་༎ དགེ་བ་བྱེད་པ་ཡིན་ཞེས་སྐྱེ་བོས་བཀུར་༎ སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ་༎ བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད་༎
 gaganajanaparikṣayākṣayaṃ sakalamanorathasaṃprapūraṇam || sbca_1|33 ||	ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ་༎ རྟག་རུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས་༎
 iti sattrapatau jinasya putre kaluṣaṃ sve hṛdaye karoti yaśca |	གང་ཞིག་དེ་འདྲའི་རྒྱལ་སྲས་སྦྱིན་བདག་ལ་༎ གལ་ཏེ་ངན་སེམས་སྐྱེད་པར་བྱེད་ན་དེ་༎
 kaluṣodayasaṃkhyayā sa kalpān narakeṣvāvasatīti nātha āha || sbca_1|34 ||	ངན་སེམས་བསྐྱེད་པའི་གྲངས་བཞིན་བསྐལ་པར་ནི་༎ དམྱལ་བར་གནས་པར་འགྱུར་ཞེས་ཐུབ་པས་གསུངས་༎
 atha yasya manaḥ prasādameti prasavettasya tato 'dhikaṃ phalam |	འོན་ཏེ་གང་ཞིག་ཡིད་རབ་དང་བྱེད་ན་༎ དེ་ཡི་འབྲས་བུ་དེ་བས་ལྷག་པར་འཕེལ་༎
 mahatā hi balena pāpakaṃ jinaputreṣu śubhaṃ tvayatnataḥ || sbca_1|35 ||	རྒྱལ་སྲས་རྣམས་ལ་དོ་གལ་ཆེན་པོས་ཀྱང་༎ སྡིག་པ་མི་འབྱུང་དགེ་བ་དང་གིས་འཕེལ་༎
 teṣāṃ śarīrāṇi namaskaromi yatroditaṃ tadvaracittaratnam |	གང་ལ་སེམས་ཀྱི་དམ་པ་རིན་ཆེན་དེ་༎ སྐྱེས་པ་དེ་ཡི་སྐུ་ལ་ཕྱག་འཚལ་ཞིང་༎
 yatrāpakāro 'pi sukhānubandhī sukhākarāṃstān śaraṇaṃ prayāmi || sbca_1|36 ||	གང་ལ་གནོད་པ་བྱས་ཀྱང་བདེ་འབྲེལ་བ་༎ བདེ་བའི་འབྱུང་གནས་དེ་ལ་སྐྱབས་སུ་མཆི་༎
 iti prajñākaramativiracitāyāṃ bodhicaryāvatārapañjikāyāṃ bodhicittānuśaṃsāvivaraṇaṃ nāma prathamaḥ paricchedaḥ || 2 pāpadeśanā nāma dvitīyaḥ paricchedaḥ |	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་བྱང་ཆུབ་སེམས་ཀྱི་ཕན་ཡོན་བཤད་པ་ཞེས་བྱ་བ་སྟེ་ལེའུ་དང་པོའོ་།
 taccittaratnagrahaṇāya samyak pūjāṃ karomyeṣa tathāgatānām |	༎ ། རིན་ཆེན་སེམས་དེ་གཟུང་བར་བྱ་བའི་ཕྱིར་༎
 saddharmaratnasya ca nirmalasya buddhātmajānāṃ ca guṇodadhīnām || sbca_2|1 ||	དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས་༎ དཀོན་མཆོག་དྲི་མ་མེད་དང་སངས་རྒྱས་སྲས་༎ ཡོན་ཏན་རྒྱ་མཚོ་རྣམས་ལ་ལེགས་པར་མཆོད་༎
 yāvanti puṣpāṇi phalāni caiva bhaiṣajyajātāni ca yāni santi |	མེ་ཏོག་འབྲས་བུ་ཇི་སྙེད་ཡོད་པ་དང་༎ སྨན་གྱི་རྣམ་པ་གང་ཞིག་ཡོད་པ་དང་༎ འཇིག་རྟེན་རིན་ཆེན་ཇི་སྙེད་ཡོད་པ་དང་༎ ཆུ་གཙང་ཡིད་དུ་འོང་བ་ཅི་ཡོད་དང་༎ རིན་ཆེན་རི་བོ་དང་ནི་དེ་བཞིན་དུ་༎
 ratnāni yāvanti ca santi loke jalāni ca svacchamanoramāṇi || sbca_2|2 || mahīdharā ratnamayāstathānye vanapradeśāśca vivekaramyāḥ | latāḥ sapuṣpābharaṇojjvalāśca drumāśca ye satphalanamraśākhāḥ || sbca_2|3 ||	ནགས་ཚལ་ས་ཕྱོགས་དབེན་ཞིང་ཉམས་དགའ་དང་༎ ལྗོན་ཤིང་མེ་ཏོག་རྒྱན་སྤྲས་སྤུང་པ་དང་༎ ཤིང་གང་འབྲས་བཟང་ཡལ་ག་དུད་པ་དང་༎ ལྷ་སོགས་འཇིག་རྟེན་ན་ཡང་དྲི་དང་ནི་༎
 devādilokeṣu ca gandhadhūpāḥ kalpadrumā ratnamayāśca vṛkṣāḥ |	སྤོས་དང་དཔག་བསམ་ཤིང་དང་རིན་ཆེན་ཤིང་༎ མ་རྨོས་འཁྲུངས་པའི་ལོ་ཏོག་རྣམ་པ་དང་༎ གཞན་ཡང་མཆོད་པར་འོས་པའི་རྒྱན་རྣམས་ནི་༎
 sarāṃsi cāmbhoruhabhūṣaṇāni haṃsasvanātyantamanoharāṇi || sbca_2|4 || akṛṣṭajātāni ca śasyajātāny anyāni vā pūjyavibhūṣaṇāni |	མཚོ་དང་རྫིང་བུ་པདམས་བརྒྱན་པ་དག་། ངང་པ་ཤིན་ཏུ་༄༤ཨ་༌་༎ སྐད་སྙན་ཡིད་འོང་ལྡན་༎
 ākāśadhātuprasarāvadhīni sarvāṇyapīmānyaparigrahāṇi || sbca_2|5 ||	ནམ་མཁའ་རབ་འབྱམས་ཁམས་ཀྱི་མཐས་གཏུགས་ན་༎ ཡོངས་སུ་གཟུང་བ་མེད་པ་དེ་དག་ཀུན་༎ བློ་ཡིས་བླངས་ནས་ཐུབ་པ་སྐྱེས་ཀྱི་མཆོག་༎
 ādāya buddhyā munipuṃgavebhyo niryātayāmyeṣa saputrakebhyaḥ |	སྲས་དང་བཅས་པ་རྣམས་ལ་ལེགས་འབུལ་ན་༎ ཡོན་གནས་དམ་པ་ཐུགས་རྗེ་ཆེ་རྣམས་ཀྱིས་༎
 gṛhṇantu tanme varadakṣiṇīyā mahākṛpā māmanukampamānāḥ || sbca_2|6 ||	བདག་ལ་བརྩེར་དགོངས་བདག་གི་འདི་དག་བཞེས་༎
 apuṇyavānasmi mahādaridraḥ pūjārthamanyanmama nāsti kiṃcit |	བདག་ནི་བསོད་ནམས་མི་ལྡན་བཀྲེན་ཆེན་ཏེ་༎ མཆོད་པའི་ནོར་གཞན་བདག་ལ་ཅང་མ་མཆིས་༎
 ato mamārthāya parārthacittā gṛhṇantu nāthā idamātmaśaktyā || sbca_2|7 ||	དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི་༎ བདག་གི་དོན་སླད་ཉིད་ཀྱི་མཐུས་བཞེས་ཤིག་། 
 dadāmi cātmānamahaṃ jinebhyaḥ sarveṇa sarvaṃ ca tadātmajebhyaḥ |	རྒྱལ་དང་ད་སྲས་རྣམས་ལ་བདག་གིས་ནི་༎ བདག་གི་ལུས་ཀུན་གཏན་དུ་དབུལ་བར་བགྱི་༎
 parigrahaṃ me kurutāgrasattvā yuṣmāsu dāsatvamupaimi bhaktyā || sbca_2|8 ||	།
 parigraheṇāsmi bhavatkṛtena nirbhīrbhave sattvahitaṃ karomi |	བདག་ནི་ཁྱེད་ཀྱིས་ཡོངས་སུ་བཟུང་བས་ན་༎ སྲིད་ན་མི་འཇིགས་སེམས་ཅན་ཕན་པ་བགྱིད་༎ སྔོན་གྱི་སྡིག་ལས་ཡང་དག་འདའ་བགྱིད་ཅིང་༎
 pūrvaṃ ca pāpaṃ samatikramāmi nānyacca pāpaṃ prakaromi bhūyaḥ || sbca_2|9 ||	སྡིག་པ་གཞན་ཡང་སླན་ཆད་མི་བགྱིད་དོ་༎
 ratnojjvalastambhamanorameṣu muktāmayodbhāsivitānakeṣu |	ཁྲུས་ཀྱི་ཁང་པ་ཤིན་ཏུ་དྲི་ཞིམ་པ་༎ ཤེལ་གྱི་ས་གཞི་གསལ་ཞིང་འཚོར་བ་ལྟར་༎ རིན་ཆེན་འབར་བའི་ཀ་བ་ཡིད་འོང་ལྡན་༎
 svacchojjvalasphāṭikakuṭṭimeṣu sugandhiṣu snānagṛheṣu teṣu || sbca_2|10 ||	མུ་ཏིག་འོད་ཆགས་བླ་རེ་བྲེས་པ་དེར་༎ དེ་བཞིན་གཤེགས་དང་དེ་ཡི་སྲས་རྣམས་ལ་༎
 manojñagandhodakapuṣpapūrṇaiḥ kumbhairmahāratnamayairanekaiḥ |	རིན་ཆེན་བུམ་པ་མང་པོ་སྤོས་ཀྱི་ཆུ་༎ ཡིད་འོང་ལེགས་པར་བཀང་བ་གླུ་དང་ནི་༎
 snānaṃ karomyeṣa tathāgatānāṃ tadātmajānāṃ ca sagītivādyam || sbca_2|11 ||	རོལ་མོར་བཅས་པ་དུ་མས་སྐུ་ཁྲུས་གསོལ་༎ དེ་དག་སྐུ་ལ་མཚུངས་པ་མེད་པའི་གོས་༎
 pradhūpitairghautamalairatulyair vastraiśca teṣāṃ tanumunmṛṣāmi |	གཙང་ལ་དྲི་རབ་བསྒོས་པས་སྐུ་ཕྱིའོ་༎ དེ་ནས་དེ་ལ་ཁ་དོག་ལེགས་བསྒྱུར་བའི་༎
 tataḥ suraktāni sudhūpitāni dadāmi tebhyo varacīvarāṇi || sbca_2|12 ||	ན་བཟའ་ཤིན་ཏུ་དྲི་ཞིམ་དམ་པ་འབུལ་༎
 divyairmṛduślakṣṇavicitraśobhair vastrairalaṃkāravaraiśca taistaiḥ |	གོས་བཟང་སྲབ་ལ་འཇམ་པ་སྣ་ཚོགས་དང་༎ རྒྱན་མཆོག་བརྒྱ་ཕྲག་དེ་དང་དེ་དག་གིས་༎
 samantabhadrājitamañjughoṣalokeśvarādīnapi maṇḍayāmi || sbca_2|13 ||	འཕགས་པ་ཀུན་དུ་བཟང་དང་འཇམ་དབྱངས་དང་༎ འཇིག་རྟེན་དབང་ཕྱུག་སོགས་ལའང་བརྒྱན་པར་བགྱི་༎
 sarvatrisāhasravisārigandhair gandhottamaistānanulepayāmi |	སྟོང་གསུམ་ཀུན་དུ་དྲི་ངད་ལྡང་བ་ཡི་༎ དྲི་མཆོག་རྣམས་ཀྱིས་ཐུབ་དབང་ཀུན་གྱི་སྐུ་༎ གསེར་སྦྱངས་བཙོ་མ་བྱི་དོར་བྱས་པ་ལྟར་༎
