skt	tib
 vyapagatabhrūkuṭīmukhair anantapariṣadabhibhavanavaiśāradyasamanvāgatair anekakalpakoṭinirdeśaniḥsaraṇakuśalair	བཞིན་ཁྲོ་གཉེར་མེད་པ་། འཁོར་མཐའ་ཡས་པ་ཟིལ་གྱིས་གནོན་པའི་མི་འཇིགས་པ་དང་ལྡན་པ་། བསྐལ་པ་བྱེ་བ་ཕྲག་དུ་མར་བསྟན་པས་ངེས་པར་འབྱུང་བ་ལ་མཁས་པ་།
 māyāmarīcisvapnodakacandrapratibhāsākāśagandharvanagarapratibimbanirmāṇopamadharmādhimuktair	ཆོས་ལ་སྒྱུ་མ་དང་། སྨིག་རྒྱུ་དང་། རྨི་ལམ་དང་། ཆུ་ཟླ་དང་། མིག་ཡོར་དང་། ནམ་མཁའ་དང་། བྲག་ཅ་དང་། དྲི་ཟའི་གྲོང་ཁྱེར་དང་། གཟུགས་བརྙན་དང་། སྤྲུལ་པ་ལྟ་བུར་མོས་པ༏་མི་འཇིགས་པ་ཚད་མེད་པ་དང་ལྡན་པ་། སེམས་ཅན་ཐམས་ཅད་ཀྱི་སེམས་ཀྱི་སྤྱོད་པ་དང་། མོས་པ་དང་། ཕྲ་བ་མཁྱེན་པ་།
 apramāṇavaiśāradyasamanvāgataiḥ sarvasattvacittagatyadhimuktiparyāptikuśalaiḥ sarvasattvāpratihatacittair	ཁོང་དུ་ཆུད་པར་བྱ་བ་ལ་མཁས་པ༏་སེམས་ཅན་ཐམས་ཅད་ལ་ཞེ་འགྲས་པ་མེད་པའི་སེམས་དང་ལྡན་པ་། བཟོད་པ་ཆེན་པོ་དང་ལྡན་པ་།
 mahākṣāntisamanvāgatair yāthātmyāvatāraṇakuśalair anantabuddhakṣetravyūhaparigṛhītair	ཇི་ལྟ་བ་བཞིན་དུ་འཇུག་པ་ལ་མཁས་པ་། སངས་རྒྱས་༄༣༡༨བ་ཀྱི་ཞིང་མཐའ་ཡས་པར་སྨོན་པ་ཡོངས་སུ་བཟུང་བ་།
 asaṃkhyeyalokadhātugatabuddhānusmṛtisamādhisatatasamitābhimukhībhūtair aparimitabuddhādhyeṣaṇakuśalair	འཇིག་རྟེན་གྱི་ཁམས་གྲངས་མེད་པའི་སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་ཏིང་ངེ་འཛིན་རྟག་ཏུ་རྒྱུན་མི་ཆད་པར་མངོན་དུ་གྱུར་པ༏་སངས་རྒྱས་དཔག་ཏུ་མེད་པ་ལ་གསོལ་བ་འདེབས་པ་ལ་མཁས་པ་། ལྟ་བ་སྣ་ཚོགས་ཀྱིས་ཀུན་ནས་བསླང་བའི་ཉོན་མོངས་པ་སྤོང་བ་ལ་མཁས་པ་།
 nānādṛṣṭisamutthitakleśapraśamanakuśalaiḥ samādhivikrīḍanaśatasahasranirhārakuśalais,	ཏིང་ངེ་འཛིན་གྱིས་རྣམ་པར་རྩེ་བ་འབུམ་མངོན་པར་བསྒྲུབ་པ་ལ་མཁས་པའི་བྱང་ཆུབ་སེམས་དཔའ་ཤ་སྟག་ལ་། 
 tadyathā bhadrapālena ca bodhisattvena mahāsattvena,	འདི་ལྟ་སྟེ་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བཟང་སྐྱོང་དང་། དཀོན་མཆོག་འབྱུང་གནས་དང་། དེད་དཔོན་དང་། ནའ་ལས་བྱིན་དང་། གཟས་བྱིན་དང་། ཆུ་ལྷས་བྱིན་དང་། དབང་པོས་བྱིན་དང་། བློ་གྲོས་རྒྱ་ཆེན་དང་། བློ་གྲོས་ཁྱད་པར་ཅན་དང་། བློ་གྲོས་འཕེལ་དང་། མཐོང་བ་དོན་ཡོད་དང་། ཤིན་ཏུ་ཡང་དག་ཞུགས་དང་། རབ་ཀྱི་རྩལ་གྱིས་རྣམ་པར་གནོན་པ་དང་། རྟག་ཏུ་བརྩོན་དང་། བརྩོན་པ་མི་གཏོང་དང་། ཉི་མའི་སྙིང་པོ་དང་། ཟླ་བའི་སྙིང་པོ་དང་། བློ་གྲོས་དཔེ་མེད་དང་། སྤྱན་རས་གཟིགས་ཀྱི་དབང་ཕྱུག་དང་། འཇམ་དཔལ་དང་། ལག་ན་ཕྱག་རྒྱ་རིན་པོ་ཆེ་དང་། བྱང་ཆུབ་སེམས་དཔའ་རྟག་ཏུ་ལག་བརྐྱང་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱམས་པ་དང་། དེ་དག་ལ་སོགས་པ་བྱང་ཆུབ་སེམས་དཔའ་སྟོང་༄༣༡༩ཨ་༌༎
 ratnākareṇa ca, sārthavāhena ca, naradattena ca, varuṇadattena ca, indradattena ca, udāramatinā ca, viśeṣamatinā ca, vardhamānamatinā ca, amoghadarśinā ca, susaṃprasthitena cam, suvikrāntavikramiṇā ca, nityodyuktena ca, anikṣiptadhureṇa ca, ādityagarbheṇa ca, candragarbheṇa ca, anupamamatinā ca, avalokiteśvareṇa ca, mañjuśriyā ca, ratnamudrāhastena ca, nityotkṣiptahastena ca bodhisattvena, maitreyeṇa ca bodhisattvena mahāsattvena,	ཕྲག་དུ་མ་ཐམས་ཅད་ཀྱང་གཞོན་ནུར་གྱུར་པ་ཤ་སྟག་དང་ཐབས་ཅིག་གོ་།
 evaṃpramukhair anekabodhisattvasahasraiḥ, sarvaiḥ kumārabhūtaiḥ sārdham| tasyāṃ velāyāṃ bhagavān śakraṃ ca brahmāṇaṃ ca sarvāṃś ca lokapālān tejasābhibhūya	དེའི་ཚེ་བཅོམ་ལྡན་འདས་ཀྱིས་བརྒྱ་བྱིན་དང་། ཚངས་པ་དང་། འཇིག་རྟེན་སྐྱོང་བ་ཐམས་ཅད་ཀྱི་གཟི་བརྗིད་ཟིལ་གྱིས་མནན་ནས་།
 tāsāṃ catasṛnāṃ parṣadāṃ purato virocamāna ṛddhyā nānāvidhaṃ vikurvaṇaprātihāryaṃ	འཁོར་བཞི་པོ་དེ་དག་གི་མདུན་ན་ལྷམ་མེ་ལྷན་ནེ་ལྷང་ངེ་ཞིང་། རྫུ་འཕྲུལ་གྱིས་རྣམ་པར་འཕྲུལ་བའི་ཆོ་འཕྲུལ་རྣམ་པ་དུ་མ་དག་ཡང་དག་པར་བསྟན་ཏོ་༎
 saṃdarśayati sma| romakūpebhyo 'nekāni raśmikoṭiniyutaśatasahasrāṇi niśceruḥ|	སྤུའི་ཁུང་བུ་རྣམས་ནས་ཀྱང་འོད་ཟེར་བྱེ་བ་ཁྲག་ཁྲིག་འབུམ་ཕྲག་དུ་མ་དག་བྱུང་བར་གྱུར་ཏོ་༎ 
 tena khalu samayenāyuṣmān śāradvatīputras tasyāṃ parṣadi saṃnipatito 'bhūt saṃniṣaṇṇaḥ|	ཡང་དེའི་ཚེ་ཚེ་དང་ལྡན་པ་ཤའ་རདབ༹་ཏིའི་བུ་འཁོར་དེར་འདུས་བར་གྱུར་ཏེ་།
 sa tathāgatasyedṛśam ṛddhivikurvaṇaprātihāryaṃ dṛṣṭvā tuṣṭa udagra āttamanaḥ pramuditaḥ	འདུག་པ་དེས་དེ་བཞིན་གཤེགས་པའི་རྫུ་འཕྲུལ་གྱི་རྣམ་པར་འཕྲུལ་པའི་ཆོ་འཕྲུལ་དེ་ལྟ་བུ་མཐོང་ནས་དགའ་ཞིང་མགུ་ལ་ཡི་རངས་ཏེ་།
 prītisaumanasyajāta utthāyāsanād ekāṃsam uttarāsaṃgaṃ kṛtvā dakṣiṇaṃ jānumaṇḍalaṃ	རབ་ཏུ་དགའ་ཞིང་དགའ་བ་དང་། ཡིད་བདེ་བ་སྐྱེས་ནས་། སྟན་ལས་ལངས་ཏེ་བླ་གོས་ཕྲག་པ་གཅིག་ཏུ་གཟར་ནས་། པུས་མོ་ག-ཡས་པའི་ལྷ་ང་ས་ལ་བཙུགས་ཏེ་།
 pṛthivyāṃ pratiṣṭhāpya yena bhagavāṃs tenāñjaliṃ praṇamya bhagavantam etad avocat:	བཅོམ་ལྡན་འདས་ག་ལ་བ་དེ་ལོགས་སུ་ཐལ་མོ་སྦྱར་བ་བཏུད་ནས་། བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎
 sacen me bhagavān praśnavyākaraṇāyāvakāśaṃ kuryād ahaṃ bhagavantam kaṃcit pradeśaṃ prakṣyāmi|	གལ་ཏེ་ཞུས་ནས་ཞུ་བ་ལུང་བསྟན་པའི་སླད་དུ་། བཙུན་པ་བཅོམ་ལྡན་འདས་ཀྱིས་བདག་ལ་སྐབས་ཕྱེ་ན་། བཙུན་པ་བཅོམ་ལྡན་འདས་ལ་བདག་ཕྱོགས་འགའ་ཞིག་ཞུ་༄༣༡༩བ་ལགས་སོ་༎
 evam ukte bhagavān āyuṣmantaṃ śāradvatīputram etad avocat: tathāgataṃ praṣṭuṃ,	དེ་སྐད་ཅེས་གསོལ་པ་དང་། བཅོམ་ལྡན་འདས་ཀྱིས་ཚེ་དང་ལྡན་པ་ཤའ་རདབ༹་ཏིའི་བུ་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎
 śāradvatīputra, sadā kṛtāvakāśatvād yat kiṃcit tvaṃ tathāgataṃ praṣṭum icchasi,	ཤའ་རདབ༹་ཏིའི་བུ་ཁྱོད་དེ་བཞིན་གཤེགས་པ་ལ་ཞུ་བའི་ཕྱིར་རྟག་ཏུ་སྐབས་ཕྱེ་ཟིན་གྱི་།
 tat prccha, praśnaprativacanena cāhaṃ tava cittam ārādhayiṣye|	ཁྱོད་དེ་བཞིན་གཤེགས་པ་ལ་ཅི་དང་ཅི་འདོད་པ་དྲིས་ཤིག་དང་། དྲིས་པ་དེ་དང་དེའི་ལན་བཏབ་པས་ཁྱོད་ཀྱི་སེམས་རངས་པར་བྱའོ་༎
 evam ukta āyuṣmān śāradvatīputro bhagavantam etad avocat: prajñāpāramitā,	དེ་སྐད་ཅེས་བཀའ་སྩལ་པ་དང་། ཚེ་དང་ལྡན་པ་ཤའ་རདབ༹་ཏིའི་བུས་། བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎
 bhadanta bhagavan,	བཙུན་པ་བཅོམ་ལྡན་འདས་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་།
 prajñāpāramitety ucyate;	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཞེས་བགྱི་ན་།
 katamā bhadanta bhagavan sā bodhisattvānaṃ prajñāpāramitā?	བཙུན་པ་བཅོམ་ལྡན་འདས་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དེ་གང་ལགས་།
 kasya dharmasya pāramitāyāṃ bodhisattvāḥ prajñāpāramitāyāṃ pāraṃ gatāḥ kṣipram anuttarāṃ samyaksaṃbodhim abhisaṃbudhyante?	ཆོས་གང་གི་ཕ་རོལ་ཏུ་ཕྱིན་པས་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཕ་རོལ་ཏུ་སོན་པ་ལགས་ཤིང་། མྱུར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བར་ཡང་འགྱུར་ལགས་། 
 evam ukte bhagavān āyuṣmate śāradvatīputrāya sādhukāram adāt: sādhu, sādhu, śāradvatīputra,	དེ་སྐད་ཅེས་གསོལ་པ་དང་། བཅོམ་ལྡན་འདས་ཀྱིས་ཚེ་དང་ལྡན་པ་ཤའ་རདབ༹་ཏིའི་བུ་ལ་ལེགས་སོ་ཞེས་བྱ་བ་བྱིན་ཏེ་། ཤའ་རདབ༹་ཏིའི་བུ་། ལེགས་སོ་༎
 yat tvaṃ tathāgatasyādhiṣṭhānād evaṃ praśnaṃ pṛcchasi,	ལེགས་སོ་༎ འདི་ལྟར་ཁྱོད་དེ་བཞིན་གཤེགས་པའི་བྱིན་གྱི་རླབས་ཀྱིས་༄༣༢༠ཨ་༌༎ ཞུ་བ་ཞུས་པ་མཛེས་སོ་༎
 sādhu; sundaras te saṃkalpaḥ,	ཁྱོད་ཀྱིས་ཡོངས་སུ་རྟོག་པ་བཟང་ངོ་༎
 tena hi tvaṃ śṛṇu, sādhu ca suṣṭhu ca manasi kuru, bhāṣiṣye 'haṃ prajñāpāramitām|	དེའི་ཕྱིར་ཁྱོད་ལེགས་པར་རབ་ཏུ་ཉོན་ལ་ཡིད་ལ་ཟུངས་ཤིག་དང་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བསྟན་པར་བྱའོ་༎
 evam astu bhadanta bhagavann ity āyuṣmān śāradvatīputro bhagavataḥ pratyaśroṣīt| bhagavāṃs tasyaitad avocat:	བཙུན་པ་དེ་ལྟར་འཚལ་ལོ་ཞེས་གསོལ་ཏེ་། ཚེ་དང་ལྡན་པ་ཤའ་རདབ༹་ཏིའི་བུ་བཅོམ་ལྡན་འདས་ཀྱིས་ལྟར་ཉན་པ་དང་། བཅོམ་ལྡན་འདས་ཀྱིས་དེ་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎ ཤའ་རདབ༹་ཏིའི་བུ་།
 śāradvatīputra prajñāpāramitā prajñāpāramitety ucyate yad idaṃ sarvadharmānabhiniveśaḥ|	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཞེས་བྱ་བ་ནི་འདི་ལྟ་སྟེ་། ཆོས་ཐམས་ཅད་ལ་མངོན་པར་ཞེན་པ་མེད་པ་ཡིན་ནོ་༎
 anabhiniviṣṭāḥ śāradvatīputra bodhisattvāḥ prajñāpāramitāyāṃ pāraṃ gatāḥ kṣipram	ཤའ་རདབ༹་ཏིའི་བུ་། བྱང་ཆུབ་སེམས་དཔའ་མངོན་པར་ཞེན་པ་མེད་པ་རྣམས་ནི་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཕ་རོལ་ཏུ་སོན་པ་ཡིན་ཞིང་།
 anuttarāṃ samyaksaṃbodhim abhisaṃbudhyante|	མྱུར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བར་ཡང་འགྱུར་རོ་༎ 
 āha: katame bhadanta bhagavaṃs te sarvadharmā yeṣu bodhisattvā mahāsattvā anabhiniviṣṭāḥ?	གསོལ་པ་། བཙུན་པ་བཅོམ་ལྡན་འདས་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱིས་གང་ལ་མངོན་པར་ཞེན་པར་མི་བགྱི་བའི་ཆོས་དེ་དག་ཐམས་ཅད་གང་ལགས་།
 bhagavān āha:	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
 sarvadharmāḥ śāradvatīputrocyante yaduta pañca skandhā, dvādaśāyatanāny, aṣṭādaśa dhātavaś, catvāry āryasatyāni,	ཤའ་རདབ༹་ཏིའི་བུ་། ཆོས་ཐམས་ཅད་ཅེས་བྱ་བ་ནི་འདི་ལྟ་སྟེ་།
 dvādaśa pratītyasamutpādāṅgāni, catvāri smṛtyupasthānāni, catvāri samyakprahāṇāṇi, catvāra ṛddhipādāḥ, pañcendriyāṇi, pañca balāni, sapta bodhyaṅgāny, āryāṣṭāṅgamārgaḥ, śūnyatāvimokṣamukham, animittavimokṣamukham, apraṇihitavimokṣamukhaṃ, catvāri dhyānāni, catvāry apramānāni, catasra ārūpyasamāpattayo, 'sṭau vimokṣā, daśānupūrvavihārasamāpattayo, nava saṃjñā, daśānusmṛtayaḥ, ṣaṭ saṃjñākārā, dharmajñānam, anvayajñānaṃ, paracittajñānani, saṃvṛtijñānaṃ, duḥkhajñānaṃ, samudayajñānaṃ, nirodhajñānaṃ, mārgajñānaṃ, kṣayajñānam, anutpādajñānaṃ, yathābhūtajñānaṃ ca;	ཕུང་པོ་ལྔ་དང་། སྐྱེ་མཆེད་བཅུ་གཉིས་དང་། ཁམས་བཅོ་བརྒྱད་དང་། འཕགས་༄༣༢༠བ་པའི་བདེན་པ་བཞི་དང་། རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་ཡན་ལག་བཅུ་གཉིས་དང་། དྲན་པ་ཉེ་བར་བཞག་པ་བཞི་དང་། ཡང་དག་པའི་སྤོང་བ་བཞི་དང་། རྫུ་འཕྲུལ་གྱི་རྐང་པ་བཞི་དང་། དབང་པོ་ལྔ་དང་། སྟོབས་ལྔ་དང་། བྱང་ཆུབ་ཀྱི་ཡན་ལག་བདུན་དང་། འཕགས་པའི་ལམ་ལན་ལག་བརྒྱད་པ་དང་། རྣམ་པར་ཐར་པའི་སྒོ་སྟོང་པ་ཉིད་དང་། རྣམ་པར་ཐར་པའི་སྒོ་མཚན་མ་མེད་པ་དང་། རྣམ་པར་ཐར་པའི་སྒོ་སྨོན་པ་མེད་པ་དང་། བསམ་གཏན་བཞི་དང་། ཚད་མེད་པ་བཞི་དང་། གཟུགས་མེད་པའི་སྙོམས་པར་འཇུག་པ་བཞི་དང་། རྣམ་པར་ཐར་པ་བརྒྱད་དང་། མཐར་གྱིས་གནས་པའི་སྙོམས་པར་འཇུག་པ་དགུ་དང་། འདུ་ཤེས་དགུ་དང་། རྗེས་སུ་དྲན་པ་བཅུ་དང༏་འདུ་ཤེས་ཀྱི་རྣམ་པ་དྲུག་དང་། ཆོས་ཤེས་པ་དང་། རྗེས་སུ་རྟོགས་པ་ཤེས་པ་དང་། ཕ་རོལ་གྱི་སེམས་ཤེས་པ་དང་། ཀུན་རྫོབ་ཤེས་པ་དང་། སྡུག་བསྔལ་ཤེས་པ་དང་། ཀུན་འབྱུང་ཤེས་པ་དང་། འགོག་པ་ཤེས་པ་དང་། ལམ་ཤེས་པ་དང་། ཟད་པ་ཤེས་པ་དང་། མི་སྐྱེ་བ་ཤེས་པ་དང་། ཇི་ལྟ་བ་བཞིན་དུ་ཤེས་པ་དང་། དེ་བཞིན་དུ་རྟོག་པ་དང་བཅས་།
 evam eva savitarkaḥ savicāraḥ samādhir, avitarko vicāramātraḥ samādhir, avitarkāvicāraḥ samādhir, anājñātamājñāsyāmīndriyam, ājñendriyam,	དཔྱོད་པ་དང་བཅས་པའི་ཏིང་ངེ་འཛིན་དང་། རྟོག་པ་མེད་ལ་དཔྱོད་པ་ཙམ་གྱི་ཏིང་ངེ་འཛིན་དང་། མི་རྟོག་མི་དཔྱོད་བའི་ཏིང་ངེ་འཛིན་༄༣༢༡ཨ་༌༎
 ājñātāvīndriyam, aṣṭāv abhibhvāyatanāni, daśa kṛtsnāyatanāny, aṣṭādaśa śūnyatā, daśa tathāgatabalāni, catvāri vaiśāradyāni, catasraḥ pratisaṃvido, mahāmaitrī, mahākaruṇā, aṣṭādaśāveṇikā buddhadharmāś ca; evam eva sarvajñatā, mārgākārajñatā, sarvākārajñatā, ṣaṭ pāramitāḥ, pañcābhijñāḥ, pañca cakṣūṃṣi, dvātriṃśan mahāpuruṣalakṣaṇāny,	དང་། མི་ཤེས་པ་ཀུན་ཤེས་པར་བྱེད་པའི་དབང་པོ་དང་། ཀུན་ཤེས་པའི་དབང་པོ་དང་། ཀུན་ཤེས་པ་དང་ལྡན་པའི་དབང་པོ་དང་། ཟིལ་གྱིས་གནོན་པའི་སྐྱེ་མཆེད་བརྒྱད་དང་། ཟད་པར་གྱི་སྐྱེ་མཆེད་བཅུ་དང་། སྟོང་པ་ཉིད་བཅོ་བརྒྱད་དང་། དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ་དང་། མི་འཇིགས་པ་བཞི་དང་། སོ་སོ་ཡང་དག་པར་རིག་པ་བཞི་དང་། བྱམས་པ་ཆེན་པོ་དང་། སྙིང་རྗེ་ཆེན་པོ་དང་། སངས་རྒྱས་ཀྱི་ཆོས་མ་འདྲེས་པ་བཅོ་བརྒྱད་དང་། དེ་བཞིན་དུ་ཐམས་ཅད་ཤེས་པ་ཉིད་དང་། ལམ་གྱི་རྣམ་པ་ཤེས་པ་ཉིད་དང་། རྣམ་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་དང་། ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་དང་། མངོན་པར་ཤེས་པ་ལྔ་དང་། མིག་ལྔ་དང་། སྐྱེས་བུ་ཆེན་པོའི་མཚན་སུམ་ཅུ་རྩ་གཉིས་དང་། དཔེ་བྱད་བཟང་པོ་བརྒྱད་ཅུ་པོ་དག་སྟེ་།
 aśītir anuvyañjānāni ca| ete te sarvadharmā yeṣv anabhiniviṣṭā bodhisattvā mahāsattvāḥ prajñāpāramitāyāṃ pāraṃ gatāḥ kṣipram anuttarāṃ samyaksaṃbodhim	གང་ལ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱིས་མངོན་པར་ཞེན་པར་མི་བྱ་བའི་ཆོས་ཐམས་ཅད་ནི་དེ་དག་ཡིན་ནོ་༎ མངོན་པར་ཞེན་པ་མེད་པ་ནི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཕ་རོལ་ཏུ་སོན་པ་ཡིན་ཞིང་། མྱུར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བར་ཡང་འགྱུར་རོ་༎
