skt	tib
 anumānaṃ pratyuktaṃ pratyakṣeṇāgamopamāne ca | anumānāgamasādhyā ye 'rthā dṛṣṭāntasādhyāśca || vv_6 ||	རྗེས་དཔག་ལུང་དང་དཔར་འཇལ་དང་༎ རྗེས་དཔག་ལུང་གིས་བསྒྲུབ་བྱ་དང་༎ དཔེས་བསྒྲུབ་བྱ་བའི་དོན་གང་ཡིན་༎ མངོན་སུམ་གྱིས་ནི་ལན་བཏབ་པོ་༎
 kuśalānāṃ dharmāṇāṃ dharmāvasthāvidaśca manyante |	སྐྱེ་བོ་ཆོས་ཀྱི་གནས་སྐབས་མཁས་༎ དགེ་བདག་གི་ཆོས་རྣམས་ལ་༎
 kuśalaṃ janasvabhāvaṃ śeṣeṣvapyeṣa viniyogaḥ || vv_7 ||	དགེ་བའི་རང་བཞིན་ཡིན་པར་ནི་༎ སེམས་ཤིང་ལྷག་མ་རྣམས་ལ་ཡང་༎
 nairyāṇikasvabhāvo dharmo nairyāṇikāśca ye teṣām |	གང་དག་ངེས་པར་འབྱིན་པའི་ཆོས་༎
 dharmāvasthoktānāmeva ca nairyāṇikādīnām || vv_8 ||	ཆོས་ཀྱི་གནས་སྐབས་གསུངས་དེ་རྣམས་༎ ངེས་པར་འབྱིན་པའི་རང་བཞིན་ཉིད་༎ རང་བཞིན་ངེས་འབྱིན་མིན་ལ་སོགས་༎
 yadi ca na bhavet svabhāvo dharmāṇāṃ niḥsvabhāva ityevam |	གལ་ཏེ་ཆོས་རྣམས་རང་བཞིན་མེད་༎ རང་བཞིན་མེད་ཅེས་བྱ་བ་ཡིན་༎ མིང་ཡང་དེ་བཞིན་མེད་འགྱུར་ཞིང་༎
 nāmāpi bhavennaivaṃ nāmāpi nirvastukaṃ nāsti || vv_9 ||	གཞི་མེད་མིང་ནི་མེད་ཕྱིར་རོ་༎
 atha vidyate svabhāvaḥ sa ca dharmāṇāṃ na vidyate tasmāt |	འོན་ཏེ་རང་བཞིན་ཡོད་མོད་ཀྱི་༎ དེ་ནི་ཆོས་རྣམས་ལ་མེད་ན་༎ དེ་ཕྱིར་ཆོས་རྣམས་སྤངས་པ་ཡི་༎
 dharmairvinā svabhāvaḥ sa yasyāsti tad yuktamupadeṣṭum || vv_10 ||	རང་བཞིན་གང་དེ་བསྟན་པར་རིགས་༎ གང་ཕྱིར་ཁྱིམ་ན་བུམ་པ་མེད་༎
 sata eva pratiṣedho nāsti ghaṭo geha ityayaṃ yasmāt |	ཅེས་བྱའི་འགོག་པ་ཡོད་ཉིད་ལ་༎ མཐོང་བ་དེ་ཕྱིར་ཁྱོད་ཀྱི་ཡང་༎
 dṛṣṭaḥ pratiṣedho 'yaṃ sataḥ svabhāvasya te tasmāt || vv_11 ||	འགོག་འདི་ཡོད་ལ་རང་བཞིན་ཡིན་༎
 atha nāsti sa svabhāvaḥ kiṃ nu pratividhyate tvayānena |	ཅི་སྟེ་རང་བཞིན་དེ་མེད་ན་༎ ཁྱོད་ཀྱི་ཚིག་འདིས་ཅི་ཞིག་༄༢༧བ་དགག་། ཚིག་མེད་པར་ཡང་མེད་པ་ཡི་༎
 vacanenarte vacanāt pratiṣedhaḥ sidhyate hyasataḥ || vv_12 ||	འགོག་པ་རབ་ཏུ་གྲུབ་པ་ཡིན་༎ བྱིས་པ་རྣམས་ཀྱིས་སྨིག་རྒྱུ་ལ་༎
 bālānāmiva mithyā mṛgatṛṣṇāyāṃ yathā jalagrāhaḥ |	ཇི་ལྟར་ཆུ་ཞེས་ལོག་འཛིན་ལྟར་༎
 evaṃ mithyāgrāhaḥ syātte pratiṣidhyato hyasataḥ || vv_13 ||	དེ་བཞིན་ཁྱོད་ཀྱིས་ཡོད་མིན་ལ་༎ ལོག་པར་འཛིན་པ་འགོག་བྱེད་ན་༎
 nanvevaṃ satyasti grāho grāhyaṃ ca tagdṛhītaṃ ca | pratiṣedhaḥ pratiṣedhyaṃ pratiṣeddhā ceti ṣaṭkaṃ tat || vv_14 ||	དེ་ལྟ་ན་ནི་འཛིན་པ་དང་། གཟུང་དང་དེ་ཡི་འཛིན་པོ་དང་༎ འགོག་དང་འགོག་བྱ་འགོག་པ་པོ་༎ དེ་དྲུག་ཡོད་པ་མ་ཡིན་ནམ་༎
 atha naivāsti grāho na ca grāhyaṃ na ca grahītāraḥ |	ཅི་སྟེ་འཛིན་པ་ཡོད་མིན་ཞིང་༎ གཟུང་མེད་འཛིན་པ་པོ་མེད་ན་༎
 pratiṣedhaḥ pratiṣedhyaṃ pratiṣeddhāro 'sya tu na santi || vv_15 ||	འོ་ན་འགོག་དང་དགག་བྱ་དང་༎ འགོག་པ་པོ་ཡང་ཡོད་མ་ཡིན་༎
 pratiṣedhaḥ pratiṣedhyaṃ pratiṣeddhāraśca yadyuta na santi |	གལ་ཏེ་འགོག་དང་དགག་བྱ་དང་། འགོག་པ་པོ་ཡང་ཡོད་མིན་ན་༎
 siddhā hi sarvabhāvā yeṣāmevaṃ svabhāvaśca || vv_16 ||	དངོས་པོ་ཀུན་དང་དེ་རྣམས་ཀྱི་༎ རང་བཞིན་ཉིད་ཀྱང་གྲུབ་པ་ཡིན་༎
 hetostato na siddhirnaiḥsvābhāvyāt kuto hi te hetuḥ |	ཁྱེད་ལ་གཏན་ཚིགས་མི་འགྲུབ་སྟེ་༎ རང་བཞིན་མེད་ཕྱིར་ཁྱོད་ཀྱི་རྟགས་༎ གལ་ཏེ་ཡོད་དེ་ཁྱོད་དོན་དེ་༎
 nirhetukasya siddhirna copapannāsya te 'rthasya || vv_17 ||	གཏན་ཚིགས་མེད་ཕྱིར་འགྲུབ་མི་འཐད་༎ ཁྱོད་ལ་གཏན་ཚིགས་མེད་པར་ཡང་༎
 yadi cāhetoḥ siddhiḥ svabhāvavinivartanasya te bhavati |	རང་བཞིན་བཟློག་པ་གྲུབ་ཡིན་ན་༎ ང་ལའང་གཏན་ཚིགས་མེད་པར་ནི་༎
 svābhāvyasyāstitvaṃ mamāpi nirhetukaṃ siddham || vv_18 ||	རང་བཞིན་ཡོད་པ་ཉིད་དུ་འགྲུབ་༎ ཅི་སྟེ་གཏན་ཚིགས་ཡོད་ན་དངོས་༎
 atha hetorastitvaṃ bhāvanaiḥsvābhāvyamityanupapannam |	རང་བཞིན་མེད་ཅེས་བྱ་མི་འཐད་༎ སྲིད་ན་རང་བཞིན་མེད་པ་ཡི་༎ དངོས་འགའ་ཡོད་པ་མ་ཡིན་ནོ་༎
 loke naiḥsvābhāvyānna hi kaścana vidyate bhāvaḥ || vv_19 ||	གང་ལ་རང་བཞིན་ཡོད་མིན་པའི་༎ འགོག་པ་གལ་ཏེ་སྔ་འགྱུར་ཞིང་༎
 pūrvaṃ cet pratiṣedhaḥ paścāt pratiṣedhyamiti ca nopapannam |	དགག་བྱ་ཕྱི་ཞེས་འཐད་མིན་ལ་༎
 paścādanupapanno yugapacca yataḥ svabhāvo 'san || vv_20 ||	ཕྱིས་དང་ཅིག་ཅར་ཡང་མི་འཐད་༎
 hetupratyayasāmagryāṃ pṛthagbhāve 'pi madvaco na yadi |	གལ་ཏེ་ངའི་ཚིག་རྒྱུ་རྐྱེན་དང་༎ ཚོགས་དང་སོ་སོ་ལ་ཡང་མེད་༎
 nanu śūnyatvaṃ siddhaṃ bhāvānāmasvabhāvatvāt || vv_21 ||	འོ་ན་དངོས་རྣམས་སྟོང་གྲུབ་སྟེ་༏་། རང་བཞིན་མེད་པ་ཉིད་ཕྱིར་རོ་༎ རྟེན་རྣམས་འབྱུང་བའི་དངོས་རྣམས་གང་༎
 yaśca pratītya bhāvo bhāvānāṃ śūnyateti sā hyuktā |	དེ་ནི་སྟོང་ཉིད་ཅེས་བརྗོད་དེ་༎
 yaśca pratītya bhāvo bhavati hi tasyāsvabhāvatvam || vv_22 ||	གང་ཞིག་རྟེན་ནས་འབྱུང་བ་དེ་༎ རང་བཞིན་མེད་པ་ཉིད་ཡིན་ནོ་༎
 nirmitako nirmitakaṃ māyāpuruṣaḥ svamāyayā sṛṣṭam |	སྤྲུལ་པ་ཡིས་ནི་སྤྲུལ་པ་དང་༎ སྒྱུ་མ་ཡིས་ནི་སྐྱེས་བུ་ཡི་༎ སྒྱུ་མས་ཕྱུང་ལ་འགོག་བྱེད་ལྟར་༎
 pratisedhayase yadvat pratiṣedho 'yaṃ tathaiva syāt || vv_23 ||	འགོག་པ་འདི་ཡང་དེ་བཞིན་འགྱུར་༎
 na svābhāvikametad vākyaṃ tasmānna vādahānirme |	ང་ཡི་ཚིག་དེ་རང་བཞིན་མེད་༎ དེ་ཕྱིར་ང་ཡི་ཕྱོགས་མཉམ་ལ་༎
 nāsti ca vaiṣamikatvaṃ viśeṣahetuśca na nigadyaḥ || vv_24 ||	མི་འདྲ་ཉིད་ཀྱང་མེད་པས་ན་༎ གཏན་ཚིགས་ཁྱད་པར་བརྗོད་མི་བྱ་༎ སྒྲ་མ་འབྱིན་བྱ་བཞིན་ཞེ་ན་༎
 mā śabdavaditi nāyaṃ dṛṣṭānto yastvayā mamārabdhaḥ |	ཁྱོད་ཀྱིས་གང་བརྩམས་དཔེ་འདི་མིན་༎
 śabdena hi tacca śabdasya vāraṇaṃ naiva me vacaḥ || vv_25 ||	དེ་ནི་སྒྲ་ཡིས་སྒྲ་བཟློག་ལ་༎ འདིར་ནི་དེ་ལྟ་མ་ཡིན་ནོ་༎
 naiḥsvābhāvyānāṃ cennaiḥsvābhāvyena vāraṇaṃ yadi hi |	གལ་ཏེ་རང་བཞིན་མེད་ཉིད་ཀྱིས་༎ ཅི་སྟེ་རང་བཞིན་མེད་པ་བཟློག་། 
 naiḥsvābhāvyanivṛttau svābhāvyaṃ hi prasiddhaṃ syāt || vv_26 ||	རང་བཞིན་མེད་པ་ཉིད་ལོག་ན་༎ རང་བཞིན་ཉིད་དུ་རབ་འགྲུབ་འགྱུར་༎ ཡང་ན་ཁ་ཅིག་སྤྲུལ་པ་ཡི་༎
 athavā nirmitakāyāṃ yathā striyāṃ striyamityasaṃgrāham |	བུད་མེད་ལ་ནི་བུད་མེད་སྙམ་༎ ལོག་འཛིན་འབྱུང་ལ་སྤྲུལ་པ་ཡིས་༎
 nirmitakaḥ pratihanyāt kasyacidevaṃ bhavedetat || vv_27 ||	འགོག་བྱེད་དེ་ནི་དེ་ལྟ་ཡིན་༎
 athavā sādhyasamo 'yaṃ heturna hi vidyate dhvaneḥ sattā |	ཡང་ན་རྟགས་འདི་བསྒྲུབ་བྱ་དང་༎ མཚུངས་ཏེ་གང་ཕྱིར་སྒྲ་ཡོད་མིན་༎
 saṃvyavahāraṃ ca vayaṃ nānabhyupagamya kathayāmaḥ || vv_28 ||	ཐ་སྙད་ཁས་ནི་༄༢༨ཨ་༌་༎ མ་བླངས་པར་༎ ངེད་ཅག་འཆད་པར་མི་བྱེད་དོ་༎
 yadi kācana pratijñā tatra syādeṣa me bhaveddoṣaḥ |	གལ་ཏེ་ངས་དམ་བཅས་འགའ་ཡོད་༎ དེས་ན་ང་ལ་སྐྱོན་དེ་ཡོད་༎
 nāsti ca mama pratijñā tasmānnaivāsti me doṣaḥ || vv_29 || yadi kiṃcidupalabheyaṃ pravartayeyaṃ nivartayeyaṃ vā |	ང་ལ་དམ་བཅའ་མེད་པས་ན་༎ ང་ལ་སྐྱོན་མེད་ཁོ་ན་ཡིན་༎ གལ་ཏེ་མངོན་སུམ་ལ་སོགས་པའི་༎ དོན་གྱིས་འགའ་ཞིག་དམིགས་ན་ནི་༎ བསྒྲུབ་པའམ་བཟློག་པར་བྱ་ན་དེ་༎
 pratyakṣādibhirarthaistadabhāvānme 'nupālambhaḥ || vv_30 ||	མེད་ཕྱིར་དེ་ལ་ཀླན་ཀ་མེད་༎
 yadi ca pramāṇatasteṣāṃ teṣāṃ prasiddhirarthānām |	གལ་ཏེ་ཁྱོད་ཀྱི་དོན་དེ་རྣམས་༎ ཚད་མ་ཉིད་ཀྱིས་རབ་བསྒྲུབས་ན་༎
 teṣāṃ punaḥ prasiddhiṃ brūhi kathaṃ te pramāṇānām || vv_31 ||	ཁྱོད་ཀྱིས་ཚད་མ་དེ་རྣམས་ཀྱང་༎ ཇི་ལྟར་རབ་ཏུ་འགྲུབ་པ་སྨྲོས་༎
 anyairyadi pramāṇaiḥ pramāṇasiddhirbhavatyanavasthā |	གལ་ཏེ་ཚད་མ་གཞན་རྣམས་ཀྱིས་༎ གྲུབ་པོ་སྙམ་ན་ཐུག་པ་མེད་༎ དེ་ཡང་དང་པོ་འགྲུབ་མིན་ལ་༎
 nādeḥ siddhistatrāsti naiva madhyasya nāntasya || vv_32 ||	བར་མ་ཡིན་ཞིང་ཐ་མའང་མིན་༎
 teṣāmatha pramāṇairvinā prasiddhirvihīyate vādaḥ |	འོན་ཏེ་ཚད་མ་མེད་པར་ཡང་༎ དེ་རྣམས་གྲུབ་ན་སྨྲ་བ་ཉམས་༎ མི་འདྲ་ཉིད་དེ་དེ་ཡིན་ན་༎
 vaiṣamikatvaṃ tasmin viśeṣahetuśca vaktavyaḥ || vv_33 ||	གཏན་ཚིགས་ཁྱད་པར་སྨྲ་བར་གྱིས་༎ ཇི་ལྟར་མེ་ཡིས་གཞན་བདག་ཉིད་༎ གསལ་བྱེད་དེ་བཞིན་རང་བདག་ལྟར་༎ དེ་བཞིན་ཚད་མ་རྣམས་ཀྱང་ནི་༎ རང་བཞིན་བདག་ཉིད་སྒྲུབ་ཅེ་ན་༎ སྨྲས་བ་དེ་ནི་མི་མཐུན་ཏེ་༎ མུན་ཁུང་ནང་གི་བུམ་པ་བཞིན་༎ དེ་ལ་མི་དམིགས་མ་མཐོང་བས་༎
 viṣamopanyāso 'yaṃ na hyātmānaṃ prakāśayatyagniḥ | na hi tasyānupalabdhirdṛṣṭā tamasīva kumbhasya || vv_35 ||	མེ་ནི་རང་ཉིད་གསལ་བྱེད་མིན་༎
 yadi svātmānamayaṃ tvadvacanena prakāśayatyagniḥ |	གལ་ཏེ་ཁྱེད་ཀྱི་ཚིག་གིས་ནི་༎ མེ་ཡིས་རང་བདག་གསལ་བྱེད་ན་༎ འོ་ན་མེ་ཡིས་གཞན་བཞིན་དུ་༎
 paramiva na tvātmānaṃ paridhakṣyatyapi hutāśaḥ || vv_36 ||	རང་ཉིད་སྲེག་པའང་བྱེད་པར་འགྱུར་༎ གལ་ཏེ་ཁྱོད་ཀྱི་ཚིག་གིས་ནི་༎
 yadi ca svaparātmānau tvadvacanena prakāśayatyagniḥ |	མི་ཡིས་རང་གཞན་གསལ་བྱེད་ན་༎
 pracchādayiṣyati tamaḥ svaparātmānau hutāśa iva || vv_37 ||	མེ་བཞིན་དུ་ནི་མུན་པ་ཡང་༏་། རང་གཞན་བདག་ཉིད་སྒྲིབ་པར་འགྱུར་༎
 nāsti tamaśca jvalane yatra ca tiṣṭhati sadātmani jvalanaḥ |	འབར་བྱེད་དང་ནི་གང་གཞན་ན་༎ མེ་འདུག་པན་མུན་པ་མེད་༎
 kurute kathaṃ prakāśaṃ sa hi prakāśo 'ndhakāravadhaḥ || vv_38 ||	གསལ་བྱེད་དེ་ནི་མུན་སེལ་ན་༎ ཇི་ལྟར་གསལ་བར་བྱེད་པ་ཡིན་༎
 utpadyamāna eva prakāśayatyagnirityasadvādaḥ |	མེ་འབྱུང་ཉིད་ན་གསལ་བྱེད་པ་༎ ཡང་དག་མིན་པར་སྨྲ་བ་སྟེ་༎
 utpadyamāna eva prāpnoti tamo na hi hutāśaḥ || vv_39 ||	མེ་འབྱུང་ཉིད་ན་མུན་པ་དང་༎ ཕྲད་པ་མེད་པ་ཁོ་ན་ཡིན་༎
 aprāpto 'pi jvalano yadi vā punarandhakāramupahanyāt |	ཡང་ན་མེ་དང་མ་ཕྲད་ཀྱང་༎ མུན་པ་སེལ་བར་བྱེད་ན་ནི་༎ འདི་ན་ཡོད་པ་གང་ཡིན་པས་༎
 sarveṣu lokadhātuṣu tamo 'yamihasaṃsthita upahanyāt || vv_40 ||	འཇིག་རྟེན་ཀུན་གྱི་མུན་སེལ་འགྱུར་༎
 yadi ca svataḥpramāṇasiddhiranapekṣya te prameyāṇi |	གལ་ཏེ་རང་ལས་ཚད་མ་གྲུབ་༎ གཞལ་བྱ་རྣམས་ལ་མ་ལྟོས་པར་༎
 bhavati pramāṇasiddhirna parāpekṣā hi siddhiriti || vv_41 ||	ཁྱོད་ཀྱི་ཚད་མ་གྲུབ་འགྱུར་འདི་༎ རང་གྲུབ་གཞན་ལ་ལྟོས་མ་ཡིན་༎
 anapekṣya hi prameyānarthān yadi te pramāṇasiddhiḥ |	གལ་ཏེ་གཞལ་བྱའི་དོན་རྣམས་ལ་༎ མ་ལྟོས་ཁྱོད་ཀྱི་ཚད་མ་གྲུབ་༎
 bhavati na bhavati kasyacidevamimāni pramāṇāni || vv_42 ||	དེ་ལྟར་ཚད་མ་འདི་རྣམས་ནི་༎ གང་གིའང་ཡིན་པར་མི་འགྱུར་རོ་༎
 atha matamapekṣya siddhisteṣāmityatra ko doṣaḥ |	འོན་ཏེ་ལྟོས་ནས་དེ་རྣམས་འགྲུབ་༎ འདོད་ན་དེ་ལ་སྐྱོན་ཅིར་འགྱུར་༎
 siddhasya sādhanaṃ syānnāsiddho 'pekṣate hyanyat || vv_43 ||	མ་གྲུབ་གཞན་ལ་མི་ལྟོས་པས་༎ གྲུབ་པ་སྒྲུབ་པར་བྱེད་པ་ཡིན་༎
 sidhyanti hi prameyāṇyapekṣya yadi sarvathā pramāṇāni |	གལ་ཏེ་ཡོང་ཡེ་གཞལ་བྱ་ལ་༎ ལྟོས་ནས་ཚད་མ་འགྲུབ་ཡིན་ན་༎
 bhavati prameyasiddhiranapekṣyaiva pramāṇāni || vv_44 ||	ཚད་མ་རྣམས་ལ་མ་ལྟོས་༄༢༨བ་པར་༏་། གཞལ་བར་བྱ་བ་འགྲུབ་པར་འགྱུར་༎
 yadi ca prameyasiddhiranapekṣyaiva bhavati pramāṇāni |	གལ་ཏེ་ཚད་མ་རྣམས་ལ་ནི་༎ མ་ལྟོས་པར་ཡང་གཞལ་བྱ་འགྲུབ་༎ གང་ཕྱིར་དེ་དག་དེ་འགྲུབ་ན་༎
 kiṃ te pramāṇasiddhyā tāni yadarthaṃ prasiddhaṃ tat || vv_45 ||	ཁྱོད་ཀྱི་ཚད་མ་འགྲུབ་པས་ཅི་༎
 atha tu pramāṇasiddhirbhavatyapekṣyaiva te prameyāṇi |	ཅི་སྟེ་ཁྱོད་ཀྱི་ཚད་མ་རྣམས་༎ གཞལ་བྱ་རྣམས་ལ་ལྟོས་ནས་འགྲུབ་༎
 vyatyaya evaṃ sati te dhruvaṃ pramāṇaprameyāṇām || vv_46 ||	དེ་ལྟར་ཁྱོད་ཀྱི་ཚད་མ་དང་༎ གཞལ་བྱ་ངེས་པར་ལྡོག་པར་འགྱུར་།
 atha tai pramāṇasiddhyā prameyasiddhiḥ prameyasiddhyā cā	འོན་ཏེ་ཁྱོད་ཀྱིས་ཚད་གྲུབ་པས་༎ གཞལ་བར་བྱ་བ་འགྲུབ་འགྱུར་ལ་༎
 bhavati pramāṇasiddhirnāstyubhayasyāpi te siddhiḥ || vv_47 || sidhyanti hi pramāṇairyadi prameyāṇi tāni taireva |	གཞལ་བྱ་གྲུབ་པས་ཚད་བསྒྲུབས་ན་༎ ཁྱོད་ཀྱིས་གཉིས་ཀའང་འགྲུབ་མི་འགྱུར་༎
 sādhyāni ca prameyaistāni kathaṃ sādhayiṣyanti || vv_48 ||	གལ་ཏེ་ཚད་མ་གཞལ་བྱ་འགྲུབ་༎ གཞལ་བྱ་དེ་དག་རྣམས་ཀྱིས་ཀྱང་༎ དེ་དག་བསྒྲུབ་པར་བྱ་ཡིན་ན་༎
 sidhyanti ca prameyairyadi pramāṇāni tāni taireva |	དེ་དག་ཇི་ལྟར་བསྒྲུབ་པར་འགྱུར་༎ གལ་ཏེ་གཞལ་བྱས་ཚད་མ་གྲུབ་༎
 sādhyāni ca prameyaistāni kathaṃ sādhayiṣyanti || vv_49 ||	ཚད་མ་དེ་དག་རྣམས་ཀྱིས་ཀྱང་༎ དེ་དག་བསྒྲུབ་པར་བྱ་ཡིན་ན་༎ དེ་དག་ཇི་ལྟར་བསྒྲུབ་པར་འགྱུར་༎
 pitrā yadyutpādyaḥ putro yadi tena caiva putreṇa |	གལ་ཏེ་ཕ་ཡིས་བུ་བསྐྱེད་བྱ་༎ གལ་ཏེ་བུ་དེ་ཉིད་ཀྱིས་ཀྱང་༎
 utpādyaḥ sa yadi pitā vada tatrotpādayati kaḥ kam || vv_50 ||	ཅི་སྟེ་ཕ་དེ་བསྐྱེད་བྱ་ན་༎ དེས་ན་གང་གིས་གང་བསྐྱེད་སྨྲོས་༎
 kaśca pitā kaḥ putrastatra tvaṃ brūhi tāvubhāvapi ca | pitāputralakṣaṇadharau yato naḥ putrasaṃdehaḥ || vv_51 ||	དེ་དག་གཉིས་ཀའང་ཕ་དང་བུའི་༎ མཚན་ཉིད་འཛིན་པས་དེ་ཡི་ཕྱིར་༎ དེ་ལ་ཁོ་བོ་ཐེ་ཚོམ་གྱུར་༎ དེ་ལས་ཕ་གང་བུ་གང་སྨྲོས་༎
 naiva svataḥprasiddhirna parasparataḥ pramāṇairvā |	ཚད་མ་རྣམས་ནི་རང་ཉིད་ཀྱིས་༎ འགྲུབ་མིན་ཕན་ཚུན་གྱིས་མིན་པའམ་༎
 bhavati na ca prameyairna cāpyakasmāt pramāṇānām || vv_52 ||	ཚད་མ་གཞན་གྱིས་མ་ཡིན་ལ་༎ གཞལ་བྱས་མ་ཡིན་རྒྱུ་མེད་མིན་༎
 kuśalānāṃ dharmāṇāṃ dharmāvasthāvidho brūvate yat | kuśalasvabhāvamevaṃ pravibhāgenābhidheyaḥ syāt || vv_53 ||	ཆོས་ཀྱི་གནས་སྐབས་རབ་མཁས་པ་༎ དགེ་བ་ཡིས་ནི་ཆོས་རྣམས་ཀྱི་༎ དགེ་བའི་ཆོས་རྣམས་རང་བཞིན་གང་༏་། དེ་ལྟར་རབ་ཕྱེ་བརྗོད་བྱ་ཡིན་༎
 yadi ca pratītya kuśalaḥ svabhāva utpadyate sa kuśalānām |	གལ་ཏེ་དགེ་བའི་ཆོས་རྣམས་ཀྱི་༎ རང་བཞིན་འགའ་ཞིག་བརྟེན་སྐྱེ་བ་༎ དེ་ནི་གཞན་དོན་དེ་ལྟ་ན་༎
 dharmāṇāṃ parabhāvaḥ svabhāva evaṃ kathaṃ bhavati || vv_54 ||	རང་གི་ངོ་བོ་ཇི་ལྟར་འགྱུར་༎ འོན་ཏེ་དགེ་བའི་ཆོས་རྣམས་ཀྱིས་༎ རང་གི་ངོ་བོ་དེ་འགའ་ལའང་༎
 atha na pratītya kiṃcit svabhāva utpadyate sa kuśalānām |	མ་བརྟེན་སྐྱེ་ན་དེ་ལྟ་ནའང་༎
 dharmāṇāmevaṃ syāda vāso na brahmacaryasya || vv_55 || nādharmo dharmo vā saṃvyavahārāśca laukikā na syuḥ |	ཚངས་པར་སྤྱོད་པ་གནས་མི་འགྱུར་།
 nityāśca sarvabhāvāḥ syurnityatvādahetumataḥ || vv_56 ||	རྒྱུ་མི་ལྡན་པ་རྟག་པའི་ཕྱིར་༎ ཆོས་རྣམས་ཐམས་ཅད་རྟག་པར་འགྱུར་༎ ཆོས་དང་ཆོས་མ་ཡིན་མེད་ཅིང་༎ འཇིག་རྟེན་པ་ཡི་ཐ་སྙད་མེད་༎
 eṣa cākuśaleḥvavyākṛteḥu nairyāṇādiḥu ca doḥaḥ |	མི་དགེ་བ་དང་ལུང་མ་བསྟན་༎ དེས་འབྱིན་སོགས་ལའང་སྐྱོན་དེ་བཞིན་༎
 tasmāt sarvaṃ saṃskṛtamasaṃskṛtaṃ te bhavatyevam || vv_57 ||	དེ་བས་ཁྱོད་ཀྱི་འདུས་བྱས་ཀུན་༎ འདུས་མ་བྱས་པ་ཉིད་དུ་འགྱུར་༎
 yaḥ sadbhūtaṃ nāma brūyāt sa svabhāva ityevam |	གང་ཞིག་རང་བཞིན་བཅས་པ་ཞེས་༎ མི་དེ་ཡོད་པར་སྨྲ་བ་ལ་༎ དེ་ལྟར་ཁྱོད་ཀྱིས་ལན་བཏབ་ཀྱི་༎
 bhavatā prativaktavyo nāma brūmaśca na vyaṃ sat || vv_58 ||	ང་ཡི་མིང་ཡོད་མི་སྨྲའོ་༎
 nāmāsaditi ca yadidaṃ tatkiṃ nu sato bhavatyutāsataḥ |	མིང་མེད་ཅེས་བྱ་གང་ཡིན་འདི་༎ ཅི་དེ་ཡོད་པའམ་མེད་པ་ཡིན་༎
 yadi hi sato yadyasato dvidhāpi te hīyate vādaḥ || vv_59 ||	གལ་ཏེ་ཡོད་དམ་མེད་ཀྱང་རུང་༎ ཁྱོད་ཀྱིས་སྨྲས་པའང་གཉིས་ཀའང་ཉམས་༎
