skt	tib
 anena adhigamasaṃpadupadarśitā |	འདིས་ནི་རྟོགས་པ་ཕུན་སུམ་ཚོགས་པ་བསྟན་ཏོ་༎
 ya[di vā]||||||||||||||tīrthikaśāstṛbhyo bhagavatāṃ viśeṣaścopadarśito bhavati |	འདི་ཉིད་ཀྱིས་ནི་མུ་སྟེགས་ཅན་གྱི་སྟོན་པ་རྣམས་ལས་ཁྱད་པར་དུ་འཕགས་པའང་བསྟན་པ་ཡིན་ནོ་༎ 
 teṣāmātmādibhāvābhiniveśavaśāt praśastagamanābhāvāt |	དེ་རྣམས་ནི་བདག་ལ་སོགས་པར་མངོན་པར་ཞེན་པའི་ལྟ་བས་མཛེས་པར་འགྲོ་བ་མེད་ནོ་༎ པའི་ཕྱིར་། 
 ātmādīnāṃ ca pramāṇabādhitatvāt | saṃsārāpratipakṣatvācca apraśastaṃ gamanam | apunarāvṛttyā vā gatāḥ,	བདག་ལ་སོགས་པ་ཡང་ཚད་མས་གནོད་པའི་ཕྱིར་དང་། འཁོར་བའི་གཉེན་པོ་མ་ཡིན་པའི་ཕྱིར་མཛེས་པར་འགྲོ་བ་མ་ཡིན་ནོ་༎
 punarjanmano rāgādinā ||||||||| haṃkāraśuddhayā ahaṃkārabījasya avidyāyāḥ sarvathā prahāṇāt sugatāḥ |	སླར་མི་ལྡོག་པར་གཤེགས་པ་ནི་ཡང་སྐྱེ་བ་དང་འདོད་ཆགས་ལ་སོགས་པའི་ཉེས་པ་རྣམས་ཀྱི་རྒྱུ་ངར་འཛིན་པའི་ས་བོན་མ་རིག་པ་རྣམ་པ་ཐམས་ཅད་༄༤༢བ་དུ་སྤངས་པས་བདེ་བར་གཤེགས་པའོ་༎ 
 anena strotaāpannasakṛdāgāmibodhisattvebhyo 'pi bhagavatāṃ viśeṣo darśitaḥ |	འདིས་ནི་རྒྱུན་དུ་ཞུགས་པ་དང་། ལན་ཅིག་ཕྱིར་འོང་བ་དང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལས་བཅོམ་ལྡན་འདས་ཁྱད་པར་དུ་འཕགས་པར་བསྟན་པ་ཡིན་ཏེ་།
 teṣāṃ praśastagamane 'pi sarvadhātvaprahāṇāt punarāvṛttisaṃbhavāt |	དེ་རྣམས་ནི་བསྔགས་པར་གཤེགས་ཀྱང་རྒྱུ་རྣམ་པ་ཐམས་ཅད་དུ་མ་སྤངས་པའི་ཕྱིར་སླར་ལྡོག་པ་སྲིད་པའི་ཕྱིར་རོ་༎ མ་ལུས་པར་ཡང་ཇི་སྲིད་དུ་བགྲོད་པར་བྱ་བར་གཤེགས་པ་སྟེ་།
 niḥśeṣaṃ vā ||||||||||sarvavāsanāyā api kāyabāgbuddhivaiguṇyalakṣaṇāyāḥ svayamadhigatamārgoktāvapāṭavasya vā sarvathā prahāṇāt sugatāḥ |	ཉེས་པ་ཐམས་ཅད་ཀྱི་བག་ཆགས་ལུས་དང་ངག་དང་སེམས་ཀྱི་གནས་ངན་ལེན་གྱི་མཚན་ཉིད་དང་། རང་གི་རྟོགས་པའི་ལམ་སྟོན་པ་ལ་མི་གསལ་བ་སྤངས་པའི་ཕྱིར་བདེ་བར་གཤེགས་པའོ་༎
 etāvatā saṃpūrṇagāmitvaṃ bhagavatāṃ pratipāditam |	དེ་དག་གིས་ནི་བཅོམ་ལྡན་འདས་རྫོགས་པར་གཤེགས་པ་ཉིད་དུ་བསྟན་ཏོ་༎
 anenāpi anāgāmiśrāvakapratyekabuddhebhyo bhagavatāmasādhāraṇaguṇatvamāveditam |	འདིས་ཀྱང་ཕྱིར་མི་འོང་བ་དང་། དགྲ་བཅོམ་པ་དང་། རང་སངས་རྒྱས་རྣམས་ལས་བཅོམ་ལྡན་འདས་ཐུན་མོང་མ་ཡིན་པའི་ཡོན་ཏན་དང་ལྡན་པ་ཉིད་དུ་རིག་པར་བྱའོ་༎ 
 teṣāṃ||||||||||kāyavāgbuddhivaiguṇyasya svādhigatamārgoktayapāṭavasya ca saṃbhavāt |	དེ་རྣམས་ནི་ཉོན་མོངས་པ་ཅན་མ་ཡིན་པའི་ལུས་དང་ངག་དང་ཡིད་ཀྱི་གནས་ངན་ལེན་དང་། རང་གི་རྟོགས་པའི་ལམ་སྟོན་པ་ལ་གསལ་བ་མི་སྲིད་པའི་ཕྱིར་རོ་༎
 evaṃ ca buddhatvamaśeṣaguṇasarasamasādhāraṇamaparayogibhiḥ	དེ་ལྟ་ན་སངས་རྒྱས་ཉིད་ཡོན་ཏན་མ་ལུས་པའི་གཞི་དང་། གཞན་དག་དང་ཐུན་མོང་མ་ཡིན་ནོ་ཞེས་བདེ་བར་གཤེགས་པའི་སྒྲས་བསྟན་ཏོ་༎
 sugataśabdena khyāpitam | tānevaṃbhūtān sugatānādarataḥ paramaprasādena praṇipatyeti (bcp 2) namaskṛtya sugatātmajasaṃvarāvatāraṃ kathayiṣyāmiti saṃbandhaḥ |	དེ་ལྟ་བུར་གྱུར་པའི་བདེ་བར་གཤེགས་པ་དེ་རྣམས་ལ་གུས་པས་ཏེ་མཆོག་ཏུ་དང་བས་སོ་༎ ཕྱག་འཚལ་ཏེ་ཞེས་པ་ནི་ཕྱག་བྱས་ཏེ་བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་བརྗོད་པར་བྱ་ཞེས་བྱ་བ་དང་སྦྱར་རོ་༎
 kiṃbhūtān? sasutāniti |	ཇི་ལྟ་བུར་གྱུར་པ་ཞིག་ཅེ་ན་། སྲས་བཅས་ཞེས་པ་སྟེ་།
 sutāśca munīnāmiha labdhapramuditādibhūmayo bodhisattvā eva gṛhyante |	ཐུབ་པ་རྣམས་ཀྱི་སྲས་ཀྱང་འདིར་རབ་ཏུ་དགའ་བ་ལ་སོགས་པའི་ས་ཐོབ་པའི་བྱང་ཆུབ་སེམས་དཔའ་ཉིད་གཟུང་ངོ་།
 teṣāmeva atra adhikṛtatvāt | taiḥ saha |	དེ་རྣམས་ཉིད་འདིར་དབང་བར་གྱུར་པའི་ཕྱིར་དེ་རྣམས་དང་བཅས་པའོ་༎
 anena viśeṣaṇena āryasaṃghasya namaskāro 'ntarbhāvitaḥ |	བྱེ་བྲག་འདིས་འཕགས་པའི་དགེ་འདུན་ལ་ཕྱག་འཚལ་བ་བསྡུས་པ་ཡིན་ནོ་༎
 aparaṃ viśeṣaṇamāhasadharmakāyāniti |	བྱེ་བྲག་གཞན་གསུངས་པ་ཆོས་སྐུ་དང་བཅས་ཞེས་པ་ལ་།
 sarvāpa [dvimu]kto bhagavatāṃ svābhāviko dharmakāyaḥ |	བཅོམ་ལྡན་འདས་ཀྱི་སྤྲོས་པ་ཐམས་ཅད་དང་བྲལ་བའི་ངོ་བོ་ཉིད་ཀྱི་ཆོས་ཀྱི་སྐུའོ་༎
 sa eva ca adhigamasvabhāvo dharmaḥ |	དེ་ཉིད་ནི་རྟོགས་པའི་རང་བཞིན་གྱི་ཆོས་སོ་༎
 samūhārtho vā kāyaśabdaḥ janakāyo balakāya iti yathā |	ཡང་ན་སྐུའི་སྒྲ་ནི་ཚོགས་ཀྱི་དོན་ཏེ་། སྐྱེ་བོའི་ཚོགས་དང་དཔུང་གི་ཚོགས་ཞེས་བྱ་བ་ཡིན་ནོ་༎
 tena pravacanasyāpi grahaṇam |	དེས་གསུང་རབ་ཀྱང་གཟུང་སྟེ་།
 tena saha |	དེ་དང་བཅས་པའོ་༎
 anenāpi dharmasya namaskāro 'ntarbhāvitaḥ iti |	འདིས་ཀྱང་ཆོས་ལ་ཕྱག་འཚལ་བ་བསྡུས་པ་ཡིན་ནོ་༎
 ratnatrayanamaskāro 'yamityu[ktaṃ bhavati] ||	དེ་ལྟར་ན་འདིས་ནི་དཀོན་མཆོག་གསུམ་ལ་ཕྱག་འཚལ་བ་༄༤༣ཨ་༌་༎ ཉེ་བར་བསྟན་པ་ཡིན་ནོ་༎
 nanu buddhāddharmo dharmataśca āryasaṃgha iti kramaḥ |	སངས་རྒྱས་ལས་ཆོས་། ཆོས་ལས་འཕགས་པའི་དགེ་འདུན་ཏེ་ཞེས་པའི་གོ་རིམས་མ་ཡིན་ནམ་།
 tat kimiti buddhānantaramāryasaṃghaḥ, tadanu dharma iti vyatikramanirdeśaḥ? satyam |	དེ་ཅིའི་ཕྱིར་སངས་རྒྱས་ཀྱི་དེ་མ་ཐག་ཏུ་འཕགས་པའི་དགེ་འདུན་དང་། དེའི་རྗེས་ལ་ཆོས་ཞེས་གོ་རིམས་འཚོལ་བར་བསྟན་ཞེ་ན་།
 iha ślokabandhānurodhād vyatikramanirdeśo veditavyaḥ |	བདེན་ཏེ་འདིར་ཚིགས་སུ་བཅད་པ་སྦྱར་བའི་ངོར་བྱས་པའི་ཕྱིར་གོ་རིམས་འཚོལ་བར་བསྟན་པར་རིག་པར་བྱའོ་༎ 
 yojanāttu sugatān sadharmakāyān sasutān praṇipatya, iti anukrameṇaiva |	སྦྱར་བ་ནི་བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་ལ་ཕྱག་འཚལ་ཏེ་ཞེས་གོ་རིམས་ཉིད་བཞིན་བྱ་སྟེ་།
 na kaścidatra doṣaḥ | athavā |	དེས་ན་ཉེས་པ་མེད་དོ་༎
 bodhisattvānāmapi adhigatadharmatvādānurūpyeṇa dharmakāyo vidyata eva |	ཡང་ན་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་ཡང་རྟོགས་པའི་ཆོས་མངའ་བའི་ཕྱིར་རྗེས་སུ་མཐུན་པའི་ཕྱིར་ན་ཆོས་ཀྱི་སྐུ་ཡོད་པ་ཉིད་དེ་།
 teṣāmapi saha dharmakāyena namaskaraṇaṃ pratipādanīyam |	ཆོས་ཀྱི་སྐུ་དང་བཅས་པ་དེ་རྣམས་ལའང་ཕྱག་འཚལ་བ་བསྟན་པའི་དོན་དུའོ་༎
 te 'pi hi samadhigatadharmatayā sugatatvaniyatāḥ sugataprāyāḥ |	དེ་རྣམས་ཀྱང་ཆོས་ཉིད་རྟོགས་པར་བདེ་བར་གཤེགས་པ་ཉིད་དུ་ངེས་པ་ཡིན་ཏེ་།
 iti dharmāt pūrvaṃ nirdeśaḥ |	བདེ་བར་གཤེགས་པ་དང་འདྲ་བའི་ཕྱིར་ཆོས་ལས་སྔར་བསྟན་ཏོ་༎
 iti na kiṃcidayuktam |	དེས་ན་མི་རིགས་པ་ཅུང་ཟད་ཀྱང་མེད་དོ་༎
 kimetāneva? netyāha- akhilāṃśca bandyāniti |	ཅིའི་ཕྱིར་འདི་རྣམས་ཁོ་ན་ལ་ཡིན་ནམ་ཞེ་ན་།
 aparānapi samastān vandanīyān ācāryopādhyāyaprabhṛtīnapi |	ཕྱག་འོས་ཀུན་ལའང་ཞེས་གསུངས་ཏེ་།
 ādarataḥ praṇipatyeti |	གཞན་ཕྱག་བྱ་བར་འོས་པ་མཐའ་དག་ལའང་སྟེ་། སློབ་དཔོན་དང་མཁན་པོ་ལ་སོགས་པ་རྣམས་ལ་ཡང་ངོ་༎
 iti pūrvārdhena sugatādīnāṃ namaskṛtimabhidhāya aparārdhena abhidheyādīni pratipādayannāha- sugatātmajetyādi | ātmano jātāḥ ātmajāḥ |	གུས་པས་ཕྱག་འཚལ་ཏེ་ཞེས་པ་ཕྱེད་སྔ་མས་བདེ་བར་གཤེགས་པ་ལ་སོགས་པ་ལ་ཕྱག་འཚལ་བར་བརྗོད་ནས་། ཕྱེད་ཕྱི་མས་བརྗོད་པར་བྱ་བ་ལ་སོགས་པ་བསྟན་པའི་ཕྱིར་། བདེ་གཤེགས་སྲས་ཞེས་བྱ་བ་ལ་སོགས་པ་གསུངས་ཏེ་།
 sugatānāmātmajāḥ jinaputrāḥ,	སྲས་ནི་བདེ་བར་གཤེགས་པ་རྣམས་ལས་སྐྱེས་པའི་སྲས་ཏེ་།
 bodhisattvā ityarthaḥ |	རྒྱལ་བའི་སྲས་བྱང་ཆུབ་སེམས་དཔའ་ཞེས་བྱ་བའི་དོན་ཏོ་༎
 teṣāṃ saṃvarāvatāram |	དེ་རྣམས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི་བསྡམ་པར་བྱ་བའམ་།
 saṃvaraṇaṃ saṃvriyate vā aneneti saṃvaraḥ,	འདིས་སྡོམ་པར་བྱེད་པས་ན་སྡོམ་པ་སྟེ་།
 bodhicittagrahaṇapūrvakaṃ bodhisattvaśikṣāsamādānam |	བྱང་ཆུབ་ཀྱི་སེམས་གཟུང་བ་སྔོན་དུ་སོང་བའི་བྱང་ཆུབ་སེམས་དཔའི་བསླབ་པ་ཡང་དག་པར་བླང་བ་ཡིན་ལ་། 
 tacca yathāvasaraṃ vakṣyāmaḥ |	དེ་ཡང་སྐབས་ཇི་ལྟ་བ་བཞིན་དུ་བརྗོད་པར་བྱའོ་༎
 tasya avataraṇam |	དེ་ལ་འཇུག་པར་བྱ་བའམ་།
 avatīryate tasmin vā anenetyavatāro mārgaḥ,	འདིས་དེ་ལ་འཇུག་པར་བྱེད་པའི་ཕྱིར་འཇུག་པ་ནི་ལམ་སྟེ་།
 yena bodhisattvapadaprāptau sugatatvamavāpyate | taṃ kathayiṣyāmi pratipādayiṣyāmi | anena granthenetyarthaḥ |	གང་གིས་བྱང་ཆུབ་སེམས་དཔའི་གོ་འཕང་ཐོབ་པ་ན་བདེ་བར་གཤེགས་པ་ཉིད་ཐོབ་པར་འགྱུར་བ་དེ་གཞུང་འདིས་བསྟན་པར་བྱའོ་ཞེས་བྱ་བའི་དོན་ཏོ་༎ 
 evamanena pratipādyamānatvāt saṃvarāvatāraḥ abhidheyamasya,	དེ་ལྟར་ན་འདིས་སྟོན་པར་བྱེད་པ་ཡིན་པའི་ཕྱིར་སྡོམ་ལ་འཇུག་པ་ནི་འདིའི་བརྗོད་པར་བྱ་བ་ཡིན་ལ་།
 ayamabhidhānaṃ saṃvarāvatārasya,	༄༤༣བ་འདིས་ནི་སྡོམ་ལ་འཇུག་པའི་བརྗོད་པར་བྱེད་པ་ཡིན་ནོ་༎
 iti abhidhānābhidheyalakṣaṇaḥ saṃbandho 'pyarthāt kathitaḥ |	དེ་ལྟར་ན་རྗོད་པར་བྱེད་པ་དང་བརྗོད་པར་བྱ་བའི་མཚན་ཉིད་ཀྱི་འབྲེལ་པ་ཡང་དོན་གྱིས་བསྟན་པ་ཡིན་ལ་།
 tatkathanaṃ ca abhidhānaprayojanam |	བསྟན་པ་ནི་རྗོད་པར་བྱེད་པའི་དགོས་པ་སྟེ་།
 paramārthatastu abhidheyasvarūpavyutpattireva tatprayojanam |	དངོས་སུ་ནི་བརྗོད་པར་བྱ་བའི་རང་གི་ངོ་བོ་རྟོགས་པ་ཉིད་དེའི་དགོས་པའོ་༎
 abhidheyasya punaḥ śrutamayyādiprajñotpādanakrameṇa sarvāvaraṇavigamād buddhatvameva prayojanamiti prayojananiṣṭhā |	བརྗོད་པར་བྱ་བའི་དགོས་པ་ཡང་ཐོས་པ་ལས་བྱུང་བ་ལ་སོགས་པའི་ཤེས་རབ་བསྐྱེད་པའི་རིམ་པས་སྒྲིབ་པ་ཐམས་ཅད་དང་བྲལ་བའི་སངས་རྒྱས་ཉིད་ནི་དགོས་པ་མཐར་ཐུག་པ་ཡིན་ནོ་༎
 idaṃ ca sugatātmajasaṃvarāvatāraśabde eva antarbhāvitam | tadanantaramevokteḥ |	འདི་ཡང་བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པའི་སྒྲ་ཉིད་ཀྱིས་བསྡུས་པ་ཡིན་ཏེ་།
 yadanuśaṃsakathanena ca sūcayiṣyati |	དེ་ཡང་གང་ཞིག་ཕན་ཡོན་བསྟན་པས་ཟུར་གྱིས་སྟོན་པར་འགྱུར་ཏེ་། མི་གཙང་ལུས་འདི་བླངས་ནས་རྒྱལ་བའི་སྐུ་༎
 aśucipratimāmimāṃ gṛhītvā jinaratnapratimāṃ karotyanardhām |	རིན་ཆེན་རིན་ཐང་མེད་པར་བསྒྱུར་བས་ན་༎
 [bodhi 1|10]	ཞེས་བསྟན་ཏོ་༎
 iti saṃbandhābhidheyaprayojanāni pravṛttyaṅgatayā pratipāditāni |	དེ་ལྟར་འབྲེལ་པ་དང་། བརྗོད་པར་བྱ་བ་དང་། དགོས་པ་རྣམས་ནི་འཇུག་པའི་ཡན་ལག་ཏུ་བསྟན་ཏེ་།
 anyathā anabhidheyādiśaṅkayā prekṣāvatāmatra pravṛttirna syāt |	གཞན་དུ་ན་བརྗོད་པར་བྱ་བ་ལ་སོགས་པ་མེད་པར་དོགས་པས་འདིར་རྟོག་པ་དང་ལྡན་པ་རྣམས་འཇུག་པར་མི་འགྱུར་རོ་༎
 nanu tvayā svātantrayeṇa kathitaṃ kathanaṃ kathaṃ grahīṣyantītyāha- yathāgamamiti |	ཁྱོད་ཀྱིས་རང་བཟོར་བརྗོད་པ་མ་ཡིན་ནམ་འདིས་སུ་ཞིག་འཛིན་པར་འགྱུར་ཞེ་ན་། ལུང་བཞིན་ཞེས་གསུངས་ཏེ་།
 āgamānatikrameṇa | yathaiva pravacane bhagavadbhiḥ pratipāditaḥ, (bcp 3) tathā mayāpi tadarthānativṛttyā pratipādayitavyaḥ |	ལུང་ལས་མ་འདས་པར་བཅོམ་ལྡན་འདས་ཀྱིས་ཇི་ལྟར་གཞན་གསུང་རབ་ཏུ་བསྟན་པ་དེ་བཞིན་དུ་བདག་གིས་དེའི་དོན་ལས་མ་འདས་པར་བསྟན་པར་བྱ་བའོ་༎ 
 anena āgamāt svātantryaṃ parihṛtaṃ bhavati |	འདིས་ནི་ལུང་ལས་རང་བཟོར་རྩོམ་པ་ཡོངས་སུ་སྤངས་པ་ཡིན་ཏེ་༎
 utsūtramidaṃ na bhavatītyarthaḥ |	འདི་ནི་རང་དགའ་མ་ཡིན་ནོ་ཞེས་པའི་དོན་ཏོ་༎
 pravacanārthāvagāhanamapi ca avakratayā anena ātmano darśitam |	འདིས་བདག་ཉིད་ཀྱིས་གསུང་རབ་ཀྱི་དོན་རྟོགས་པར་ཡང་ཟུར་གྱིས་བསྟན་པ་ཡིན་ཏེ་།
 idamapi pravṛttyaṅgameva |	འདི་ཡང་འཇུག་པའི་ཡན་ལག་ཉིད་དོ་༎
 nanu yadi yathāgamaṃ kathayitavyaḥ,	གལ་ཏེ་ལུང་བཞིན་དུ་བསྟན་པར་བྱ་བ་མ་ཡིན་ནམ་།
 tarhi āgame eva tadabhilāṣiṇaḥ pravartiṣyante,	དེ་ལྟ་ན་ལུང་ཉིད་ལ་དེ་འདོད་པ་རྣམས་འཇུག་པར་འགྱུར་ན་།
