skt	tib
 ṣaṭkena yugapadyogāt paramāṇoḥ ṣaḍaṃśatā |	དྲུག་གིས་ཅིག་ཅར་སྦྱར་བ་ན་༎ ཕྲ་རབ་རྡུལ་ཆ་དྲུག་ཏུ་འགྱུར་༎ དྲུག་པོ་དག་ནི་གོ་གཅིག་ན་༎
 ṣaṇṇāṃ samānadeśatvāt piṇḍaḥ syādaṇumātrakaḥ || vk_12 ||	གོང་བུ་རྡུལ་ཕྲན་ཙམ་དུ་འགྱུར་༎
 paramāṇorasaṃyoge tatsaṅghāte 'sti kasya saḥ |	རྡུལ་ཕྲན་སྦྱོར་བ་མེད་ན་ནི་༎ དེ་འདུས་ཡོད་པ་དེ་གང་གིས་༎
 na cānavayavatvena tatsaṃyogo na sidhyati || vk_13 ||	ཆ་ཤས་ཡོད་པ་མ་ཡིན་པས་། དེ་སྦྱོར་མི་འགྲུབ་མ་ཟེར་ཅིག་། 
 digbhāgabhedo yasyāsti tasyaikatvaṃ na yujyate |	གང་ལ་ཕྱོགས་ཆ་ཐ་དད་ཡོད་༎ དེ་ནི་གཅིག་ཏུ་མི་རུང་ངོ་༎
 chāyāvṛtī kathaṃ vānyo na piṇḍaścenna tasya te || vk_14 ||	གྲིབ་དང་སྒྲིབ་པར་ཇི་ལྟར་འགྱུར་༎ གོང་བུ་གཞན་མིན་དེ་དེའི་མིན་༎ གཅིག་ནི་རིམ་གྱིས་འགྲོ་བ་མེད་༎
 ekatve na krameṇetiryugapanna grahāgrahau |	ཟིན་དང་མ་ཟན་ཅིག་ཅར་མེད་༎
 vicchinnānekavṛttiśca sūkṣmānīkṣā ca no bhavet || vk_15 ||	རིས་ཆད་དུ་མར་གནས་པ་དང་༎ མིག་གིས་མི་སོད་ཕྲ་བའང་མེད་༎
 pratyakṣabuddhiḥ svapnādau yathā sā ca yadā tadā |	མངོན་སུམ་བློ་ནི་རྨི་སོགས་བཞིན་༎ དེ་ཡང་གང་ཚེ་དེ་ཡི་ཚེ་༎
 na so 'rtho dṛśyate tasya pratyakṣatvaṃ kathaṃ matam || vk_16 ||	ཁྱོད་ཀྱི་དོན་དེ་མི་སྣང་ན་༎ དེ་ནི་མངོན་སུམ་ཇི་ལྟར་འདོད་༎
 uktaṃ yathā tadābhāsā vijñaptiḥ smaraṇaṃ tataḥ |	དཔེར་ན་དེར་སྣང་རྣམ་རིག་བཞིན་༎ བཤད་ཟིན་དེ་ལས་དྲན་པར་ཟད་༎
 svapne dṛgviṣayābhāvaṃ nāprabuddho 'vagacchati || vk_17 ||	རྨི་ལམ་མཐོང་བ་ཡུལ་མེད་པར་༎ མ་སད་བར་དུ་རྟོགས་མ་ཡིན་༎
 anyonyādhipatitvena vijñaptiniyamo mithaḥ |	གཅིག་ལ་གཅིག་གི་དབང་གིས་ན་༎ རྣམ་པར་རིག་པ་ཕན་ཚུན་དེས་༎
 middhenopahataṃ cittaṃ svapne tenāsamaṃ phalam || vk_18 ||	སེམས་ནི་གཉིད་ཀྱིས་ནོན་པས་ན་༎ དེ་ཕྱིར་རྨི་དང་འབྲས་མི་མཚུངས་༎
 maraṇaṃ paravijñaptiviśeṣād vikriyā yathā |	འཆི་བ་གཞན་གྱི་རྣམ་རིག་གིས་༎ བྱེ་བྲག་ལས་ཏེ་དཔེར་བྱ་ན་༎
 smṛtilopādikānyeṣāṃ piśācādimanovaśāt || vk_19 || kathaṃ vā daṇḍakāraṇyaśūnyatvamṛṣikopataḥ |	འདྲེ་ལ་སོགས་པའི་ཡིད་དབང་གིས་༎ གཞན་གྱི་དྲན་ཉམས་འགྱུར་སོགས་བཞིན་༎ དྲང་སྲོང་ཁྲོས་པས་དན་ཏ་ཀའི་༎ དགོན་པ་ཇི་ལྟར་སྟོངས་པར་གྱུར་༎
 manodaṇḍo mahāvadyaḥ kathaṃ vā tena sidhyati || vk_20 ||	ཡིད་ཉེས་ཁ་ན་ཐོ་ཆེར་༎ དེ་མིས་ཇི་ལྟར་འགྲུབ་པར་འགྱུར་༎
 paracittavidāṃ jñānamayathārthaṃ kathaṃ yathā |	གཞན་སེམས་རིག་པས་ཤེས་པ་ནི་༎ དོན་བཞིན་མ་ཡིན་ཇི་༄༤ཨ་༌་༎ ལྟར་དཔེར་༎
 svacittajñānamajñānād yathā buddhasya gocaraḥ || vk_21 ||	རང་སེམས་ཤེས་པས་སངས་རྒྱས་ཀྱི་༎ སྤྱོད་ཡུལ་ཇི་བཞིན་མ་ཤེས་ཕྱིར་༎
 vijñaptimātratāsiddhiḥ svaśaktisadṛśī mayā |	རྣམ་རིག་ཙམ་དུ་གྲུབ་པ་འདི་༎ བདག་གིས་བདག་གི་མཐུ་འདྲ་བར་༎ བྱས་ཀྱི་དེ་ཡི་རྣམ་པ་ཀུན་༎
 kṛteyaṃ sarvathā sā tu na cintyā buddhagocaraḥ || vk_22 ||	བསམ་ཡས་སངས་རྒྱས་སྤྱོད་ཡུལ་ལོ་༎
