skt	tib
 ahiṃsā kuśalāḥ kleśā rāgapratighamūḍhayaḥ || tvk_11 ||	རྣམ་མི་འཚེ་དགེ་ཉོན་མོངས་ནི་༎ འདོད་ཆགས་ཁོང་ཁྲོ་གཏི་མུག་དང་༎ ང་རྒྱལ་ལྟ་བ་ཐེ་ཚོམ་མོ་༎
 mānadṛgvicikitsāśca krodhopanahane punaḥ | mrakṣaḥ pradāśa īrṣyārtha mātsaryaṃ saha māyayā || tvk_12 || śāṭhyaṃ mado 'vihiṃsāhrīratrapā styānamuddhavaḥ |	ཁྲོ་དང་ཁོན་དུ་འཛིན་པ་དང་༎ འཆབ་དང་འཚིག་དང་ཕྲག་དོག་དང་༎ སེར་སྣ་དང་ནི་སྒྱུར་བཅས་དང་༎ ག-ཡོ་རྒྱགས་རྣམ་འཚེ་ངོ་ཚ་མེད་༎
 āśraddhamatha kausīdyaṃ pramādo muṣitā smṛtiḥ || tvk_13 || vikṣepo 'samprajanyaṃ ca kaukṛtyaṃ middhameva ca |	ཁྲེལ་མེད་༄༢བ་རྨུགས་དང་རྒོད་པ་དང་༎ མ་དད་པ་དང་ལེ་ལོ་དང་༎ བག་མེད་པ་དང་བརྗེད་ངས་དང་༎ རྣམ་ག-ཡེང་ཤེས་བཞིན་མ་ཡིན་དང་༎ འགྱོད་དང་གཉིད་ཀྱང་དེ་བཞིན་ཏེ་༎
 vitarkaśca vicāraścetyupakleśā dvaye dvidhā || tvk_14 ||	རྟོག་པ་དང་ནི་དཔྱོད་པ་དང་༎ ཉེ་བའི་ཉོན་མོངས་གཉིས་རྣམ་གཉིས་༎
 pañcānāṃ mūlavijñāne yathāpratyayamudbhavaḥ |	ལྔ་རྣམས་རྩ་བའི་རྣམ་ཤེས་ལས་༎ ཇི་ལྟའི་རྐྱེན་ལས་འབྱུང་བ་ནི་༎
 vijñānānāṃ saha na vā taraṅgāṇāṃ yathā jale || tvk_15 ||	རྣམ་ཤེས་ལྷན་ཅིག་གམ་མ་ཡིན་༎ ཆུ་ལ་རླབས་རྣམས་ཇི་བཞིན་ནོ་༎
 manovijñānasambhūtiḥ sarvadāsañjñikādṛte |	ཡིད་ཀྱི་རྣམ་ཤེས་འབྱུང་བ་ནི་༎
 samāpattidvayānmiddhānmūrchanādapyacittakāt || tvk_16 ||	རྟག་ཏུའོ་འདུ་ཤེས་མེད་པ་དང་༎ སྙོམས་པར་འཇུག་པ་རྣམ་གཉིས་དང་༎ སེམས་མེད་གཉིད་དང་བརྒྱལ་མ་གཏོགས་༎
 vijñānapariṇāmo 'yaṃ vikalpo yadvikalpyate |	རྣམ་པར་ཤེས་པར་གྱུར་པ་འདི་༎ རྣམ་རྟོག་ཡིན་ཏེ་དེ་ཡིས་གང་༎
 tena tannāsti tenedaṃ sarvaṃ vijñaptimātrakam || tvk_17 ||	རྣམ་བརྟགས་དེ་མེད་དེས་ན་འདི་༎ ཐམས་ཅད་རྣམ་པར་རིག་པ་ཙམ་༎
 sarvabījaṃ hi vijñānaṃ pariṇāmastathā tathā |	རྣམ་ཤེས་ས་བོན་ཐམས་ཅད་པ་༎ ཕན་ཚུན་དག་གི་དབང་གིས་ན་༎ དེ་ལྟ་དེ་ལྟར་འགྱུར་བར་འགྲོ་༎
 yātyanyonyavaśād yena vikalpaḥ sa sa jāyate || tvk_18 ||	དེས་ན་རྣམ་རྟོག་དེ་དེ་སྐྱེ་༎
 karmaṇo vāsanā grāhadvayavāsanayā saha |	ལས་ཀྱི་བག་ཆགས་འཛིན་གཉིས་ཀྱི་༎ བག་ཆགས་བཅས་པས་སྔ་མ་ཡིས་༎
 kṣīṇe pūrvavipāke 'nyadvipākaṃ janayanti tat || tvk_19 ||	རྣམ་པར་སྨིན་པ་ཟད་ནས་གཞན་༎ རྣམ་སྨིན་སྐྱེད་པ་དེ་ཡིན་ནོ་༎
 yena yena vikalpena yadyad vastu vikalpyate |	རྣམ་པར་རྟོག་པ་གང་གང་གིས་༎ དངོས་པོ་གང་གང་རྣམ་བརྟགས་པ་༎
 parikalpita evāsau svabhāvo na sa vidyate || tvk_20 ||	དེ་ཉིད་ཀུན་ཏུ་བརྟགས་པ་ཡི་༎ ངོ་བོ་ཉིད་མེད་དེ་མེད་དོ་༎
 paratantrasvabhāvastu vikalpaḥ pratyayodbhavaḥ |	གཞན་གྱི་དབང་གི་ངོ་བོ་ཉིད་༎ རྣམ་རྟོག་ཡིན་ཏེ་རྐྱེན་ལས་བྱུང་༎
 niṣpannastasya pūrveṇa sadā rahitatā tu yā || tvk_21 ||	གྲུབ་ནི་དེ་ལ་སྔ་མ་པོ་༎ རྟག་ཏུ་མེད་པར་གྱུར་པ་གང་༎
 ata eva sa naivānyo nānanyaḥ paratantrataḥ |	དེ་ཕྱིར་དེ་ཉིད་གཞན་དབང་ལས་༎ གཞན་མིན་གཞན་མ་ཡིན་པའང་མིན་༎
 anityatādivad vācyo nādṛṣṭe 'smin sa dṛśyate || tvk_22 ||	མི་རྟག་པ་སོགས་བཞིན་དུ་བརྗོད་༎ དེ་མ་མཐོང་བར་དེ་མི་མཐོང་༎ ངོ་བོ་ཉིད་ནི་རྣམ་གསུམ་གྱིས་༎
 trividhasya svabhāvasya trividhāṃ niḥsvabhāvatām |	ངོ་བོ་ཉིད་མེད་རྣམ་གསུམ་ལ་༎
 sandhāya sarvadharmāṇāṃ deśitā niḥsvabhāvatā || tvk_23 ||	དགོངས་ནས་ཆོས་རྣམས་ཐམས་ཅད་ཀྱི་༎ ངོ་བོ་ཉིད་མེད་བསྟན་པ་ཡིན་༎
 prathamo lakṣaṇenaiva niḥsvabhāvo 'paraḥ punaḥ |	དང་པོ་པ་ནི་མཚན་ཉིད་ཀྱི་༎ ངོ་བོ་ཉིད་མེད་གཞན་པ་ཡང་༎
 na svayambhāva etasyetyaparā niḥsvabhāvatā || tvk_24 ||	དེ་ནི་རང་ཉིད་མི་འབྱུང་བས་༎ ངོ་བོ་ཉིད་མེད་གཞན་ཡིན་ནོ་༎
 dharmāṇāṃ paramārthaśca sa yatastathatāpi saḥ |	ཆོས་ཀྱི་དོན་གྱི་དམ་པའང་དེ་༎ འདི་ལྟར་དེ་བཞིན་ཉིད་ཀྱང་དེ་༎
 sarvakālaṃ tathābhāvāt saiva vijñaptimātratā || tvk_25 ||	དུས་རྣམས་ཀུན་ནའང་དེ་བཞིན་ཉིད་༎ དེ་ཉིད་རྣམ་པར་རིག་པ་ཙམ་༎
 yāvadvijñaptimātratve vijñānaṃ nāvatiṣṭhati |	ཇི་སྲིད་རྣམ་རིག་ཙམ་ཉིད་ལ་༎ རྣམ་པར་ཤེས་པ་མི་གནས་པ་༎
 grāhadvayasyānuśayastāvanna vinivartate || tvk_26 ||	འཛིན་པ་གཉིས་ཀྱི་བག་ལ་ཉལ་༎ དེ་ཉིད་རྣམ་པར་མི་ལྡོག་གོ་༎ འདི་༄༣ཨ་༌་༎
 vijñaptimātramevedamityapi hayupalambhataḥ |	དགེ་རྣམ་རིག་ཙམ་ཉིད་ཅེས་༎ དེ་སྙམ་དུ་ནི་དམིགས་ནས་སུ་༎
 sthāpayannagrataḥ kiñcit tanmātre nāvatiṣṭhate || tvk_27 ||	ཅི་ཡང་རུང་སྟེ་མདུན་འཇོག་ན་༎ དེ་ནི་ཙམ་ལ་མི་གནས་སོ་༎
 yadālambanaṃ vijñānaṃ naivopalabhate tadā |	ནམ་ཞིག་ཤེས་པས་དམིགས་པ་རྣམས་༎ མི་དམིགས་དེ་ཡི་ཚེ་ན་ནི་༎ རྣམ་པར་རིག་པ་ཙམ་ལ་གནས་༎
 sthitaṃ vijñānamātratve grāhyābhāve tadagrahāt || tvk_28 ||	གཟུང་བ་མེད་པས་དེ་འཛིན་མེད་༎
 acitto 'nupalambho 'sau jñānaṃ lokottaraṃ ca tat |	དེ་ནི་སེམས་མེད་མི་དམིགས་པ་༎ འཇིག་རྟེན་འདས་པའི་ཡེ་ཤེས་མེད་༎
 āśrayasya parāvṛttirdvidhā dauṣṭhulyahānitaḥ || tvk_29 ||	གནས་ཀྱང་གཞན་དུ་གྱུར་པ་སྟེ་༎ གནས་ངན་ལེན་གཉིས་སྤངས་པའོ་༎
 sa evānasravo dhāturacintyaḥ kuśalo dhruvaḥ |	དེ་ཉིད་ཟག་པ་མེད་དང་དབྱིངས་༎ བསམ་གྱིས་མི་ཁྱབ་དགེ་དང་བརྟན་༎
 sukho vimuktikāyo 'sau dharmākhyo 'yaṃ mahāmuneḥ || tvk_30 ||	དེ་ནི་བདེ་བ་རྣམ་གྲོལ་སྐུ་༎ ཐུབ་བ་ཆེན་པོའི་ཆོས་ཞེས་བྱ་༎
 triṃśikāvijñaptikārikāḥ samāptāḥ |	སུམ་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ་སློབ་དཔོན་ཆེན་པོ་དབྱིག་གཉེན་གྱིས་མཛད་པ་རྫོགས་སོ་།
