skt	tib
 ataḥ kriyāviśeṣasāmānyaṃ spandanaviśeṣasāmānyasya gamakam | tatra yathā kriyāmupalabhya, ātmani spandanānupalambhādanyatra spandanapratītiḥ;	དེ་ལྟ་བས་ན་བྱ་བའི་ཁྱད་པར་གྱི་སྤྱི་ནི་ག-ཡོ་བའི་སྤྱི་རྟོགས་པར་བྱེད་པ་ཡིན་ནོ་༎ དེ་ལ་ཇི་ལྟར་བྱ་བ་དམིགས་ལ་བ་དག་ཉིད་ལ་ག-ཡོ་བ་མི་དམིགས་པའི་ཕྱིར་། གཞན་ལ་ག-ཡོ་བ་རྟོགས་པ་ལྟར་།
 tathā kriyāpratibhāsopalambhane 'pi |	བྱ་བར་སྣང་བ་དམིགས་པ་ལ་ཡང་དེ་དང་འདྲའོ་༎
 samānametat; paro 'pi parakriyābhilāpayornimittaṃ nāstīti kinnecchati?	ཕ་རོལ་པོ་ཡང་གཞན་གྱི་བརྗོད་པ་དང་བྱ་བ་དག་རྒྱུ་མཚན་མེད་པར་ཅི་སྟེ་མི་འདོད་དེ་འདི་ནི་མཚུངས་སོ་༎
 tenāvaśyaṃ tau spandananimittakatvāt tadbhāve na bhavata iti vaktavyam | paro 'pi tayoḥ pratibhāsau tathaiva vadet | ataḥ nānayoḥ parasparaṃ bhedaḥ | [20-26]	དེས་ན་གདོན་མི་ཟ་བར་དེ་གཉིས་ནི་ག-ཡོ་བའི་རྒྱུ་མཚན་ཅན་ཡིན་པའི་ཕྱིར་དེ་མེད་ན་མི་འབྱུང་ངོ་ཞེས་བྱ་བ་འདི་བརྗོད་དགོས་སོ་༎ ཕ་རོལ་པོ་ཡང་དེར་སྣང་བ་དག་ལ་དེ་དང་འདྲ་པར་སྨྲ་བར་འགྱུར་བས་འདི་དག་ནི་ཕན་ཚུན་ཁྱད་པར་མེད་དོ་༎
 yadi tatra pratibhāsinyoḥ spandananimittakatvamucyate,	གལ་ཏེ་དེར་སྣང་བ་དག་ག-ཡོ་བའི་རྒྱུ་མཚན་ཅན་ཉིད་ཡིན་པར་སྨྲ་བ་ན་།
 svapnāvasthāyāmapi kinnocyate?	རྨི་ལམ་གྱི་ལ་ཡང་ཅིའི་ཕྱིར་མི་སྨྲ་ཞེ་ན་།
 sarva samānam |	ཐམས་ཅད་མཚུངས་ཏེ་།
 paro 'pi svapnopalabdhaparakriyābhilāpau spandananimittakāviti kinna vadati?	ཕ་རོལ་པོ་ཡང་རྨི་ལམ་ན་གཞན་གྱི་བྱ་བ་དང་ཚིག་དམིགས་པ་དག་ག-ཡོ་བའི་རྒྱུ་མཚན་ཅན་ཡིན་པར་ཅི་སྟེ་མི་སྨྲ་།
 tayorabhāvāditi cet |	གལ་ཏེ་དེ་དག་མེད་པའི་ཕྱིར་རོ་ཞེ་ན་།
 tathopalabdhisāpyāt kinna staḥ?	དེ་བཞིན་དུ་དམིགས་པ་མཚུངས་ན་ཅི་སྟེ་མེད་།
 atha middhenopahatatvāt puruṣasya arthaśūnyaṃ vijñānaṃ jāyata iti cet |	གལ་ཏེ་མི་གཉིད་ཀྱིས་ཟིལ་གྱིས་ནོན་པའི་ཕྱིར་། དོན་གྱིས་སྟོང་པའི་རྣམ་པར་ཤེས་པ་འབྱུང་ངོ་ཞེ་ན་།
 paramate 'pi tasmādeva parādhipatyaśūnyaṃ vijñānamupajāyate | [27-32]	ཕ་རོལ་པོའི་ལྟར་ན་ཡང་། དེ་ཁོ་ནའི་ཕྱིར་གཞན་གྱི་དབང་གིས་སྟོང་པའི་རྣམ་པར་ཤེས་པ་འབྱུང་བར་འགྱུར་རོ་༎
 atha svapne 'pi jñānasyārthavattvāttadopalabhyamānā api parasantānā eveti cet |	གལ་ཏེ་རྨི་ལམ་ན་ཡང་ཤེས་པ་དོན་དང་ལྡན་པ་ཡིན་ལ་། དེའི་ཚེ་དམིགས་པ་རྣམས་ཀྱང་རྒྱུད་གཞན་ཉིད་ཡིན་ནོ་ཞེ་ན་། གལ་ཏེ་ཕ་རོལ་པོ་ལ་བསྔོ་བའི་ཕྱིར་། ལུང་དང་རིགས་པ་དང་བྲལ་༄༣༥༧ཨ་༌་༎
 paraṃ prativigrahītuṃ yadi yuktyāgamarahitastathāvidho 'sad vādaḥ samāśriyeta,	བའི་ཕྱིར་རྒོལ་བ་དམ་པ་མ་ཡིན་པ་དེ་ལྟ་བུ་ལ་རྟེན་པར་བྱེད་ན་ནི་།
 tadā parābhimataṃ tasya parāyattatvaṃ na ko 'pi nivārayet | etatkeṣañcinmata eva sarvāṇi tathāvidhāni jñānāni santānāntarāyattāni |	ཕ་རོལ་པོ་ཡང་དེ་གཞན་གྱི་དབང་ཅན་དུ་འདོད་པ་ལ་སུ་ཡང་ཟློག་པར་མི་བྱེད་དོ་༎ འདི་འབའ་ཞིག་གི་ལྟར་ན་དེ་ལྟ་བུའི་ཤེས་པ་ཐམས་ཅད་རྒྱུད་གཞན་དབང་ཅན་ཡོད་བ་ཁོ་ན་ཡིན་ཏེ་།
 viṣeṣastu sākṣātparamparayā ca |	ཁྱད་པར་ནི་མངོན་སུམ་དང་བརྒྱུད་པ་འདི་ཡོད་དོ་༎
 kadācit svapne 'pi tasya sākṣāt santānāntarayattā iṣṭaiva;	རེས་འགའ་ནི་རྨི་ལམ་ན་ཡང་ཡོད་པ་མངོན་སུམ་དེ་རྒྱུད་གཞན་གྱི་དབང་ཅན་དུ་འདོད་པ་ཁོ་ན་སྟེ་། 
 devādyadhiṣṭhānataḥ satyasvapnadarśanāt |	ལྷ་ལ་སོགས་པའི་བྱིན་གྱི་རླབས་ཀྱིས་རྨི་ལམ་མཐོང་བའི་ཕྱིར་རོ་༎
 tasmādasya naitadasadvādasamāśrayaḥ | [33-38]	དེ་བས་ན་འདིའི་འདི་ནི་རྒོལ་བ་དམ་པ་མ་ཡིན་པ་ལ་བརྟེན་པ་མ་ཡིན་ནོ་༎
 tāvattayā kriyayāpi taccittaṃ kathaṃ jñāyate?	རེ་ཞིག་བྱ་བ་དེ་ཉིད་ཀྱིས་ཀྱང་སེམས་དེ་ཅི་སྟེ་རྟོགས་པར་བྱེད་།
 cittasya kāryatvāt |	སེམས་ཀྱི་འབྲས་བུ་ཡིན་པའི་ཕྱིར་རོ་༎
 tasya kāryatvaṃ tu cittāntare 'pi tulyamiti kathanna jñāyate?	དེའི་འབྲས་བུ་ཡིན་པ་ནི་སེམས་གཞན་ལ་ཡང་འདྲ་བས་ཅི་སྟེ་རྟོགས་པར་མི་བྱེད་།
 api ca, yadi tatkriyā svasattāmātreṇa svasantānaṃ pratyāyet, tadānupalabhyamānenāpi syāttathā pratipattiḥ |	གཞན་ཡང་གལ་ཏེ་བྱ་བ་དེ་རང་ཡོད་པ་ཙམ་གྱིས་རང་གི་རྒྱུད་རྟོགས་པར་བྱེད་ན་ནི་། མི་དམིགས་པས་ཀྱང་དེ་ལྟ་བུ་རྟོགས་པར་འགྱུར་རོ་༎
 na; jñānāpekṣatvālliṅgasya iti cet |	གལ་ཏེ་རྟགས་ནི་ཤེས་པ་ལ་ལྟོས་པའི་ཕྱིར་མི་འགྱུར་རོ་ཞེ་ན་།
 tada tatra kimanayā paramparayā - paracittāt kriyā,	དེ་ལ་དེའི་ཚེ་གཞན་གྱི་སེམས་ལས་ནི་བྱ་བའོ་༎
 kriyātaḥ jñānam,	བྱ་བ་ལས་ནི་ཤེས་པའོ་༎
 jñānāt tasya pratipattiriti | [39-44]	ཤེས་པ་ལས་ནི་དེ་རྟོགས་པའོ་ཞེས་བྱ་བ་བརྒྱུད་པ་འདིས་ཅི་ཞིག་བྱ་།
 paracittaprabhavadharmi kriyāpratibhāsijñānamevāsya gamakaṃ bhavati |	བྱ་བར་སྣང་བ་གཞན་གྱི་སེམས་ལས་རབ་ཏུ་སྐྱེ་བའི་ཆོས་ཅན་གྱི་ཤེས་པ་ཁོ་ན་འདི་རྟོགས་པར་བྱེད་པ་ཡིན་པར་འགྱུར་ཏེ་།
 tasyādhigatistu antaśaḥ tadāśritatvāt |	དེ་རྟོགས་པ་ནི་ཐ་མར་ཡང་དེ་ལ་བརྟེན་པའི་ཕྱིར་རོ་༎
 spandanamātrasāmānyaṃ kriyābhilāpajñānasāmānyasya kāraṇatvāt kāryeṇa kāraṇasya gatiḥ |	ག-ཡོ་བ་ཙམ་གྱིས་སྤྱི་ནི་བྱ་བ་དང་བརྗོད་པའི་ཤེས་པ་སྤྱིའི་རྒྱུ་ཡིན་པས་འབྲས་བུའི་རྒྱུ་རྟོགས་པ་ཡིན་ནོ་༎
 tatra ātmaspandananimittakasyāntarmukhavṛttiḥ,	དེ་ལ་བདག་ཉིད་ཀྱི་ག-ཡོ་བའི་རྒྱུ་མཚན་ཅན་ནི་ཁ་ནང་དུ་བལྟས་པར་འཇུག་ལ་།
 anyasyānyathā |	གཞན་ནི་གཞན་དུ་ཡིན་ཏེ་།
 prāyeṇādhikṛtyāsau bhedaḥ |	ཁྱད་པར་འདི་ནི་ཕལ་ཆེ་བའི་དབང་དུ་བྱས་པ་ཡིན་ནོ་༎
 etayoḥ saḥ kāryakāraṇabhāvaḥ svāpādyavasthāyāmitarasyāmapi ca samānaḥ |	འདི་དག་གི་རྒྱུ་དང་འབྲས་བུའི་ངོ་བོ་དེ་ནི་གཉིད་ལོག་པ་ལ་སོགས་པའི་གནས་སྐབས་དང་གཞན་ན་ཡང་མཚུངས་སོ་༎
 bhrāntyavasthāyāṃ yathāsvaṃ pratyayaviśeṣopāśrayāt paraspandanadinimittodbhūtavijñānavāsanaiva kadācitparābhogādeḥ vyavahitādapi vṛttiṃ labhate:	འཁྲུལ་པའི་གནས་སྐབས་ན་ནི་བདག་ཉིད་ཇི་ལྟ་བ་བཞིན་གྱི་རྐྱེན་གྱི་ཁྱད་པར་ལ་ཉེ་བར་བརྟེན་པའི་ཕྱིར་གཞན་གྱི་༄༣༥༧བ་ག-ཡོ་བ་ལ་སོགས་པའི་རྒྱུ་མཚན་གྱིས་འབྱུང་བའི་རྣམ་པར་ཤེས་པའི་བག་ཆགས་དེ་དག་ཁོ་ན་རེས་འགའ་གཞན་གྱིས་ཉེ་བར་སྦྱར་བ་ལ་སོགས་པས་བར་དུ་ཆོད་ཀྱང་འཇུག་པ་རྙེད་པར་འགྱུར་གྱི་།
 na tvatyantāsadābhogāt |	ཉེ་བར་སྦྱོར་བ་གཏན་མེད་པ་ནི་མ་ཡིན་ནོ་༎
 tasmāt sarvāvasthāsu kriyādivijñapteḥ cittaspandanamanumīyata eva | [45-51] kriyātaḥ spandanapratipattau svāpa itarasmiñca syātpratipattiratha vā naiva kadācana |	དེའི་ཕྱིར་ན་གནས་སྐབས་ཐམས་ཅད་དུ་བྱ་བ་ལ་སོགས་པའི་རྣམ་པར་རིག་བྱེད་ཀྱིས་སེམས་ཀྱི་ག-ཡོ་བ་རྗེས་སུ་དཔག་པར་བྱ་བ་ཁོ་ན་ཡིན་ནོ་༎ བྱ་བས་ག-ཡོ་བ་རྟོགས་ན་ནི་། གཉིད་ལོག་པ་དང་། གཞན་ན་རྟོགས་པར་འགྱུར་རོ་༎ ཡང་ན་ནི་ནམ་ཡང་མི་འགྱུར་ཏེ་།
 paraspandanabhāve 'pi kriyālambanodayāt |	གཞན་གྱི་ག-ཡོ་བ་མེད་པར་ཡང་བྱ་བ་དམིགས་པ་འབྱུང་བའི་ཕྱིར་རོ་༎
 bhavatvālambanodayaḥ, na tu kriyā |	དམིགས་པ་འབྱུང་བར་འགྱུར་གྱི་བྱ་བ་ནི་མ་ཡིན་ནོ་༎
 kriyayā spandanaṃ gamyate | bhrāntyavasthānāṃ kriyaiva na bhavati, arthaśūnyajñānodayānna doṣaḥ |	བྱ་བས་ནི་ག-ཡོ་བ་རྟོགས་པར་བྱེད་ན་འཁྲུལ་བའི་གནས་སྐབས་ན་ནི་བྱ་བ་ཡང་མེད་དོ་༎ དོན་གྱིས་སྟོང་པའི་ཤེས་པ་འབྱུང་བའི་ཕྱིར་ཉེས་པ་མེད་དོ་༎
 sarvaprakāravyapadeśasāmyāt kadācijjñānamarthaśūnyam,	རྣམ་པ་ཐམས་ཅད་དུ་ཐ་སྙད་གདགས་པ་མཚུངས་པ་ལས་རེས་འགའ་ནི་ཤེས་པ་དོན་གྱིས་སྟོང་ངོ་༎ 
 anyadānyathā ityeṣo 'dhikāraḥ kuto labdhaḥ?	གཞན་ནི་གཞན་དུ་ཡིན་ནོ་ཞེས་བྱ་བའི་དབང་འདི་ག་ལས་ཐོབ་།
 atha middhādināvasthānyathābhāvaścet |	གལ་ཏེ་གཉིད་ལ་སོགས་པས་གནས་སྐབས་འགྱུར་བ་ཡིན་ནོ་ཞེ་ན་།
 yadyevaṃ sambhavet, bhavatu avidyopaplutatvāttathodayaḥ |	གལ་ཏེ་འདི་ལྟ་བུ་སྲིད་པ་ཡོང་ན་མ་རིག་པས་དཀྲུགས་པའི་ཕྱིར་དེ་ལྟར་འབྱུང་དུ་ཟད་མོད་། 
 tathā sati arthāntaravādahānyā ete 'nekāśakyanigūhanadoṣaprasaṅgāḥ mahākṛcchrā uttereṇaikena nihatā bhavanti | [52-58]	དེ་ལྟ་ན་ནི་དོན་གཞན་དུ་སྨྲ་བ་ཉམས་པར་འགྱུར་བས་གླགས་དུ་མ་སྦ་བར་མི་ནུས་པ་ཅན་ཚེགས་ཆེན་པོ་ཅན་འདི་ལན་གདབ་བ་གཅིག་གིས་ངེས་པར་ཆོམས་པར་འགྱུར་རོ་མོད་། 
 nanu tayoḥ darśanāt kāyavāgvijñaptibhyāṃ svamutthāpakacittasyānumānamiti nyāyyam |	༎ ཅི་ག་དེ་དག་མཐོང་བས་ལུས་དང་ངག་གི་རྣམ་པར་རིག་བྱེད་དག་ལས་རབ་ཀུན་ནས་སློང་བར་བྱེད་པའི་རྗེས་སུ་དཔག་པར་རིགས་པ་མ་ཡིན་ནམ་།
 na tu santānāntarasambaddhavijñaptipratibhāsijñāne paravijñaptī bhavitumarhataḥ, tayoranupādānopādeyatvāditi cet |	རྒྱུད་གཞན་དང་འབྲེལ་བའི་རྣམ་པར་རིག་བྱེད་དུ་སྣང་བའི་ཤེས་པ་དག་ནི་གཞན་གྱི་རྣམ་བར་རིག་བྱེད་དག་ཡིན་བར་འོས་པ་མ་ཡིན་ཏེ་། དེ་དག་ནི་ཉེ་བར་ལེན་པ་དང་ཉེ་བར་ལེན་པ་ལས་བྱུང་བ་མ་ཡིན་པའི་ཕྱིར་། རོ་ཞེ་ན་། 
 nocyate paracittasamutthitavijñaptirūpatvāttatra pratibhāsijñānena samutthāpakacittaṃ gamyata iti |	གཞན་གྱི་སེམས་ཀྱིས་ཀུན་ནས་བསླང་བའི་རྣམ་པར་རིག་བྱེད་ཀྱི་ངོ་བོ་ཅན་ཉིད་ཡིན་པའི་ཕྱིར་། དེར་སྣང་བའི་ཤེས་པས་ཀུན་ནས་༄༣༥༨ཨ་༌་༎ སློང་བར་བྱེད་པའི་སེམས་རྟོགས་པར་བྱེད་དོ་ཞས་ནི་མི་ཟེར་རོ་༎
 kiṃ tarhi? tasya kāryatvāt |	འོ་ན་ཅི་ཞེ་ན་། དེའི་འབྲས་བུ་ཡིན་པའི་ཕྱིར་རོ་༎
 vijñaptiriti samutthāpakacittasantānājjāte kriyāvāgākārake jñāne eva | samutthāpakacittaṃ ca tayorevopādānakāraṇam,	རྣམ་པར་རིག་བྱེད་དག་ནི་བྱ་བ་དང་ཚིག་གི་རྣམ་པ་ཅན་གྱི་ཤེས་པ་། ཀུན་ནས་སློང་བར་བྱེད་པའི་སེམས་ཀྱི་རྒྱུད་ལས་སྐྱེས་པ་དག་ཁོ་ན་ཡིན་ནོ་༏་༏་ཀུན་ནས་སློང་བར་བྱེད་པའི་སེམས་ཀྱང་དེ་དག་གི་ནི་ཉེ་བར་ལེན་པའི་རྒྱུ་ཁོ་ན་ཡིན་ལ་། 
 santānāntarajñānayoḥ tvadhipatipratyayaḥ |	རྒྱུད་གཞན་གྱི་ཤེས་པ་དག་ནི་བདག་པོའི་རྐྱེན་ཡིན་ནོ་༎
 vijñapterupādānātte janite | tatsambandhenopacārād vijñaptī bhavataḥ |	རྣམ་པར་རིག་བྱེད་ཀྱི་ཉེ་བར་ལེན་པས་བསྐྱེད་པ་དེ་དག་ལ་འབྲེལ་བ་དེས་ཀྱང་ཉེ་བར་གདགས་པས་རྣམ་པར་རིག་བྱེད་དག་ཡིན་པར་འགྱུར་རོ་༎ 
 bhavatu svaparayoḥ svasvapratibhāsasyānubhavaḥ,	བདག་དང་གཞན་ལ་རང་རང་གི་སྣང་བ་ཉམས་སུ་མྱོང་མོད་ཀྱི་།
 taimirikadvayadṛṣṭadvicandravat; tathāvidhavijñānasya hetuḥ vāsanotpādasvabhāvabiśeṣo 'nādikālikaikārthagrāhādhyavasāyitvāt |	རབ་རིབ་ཅན་ཉིད་ཀྱིས་ཟླ་བ་གཉིས་མཐོང་བ་བཞིན་དུ་རྣམ་པར་ཤེས་པ་དེ་ལྟ་བུའི་རྒྱུའི་བག་ཆགས་སྐྱེ་བའི་རང་བཞིན་གྱི་ཁྱད་པར་ཐོག་མ་མེད་པའི་དུས་ལས་དོན་གཅིག་འཛིན་པར་ངེས་པའི་ཕྱིར་རོ་༎ 
 ekahetusambhūtayoḥ svaparavoijñaptijñānayoḥ vijñaptivenopacāraḥ | [59-64]	རྒྱུ་གཅིག་ལས་སྐྱེས་པས་རང་དང་གཞན་གྱི་རྣམ་པར་རིག་བྱེད་ཀྱི་ཤེས་པ་དག་ལ་རྣམ་པར་རིག་བྱེད་དུ་ཉེ་བར་འདོགས་པའི་ཕྱིར་རོ་༎ སོ་༎ 
 kiñca kriyādipratibhāsivijñānāt kāryaliṅgājjātaṃ yatparacittajñānaṃ tatparacittaṃ viṣayīkriyata āhosvinna?	ཅི་སྟེ་བྱ་བ་ལ་སོགས་པར་སྣང་བའི་རྣམ་པར་ཤེས་པ་འབྲས་བུའི་རྟགས་ལས་སྐྱེས་པ་གཞན་གྱི་སེམས་ཤེས་པ་དེ་དག་གཞན་གྱི་སེམས་ཡུལ་དུ་བྱེད་དམ་། འོན་ཏེ་མ་ཡིན་ཏེ་།
 viṣayīkaraṇe 'rthāntaraṃ syāt |	ཡུལ་དུ་བྱེད་ན་ནི་དོན་གཞན་ཡིན་པར་འགྱུར་རོ་༎
 aviṣayatve tu kathaṃ jñānena paracittasattā pratīyate?	ཡུལ་དུ་མི་བྱེད་ན་ནི་ཤེས་པས་ཕ་རོལ་གྱི་སེམས་ཡོད་པ་ཇི་ལྟར་ཤེས་ཏེ་།
