skt	tib
 ātmabhāvasya kā śuddhiḥ pāpakleśaviśodhanam |	ཉོན་མོངས་ཁེབས་ན་རྒྱས་མི་འགྱུར་༏་། ལུས་ཀྱི་དག་པ་གང་ཞེ་ན་༎ སྡིག་དང་ཉོན་མོངས་རྣམ་སྦྱོང་ཡིན་༎
 sambuddhottayarthasāreṇa yatnabhāve tvapāyagaḥ || śsk_19 ||	རྫོགས་སངས་རྒྱས་ཀྱིས་གསུངས་ཚུལ་དུ་༎ འབད་པ་མེད་ན་ངན་འགྲོར་འགྲོ་༎
 kṣameta śrutameṣeta saṃśrayeta vanaṃ tataḥ |	བཟོད་བྱ་ཐོས་པ་བཙལ་བར་བྱ་༎ དེ་ནས་ནགས་སུ་གནས་པར་བྱ་༎
 sāmādhānāya yujyeta bhāvayedaśubhādikam || śsk_20 ||	མཉམ་པར་གཞག་ལ་བརྩོན་བྱ་ཞིང་༎ མི་སྡུག་ལ་སོགས་བསྒོམ་པར་བྱ་༎
 bhogaśuddhiṃ ca jānīyātsamyagājīvaśodhanāt |	ཡང་དག་འཚོ་བ་སྦྱངས་པ་ཡིས་༎ ལོངས་སྤྱོད་དག་པར་ཤེས་པར་བྱ་༎
 śūnyatākaruṇāgarbheceṣṭitātpuṇyaśodhanam || śsk_21 ||	སྟོང་པ་སྙིང་རྗེའི་སྙིང་པོ་ཅན་༎ བསྐྱེད་པས་བསོད་ནམས་དག་པར་འགྱུར་༎ གཟུང་བར་བྱ་བ་རབ་མང་ལ་༎
 grahītāraḥ subahavaḥ svalpaṃ ceda manena kim |	འདི་ནི་ཉུང་ན་འདིས་ཅི་བྱ་༎
 na cātitṛptijanakaṃ vardhanīyamidaṃ tataḥ || śsk_22 ||	ཤིན་ཏུ་ངོམས་པ་སྐྱེད་མ་ཡིན༎ དེ་ཕྱིར་འདི་ནི་འཕེལ་བར་བྱ་༎
 ātmabhāvasya kā vṛddhirbalānālasyavardhanam |	དེ་ལ་ལུས་འཕེལ་གང་ཞེ་ན་༎ ལེ་ལོ་མེད་དང་སྟོབས་སྐྱེད་ཡིན་༎
 śūnyatākaruṇāgarbhāddānādbhogasya vardhanam || śsk_23 ||	སྟོང་དང་སྙིང་རྗེའི་སྙིང་པོ་ཅན་༎ སྦྱིན་པས་ལོངས་སྤྱོད་འཕེལ་བར་འགྱུར་༎ བརྩོན་དང་བསམ་པ་བརྟན་པར་ཡང་༎
 kṛtvādāveva yatnena vyavasāyāśayau dṛḍhau |	དང་པོ་ནན་ཏན་བྱས་ནས་ནི་༎
 karuṇāṃ ca puraskṛtya yateta śubhavṛddhaye || śsk_24 ||	སྙིང་རྗེ་མདུན་དུ་བཞག་ནས་ནི་༎ དགེ་བ་སྤེལ་ལ་ནན་ཏན་བྱ་༎
 bhadracaryāvidhiḥ kāryo vandanādiḥ sahādarāt |	བཟང་པོ་སྤྱོད་པའི་ཆོ་ག་བཞིན་༎ ཕྱག་འཚལ་ལ་སོགས་གུས་པར་བྱ་༎
 śraddhādīnāṃ sadābhyāso maitrī buddhādyanusmṛtiḥ || śsk_25 ||	དད་པ་ལ་སོགས་རྟག་ཏུ་བསྒོམ་༎ བྱམས་དང་སངས་རྒྱས་སོགས་དྲན་བྱ་༎
 sarvāvasthāsu sattvārtho dharmadānaṃ nirāmiṣam |	དུས་རྣམས་ཀུན་དུ་སེམས་ཅན་དོན་༎ ཆོས་ཀྱི་སྦྱིན་པ་ཟང་ཟིང་༄༣ཨ་༌་༎
 bodhicittaṃ ca puṇyasya vṛddhihetuḥ samāsataḥ || śsk_26 ||	མེད་༏་། བྱང་ཆུབ་སེམས་ནི་མདོར་བསྡུ་ན་༎ བསོད་ནམས་འཕེལ་བའི་རྒྱུ་ཡིན་ནོ་༎
 siddhiḥ samyakprahāṇānāmapramādāviyojanāt |	འགྲུབ་པ་ཡང་དག་སྤོང་རྣམས་ཏེ་༎ བག་ཡོད་པ་དང་མ་བྲལ་ཞིང་༎
