skt	tib
 tataḥ bodhicaryā (ṇāṃ_) ṣaṭpāramitānāṃ, catuḥsaṃgrahavastūnāṃ caturapramāṇādīnāṃ ca lakṣaṇaṃ, hetuṃ, phalaṃ, śikṣākramaṃ, cyutyacyutidoṣaguṇān yathāvidhiśikṣādikamapi vistareṇa nirdiśet |	དེ་ནས་བྱང་ཆུབ་ཀྱི་སྤྱོད་པ་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་དང་། བསྡུ་བའི་དངོས་པོ་བཞི་དང་། ཚད་མེད་པ་བཞི་ལ་སོགས་པའི་མཚན་ཉིད་དང་། རྒྱུ་དང་། འབྲས་བུ་དང་། བསླབ་པའི་གོ་རིམས་དང་། ཉམས་པ་དང་། མ་ཉམས་པའི་སྐྱོན་ཡོན་དང་། ཚུལ་ཇི་ལྟར་བསླབ་པ་ལ་སོགས་པ་ཡང་རྒྱས་པར་བསྟན་པར་བྱའོ་༎
 sā ca apramādena samprajanyena smṛtyā ca grahaṇīyeti śikṣeta |	དེ་ཡང་བག་ཡོད་པ་དང་། ཤེས་བཞིན་དང་། དྲན་པས་ཟིན་པར་བྱའོ་ཞེས་བསླབ་པར་བྱའོ་༎
 teṣāṃ lakṣaṇaṃ kramaṃ cyutyacyutidoṣaguṇādīnapi śikṣeta |	དེ་དག་གི་མཚན་ཉིད་དང་། གོ་རིམས་དང་། ཉམས་པ་དང་། མ་ཉམས་པའི་སྐྱོན་ཡོན་ལ་སོགས་པ་ཡང་བསླབ་པར་༄༢༥༧ཨ་༌་༎ བྱའོ་༎
 tadanuṣṭhānāyāpi tīvravīryamutpādya nidhyānaduḥkhādhivāsanākṣāntim avikṣipta-samādhiṃ	དེ་དག་བྱེད་པ་ལ་ཡང་བརྩོན་འགྲུས་དྲག་པོ་བསྐྱེད་ལ་ཇི་སྙམ་པ་དང་། སྡུག་བསྔལ་དང་དུ་ལེན་པའི་བཟོད་པ་དང་། མ་ཡེངས་པའི་བསམ་གཏན་དང་ཤེས་རབ་ཀྱི་རང་བཞིན་མེད་པར་ཤེས་པར་བྱས་ལ་། བསླབ་པ་གསུམ་མམ་།
 prajñāniḥsvabhāvatāṃ ca jñātvā triśikṣāṃ trividhaprajñāṃ vā samādhāya caryāpathavidhinā śikṣeta iti nirdiśet |	ཤེས་རབ་རྣམ་པ་གསུམ་ལ་མཉམ་པར་གཞག་པ་དང་། སྤྱོད་ལམ་གྱི་ཚུལ་གྱིས་བསླབ་པར་བྱའོ་ཞེས་བསྟན་པར་བྱའོ་༎
 ante praṇidhānena parisamāpayed ityapi vadet |	མཐར་སྨོན་ལམ་གྱིས་ཡོངས་སུ་རྫོགས་པར་གྱིས་ཤིག་ཅེས་ཀྱང་བརྗོད་པར་བྱའོ་༎
 ayaṃ hi ācāryadeśanākriyākramaḥ |	འདི་ནི་སློབ་དཔོན་གྱིས་བསྟན་པའི་ལས་ཀྱི་གོ་རིམས་སོ་༎
 śiṣyo 'pi yathāvidhirupadiṣṭaḥ tathā śikṣeta |	སློབ་མས་ཀྱང་ཚུལ་ཇི་ལྟར་བསྟན་པ་དེ་བཞིན་དུ་བསླབ་པར་བྱའོ་༎
 ayaṃ tu lākṣaṇikamahāyānacittotpāda-śikṣā-deśanā-vidhiḥ kramo vā audārikatayā darśitaḥ |	འདི་ནི་མཚན་ཉིད་ཐེག་པ་ཆེན་པོའི་སེམས་བསྐྱེད་པ་དང་བསླབ་པ་བསྟན་པའི་ཚུལ་ལམ་གོ་རིམས་ཆེ་ལོང་ཙམ་བསྟན་པ་ཡིན་ནོ་༎
 vistareṇa tu parato jñātavyam |	རྒྱས་པར་ནི་གཞན་ནས་ཤེས་པར་བྱའོ་༎
