		10.0
jaxaH Bavet mahA prAjQaH meDAvI ca na saMSayaH	rmongs pa shes rab chen por 'gyur //	78.66927732361688
banDanAt mucyate badDaH vyavahAre jayaH Bavet	yid gzhungs 'gyur bar the tshom med // bcings pa bcings las grol bar 'gyur // tha snyad las kyang rgyal bar 'gyur // dgra bo bshes por 'gyur ba ste //	76.38129946554791
SatravaH mitra tAm yAnti SRFgiNaH ca aTa daMzwriNaH	rva can dang ni mche ba can //	61.88772463798523
saMgrAme saMkawe durge nAnA Baya samAkule	dog pa'i 'thab mo rgyal dka' dang // sna tshogs 'jigs pa 'khrugs pa las //	65.38310623844646
smaraNAt eva nAmAni sarva pApAni apohati	mtshan ni 'di rnams dran pa yis // 'jigs pa kun las sgrol bar byed //	82.85780280312693
na akAla mRtyuH Bavati prApnoti vipulAm Sriyam mA anuSyam saPalam janma yasya kasya mahAtmanaH	dus min 'chi la sgrol bar byed // skyes bu snyan pa thob par byed // mir ni skye ba don dang bcas // de gcig pu yi phan yon gyis //	79.13923706416458
yaH ca idam prAtar utTAya mAnavaH kIrtayizyati	gang zhig 'dir ni sngar langs nas; ;skyes bu gang zhig sgrog byed pa //	80.74310326266134
sa dIrGa kAlam AyuzmAn Sriyam ca laBate naraH	de yi dus ring tshe dang ldan // mi ni dpal gyis dga' 'gyur te //	72.08467306019143
devAH nAgAH taTA yakzAH ganDarvAH kawa pUtanAH	lha dang klu dang gnod sbyin dang // dri za dang ni lus srul po //	87.31677631107647
piSAca rAkzasAH BUtAH mAtaraH rOdra tejasaH kzaya apasmAra kArakaH ca eva kzata kAKa Urxaka AdayaH	'byung po gshed byed srin po dang // ma mo rtsub pa'i sems ldan pa //	66.0873682836184
xAkinyAH tArakA pretAH skandAH mArAH mahA grahAH	gnod sbyin mo dang yi dvags byed // smyo byed dang ni gdon chen rnams // grib gnon dang ni brjed byed dang // sha za @79a *// la sogs pa rnams dang // ro langs la sogs sna tshogs rnams //	63.83147718522463
CAyAm api na laFGante kim punar tasya vigrahaH	skul byed gzhan sems sdang ba rnams // grib ma yang ni 'gom mi 'gyur // ji ltar slar ni mchod par 'gyur // sdang ba'i sems can 'ching bar 'gyur //	69.0640361008942
duzwa satvAH na vA aDante vyADayaH na Akramanti ca	nad la sogs pas thebs mi 'gyur // phyug cing longs spyod yon tan ldan //	66.17108143118105
deva asuram api saMgrAmam anuBavanti mahardDikAH sarva ESvarya guNEH yuktaH putra pOtrEH ca varDate	bu dang tsha bo 'phel bar 'gyur // blo ldan skye ba dran par 'gyur //	58.47419647438294
jAtismaraH Bavet DImAn kulInaH priya darSanaH	rigs dang ldan zhing mthong dgar 'gyur // gzi brjid dang ldan zhing tshig gsal ba //	77.27234173613331
prItimAn ca mahA vAgmI sarva SAstra viSAradaH	bstan bcos thams cad rig par 'gyur //	64.83540978302827
kalyANa mitra saMsevI boDi citta viBUzitaH	dge bshes bsnyen bkur yang dag bsten //	72.67259867374713
sadA virahitaH budDEH yatra yatra upapadyate	byang chub sems kyis brgyan pa dang // gang dang gang du skyes pa der // rtag tu sangs rgyas kyis mi spong //	75.62176921332706
iti Arya tArA BawwArikAyAH nAma azwottaraSatakam budDa BAzitam samAptam		75.62176921332706

