		10.0
evam pramuKEH avEvartika boDisattva mahA sattva saMGEH ananta aparyantEH satkRtaH	de dag la sogs pa phyir mi ldog pa'i byang chub sems dpa' sems dpa' chen po'i dge 'dun mtha' yas shing mu med pa rnams kyis bsti steng du byas // bla mar bya / mchod cing rjed par byas /	81.2079274853422
gurukRtaH rcitaH pUjitaH suprakRzwaH mahA parzad gaNa maDye mahA brahmA padmAsane nizaNNaH sarva durgati pariSoDana nAma samADim samApannaH samanantaram eva apAya traya santati vimokzaka nAma mahA boDisattva raSmi sParaNa saMharaNAne sva UrNA koSAt niScacAra	shin tu phul du byung bar byas te 'khor gyi tshogs chen po'i dbus su tshangs pa chen po padma'i gdan la bzhugs shing ngan song thams cad yongs su sbyong ba zhes bya ba'i ting nge 'dzin la snyoms par zhugs so // de ma thag nyid du ngan song gsum gyi rgyud rnam par grol bar byed pa zhes bya ba byang chub sems dpa' chen po'i 'od zer 'phro ba dang / sdud pa du ma'i phreng ba rang gi mdzod spu nas phyung ste /	87.39856910048569
tena tri sahasra mahA sahasra lokaDAtuH avaBAsitaH	des stong gsum gyi stong chen po'i 'jig rten gyi @414a *// khams kun tu snang bar byas so //	85.85164555041688
tena avaBAsena sarva sattvAH citta kleSa banDanAt mocayitvA pRTak pRTak saMprApitaH nanda vanam ca samantAt avaBAsayitvA	kun tu snang bar byas pa des sems can thams cad kyi sems nyon mongs pa'i 'ching ba las bkol te / yang dag pa so so so sor thob par byas shing dga' ba'i tshal yang kun tu snang te / bar byas te /	87.28449598194747
sdB  nAnA pUjA meGEH pUjayitvA Sata sahasram pradakziNIkRtya SirasA vanditvA BagavataH purastAt vimala AsaneH upari nizadya evam AhuHbudDa aho budDasya Darma SoBanam tat kasya hetoH asmAkam durgati pariSoDanam	mchod pa'i sprin sna tshogs pa rnams kyis mngon par mchod nas lan brgya phrag stong du bskor ba byas te mgo bos phyag btsal nas bcom ldan 'das kyi spyan sngar nor bu dri ma med pa'i steng du 'khod de 'di skad te / bar byas te / ces gsol to // ae ma ho sangs rgyas / ae ma ho sangs rgyas chos / ae ma ho sangs rgyas mdzad pa shin tu legs // gang phyir bdag cag ngan song yongs su sbyangs //	84.35326155697861
boDisattva caryA pratizWApanam ca	byang chub spyod pa nyid la rab tu bzhag /	69.05500371115548
aTa deva indraH Bagavantam Sata sahasram pradakziNIkRtya vanditvA Bagavantam etat avocat	de nas lha'i dbang pos bcom ldan 'das la lan brgya phrag stong du bskor ba byas te phyag btsal nas bcom ldan 'das la 'di skad ces gsol to // bcom ldan 'das /	94.37496058659598
Bagavan kena kAraNena budDa raSmi samanta avaBAsena durgati samantAt mocayitvA vimukti mArge pratizWApitA AScaryam sugata	gang gi slad du sangs rgyas kyi 'od zer kun tu snang bas ngan song kun las rnam par bkrol nas rnam par grol ba'i lam la rab tu bzhag pa ni / bcom ldan 'das / ngo mtshar che'o // bde bar gshegs pa / ngo mtshar che'o //	88.07340746478263
BagavAn Aha	bcom ldan 'das kyis bka' stsal ba / lha'i dbang po //	89.44809085018231
na idam deva indra AScaryam budDAnAm BagavatAm su upacita apramANa puNya saMBArANAm	'di ni ngo mtshar mi che ste / sangs rgyas bcom ldan 'das rnams ni @414b chad med pa'i bsod nams kyi tshogs rnams legs par bsags pa'o // lha'i dbang po /	89.51178618545977
deva indra samyaksaMbudDAH aparimita guNa ratnAkara BUtAH	yang dag par rdzogs pa'i sangs rgyas rnams ni dpag tu med pa'i yon tan rin po che'i 'byung gnas su gyur ba'o //	87.71554053570094
deva indra samyaksaMbudDAnAm apramANa upAyAH parmizpannAH	lha'i dbang po / yang dag par rdzogs pa'i sangs rgyas rnams ni tshad med pa'i thabs yongs su rdzogs pa'o //	86.28516697625587
deva indra budDAnAm BagavatAm aparimitA prajQA upacitA	lha'i dbang po // sangs rgyas bcom ldan 'das ni shes rab dpag tu med pa'o // sangs rgyas bcom ldan 'das rnams kyi spyod pa tshad med pa'o //	79.41242334753504
deva indra budDAnAm apramANA vIryA budDena BagavatA pramAnAH vineya janAH BAjanIBUtAH kRtAH	sangs rgyas bcom ldan 'das kyis gdul bya'i skye bo tshad med pa rnams snod du gyur bar mdzad pa'o // sangs rgyas bcom ldan 'das rnams ni mi mnyam pa dang mnyam pa'i ye shes gang yin pa'o //	78.41498587120111
asama sama jQAna aBi budDAH BagavantaH sama samaRdDi samanvAgatAH	sangs rgyas bcom ldan 'das rnams ni mi mnyam pa dang mnyam pa'i rdzu 'phrul dang yang dag par ldan pa'o //	82.2075426949853
BagavantaH sama sama praNiDAna samanvAgatAH	sangs rgyas bcom ldan 'das rnams ni mi mnyam pa dang / mnyam pa'i smon lam dang yang dag par ldan pa'o //	76.58312218310923
tasmAt deva indra budDAnAm BagavatAm yaTA BAjanam taTA sattva arTa karaNam ca	lha'i dbang po // de'i phyir sangs rgyas bcom ldan 'das rnams kyis snod ji lta ba de ltar sems can rnams kyi don mdzad pa dang /	88.11490767616553
yaTA vineyam taTA sattvAnAm arTa karaNam ca yaTA aBiprAyam taTA sattva arTa karaNam Bavati iti	gdul bya ji lta ba de ltar sems can rnams kyi don mdzad pa dang / mos pa ji lta ba bzhin du sems can rnams kyi don mdzad pa yin no zhes shes par bya ba 'di la 'dir the tshom @415a *//	80.64202020808537
jQAtavyam iti atra saMSaya SaFkA vimatiH na kartavyA	dang / som nyi dang / yid gnyis mi bya'o //	62.40517692233241
taTAgata vEneyam na Bavati iti na idam sTAnam vidyate	gang de bzhin gshegs pa rnams kyis gdul bar mi 'gyur ba 'di ni gnas ma yin no //	81.89517219716706
aTa deva indraH svakIyAt AsanAt utTAya punar api BagavataH vipulAm mahatIm pUjAm kRtvA Bagavantam etat avocat	de nas lha'i dbang po rang gi stan las langs nas / slar yang bcom ldan 'das la mchod pa rgya che zhing che ba byas te phyag btsal nas bcom ldan 'das la 'di skad ces gsol to //	91.74129282646516
sarva sattvAnAm hita karaNAya anukampA karaNAya SaraNa karaNAya sa mahA kRpa akaraNAya sarva ASA paripUraNa karaNAya Bagavat mama pratiBAnammama pratiBAnam utpAdaya	sems can thams cad la phan par bya ba'i phyir dang / rjes su brtse bar bya ba'i phyir dang / snying rje dang bcas par bya ba'i phyir dang / brtse ba chen po dang bcas par bya ba'i phyir dang / bsam pa thams cad yongs su rdzogs par bgyi ba'i phyir / bcom ldan 'das / bdag cag spobs pa bskyed du gsol /	87.02375783280739
Bagavan st p	bde bar gshegs pa / bdag cag spobs pa bskyed du gsol / bcom ldan 'das /	50.48799288440758
itas trayastriMSat deva nikAyAt vimala maNi praBa nAmnaH deva putrasya cyutasya kAlagatasya sapta divasAH aBUvan	sum cu rtsa gsum pa'i rigs 'di nas lha'i bu nor bu dri ma med pa'i 'od ces bgyi ba zhig shi 'phos shing dus las 'das nas dgung bdun lon lags na / bcom ldan 'das /	88.54114853195915
Bagavan sa kutra upapannaH suKam duHKam vA anuBavati	de gang du skyes shing / bde ba'am sdug bsngal gang myong bar 'gyur ba de / bcom ldan 'das / lung bstan du gsol /	82.4760918719079
idam Bagavan vyAkuru sugata vyAkuru	bde bar gshegs pa / lung bstan du gsol /	71.43320178985596
BagavAn Aha	bcom ldan 'das kyis bka' stsal ba // lha'i dbang po //	89.52222552122893
deva indra prApta kAla samayam jQAtvA Srozyasi	de'i dus dang / skabs su bab par shes na nyon cig /	72.8585950720544
deva indraH Aha	lha'i dbang pos @415b gsol ba / bcom ldan 'das /	86.97903776168823
Bagavan ayam kAlaH	'di ni dus lags so // bde bar gshegs pa /	75.38599814438238
ayam samayaH sugata	'di ni skabs su bab pa lags so //	68.1637761665113
BagavAn Aha	bcom ldan 'das kyis bka' bstsal ba //	79.45001207171259
deva indra vimala maNi praBanAmadeva putraH itas cyutvA avIcO mahAnarakaH utpannaH tatra dvAdaSa varza sahasrANi tIvram kawukam duHKam anu	lha'i dbang po / lha'i bu nor bu dri ma med pa'i 'od ces bya ba de 'di nas shi 'phos nas mnar med pa'i sems can dmyal ba chen por skyes te / der lo stong phrag bcu gnyis su sdug bsngal drag cing mi bzod pa myong bar 'gyur ro //	92.51392630834744
punar alpa narake daSa varza sahasrANi duHKam anuBavati	yang na dmyal ba chung ngu rnams su lo stong phrag bcur sdug bsngal myong bar 'gyur ro //	87.21109588915978
punar api tiryak pretezu utpannaH daSa varza sahasrANi duHKam anuBavati punar api pratyanta janapadezu utpannaH baDira mUka avyakta svaBAva tAm anuBavati zazwi varza sahasrANi	slar yang byol song dang yi dvags rnams su skyes te lo stong phrag bcur sdug bsngal myong bar 'gyur ro //	51.07871296303291
punar api caturaSIti varza sahasrANi vyADi rakta atisAra kuzWa viGAta pIxitaH ca bahu jana ninditaH Seza parityaktaH hIna kulaH Bavati duHKa duHKa paraMparAm na vicCedayati anyezAm api ahitam karoti nAnA karma AvaraNAni ca avicCedena karoti	slar yang lo stong phrag brgyad cu rtsa bzhir nad rnag khrag 'dzag pa dang / mdze dang / pho mig gis gzir ba dang / skye bo mang pos smad pa dang / yongs kyis spangs pa dang / rigs dman par gyur cig sdug bsngal nas sdug bsngal du brgyud pa rgyu na mi chad par 'gyur te / gzhan rnams la yang gnod pa byed cing las kyi sgrub pa sna tshogs pa yang rgyun mi chad par byed par 'gyur ro //	87.12452101408415
punar api anyonya duHKa paraMparAm anuBavati	slar yang sdug bsngal brgyud pa gzhan dang gzhan myong bar 'gyur ro // de nas brgya byin [line missing?] @416a *//	80.3759520914993
aTa Kalu Sakra AdayaH sarva deva putrAH SrutvA BrAntAH trastAH KinnAH aDomuKam patitAH punar utTAya evam AhuH	la sogs pa lha'i bu rnams de thos nas dngangs shing skrag ste skyo nas kha bub tu 'gyel to // yang langs nas 'di skad ces gsol to //	83.43906205196565
kaTam Bagavan tasmAt duHKa paraMparAtaH mucyate	bcom ldan 'das / sdug bsngal brgyud ma de las ji ltar thar par 'gyur / bde bar gshegs pa //	79.83640610792668
kaTam sugata mucyate	ji ltar thar par 'gyur // bcom ldan 'das /	66.37467198144822
kena upAyena Bagavan duHKa rASeH tasmAt mucyate iti	thabs gang gi sdug bsngal gyi phung po chen po de las grol bar 'gyur ba des yongs su skyobs mdzod /	76.54924804450161
paritrAnam kuru Bagavan	bde bar gshegs pa /	51.19739063162553
paritrANam kuru sugata	yongs su skyobs mdzod /	71.30765782231869
BagavAn Aha	bcom ldan 'das kyis bka' stsal pa / lha'i dbang po /	89.37983325811533
deva indra caturaSIti budDa kowiBiH BAzitam idam aham api BAze SRNu	sangs rgyas bye ba phrag brgyad cu rtsa bzhis bshad pa 'di ngas kyang bshad kyis nyon cig /	86.56016731427239
aTa Kalu deva indraH punar api Bagavantam mAndArava mahA mAndAra va puzpEH nAnAviDEH ratna mukuwa keyUra karNa alaMkAra hAra arDa hAra Adi aneka alaMkAra viSezEH aByarcya aneka Sata sahasra vAram	de nas lha'i dbang pos slar yang bcom ldan 'das la me tog mand'a ra ba dang / mand'a ra ba chen po dang / me tog rnam pa sna tshogs pa dang / rin po che'i dbu rgyan dang / phyag gdub dang / dpung rgyan dang / snyan rgyan dang / do shal dang / do shal phyed pa la sogs pa rgyan gyi khyad par du mas mngon par mchod de / lan brgya stong phrag du mar bskor ba byas shing phyag btsal nas / bcom ldan 'das / legs so //	80.48370780199404
pradakziNIkRtya praNamya sADu Bagavan sADu sugata iti	bde bar gshegs pa / legs so zhes bya ba legs so'i tshig gis mnyes par byas nas /	77.88357098752655
sADukAreNa harzayitvA sa devakasya lokasya hita suKa karaNAya anAgatAnAm sattvAnAm apAya santati vimokzaNAya su BAzita arTam vijQApayAmi	bcom ldan 'das / lha dang bcas pa'i 'jig rten la phan pa dang / bde bar bgyi ba dang / ma 'ongs @416b pa'i sems can rnams ngan song gsum gyi rgyud las rnam par thar par bgyi ba'i slad du legs par bshad pa'i don du gsol ba 'debs lags so //	89.2667570942978
aTa punar api brahma AdayaH deva gaNA sdp  evam AhuH	de nas slar tshangs pa la sogs pa'i lha'i tshogs rnams kyis kyang 'di skad ces gsol lags so // to // bcom ldan 'das / legs so //	83.60546211346139
sADu Bagavan sADu sugata yena anAgatAnAm sattvAnAm nAma mAtram api SrutavatAm apAya traya mArga vimokzaH Bavati	bde bar gshegs pa / legs so // gang gis ma 'ongs pa'i sems can rnams kyi mtshan tsam yang thos pa dang ldan na ngan song gsum gyi lam las rnam par grol zhing mtho ris lha'i 'jig rten nam /	80.82663075430378
svarga deva loke vA manuzya loke ca utpannAnAm anuttara samyaksaMboDi prApti arTam BAzatu	mi'i 'jig rten du skyes nas kyang bla na med pa yang dag par rdzogs pa'i byang chub thob par bgyi ba'i slad du bshad du 'jig rten nam /	85.71890037453137
aTa Kalu BagavAn Sakra brahma Adideva putrANAm sarva taTAgata hRdayena aDizWAna arTam amoGa vajra aDizWAna nAma samADim samApannaH	gsol / de nas bcom ldan 'das kyis brgya byin dang / tshangs pa la sogs pa lha'i bu de rnams de bzhin gshegs pa thams cad kyi snying po 'dis byin gyis brlab pa'i don du don yod rdo rje'i byin rlabs zhes bya ba'i ting nge 'dzin la snyoms par zhugs so //	86.77791888925648
om vajra aDizWAna samaye hum	aom badzra aa dhishtha na dzny'a na sa ma ye h'um/	94.66757259368896
evam ca samADim samApannaH naBiBavanIya vajra aDizWAnena aDizWAya idam sarva durgati pariSoDana rAjanAm a taTAgata hRdayam niScArayAm Asa	de ltar ting nge 'dzin la snyoms par zhugs nas zil gyis mi non pa rdo rje'i byin gyis brlabs kyi byin gyis brlabs nas / ngan song thams cad yongs su sbyong ba'i rgyal po zhes bya ba de bzhin gshegs pa'i snying po 'di byung ngo //	92.87233101079461
om SoDane SoDane sarva pApa viSoDani SudDe viSudDe sarva karma AvaraNa viSudDe svAhA	aom sho dha ne sho dha ne sarba p'a pam bi sho dha ne shuddhe bi shuddhe sarba karma aa ba ra na bi shuddhe @417a *// sv'ah'a /	85.10934656960079
asyAH vidyAyAH BAzaNa anantaram eva sarva sattvAnAm durgatiH vinipAtitA sarva naraka tiryak preta gatiH SoDitA	rig pa 'di gsungs ma thag nyid du sems can thams cad ngan song du mi ltung bar byas shing dmyal ba dang / byol song dang / yi dvags kyi 'gro ba thams cad sbyangs te /	88.98742652179533
tIvra duHKAni praSAntAni bahavaH ca jAtAH suKI muKIBUtAH	sdug bsngal mi bzad pa rnam par rab tu zhi zhing skye bo mang po rnams bde ba dang ldan par 'gyur ro //	83.12874801823553
punar aparam guhya hRdayam aBAzata	de nas gzhan yang srung ba'i snying po 'di gsungs so //	77.7292190248316
om SoDane SoDane SoDaya sarva apAyAn sarva sattveByaH hum punar aparam deva indra idam sarva taTAgata hRdayam	aom sho dha ne sho dha ya sarba aa p'a ya na sarba satve bhyo h'um/ lha'i dbang po / gzhan yang 'di ni de bzhin gshegs pa thams cad kyi snying po'o //	88.49867471953031
om sarva apAya viSoDani hum Paw	aom sarba aa p'a ya bi sho dha ne h'um phat/ lha'i dbang po /	91.66728053327466
punar aparam deva indra idam sarva taTAgata hRdaya upahRdayam	gzhan yang 'di ni de bzhin gshegs pa thams cad kyi snying po'i nye ba'i snying po'o //	85.4871337405262
om trAj	aom tr'ata /	83.9730618794759
punar aparam deva indra sarva durgati pariSoDana hRdayam hum	lha'i dbang po / gzhan yang 'di ni ngan song thams cad yongs su sbyong ba'i snying po'o // lha'i dbang po /	85.6238036712357
punar aparam deva indra saMkzepataH smaraNa mAtreNa api alpa puNya sattvAnAm sarva durgati SAnti karaNAya anAyAsataH vimokzaNa karam idam Bav	gzhan yang mdor na dran pa tsam gyis kyang bsod nams chung ba'i sems can rnams ngan song gi rgyud thams cad las bde blag tu rnam par grol bar byed pa 'di yin te / na mo bha ga wa te sarba durga ti pa ri sho dha ni r'a dz'a ya / ta th'a ga t'a ya /	89.64816873887071
om namaH Bagavate sarva durgati pariSoDana rAjAya taTAgatAya arhate samyaksaMbudDAya  tat yaTA	aarha te sam myaksam buddha ya / tadya th'a /	56.50439148831637
om SoDane SoDane sarva pApa viSoDani SudDe viSudDe sarva karma AvaraNa viSoDani svAhA  mUlavidyA	aom sho dha ne sho dha ne / bi sho dha ne bi sho dha ne / sarba b'a bam bi sho dha ne shuddhe bi shuddhe sarba karma a'a ba ra na bi shddhe sv'ah'a /	85.04770086294099
sdB  om sarva vid sarva AvaraNAni viSoDaya hana hum Paw	rtsa ba'i rig pa'o // aom sarba bidy'a sarba aa ba ra na bi sho dha ya ha na @417b h'um phat/	94.38808832620148
om sarva vid hum	aom sarba bidy'a sva h'um/	93.94385158098662
om sarva vid hrIH Paw	aom sarba bidya hr'i phat/	92.61737542886
om sarva vid aH	aom sarba bidya a'u /	89.62114088875907
om sarva vid trAm trAw	aom sarba bidya trata /	87.68256770009579
om sarva vid om	aom sarba bidya aom/	94.05932283401489
om sarva vid DIm	aom sarba bidya bhi /	89.04105951672508
om sarva vid hum	aom sarba bidya h'um/	92.91491439228966
om sarva vid krIm traw	aom sarba bidya krim trata /	86.37337166922433
om sarva vid mahA vajra udBava dAna pAramitA pUje hum lAsyAyAH mantraH	aom sarba bidya mah'a badzra aud bha ba da na p'a ra mi t'a p'u dze h'um/	83.92413576753343
om sarva vid mahA vajra udBava SIla pAramitA pUje trAm	sgeg mo'i sngags so // aom sarba bidya mah'a badzra aud bha ba sh'i la p'a ra mi ta p'u dze tr'am/	90.6205899549372
mAlAyAH mantraH	phreng ba ma'i sngags so //	72.3088419172499
om sarva vid mahA vajra udBava kzAnti pAramitA pUje hrIH	aom sarba bidya mah'a badzra aud bha ba ksh'an ti p'a ra mi ta p'u dze hr'i /	91.4111788171155
gItAyAH mantraH	glu ma'i sngags so //	63.042046955653596
om sarva vid mahA vajra udBava vIrya pAramitA pUje aH	aom sarba bidya ma h'a badzra aud bha ba b'irya p'a ra mi t'a p'u dze aa:/ gar ma'i sngags so //	91.81113902935398
nRtyAyAH mantraH om sarva vid sarva apAya viSoDani Dama Dama DyAna pAramitA pUje hum hum Paw	aom sarba bidya sarba aa pa ya bi sho dha ni dha ma dha ma dhu pa ya dhya na p'a ra mi ta p'u dze h'um h'um phat/	86.36912705150004
DUpAyAH mantraH	bdug pa ma'i sngags so //	67.17735528945923
om sarva vid sarva durgati pariSoDane kleSa upakleSa= Cedani puzpa alokini prajQApAramitA pUje trAm hum Paw	aom sarba bidya sarba durga ti pa ri sho dha ne kle sho pa kle sha tstshe da ni pushpa bi lo ki n'i pradzny'a p'a ra mi ta p'u dze tr'am h'um phat/	86.7116826366506
puzpAyAH mantraH	me tog ma'i sngags so //	71.22994597752889
om sarva vid sarva apAya viSoDani jQAna Aloka kari praNiDi pAramitA pUje hrIH hum Paw	aom sarba bidya sarba aa p'a ya bi sho dha ne dzny'a na a'a lo ka k'a ri pra ni dh'a na p'a ra mi t'a p'u dze hr'i: h'um phat/	92.93794593483997
dIpAyAH mantraH	mar me ma'i sngags so //	73.64634847640991
om sarva vid sarva apAya ganDa nASani vajra ganDa upAya pAramitA pUje aH hum Paw	aom sarba bidya sarba aa p'a ya gandha bi n'a sha ni / badzra gandho p'a ya p'a ra mi t'a p'u dze aa: h'um phat/	91.3102486497899
ganDAyAH mantraH	dri chab ma'i sngags so //	70.96173702753508
om sarva vid naraka gati AkarzaNi hum jaH Paw	aom sarba bidya sarba na ra ka ga ti m'a karsha ni h'um dza: phat/	92.52465806173176
vajrAFkuSasya mantraH om sarva vid naraka udDaraNi hum hum Paw	rdo rje lcags kyu'i sngags so // aom sarba bidya sarba na ra ka aud dh'a ra n'i h'um h'um phat/	93.62161121746988
vajra pASasya mantraH	rdo rje zhags pa'i sngags so //	87.64135763722082
om sarva vid sarva apAya banDana mocani hum vam Paw vajrasPowasya mantraH	aom sarba bidya sarba a'a p'a ya bandha mo tsa ni h'um bam phat/	84.98414623273123
om sarva vid sarva apAya gati gahana viSoDani hum hoH Pat	rdo rje lcags sgrog gi sngags @418a *// so // aom sarba bidya sarba aa p'a ya ga ti ga hr'a bi sho dha ne h'um ho: phat/	89.10551006758337
vajra AveSasya mantraH	rdo rje 'bebs pa'i sngags so //	89.67007294008809
om mEtrIya haraNAya svAhA	aom mee tr'i ha ra n'a ya sv'ah'a /	91.27270214898246
mEtreyasya mantraH	byams pa'i 'o //	71.71880102157593
om amoGe amoGa darSini hum amoGa darSinaH	aom aa mo gha aa mo gha darsha ni h'um/	76.91457483096
st p	mthong ba don yod kyi'o //	63.564288946298454
om sarva apAya jahe sarva apAya viSoDani hum	aom sarba aa p'a ya dza ha sarba aa b'a ya bi sho dha ne h'um/	86.56085719457487
sarva apAya jahasya	ngan song kun 'dren gyi'o //	75.54227719988141
om sarva Soka tamaH nirGAtanam ati hum	aom sarba sho ka ta mo ni rgh'a ta na ma ti h'um/	81.92786419148348
sarva Soka tamaH nirGAtana mateH	mya ngan dang mun pa thams cad nges par 'joms pa'i blo gros kyi'o //	85.72981409465565
om ganDahastini hum	aom gandha ha sti ni h'um/	88.33117268635677
ganDa hastinaH	spos kyi glang po'i 'o //	71.55287942886352
om SUraMgame hum	aom sh'u ram ga me h'um/	86.56403954823811
SUraMgamasya	dpa' bar 'gro ba'i 'o //	71.08496332168579
om gagane gagana locane hum	aom ga ga ne ga ga na lo tsa ne h'um/	89.02601975363655
gaganagaQjasya	nam mkha' mdzod kyi'o //	71.98814137776692
om jQAnaketaH jQAnavati hum	aom dzny'a na ke tu dzny'a na ba ti h'um/	77.7585262438146
jQAna ketoH	ye shes tog gi'o //	72.06533876218295
om amRta praBe amRtavati hum	aom aa mi ta pra bhe aa mi ta ba te h'um/	84.52418963502093
amRta praBasya	'od dpag tu med kyi'o //	66.06891139348348
om candra sTe candra vyavalokini svAhA	aom tsandra sthe tsandra bya ba lo ki ni h'um sv'ah'a /	83.60118779269132
candrapraBasya	zla 'od kyi'o //	79.61538171768188
om Badravati BadrapAle	aom bha dra pa ti bha dra p'a le sv'ah'a /	80.11303897131057
BadrapAlasya	bzang skyong gi'o //	80.35706877708435
om jAlini mahAjAlini hum	aom dza li mah'a dza li ni h'um/	81.97692489624023
jAlinI praBasya	dra ba can gyi 'od kyi'o //	75.70015547010634
om vajra garBe hum	aom badzra garbhe h'um/	94.28707031581712
vajra garBasya	rdo rje snying po'i 'o //	81.24628744125366
om akzaye hum hum akzaya karma AvaraNa viSoDani svAhA	aom aaksha ye h'um h'um/ aaksha ya karma a'a ba ra na bi sho dha ne sv'ah'a /	92.3332579180347
akzaya mateH	blo gros mi zad pa'i 'o //	82.5701480278602
om pratiBAne pratiBAna kUwe svAhA	aom pra ti bh'a ne pra ti bh'a na k'u te sv'ah'a /	80.01788678169251
pratiBAna kUwasya	spobs pa brtsegs pa'i 'o //	87.09584909898264
om samantaBadre hum	aom sa manta bha dre h'um/	89.2362096126263
samantaBadrasya	kun tu bzang po'i 'o //	75.57377039867899
ete Badra kalpikasya boDisattvasya mantrAn yaTAkramam uccArayet	bskal pa bzang po'i byang chub sems dpa' sems dpa' chen po'i sngags 'di dag rim pa bzhin du brjod do //	76.03036642690978
anena yaTA ukta tantra anusAra anukrameNa viDAnena pratyaham praBAta kAle utpatti krameNa BAvayamAnaH BAvayet	'di dag gis rgyud du ji skad gsungs @418b pa'i rjes su 'brang ba'i cho ga'i rim pas nyin re zhing snga ba'i dus su bskyed pa'i rim pa bsgom bzhin pas lha'i rnal 'byor ting nge 'dzin gsum mchog 'bad pas bsgoms te /	85.920054929162
devatA yogam samADi trayam uttamam yatnataH durgati pariSoDana sidDiH Bavati	ngan song yongs su sbyong bar grub par 'gyur ro //	67.217822563492
punar aparam deva indra sarva durgati pariSoDana tejaH rAjasya taTAgatasya guhya hRdayam idam	lha'i dbang po / gzhan yang de bzhin gshegs pa ngan song thams cad yongs su sbyong ba'i gzi brjid kyi rgyal po'i gsang ba'i snying po 'di rigs kyi bu'am /	91.258717755235
kula putraH vA kula duhitA vA yaH kaScid nAma mAtram SRNoti DArayati vAcayati liKitvA	rigs kyi bu mo'am / gang 'ga' zhig ming tsam nyan pa dang / 'chang ba dang / klog pa dang / bris nas kyang ma go'am / gtsug phud dam / dpung pa'am /	88.39582160244775
ca Sirasi SiKAyAm vA bAhO grIvAyAm vA badDvA DArayati tasya iha eva janmani azwO=	mgul bar btags te 'chang bar byed na de'i tshe 'di nyid la dus ma yin par 'chi ba brgyad dang /	74.73003852847464
