Atma tRzNA upaBogAt tu klizwApattiH prajAyate	nyon mongs bcas pa'i ltung bar 'gyur //	78.64690032372108
su kRwa AramBiNA BAvyam mAtrajQena ca sarvatas	legs spyad dag la brtsam par bya // thams cad la yang tshod rig bya //	69.90098008102042
iti SikzA padAt asya Boga rakzA na duzkarA	de ltas bslab pa'i gzhi 'di las // de yi longs spyod bsrung mi dka' //	82.33617544174194
sva arTa vipAka vEtRzNyAt SuBam saMrakzitam Bavet	rang don rnam smin sred spangs pas // dge ba kun du bsrung bar 'gyur // 'gyod par yang ni mi bya ste //	81.30932565830804
paScAtApam na kurvIta na ca kRtvA prakASayet	byas par gyur kyang bsgrag mi bya //	77.8879066573249
lABa satkAra BItaH syAt unnatim varjayet sadA	rnyed dang bkur stis 'jigs bya zhing // khengs pa rtag tu spang bar bya //	87.67961359024939
boDisattvaH prasannaH syAt Darme vimatim utsRjet	byang chub sems dpa' dad bya zhing // chos la yid gnyis spang bar bya //	79.74761598945354
SoDitasya Atma BAvasya BogaH paTyaH Bavizyati samyak sidDasya Baktasya nizkaNasya iva dehinAm	lus ni rnam par sbyang byas na ; / phan pa'i longs spyod 'gyur ba ste // 'bras chan legs par tshos pa dang // gzegs med lus can phan pa 'dra // ji ltar lo tog btsas khebs na //	82.71173030054004
tRNa= Canna yaTA Sasyam rogEH sIdati na eDate	nad kyis zhum zhing rgyas mi 'gyur //	76.29814591278901
budDa aFkuraH taTA vRdDim kleSa= CannaH na gacCati	de ltar sangs rgyas myu gu yang //	72.50020094478832
Atma BAvasya kA SudDiH pApa kleSa viSoDanam	nyon mongs khebs na rgyas mi 'gyur ; / lus kyi dag pa gang zhe na // sdig dang nyon mongs rnam sbyong yin //	84.96769342237063
sambudDa uttayarTa sAreNa yatna BAve tu apAya gaH	rdzogs sangs rgyas kyis gsungs tshul du // 'bad pa med na ngan 'gror 'gro //	83.9001365971733
kzameta Srutam ezeta saMSrayeta vanam tatas	bzod bya thos pa btsal bar bya // de nas nags su gnas par bya //	79.13851079081691
sAma ADAnAya yujyeta BAvayet aSuBa Adikam	mnyam par gzhag la brtson bya zhing // mi sdug la sogs bsgom par bya //	79.09441302679888
Boga SudDim ca jAnIyAt samyak AjIva SoDanAt	yang dag 'tsho ba sbyangs pa yis // longs spyod dag par shes par bya //	86.58783835005151
SUnyatA karuNA garBeca izwitAt puNya SoDanam	stong pa snying rje'i snying po can // bskyed pas bsod nams dag par 'gyur // gzung bar bya ba rab mang la //	76.14869753760294
grahItAraH su bahavaH su alpam ca ida manena kim	'di ni nyung na 'dis ci bya //	56.43475294113159
na ca ati tRpti janakam varDanIyam idam tatas	shin tu ngoms pa skyed ma yin// de phyir 'di ni 'phel bar bya //	76.28774074012176
Atma BAvasya kA vRdDiH balAnAlasya varDanam	de la lus 'phel gang zhe na // le lo med dang stobs skyed yin //	78.62559494113124
SUnyatA karuNA garBAt dAnAt Bogasya varDanam	stong dang snying rje'i snying po can // sbyin pas longs spyod 'phel bar 'gyur // brtson dang bsam pa brtan par yang //	81.39349025539306
kRtvA AdO= eva yatnena vyavasAya ASayO dRXO	dang po nan tan byas nas ni //	70.24962107340494
karuNAm ca puraskRtya yateta SuBa vRdDaye	snying rje mdun du bzhag nas ni // dge ba spel la nan tan bya //	78.31448872703366
Badra caryA viDiH kAryaH vandana AdiH saha AdarAt	bzang po spyod pa'i cho ga bzhin // phyag 'tshal la sogs gus par bya //	82.10174397536659
SradDA AdInAm sadA aByAsaH mEtrI budDa Adi anusmRtiH	dad pa la sogs rtag tu bsgom // byams dang sangs rgyas sogs dran bya //	87.78331435870331
sarva avasTAsu sattva arTaH Darma dAnam nirAmizam	dus rnams kun du sems can don // chos kyi sbyin pa zang zing @3a * //	84.87551071460071
boDi cittam ca puNyasya vRdDi hetuH samAsatas	med ; / byang chub sems ni mdor bsdu na // bsod nams 'phel ba'i rgyu yin no //	91.36789720006094
sidDiH samyak prahANAnAm apramAda aviyojanAt	'grub pa yang dag spong rnams te // bag yod pa dang ma bral zhing //	84.3834345372479
	dran pa dang ni shes bzhin dang // tshul bzhin du ni sems pa'o // bslab pa kun las btus pa'i tshig le'ur byas pa /	84.3834345372479

