cetanAH taravaH iti sADye sarva tvac apaharaNe maraNAt iti hetuH prativAdinaH bOdDasya asidDaH iti prativAdya sidDaH	phyir rgol ba sangs rgyas pa la ma grub pas phyir rgol ba la ma grub pa zhes bya ste / sems la sogs pa 'gags pa la sangs rgyas pa 'dod pa'i phyir ro //	82.04929226087596
cEtanya Adi niroDasya bOdDena upagamAt acetanAH suKa AdayaH iti sADye	bde ba la sogs pa sems med par bsgrub par bya ba la skye ba dang ldan pa'i phyir zhes bya ba'i gtan tshigs ni /	86.10249506108025
utpattimat tvAt iti hetuH svayam vAdinaH sAMKyasya asidDaH	grangs can ba rgol ba bdag nyid la ma grub pas /	83.34828487354
iti vAdya sidDaH iti	rgol ba la ma grub pa zhes bya'o // bye brag pas phyir rgol ba sangs rgyas pa la / sa la sogs pa'i chos can bya ba yin no zhes bsgrub par bya ba la /	56.727960498378984
vESezikasya bOdDam prati kzamA Adikam DarmI kAryam iti sADayataH pratikzaNam sadRSa apara apara utpatteH iti svayam vAdinaH sidDaH	skad cig re re 'dra ba gzhan dang gzhan 'byung ngo zhes bya ba ni rgol ba bdag nyid la ma grub pa yin te /	70.5238018930167
utpattO sidDAyAm api pratikzaNa sadRSa apara apara utpattiH iti asidDaH htu	skye ba grub kyang skad cig re re 'dra ba gzhan dang gzhan 'byung ngo zhes pa ni ma grub pa'o //	87.3170837001805
pakza eka deSa asidDaH yaTA	phyogs kyi phyogs gcig la ma grub pa ni dper na shing rnams ni sems dang ldan pa pa'o // yin te /	78.47877654299454
cetanAH taravaH svApAt iti hetuH digambarasya svayam vAdinaH pakza eka deSa asidDaH	gnyid log pa'i phyir ro zhes bya ba'i gtan tshigs ni phyogs kyi gos can rgol ba bdag nyid la phyogs kyi gcig la ma pa'o // yin te / grub ste /	83.63571312905982
na hi sarve vRkzAH rAtrO patra saMkoca BAjaH	shing thams cad mtshan mo lo ma 'khum pa la brten pa pa'o // yin te / grub ste / ma yin no //	72.11827481699875
taTA pRTivI Adikam DarmI budDimat hetu janyam iti sADye kAryatvAt iti hetuH bOdDam prati asidDaH	de bzhin du sa la sogs pa'i chos can blo dang ldan pa las skyes pa yin no zhes bsgrub par bya ba la 'bras bu yin no zhes bya ba'i gtan tshigs ni sangs rgyas pa la pa'o // yin te / grub ste / ma yin no // grub ste /	88.9149075255604
pratyakza anupalamBa nibanDanaH hi kArya kAraNa BAvaH bOdDasya pRTivI AdO na sidDaH	mngon sum dang mi dmigs pa rgyu dang 'bras bu'i 'brel pa bsgrub pa'i ngo bos sa la sogs pa la grub pa'i phyir ro pa'o // yin te / grub ste / ma yin no // grub ste /	87.8210764056373
vihAra AhAra Adizu sidDam ced tadA pakza eka deSa asidDaH	// gal te gnas dang bza' ba la sogs pa grub po zhes zer na pa'o // yin te / grub ste / ma yin no // grub ste / // / de'i tshe phyogs kyi phyogs gcig ma grub po //	79.42570806835172
saMdigDa asidDaH yaTA yadi ayam DUmaH gniH atra iti sADye hetoH eva aniScayAt Darmi saMdehe pi asidDaH yaTA	the tshom za ba'i ma grub pa ni / dper na gal te 'di du ba yin na 'di na me yod do zhes bsgrub par bya ba la / gtan tshigs nyid ma nges pa'i phyir ro // chos can the tshom zos ma grub pas ni // dper na ri sul du ma 'di dag las //	89.61477543340176
iha bahuzu nikuQjezu kvacid ekasmin nikuQje mayUraH iti sADye kekAyikAt iti hetuH	ri sul 'ga' zhig na rma bya yod de zhes bsgrub par bya ba la rma bya'i sgra grags pa'i phyir ro zhes bya ba'i gtan tshigs yin pa lta bu'o //	69.54069540674386
Darmya sidDO api asidDaH yaTA AtmA DarmI sarva gataH iti sADye sarvatra upalaByamAna guNa tvAt iti hetuH	chos can ma grub pa yang ma grub pa yin te / dper na chos can bdag thams cad du khyab par bsgrub par bya ba la / yod tan thams cad ni dmigs pa'i phyir ro zhes bya ba'i gtan tshigs yin pa lta bu'o //	93.00883312160076
daSA ete sidDa saMjQakAH hetvABAsAH	bcu po 'di dag ni ma grub pa zhes bya ba'i gtan tshigs ltar snang ba'o //	87.17637287055528
anEkAntikaH hetvABAsaH kIdRSaH ucyate	ma nges pa'i gtan tshigs ltar snang ba yang ci 'dra ba zhig ce na / smras pa / dper na sgra @316a * //	88.20099308587409
yaTA Sabdasya nitya tva Adike Darme sADye prameya tvam hetuH sa paksvi pakzayoH sarvatra vartamAnaH sADAraNA anEkAntikaH	rtag pa la sogs pa'i chos bsgrub par bya ba la / gzhal bya yin pa'i phyir zhes pa'i gtan tshigs ni / mthun pa'i phyogs dang mi mthun pa'i phyogs thams cad la 'jug pa'i thun mong gi ma nges pa'i zhes bya'o // da bzhin du sgra rtag par bsgrub par bya ba la /	86.56618842392433
taTA Sabdasya nitya tve SrAvaNa tvam hetuH sa pakza vipakzayoH apravartamAnAt asADAraNa anEkAntikaH	mnyan par bya ba yin pa'i phyir zhes bya ba'i gtan tshigs ni mthun pa'i phyogs dang mi mthun pa'i phyogs la mi 'jug pa'i phyir thun mong ma yin pa'i ma nges pa yin no //	91.88088809765206
taTA Sabdasya aprayatna anantarIyaka tve sADye nitya tvAt iti hetuH	de bzhin du sgra brtsal ma thag tu byung ba'i ma yin pa nyid bsgrub par bya ba la mi rtag pa'i phyir ro zhes bya ba'i gtan tshigs ni / mthun pa'i phyogs kyi phyogs gcig la 'jug la /	81.17063693671373
sa pakza eka deSa vRttiH vipakza vyApI anEkAntikaH	mi mthun pa'i phyogs la khyad par 'jug pa'i ma nges pa yin te /	81.11671461892192
aprayatna anantarIyakaH Sabdasya vidyut AkASa AdiH sa pakzaH tatra eka deSe vidyut AdO vartate nitya tvam na AkASa AdO prayatna AntarIyakaH punaGawa AdiH vipakzaH tatra sarvatra vartate htu	brtsal ma thag tu byung ba ma yin pa'i sgra mthun pa'i phyogs ni glog dang / nam mkha' la sogs pa ste / de la mthun pa'i phyogs la phyogs gcig glog la sogs pa la ni mi rtag pa 'jug la / nam mkha' la sogs pa la ni ma yin no // mi mthun pa'i phyogs brtsal ma thag tu byung ba la sogs pa thams cad yin te de thams cad la 'jug pa yin no //	87.1606284020603
taTA prayatna anantarIyaka tve Sabdasya sADye nitya tvam hetuH Gawa AdO sarvatra vidyate aprayatna anantarIyakaH punar vidyut AkASa AdiH vipakzaH	de bzhin du sgra ni brtsal ma thag tu byung ba nyid yin te zhes bsgrub par bya ba la mi rtag pa'i phyir zhes bya ba'i gtan tshigs ni / bum pa la sogs pa thams cad la ni yod la brtsal ma thag tu byung ba ma yin pa mi mthun pa'i phyogs yang glog dang nam mkha' la sogs pa de las phyogs gcig glog la sogs pa la ni 'jug la /	81.80327789242583
tatra eka deSe vidyut AdO vartate na AkASa AdO	nam mkha' la sogs pa la ni ma yin la /	62.44207508940446
tasmAt ayam vipakza eka deSa vRttiH sa pakza vyApI hetuH anEkAntikaH	de'i phyir 'di mi mthun pa'i phyogs gcig la 'jug la / mthun pa'i phyogs la khyab pa'i ma nges pa'i gtan tshigs yin no //	94.5639693066564
uBaya pakza eka deSa vRttiH anEkAntikaH yaTA	phyogs gnyi ga'i phyogs gcig la 'jug pa'i ma nges pa ni dper na /	92.60226458320628
Sabde DarmiNi nitya tve sADye mUrta tvAt iti hetuH	chos can la sgra rtag par bsgrub par bya ba la / lus can ma yin pa'i phyir zhes bya ba'i gtan tshigs ni /	92.1338866380761
paramANu AkASa AdiH sa pakzaH sya tatra eka deSe mUrta tvam AkASe pravartate na paramANO mUrta tvAt paramANUnam	mthun pa'i phyogs rdul phra rab dang nam mkha' la sogs pa de la mthun pa'i phyogs gcig nam mkha' ni lus can ma yin pa 'jug la / rdul phra rab ni ma yin te rdul phra rab rnams lus can yin pa'i phyir ro //	91.21184940949864
Gawa suKa AdiH anityaH vipakzaH tatra eka deSe suKa AdO vidyate na Gawa AdO	bum pa dang bde ba la sogs pa mi rtag pa mi mthun pa'i phyogs gcig bde ba la sogs pa la 'jug la / bum pa la sogs pa @316b ma yin pa lta bu'o //	93.5705646072139
taTA saMdigDa vipakza vyAvRttikaH sa pakza vyApI hetuH anEkAntikaH yaTA	de bzhin du mi mthun pa'i phyogs la ldog pa la ni the tshom za la / mthun pa'i phyogs la khyab pa'i ma nges pa'i gtan tshigs ni /	93.33511201270763
kapila Adi DarmI asarva jQaH iti sADye vaktR tvAt iti hetuH raTyA puruza AdO sa pakze sti	dper na ser skya la sogs pa'i chos can thams cad mkhyen pa ma yin te zhes bsgrub par bya ba las smra ba'i phyir zhes bya ba'i gtan tshigs ni ; lam po che'i skyes bu la sogs pa dang mthun pa'i phyogs la ni yod la /	82.34535228303733
vipakze sarvajQe saMdigDaH	mi mthun pa'i phyogs thams cad mkhyen pa la ni the tshom za ste /	79.58832788467407
sarvajQasya atIndriya tvAt vacanam asti na vA iti saMdigDam	thams cad mkhyen pa ni dbang po las 'das pa'i phyir smra ba yod dam med pa la the tshom za ba yin no //	82.1227016953354
taTA saMdigDa sapakza vRttiH vipakza vyApt hetuH anEkAntikaH yaTA	de bzhin du mthun pa'i phyogs la 'jug pa la ni ; the tshom za la mi mthun pa'i phyogs la khyab pa'i ma nges pa'i gtan tshigs ni dper na /	91.7158080362189
RzaBa varDAmAna Adi DarmI sarvajQaH iti sADye kevali SAstra karaNAt iti hetuH sa pakze sarvajQe saMdigDaH	khyu mchog dang 'phel ba la sogs pa'i chos can thams cad mkhyen pa yin no zhes bsgrub par bya ba la bstan bcos 'ba' zhig byed pa'i phyir zhes bya ba la gtan tshigs ni mthun pa'i phyogs thams cad mkhyen pa la ni the tshom za ste /	82.70426370624715
sarvajQasya atIndriya tvAt kevali SAstra karaNam saMdigDam	thams cad mkhyen pa ni dbang po las shin tu 'das pa'i phyir / bstan bcos 'ba' zhig byed pa la the tshom za ba yin no //	82.46355795138975
vipakze varAha mihiH A AdO asarva jQe vidyate	mi mthun pa'i phyogs pa ra ha dang ma ha re la sogs pa thams cad mkhyen pa ma yin pa la yod pa lta bu'o //	75.76886137161793
saMdigDa anvaya vyatireka hetuH anEkAntikaH yaTA sa Atmakam jIvat SarIram prANa AdimattvAt iti hetuH jIvat SarIra saMbanDI prANa AdiH na sA Atmake anAtmake vA pravRttaH nivRttaH vA iti niScIyate htu	rjes su 'gro ba dang ldog pa la the tshom za ba'i ma nges pa'i gtan tshigs ni dper na gson po'i lus ni bdag dang bcas pa yin te srog chags la sogs pa dang ldan pa'i phyir ro zhes bya ba'i gtan tshigs ni gson po'i lus dang 'brel ba can srog la sogs pa bdag dang bcas pa'am bdag med pa la 'jug pa'am ldog pa ma nges pa yin te ; de bas na rjes su 'gro ba 'ba' zhig pa'i gtan tshigs yin te dpe med pa yin pa'i phyir ro //	79.5102661761537
tatas kevala anvayI hetuH dRzwAnta aBAvAt	de bzhin du gnyis pa la yang ldog pa 'ba' zhig yin te /	82.583581014113
taTA dvitIyaH pi kevala vyatirekI na idam nirAtmakam jIvat SarIram aprANa Adimattva prasaFgAt iti	gson po'i lus 'di ni bdag med pa ma yin te srog la sogs pa med par thal bar 'gyur ba'i phyir ro zhes bya ba lta bu'o //	77.7069203072465
dRzwAnta aBAvAt eva na anvaya niScayaH na api vyatireka niScayaH iti saMSaya hetuH	dpe med pa nyid kyi phyir rjes su 'gro ba nges pa med pa dang / ldog pa yang nges pa 'di ni the tshom za ba'i gtan tshigs so //	89.81000719257966
uktAH navaH ete na EkAntika saMjQakAH hetvABAsAH	bcu po 'di dag ni ma nges pa'i gtan tshigs ltar snang ba zhes bstan to //	88.6209383745905
virudDa saMjQakaH hetvABAsaH kIdRSaH	'gal ba'i gtan tshigs ltar snang ba ci 'dra ba zhig ce na /	86.80060758833157
yaTA SabdaH DarmI nityaH iti sADyaH DarmaH kRtaka tvAt AkASa Adi vat	dper na chos can sgra rtag ste zhes bya ba ni @317a * // bsgrub par bya ba'i chos so //	87.21718688964903
ayam hetuH Gawa AdO vipakzaH eva asti na sa pakze taTA SabdaH DarmI nityaH iti sADye prayatna anantarIyaka tvAt iti hetuH AkASa AdO sa pakze na asti eva	byas pa'i phyir nam mkha' la sogs pa bzhin no zhes bya ba'i gtan tshigs 'di ni bum pa la sogs pa mi mthun pa'i phyogs nyid la yod la mthun pa'i phyogs la ni ma yin pa lta bu'o // de bzhin du chos can sgra rtag ste zhes bsgrub par bya ba la /	92.7119760624002
vipakza eka dese Gawa AdO vidyate na vidyut AdO	brtsal ma thag tu byung ba yin pa'i phyir zhes bya ba'i phyir gtan tshigs mthun pa'i phyogs nam mkha' la sogs pa la med phyogs gcig bum pa la sogs pa la ni yod la / glog la sogs pa la ni med pa lta bu'o //	69.50376936242698
etO dvO hetU Darma svarUpa viparIta sADanO Darma viSeSa viparIta sADanaH yaTA	gtan tshigs 'di gnyis ni chos kyi rang gi ngo bo phyin ci log tu bsgrub pa dang / chos can rang gi ngo bo phyin ci log tu bsgrub pa la rnam pa gnyis yin te /	87.72310459791804
cakzuH AdayaH iti DarmI para arTAH iti sADyaH DarmaH saMGata tvAt iti hetuH	dper na chos mig la sogs pa 'di dag gzhan gyi don du bsgrub par bya ba'i chos so // bsags pa yin pa'i phyir zhes bya ba ni gtan tshigs so //	90.91741576194204
maQca pIWa Adi vat iti sa pakza vacanam	khri dang stan la sogs pa bzhin no zhes bya ba ni mthun pa'i phyogs bstan pa'o //	84.42940356361767
ayam tu hetuH yaTA cakzuH AdInAm pArArTyam sADayati	'di ltar gtan tshigs 'dis mig la sogs pa gzhan gyi don du sgrub par byed la /	81.39499201549563
taTA saMGAta tvam parasya sADayati	de bzhin du bsags pa nyid gzhan gyir sgrub par byed de /	76.72348185947963
maQca pIWa AdInAm saMGAtasya devadatta AdeH parasya upakAra darSanAt	khri dang stan la sogs pa bsags pas lha sbyin la sogs pa gzhan gyi don byed par mthong ba'i phyir ro //	86.01087045298765
Darmi svarUpa viparIta sADanaH yaTA pRTivI AdiH DarmI budDimat hetu janyaH iti sADye sa ASraya tvAt iti hetuH	chos can gyi rang gi ngo bo phyin ci log tu bsgrub pa ni / dper na chos can la sogs pa ni blo dang ldan pa'i rgyu las skyes pa yin te zhes bya bar bsgrub par bya ba la rten pa dang bcas pa'i phyir zhes bya ba ni gtan tshigs so //	90.51514893858914
Gawa Adi vat iti sa pakza vacanam	bum pa la sogs pa bzhin no zhes bya bas ni / mthun pa'i phyogs bstan to //	93.29928361203359
ayam hetuH yaTA budDimat hetu janya tvam sADayati taTA budDimataH kartuH sa ASraya tvam api sADayati	'di ltar gtan tshigs 'dis ni blo dang ldan pa'i rgyu las skyes pa nyid sgrub par byed pa yin la / de bzhin du blo dang ldan pa'i byed pa'i rten pa dang bcas pa yang sgrub par byed la / do //	86.29935997158023
Darmi vizeSa viparIta sADanaH yaTA	chos can gyi khyad par phyin ci log tu bsgrub pa ni dper na /	87.08864185067475
vESezikasya mImAMsakam prati AtmA DarmI cetayate iti sADye htu cetanA aDizWAna tvAt iti hetuH AtmanaH cetanasya yaTA cEtanyam sADayati	bye brag pas dpyod pa pa la chos bdag ni sems dang ldan pa yin no zhes bsgrub par bya ba la sems kyis byin gyis brlabs pa'i phyir zhes bya ba'i gtan tshigs ni /	77.67684040477916
taTA hetuH ayam anitya tvam api sADayati	bdag sems med pa la ji ltar sems dang ldan par sgrub par byed pa de bzhin du gtan tshigs 'dis mi rtag pa yang sgrub par byed de /	75.82081791075416
anitya tvAt vijQAnasya	rnam par shes pa ni mi rtag pa'i phyir ro //	89.68659543991089
uktAH paQca ete virudDa saMjQakAH hetvABAsAH	lnga po de dag gis ni 'gal ba'i gtan tshigs ltar snang ba bstan to //	90.5767286693701
virudDA avyaBicArI nAma na kaScid Detu dozaH sti iti na tasya udAharaNam yuktam tatra udAharaNam yat sarva deSa avasTitEH svayam ca sva saMbanDiBiH yugapad aBisaMbaDyate tat sarva gatam yaTA AkASam iti	'gal @317b ba mi 'khrul ba zhes bya ba ni gang du yang gtan tshigs kyi skyon ma yin pas de'i dpe brjod pa mi rigs te /	42.13882583098765
aBisaMbaDyate ca sarva deSa avasTitEH sva saMbanDiBiH yugapad sAmAnyam iti pElukasya svaBAva hetu prayogaH	de'i dpe brjod na gang phyogs thams cad na gnas pa dang / bdag nyid rang dang gcig par mngon par 'brel pa can de ni thams cad du 'gro ba yin te / dper na nam mkha' bzhin phyogs thams cad na gnas pa ni rang dang 'brel pas cig car spyi dang mngon par 'brel pa yin no zhes bya ba ni pe lu ka'i rang bzhin gyi gtan tshigs kyi / sbyor ba'o //	73.16320220080414
dvitIyaH pi prayogaH pEWarasya yat upalabDi lakzaNa prAptam yatra na upalaByate na tatra asti	yang sbyor ba gnyis pa ni dpe tha ra'i yin te gang dmigs pa'i mtshan nyid kyir gyur pa gang du mi dmigs pa de ni / sbyor ba'o // med do //	86.88236516004122
tat yaTA kvacid avidyamAnaH GawaH	dper na phyogs 'ga' zhig na bum pa med de zhes bya ba / sbyor ba'o // med do // lta bu'o //	82.60428664760393
na upalaByate ca upalabDi lakzaNa prAptam sAmAnyam vyakti antarAlezu iti	dmigs pa'i mtshan nyid kyir gyur pa'i spyi gsal ba / sbyor ba'o // med do // lta bu'o // dang / gsal ba'i bar na mi dmigs pa'i phyir ro zhes bya ba lta bu'o //	70.18652073711917
anupalamBaH hetuH pUrva uktaH ca svaBAvaH parasparam bADayataH saMSaya jananAt	mi dmigs pa'i gtan tshigs 'di dang sngar bstan pa'i rang bzhin gyi gtan tshigs 'di phan tshun gnod pas the tshom bskyed pa'i phyir ro //	90.94623752539984
na sa pakzAt anyaH dRzwAntaH nAma kaScid iti sa pakzaH eva sADarmya dRzwAntaH	mthun pa'i phyogs dang gzhan pa'i dpe zhes bya ba ni 'ga' yang med de mthun pa'i phyogs 'di nyid chos mthun pa'i dpe yin no //	95.79069847552387
tatra dRzwAnta ABAsaH kIdRSaH	de la dpe ltar snang ba ci lta bu zhig ce na /	93.25734321967415
sADarmyeNa tAvat	chos mthun pa'i re zhig 'di lta bu ste /	89.40722751617432
